Liste aller jemals vergebenen ersten Bubennamen 1984-2020,,,,,
,,,,,
Vorname,,Anzahl,Rang,Anzahl,Rang
Paul-Remo,Paul-Remo,1,10.287,-,-
Paul-Robert,Paul-Robert,1,10.287,-,-
Paul-Robin,Paul-Robin,1,10.287,-,-
Paul-Roland,Paul-Roland,1,10.287,-,-
Paul-Ruben,Paul-Ruben,1,10.287,-,-
Paul-Rudolf,Paul-Rudolf,1,10.287,-,-
Paul-Sebastian,Paul-Sebastian,4,4.736,-,-
Paul-Sergiu,Paul-Sergiu,1,10.287,-,-
Paul-Simon,Paul-Simon,1,10.287,-,-
Paul-Stefan,Paul-Stefan,2,7.058,-,-
Paul-Stephan,Paul-Stefan,1,10.287,-,-
Paul-Thaddeus,Paul-Thaddeus,1,10.287,-,-
Paul-Theodor,Paul-Theodor,1,10.287,-,-
Paul-Thomas,Paul-Thomas,1,10.287,-,-
Paul-Thorwald,Paul-Thorwald,1,10.287,-,-
Paul-Tobias,Paul-Tobias,1,10.287,-,-
Paulus,Paul,50,1.079,2,1.219
Paul-Uwe,Paul-Uwe,1,10.287,1,1.772
Paul-Valentin,Paul-Valentin,2,7.058,-,-
Paul-Viktor,Paul-Viktor,1,10.287,-,-
Paul-Walter,Paul-Walter,1,10.287,-,-
Paul-Xaver,Paul-Xaver,2,7.058,-,-
Pauly,Pauly,3,5.593,-,-
Paul-Yannik,Paul-Yannik,1,10.287,-,-
Paurakh,Paurakh,1,10.287,-,-
Pavao,Pavao,1,10.287,1,1.772
Pavel,Pavel,24,1.646,2,1.219
Pavel-Gabriel,Pavel-Gabriel,1,10.287,-,-
Paviter,Paviter,1,10.287,-,-
Pavith,Pavith,1,10.287,-,-
Pavithraj,Pavithraj,1,10.287,-,-
Pavle,Paul,148,544,15,339
Pavle-Migel,Pavle-Migel,1,10.287,-,-
Pavlos,Pavlos,1,10.287,-,-
Pavo,Pavo,5,4.151,1,1.772
Pavol,Pavol,3,5.593,-,-
Pawan,Pawan,3,5.593,-,-
Pawel,Pawel,10,2.802,-,-
Paweł,Pawel,2,7.058,1,1.772
Pawo,Pawo,1,10.287,-,-
Paxton,Paxton,2,7.058,-,-
Paya,Paya,1,10.287,-,-
Payam,Payam,3,5.593,-,-
Payan,Payan,1,10.287,-,-
Payman,Payman,1,10.287,-,-
Payu,Payu,1,10.287,-,-
Peace,Peace,2,7.058,-,-
Pedja,Pedja,1,10.287,-,-
Pedrag,Pedrag,1,10.287,-,-
Pedram,Pedram,11,2.647,-,-
Pedrello,Pedrello,1,10.287,-,-
Pedro,Peter,55,1.010,4,815
Peer,Peter,12,2.530,1,1.772
Pefnoty,Pefnoty,1,10.287,-,-
Pei,Pei,2,7.058,1,1.772
Peik,Peik,1,10.287,-,-
Peitao,Peitao,1,10.287,-,-
Pejo,Pejo,4,4.736,-,-
Pejwan,Pejwan,2,7.058,-,-
Pelan,Pelan,2,7.058,-,-
Pelayo,Pelayo,2,7.058,-,-
Pelle,Pelle,1,10.287,-,-
Pendar,Pendar,1,10.287,-,-
Pendleton,Pendleton,1,10.287,-,-
Peng,Peng,4,4.736,-,-
Pengcheng,Pengcheng,1,10.287,-,-
Peniel,Peniel,1,10.287,-,-
Penthai,Penthai,1,10.287,-,-
Peon,Peon,1,10.287,-,-
Pepe,Pepe,21,1.784,3,969
Pepi,Pepi,1,10.287,-,-
Peppino,Peppino,1,10.287,-,-
Per,Peter,9,2.968,-,-
Pera,Pera,1,10.287,-,-
Perat,Perat,1,10.287,-,-
Perceval,Perceval,1,10.287,-,-
Percival,Percival,1,10.287,-,-
Percy,Percy,2,7.058,-,-
Peregrin,Peregrin,5,4.151,1,1.772
Perez,Perez,2,7.058,-,-
Perica,Perica,2,7.058,-,-
Pericles,Pericles,1,10.287,-,-
Perino,Perino,1,10.287,-,-
Perislav,Perislav,1,10.287,-,-
Per-Lorenz,Per-Lorenz,1,10.287,-,-
Per-Luca,Per-Luca,1,10.287,-,-
Per-Marten,Per-Marten,1,10.287,-,-
Pero,Pero,4,4.736,-,-
Perotin,Perotin,1,10.287,-,-
Perparim,Perparim,2,7.058,-,-
Perry,Perry,6,3.749,-,-
Perseus,Perseus,3,5.593,-,-
Pertti,Bert,1,10.287,-,-
Perun,Perun,1,10.287,-,-
Peshmerge,Peshmerge,1,10.287,-,-
Peta,Peta,1,10.287,-,-
Petar,Peter,316,349,24,243
Petar-Emil,Petar-Emil,1,10.287,-,-
Pete,Piet,6,3.749,-,-
Peter,Peter,9.288,39,77,100
Péter,Peter,41,1.209,7,554
Peter-Adam,Peter-Adam,1,10.287,-,-
Peter-Adolf,Peter-Adolf,1,10.287,-,-
Peter-Alessandro,Peter-Alessandro,1,10.287,-,-
Peter-Alexander,Peter-Alexander,4,4.736,-,-
Peter-Conrad,Peter-Conrad,1,10.287,-,-
Peter-David,Peter-David,2,7.058,-,-
Peter-Franz,Peter-Franz,1,10.287,-,-
Peter-Gabriel,Peter-Gabriel,1,10.287,-,-
Peter-Gottfried,Peter-Gottfried,1,10.287,-,-
Peter-Johann,Peter-Johann,1,10.287,-,-
Peter-Junior,Peter-Junior,1,10.287,-,-
Peter-Kajetan,Peter-Kajetan,1,10.287,-,-
Peter-Luciano,Peter-Luciano,1,10.287,-,-
Peter-Ludwig,Peter-Ludwig,1,10.287,-,-
Peter-Luis,Peter-Luis,1,10.287,-,-
Peter-Manuel,Peter-Manuel,3,5.593,-,-
Peter-Marcel,Peter-Marcel,2,7.058,-,-
Peter-Mario,Peter-Mario,1,10.287,-,-
Peter-Mattias,Peter-Mattias,1,10.287,-,-
Peter-Maximilian,Peter-Maximilian,2,7.058,-,-
Peter-Michael,Peter-Michael,4,4.736,-,-
Peter-Morris,Peter-Morris,1,10.287,-,-
Peter-Nikolaus,Peter-Nikolaus,1,10.287,-,-
Peter-Pascal,Peter-Pascal,1,10.287,-,-
Peter-Paul,Peter-Paul,13,2.407,-,-
Peter-Philipp,Peter-Philipp,3,5.593,-,-
Peter-Pius,Peter-Pius,1,10.287,-,-
Peter-Raphael,Peter-Raphael,1,10.287,-,-
Peter-Richard,Peter-Richard,1,10.287,-,-
Peter-Sebastian,Peter-Sebastian,1,10.287,-,-
Peter-Stefan,Peter-Stefan,2,7.058,-,-
Peter-Thomas,Peter-Thomas,1,10.287,-,-
Peter-Wilhelm,Peter-Wilhelm,1,10.287,-,-
Peter-Winston,Peter-Winston,1,10.287,-,-
Pete-Sven,Pete-Sven,1,10.287,-,-
Petja,Petja,1,10.287,-,-
Petko,Petko,3,5.593,-,-
Petr,Peter,8,3.186,2,1.219
Petre,Peter,1,10.287,-,-
Petrică-Matei,Petrică-Matei,1,10.287,1,1.772
Petrisor-Elisei-Florin,Petrisor-Elisei-Florin,1,10.287,-,-
Petrit,Petrit,9,2.968,-,-
Petro,Peter,4,4.736,-,-
Petro-Daniel,Petro-Daniel,1,10.287,-,-
Petros,Peter,4,4.736,-,-
Petru,Peter,9,2.968,1,1.772
Petru-Andrei,Petru-Andrei,1,10.287,-,-
Petru-Casian,Petru-Casian,1,10.287,-,-
Petru-Darius,Petru-Darius,2,7.058,2,1.219
Petrus,Peter,10,2.802,-,-
Petrus-Andreas,Petrus-Andreas,1,10.287,1,1.772
Petter,Petter,1,10.287,-,-
Petty,Petty,1,10.287,-,-
Pevlül,Pevlül,1,10.287,-,-
Peyman,Peyman,10,2.802,-,-
Peyton,Peyton,1,10.287,-,-
Phabian,Phabian,1,10.287,1,1.772
Phalkun,Phalkun,1,10.287,-,-
Pharao,Pharao,1,10.287,-,-
Pharell,Pharell,4,4.736,-,-
Pharel-Steve,Pharel-Steve,1,10.287,-,-
Pharrell-Vasu,Pharrell-Vasu,1,10.287,-,-
Phelan,Phelan,4,4.736,-,-
Phelias,Phelias,1,10.287,-,-
Phetai,Phetai,1,10.287,1,1.772
Phi,Phi,2,7.058,-,-
Phil,Phil,107,658,10,426
Phil-Andrew,Phil-Andrew,1,10.287,-,-
Phileas,Phileas,58,979,5,701
Phileas-Maximilian,Phileas-Maximilian,1,10.287,-,-
Philemon,Philemon,28,1.502,-,-
Philian,Philian,13,2.407,-,-
Philias,Phileas,4,4.736,1,1.772
Philios,Phileas,1,10.287,-,-
Philip,Philipp,4.714,59,51,127
Philip-Alexander,Philipp-Alexander,3,5.593,-,-
Philip-Andreas,Philipp-Andreas,1,10.287,-,-
Philip-Andrei,Philip-Andrei,2,7.058,1,1.772
Philip-Cristian,Philip-Cristian,1,10.287,1,1.772
Philip-Curtis,Philip-Curtis,1,10.287,-,-
Philip-Daniel,Philipp-Daniel,2,7.058,-,-
Philip-David,Philip-David,1,10.287,-,-
Philip-Dominik,Philip-Dominik,1,10.287,-,-
Philipe,Philipp,6,3.749,-,-
Philipe-Leon,Philipe-Leon,1,10.287,-,-
Philip-Elias,Philip-Elias,1,10.287,-,-
Philip-Emanuel,Philipp-Emanuel,1,10.287,-,-
Philip-Erik,Philip-Erik,1,10.287,-,-
Philip-Gabriel,Philip-Gabriel,1,10.287,-,-
Philiph,Philiph,6,3.749,-,-
Philip-Ionuţ,Philip-Ionuţ,1,10.287,-,-
Philip-Johannes,Philipp-Johannes,1,10.287,-,-
Philip-Jonas,Philip-Jonas,1,10.287,-,-
Philip-Jonatan,Philip-Jonatan,1,10.287,-,-
Philip-Josef,Philip-Josef,1,10.287,-,-
Philip-Leon,Philip-Leon,1,10.287,-,-
Philip-Lukas,Philip-Lukas,1,10.287,-,-
Philip-Marcel,Philip-Marcel,1,10.287,-,-
Philip-Matei,Philip-Matei,1,10.287,1,1.772
Philip-Maximilian,Philip-Maximilian,1,10.287,-,-
Philip-Michael,Philipp-Michael,2,7.058,-,-
Philip-Mihail,Philip-Mihail,1,10.287,-,-
Philipp,Philipp,21.214,19,244,40
Philipp-Aaron,Philipp-Aaron,1,10.287,-,-
Philipp-Alexander,Philipp-Alexander,8,3.186,-,-
Philipp-Andreas,Philipp-Andreas,2,7.058,-,-
Philipp-Andrei,Philipp-Andrei,1,10.287,-,-
Philipp-Anthony,Philipp-Anthony,1,10.287,-,-
Philipp-Anton,Philipp-Anton,1,10.287,-,-
Philipp-Benjamin,Philipp-Benjamin,1,10.287,-,-
Philipp-Bernhar,Philipp-Bernhar,1,10.287,-,-
Philipp-Carl,Philipp-Carl,1,10.287,-,-
Philipp-Christian,Philipp-Christian,1,10.287,-,-
Philipp-Christoph,Philipp-Christoph,1,10.287,-,-
Philipp-Daniel,Philipp-Daniel,4,4.736,-,-
Philipp-Denis,Philipp-Denis,1,10.287,-,-
Philipp-Dominik,Philipp-Dominik,1,10.287,-,-
Philipp-Dominique,Philipp-Dominique,1,10.287,-,-
Philippe,Philipp,117,623,-,-
Philipp-Emanuel,Philipp-Emanuel,5,4.151,-,-
Philipp-Emmanuel,Philipp-Emanuel,1,10.287,-,-
Philippe-Pascal,Philippe-Pascal,1,10.287,-,-
Philipp-Fabian,Philipp-Fabian,1,10.287,-,-
Philipp-Florian,Philipp-Florian,1,10.287,-,-
Philipp-Gabriel,Philipp-Gabriel,2,7.058,-,-
Philipp-Georg,Philipp-Georg,2,7.058,-,-
Philipp-Gerald,Philipp-Gerald,1,10.287,-,-
Philipp-Günther,Philipp-Günther,1,10.287,-,-
Philipp-Hans,Philipp-Hans,1,10.287,-,-
Philipp-Hermann,Philipp-Hermann,1,10.287,-,-
Philipp-Janis,Philipp-Janis,1,10.287,-,-
Philipp-Joel,Philipp-Joel,1,10.287,-,-
Philipp-Johann,Philipp-Johann,1,10.287,-,-
Philipp-Johannes,Philipp-Johannes,2,7.058,-,-
Philipp-Josef,Philipp-Josef,1,10.287,-,-
Philipp-Julian,Philipp-Julian,1,10.287,-,-
Philipp-Justin,Philipp-Justin,1,10.287,-,-
Philipp-Konstantin,Philipp-Konstantin,1,10.287,-,-
Philipp-Laurin,Philipp-Laurin,1,10.287,-,-
Philipp-Leon,Philipp-Leon,1,10.287,-,-
Philipp-Lorenz,Philipp-Lorenz,1,10.287,-,-
Philipp-Luca,Philipp-Luca,3,5.593,-,-
Philipp-Lukas,Philipp-Lukas,1,10.287,-,-
Philipp-Manuel,Philipp-Manuel,2,7.058,-,-
Philipp-Marco,Philipp-Marco,1,10.287,-,-
Philipp-Markus,Philipp-Markus,2,7.058,-,-
Philipp-Matteo,Philipp-Matteo,1,10.287,-,-
Philipp-Maurice,Philipp-Maurice,2,7.058,-,-
Philipp-Maximilian,Philipp-Maximilian,5,4.151,-,-
Philipp-Michael,Philipp-Michael,4,4.736,-,-
Philipp-Moritz,Philipp-Moritz,1,10.287,-,-
Philipp-Nicola,Philipp-Nicola,1,10.287,-,-
Philippo,Philippo,1,10.287,-,-
Philipp-Oliver,Philipp-Oliver,3,5.593,-,-
Philippos,Philippos,7,3.427,-,-
Philipp-Pascal,Philipp-Pascal,3,5.593,-,-
Philipp-Paul,Philipp-Paul,1,10.287,-,-
Philipp-Peter,Philipp-Peter,1,10.287,-,-
Philipp-Raphael,Philipp-Raphael,1,10.287,-,-
Philipp-Rene,Philipp-Rene,3,5.593,-,-
Philipp-René,Philipp-Rene,1,10.287,-,-
Philipp-Richard,Philipp-Richard,1,10.287,-,-
Philipp-Roland,Philipp-Roland,1,10.287,-,-
Philipp-Rudolf,Philip-Rudolf,1,10.287,-,-
Philipp-Sebastian,Philipp-Sebastian,5,4.151,-,-
Philipp-Simon,Philipp-Simon,1,10.287,-,-
Philipp-Sören,Philipp-Sören,1,10.287,-,-
Philipp-Thomas,Philipp-Thomas,1,10.287,-,-
Philipp-Tobias,Philipp-Tobias,1,10.287,-,-
Philipp-Werner,Philipp-Werner,1,10.287,-,-
Philip-Raphael,Philip-Raphael,1,10.287,-,-
Philip-Rudolf,Philip-Rudolf,1,10.287,-,-
Philip-Shaan,Philip-Shaan,1,10.287,-,-
Philip-Simon,Philip-Simon,1,10.287,-,-
Philip-Stefan,Philip-Stefan,1,10.287,-,-
Philip-Tom,Philip-Tom,1,10.287,-,-
Phill,Phill,1,10.287,1,1.772
Phil-Liam,Phil-Liam,1,10.287,-,-
Phillip,Philipp,1.290,143,24,243
Phillip-Aleksandar,Phillip-Aleksandar,1,10.287,-,-
Phillipe,Phillipe,1,10.287,-,-
Phillip-Gabriel,Phillip-Gabriel,1,10.287,-,-
Phillip-Gregor,Phillip-Gregor,1,10.287,-,-
Phillip-Konrad,Phillip-Konrad,1,10.287,-,-
Phillip-Michael,Phillip-Michael,1,10.287,-,-
Phillip-Noah,Phillip-Noah,1,10.287,-,-
Phillip-Noel,Phillip-Noel,2,7.058,-,-
Phillipo,Phillipo,1,10.287,-,-
Phillipp,Philipp,82,778,-,-
Phillipp-Alexander,Phillipp-Alexander,1,10.287,-,-
Phillip-Ricardo,Phillip-Ricardo,1,10.287,-,-
Phillip-Sebastian,Phillip-Sebastian,1,10.287,-,-
Phillip-Thomas,Phillip-Thomas,1,10.287,-,-
Phillip-Tobias,Phillip-Tobias,1,10.287,-,-
Phillip-Wolfgang,Phillip-Wolfgang,1,10.287,-,-
Phil-Louis,Phil-Louis,1,10.287,-,-
Phil-Lucas,Phil-Lucas,1,10.287,-,-
Phil-Martin,Phil-Martin,1,10.287,-,-
Philmon,Philmon,1,10.287,-,-
Philo,Philo,5,4.151,-,-
Philobater,Philobater,1,10.287,-,-
Philobatir,Philobatir,2,7.058,-,-
Philomena,Philomena,1,10.287,-,-
Philomeno,Philomeno,1,10.287,-,-
Philon,Philon,1,10.287,-,-
Phi-Long,Phi-Long,1,10.287,-,-
Philopater,Philopater,4,4.736,-,-
Philopatier,Philopatier,4,4.736,-,-
Philopatir,Philopatir,7,3.427,-,-
Phil-Simon,Phil-Simon,1,10.287,-,-
Philypp,Philipp,1,10.287,-,-
Phineas,Fineas,16,2.139,2,1.219
Phineus,Phineus,1,10.287,-,-
Phinn,Phinn,1,10.287,-,-
Phinnaeus,Phinnaeus,1,10.287,-,-
Phinneus,Phinneus,1,10.287,-,-
Phivos,Phivos,1,10.287,-,-
Phoenix,Phoenix,11,2.647,-,-
Phoivos,Phoivos,1,10.287,-,-
Phomwihahn,Phomwihahn,1,10.287,-,-
Phongsakorn,Phongsakorn,1,10.287,-,-
Phuc,Phúc,1,10.287,-,-
Phúc,Phúc,2,7.058,-,-
Phuilipp-Christoph,Phuilipp-Christoph,1,10.287,-,-
Phuóc,Phuóc,1,10.287,-,-
Phusit,Phusit,1,10.287,-,-
Phyllyp,Phyllyp,1,10.287,-,-
Pico,Pico,1,10.287,-,-
Pier,Peter,1,10.287,-,-
Pierce,Pierce,2,7.058,-,-
Piere,Peter,7,3.427,-,-
Piére,Peter,1,10.287,-,-
Piéric,Piéric,1,10.287,-,-
Pierluigi,Pierluigi,2,7.058,-,-
Piero,Peter,12,2.530,-,-
Pierpaolo,Pierpaolo,1,10.287,-,-
Pierre,Peter,328,345,2,1.219
Pierré,Peter,2,7.058,-,-
Piérre,Peter,1,10.287,-,-
Pierre-Alexandre,Pierre-Alexandre,1,10.287,1,1.772
Pierre-Andre,Pierre-Andre,1,10.287,-,-
Pierre-André,Pierre-Andre,1,10.287,-,-
Pierre-Christian,Pierre-Christian,1,10.287,-,-
Pierre-Dominique,Pierre-Dominique,1,10.287,-,-
Pierre-Henri,Pierre-Henri,2,7.058,-,-
Pierre-Isaac,Pierre-Isaac,1,10.287,-,-
Pierre-Leon,Pierre-Leon,1,10.287,-,-
Pierre-Louis,Pierre-Louis,1,10.287,-,-
Pierre-Marcel,Pierre-Marcel,3,5.593,-,-
Pierre-Martin,Pierre-Martin,1,10.287,-,-
Pierre-Maurice,Pierre-Maurice,2,7.058,-,-
Pierre-Michael,Pierre-Michael,1,10.287,-,-
Pierre-Noel,Pierre-Noel,1,10.287,-,-
Pierre-Philipp,Pierre-Philipp,1,10.287,-,-
Pierre-Philippe,Pierre-Philippe,1,10.287,-,-
Pierre-René,Pierre-René,1,10.287,-,-
Pierre-Roger,Pierre-Roger,1,10.287,-,-
Pierre-William,Pierre-William,1,10.287,1,1.772
Pierrick,Pierrick,2,7.058,-,-
Piersilvio,Piersilvio,1,10.287,-,-
Piet,Piet,31,1.414,2,1.219
Pieter,Peter,6,3.749,1,1.772
Pietro,Peter,27,1.533,2,1.219
Pilgrim,Pilgrim,1,10.287,-,-
Pilip,Pilip,1,10.287,-,-
Piman,Piman,1,10.287,-,-
Pinchas,Fineas,3,5.593,-,-
Pinchos,Pinchos,1,10.287,-,-
Pinkas,Pinkas,1,10.287,-,-
Pino,Pino,22,1.740,1,1.772
Pio,Pius,20,1.840,1,1.772
Piotr,Peter,22,1.740,2,1.219
Pippin,Pippin,1,10.287,-,-
Pir,Pir,1,10.287,-,-
Pîran,Pîran,1,10.287,-,-
Pircan,Pircan,1,10.287,-,-
Pir-Mazlum,Pir-Mazlum,1,10.287,-,-
Pirmin,Pirmin,112,642,1,1.772
Piro,Piro,3,5.593,-,-
Piruz,Piruz,1,10.287,-,-
Pit,Pit,8,3.186,1,1.772
Pit-Lukas,Pit-Lukas,1,10.287,-,-
Pit-Mariano,Pit-Mariano,1,10.287,-,-
Pitt,Pit,5,4.151,-,-
Pius,Pius,396,306,27,226
Pius-Jeru,Pius-Jeru,1,10.287,-,-
Pjeer,Peter,1,10.287,-,-
Pjéro,Peter,1,10.287,-,-
Pjeter,Peter,3,5.593,-,-
Plamen,Plamen,4,4.736,-,-
Planor,Planor,1,10.287,-,-
Plarent,Plarent,2,7.058,-,-
Platon,Platon,10,2.802,1,1.772
Plator,Plator,2,7.058,-,-
Pleasure,Pleasure,1,10.287,-,-
Pleorat,Pleorat,1,10.287,-,-
Plis,Plis,1,10.287,-,-
Pllum,Pllum,1,10.287,-,-
Poka,Poka,1,10.287,-,-
Pol,Pol,2,7.058,-,-
Pola,Pola,1,10.287,-,-
Polat,Polat,34,1.340,1,1.772
Polat-Sahin,Polat-Sahin,1,10.287,-,-
Pollum,Pollum,1,10.287,-,-
Pondus,Pondus,1,10.287,-,-
Pontus,Pontus,1,10.287,-,-
Pooya,Pooya,2,7.058,-,-
Popkin,Popkin,1,10.287,-,-
Porin,Porin,1,10.287,-,-
Porter,Porter,1,10.287,-,-
Poul,Poul,2,7.058,-,-
Pouya,Pouya,2,7.058,-,-
Pouyan,Pouyan,3,5.593,-,-
Po-Wei,Po-Wei,1,10.287,-,-
Poyraz,Poyraz,136,570,14,354
Poyraz-Adrian,Poyraz-Adrian,1,10.287,-,-
Poyraz-Ali,Poyraz-Ali,1,10.287,-,-
Poyraz-Çınar,Poyraz-Çınar,1,10.287,-,-
Prabhdeepsingh,Prabhdeepsingh,1,10.287,-,-
Prabhgun,Prabhgun,1,10.287,1,1.772
Prabhjeet,Prabhjeet,1,10.287,-,-
Prabhjot,Prabhjot,3,5.593,-,-
Prabhnoor,Prabhnoor,3,5.593,-,-
Prabhroop,Prabhroop,1,10.287,-,-
Prabhrup,Prabhrup,1,10.287,-,-
Prabhuprasad,Prabhuprasad,1,10.287,-,-
Prabhveer,Prabhveer,2,7.058,-,-
Prabjit,Prabjit,1,10.287,-,-
Prabnoor,Prabnoor,1,10.287,-,-
Pragya,Pragya,1,10.287,-,-
Prahallad,Prahallad,1,10.287,-,-
Praise,Praise,9,2.968,-,-
Pranav,Pranav,4,4.736,-,-
Pranjal,Pranjal,1,10.287,-,-
Prannvir,Prannvir,1,10.287,-,-
Prasun,Prasun,1,10.287,-,-
Pratham,Pratham,1,10.287,-,-
Pratik,Pratik,1,10.287,-,-
Pravir,Pravir,1,10.287,-,-
Prayag,Prayag,1,10.287,1,1.772
Prayer,Prayer,1,10.287,-,-
Precious,Precious,2,7.058,-,-
Precious-Chimeszie,Precious-Chimeszie,1,10.287,-,-
Predrag,Predrag,23,1.687,1,1.772
Preet,Preet,3,5.593,-,-
Prem,Prem,4,4.736,-,-
Premtim,Premtim,2,7.058,-,-
Premton,Premton,2,7.058,-,-
Prence,Prence,1,10.287,-,-
Prenk,Prenk,1,10.287,-,-
Prescious,Prescious,1,10.287,-,-
Presiyan,Presiyan,1,10.287,-,-
Presley,Presley,4,4.736,-,-
Presnel,Presnel,1,10.287,-,-
Prestley,Prestley,1,10.287,-,-
Preston,Preston,2,7.058,-,-
Prevail,Prevail,1,10.287,-,-
Prevender,Prevender,1,10.287,-,-
Prewitt,Prewitt,1,10.287,-,-
Priam,Priam,5,4.151,2,1.219
Prijam,Prijam,1,10.287,-,-
Prijar,Prijar,1,10.287,-,-
Primo,Primo,3,5.593,-,-
Primo-Beni,Primo-Beni,1,10.287,-,-
Primus,Primus,11,2.647,-,-
Princ,Princ,1,10.287,-,-
Prince,Prince,37,1.276,-,-
Prince-Gabriel,Prince-Gabriel,1,10.287,-,-
Prince-Jérémie,Prince-Jérémie,1,10.287,1,1.772
Prince-Liam,Prince-Liam,1,10.287,-,-
Prince-Philip,Prince-Philip,1,10.287,-,-
Prince-Robert,Prince-Robert,1,10.287,-,-
Princeton,Princeton,2,7.058,2,1.219
Prince-Zion,Prince-Zion,1,10.287,-,-
Prine-Devine,Prine-Devine,1,10.287,-,-
Prinz,Prinz,1,10.287,-,-
Pris,Pris,1,10.287,-,-
Pritesh,Pritesh,1,10.287,-,-
Pritham,Pritham,1,10.287,-,-
Prithibi,Prithibi,2,7.058,-,-
Prithvi,Prithvi,3,5.593,-,-
Prithvinder,Prithvinder,1,10.287,-,-
Pritom,Pritom,1,10.287,-,-
Priyanshu,Priyanshu,1,10.287,1,1.772
Priyesh,Priyesh,1,10.287,-,-
Probortok,Probortok,1,10.287,-,-
Prodan,Prodan,1,10.287,-,-
Prometheus,Prometheus,1,10.287,-,-
Prominence,Prominence,1,10.287,-,-
Promise,Promise,5,4.151,-,-
Proni,Proni,1,10.287,-,-
Prosper,Prosper,7,3.427,1,1.772
Prosperous,Prosperous,1,10.287,-,-
Proyas,Proyas,1,10.287,-,-
Prus,Prus,1,10.287,-,-
Przemysław,Przemysław,1,10.287,-,-
Puck,Puck,1,10.287,-,-
Puja,Puja,1,10.287,-,-
Pulad,Pulad,1,10.287,1,1.772
Pulok,Pulok,1,10.287,-,-
Pumipad,Pumipad,1,10.287,-,-
Puneet,Puneet,1,10.287,-,-
Punit,Punit,2,7.058,-,-
Puran,Puran,1,10.287,-,-
Puria,Puria,2,7.058,-,-
Puriya,Puria,1,10.287,-,-
Pusat,Pusat,27,1.533,2,1.219
Pushpinder,Pushpinder,1,10.287,-,-
Puwarin,Puwarin,1,10.287,1,1.772
Puya,Puya,6,3.749,-,-
Puyan,Puyan,1,10.287,-,-
Pyotr,Pyotr,1,10.287,-,-
Pyry,Pyry,1,10.287,-,-
Qadir,Kadir,1,10.287,-,-
Qahar,Qahar,1,10.287,-,-
Qaim,Qaim,1,10.287,-,-
Qais,Qais,6,3.749,-,-
Qamar,Qamar,2,7.058,-,-
Qamil,Qamil,3,5.593,-,-
Qashif,Qashif,1,10.287,-,-
Qasim,Kazim,5,4.151,-,-
Qaswar,Qaswar,1,10.287,-,-
Qaswarah,Qaswarah,1,10.287,-,-
Qays,Qays,1,10.287,-,-
Qazim,Kazim,4,4.736,1,1.772
Qemal,Qemal,6,3.749,-,-
Qenan,Qenan,1,10.287,-,-
Qendrim,Qendrim,5,4.151,-,-
Qerim,Qerim,2,7.058,-,-
Qerkin,Qerkin,1,10.287,-,-
Qi,Qi,6,3.749,-,-
Qian,Qian,1,10.287,-,-
Qiang,Qiang,3,5.593,-,-
Qianrui,Qianrui,1,10.287,1,1.772
Qianxin,Qianxin,1,10.287,-,-
Qihan,Qihan,1,10.287,-,-
Qihao,Qihao,1,10.287,-,-
Qimin,Qimin,1,10.287,-,-
Qing,Qing,3,5.593,-,-
Qingbo,Qingbo,1,10.287,-,-
Qingxian,Qingxian,1,10.287,-,-
Qinton,Qinton,1,10.287,-,-
Qirin,Qirin,1,10.287,-,-
Qismat,Qismat,1,10.287,1,1.772
Qixu,Qixu,1,10.287,-,-
Qizai,Qizai,1,10.287,-,-
Qossay,Qossay,1,10.287,-,-
Qsay,Qsay,1,10.287,-,-
Quang,Quang,4,4.736,-,-
Quang-Minh,Quang-Minh,1,10.287,-,-
Quang-Vinh,Quang-Vinh,1,10.287,-,-
Quassim,Quassim,1,10.287,-,-
Quentin,Quentin,183,482,8,506
Quentin-Django,Quentin-Django,1,10.287,1,1.772
Quentin-Noel,Quentin-Noel,1,10.287,1,1.772
Quido,Quido,1,10.287,-,-
Quim,Quim,1,10.287,-,-
Quimey,Quimey,1,10.287,-,-
Quin,Quin,1,10.287,-,-
Quincy,Quincy,4,4.736,-,-
Quinn,Quinn,13,2.407,1,1.772
Quinten,Quentin,4,4.736,-,-
Quintin,Quentin,3,5.593,-,-
Quinton,Quinton,1,10.287,-,-
Quintus,Quintus,1,10.287,1,1.772
Quirin,Quirin,87,748,11,400
Quirinus,Quirin,2,7.058,-,-
Qun,Qun,2,7.058,-,-
Quoc,Quoc,6,3.749,-,-
Quốc,Quoc,1,10.287,-,-
Qusai,Qusai,4,4.736,-,-
Qusay,Qusay,8,3.186,-,-
Qutaiba,Qutaiba,1,10.287,-,-
Quteiba,Quteiba,1,10.287,-,-
Raad,Raad,3,5.593,-,-
Raadin,Raadin,1,10.287,-,-
Raafat,Raafat,1,10.287,-,-
Raafi,Raafi,1,10.287,-,-
Raafic,Raafic,1,10.287,-,-
Raage,Raage,1,10.287,1,1.772
Raahil,Raahil,1,10.287,-,-
Raaid,Raaid,1,10.287,-,-
Raainder,Raainder,1,10.287,-,-
Raami,Raami,1,10.287,-,-
Rabah,Rabah,1,10.287,-,-
Raban,Raban,3,5.593,-,-
Rabband,Rabband,1,10.287,-,-
Rabbie,Rabbie,1,10.287,-,-
Rabeh,Rabeh,1,10.287,-,-
Rabi,Rabi,2,7.058,-,-
Rabihullah,Rabihullah,1,10.287,-,-
Rabil,Rabil,1,10.287,-,-
