Liste aller jemals vergebenen ersten Bubennamen 1984-2020,,,,,
,,,,,
Vorname,,Anzahl,Rang,Anzahl,Rang
Cano,Cano,1,10.287,-,-
Can-Paul,Can-Paul,1,10.287,-,-
Canpolat,Canpolat,4,4.736,-,-
Can-Polat,Can-Polat,2,7.058,-,-
Can-Robert,Can-Robert,1,10.287,-,-
Cansel,Cansel,2,7.058,-,-
Canşer,Canşer,1,10.287,-,-
Can-Simon,Can-Simon,1,10.287,-,-
Cansin,Cansin,2,7.058,-,-
Cansın,Cansin,2,7.058,-,-
Cansin-Bünyamin,Cansin-Bünyamin,1,10.287,-,-
Cantürk,Cantürk,1,10.287,-,-
Canyon,Canyon,1,10.287,-,-
Can-Zeynel,Can-Zeynel,1,10.287,-,-
Caolán,Caolán,1,10.287,-,-
Capan,Capan,2,7.058,-,-
Carel,Karl,1,10.287,-,-
Carel-Andreas,Carel-Andreas,1,10.287,-,-
Carem,Karem,1,10.287,-,-
Carim,Carim,4,4.736,-,-
Carl,Karl,190,471,17,310
Carl-Albrecht,Carl-Albrecht,1,10.287,-,-
Carl-Anton,Carl-Anton,1,10.287,-,-
Carl-Benedict,Carl-Benedict,1,10.287,-,-
Carl-Cevin,Carl-Cevin,1,10.287,-,-
Carl-Christoph,Carl-Christoph,1,10.287,-,-
Carl-Christopher,Carl-Christoph,1,10.287,-,-
Carl-Clemens,Carl-Clemens,1,10.287,-,-
Carl-Constantin,Carl-Constantin,1,10.287,-,-
Carletto,Carletto,1,10.287,1,1.772
Carl-Fabian,Carl-Fabian,1,10.287,-,-
Carl-Ferdinand,Carl-Ferdinand,1,10.287,-,-
Carl-Florian,Carl-Florian,1,10.287,-,-
Carl-Georg,Carl-Georg,3,5.593,-,-
Carl-Gustav,Carl-Gustav,1,10.287,-,-
Carl-Hannes,Carl-Hannes,1,10.287,-,-
Carl-Heinrich,Carl-Heinrich,1,10.287,-,-
Carl-Heinz,Carl-Heinz,1,10.287,-,-
Carli,Carli,1,10.287,-,-
Carl-Joseph,Carl-Joseph,1,10.287,-,-
Carl-Ludwig,Carl-Ludwig,2,7.058,-,-
Carl-Luis,Carl-Luis,2,7.058,-,-
Carl-Maria,Carl-Maria,2,7.058,-,-
Carl-Martin,Carl-Martin,1,10.287,-,-
Carl-Matthaeus,Carl-Matthaeus,1,10.287,-,-
Carl-Michael,Karl-Michael,6,3.749,-,-
Carl-Mikael,Karl-Michael,1,10.287,-,-
Carl-Moritz,Carl-Moritz,1,10.287,-,-
Carlo,Karl,151,535,16,320
Carlo-Alberto,Carlo-Alberto,1,10.287,-,-
Carlo-Alexander,Carlo-Alexander,2,7.058,-,-
Carlo-Angelo,Carlo-Angelo,1,10.287,-,-
Carlo-Cúsar,Carlo-Cúsar,1,10.287,-,-
Carlos,Karl,175,497,10,426
Carlos-Eduard,Carlos-Eduard,1,10.287,-,-
Carlos-Gabriel,Carlos-Gabriel,1,10.287,-,-
Carlos-Konstantin,Carl-Constantin,1,10.287,-,-
Carlos-Max,Carlos-Max,1,10.287,-,-
Carlos-Namchok,Carlos-Namchok,1,10.287,-,-
Carlos-Ramon,Carlos-Ramon,1,10.287,-,-
Carlos-Salvador,Carlos-Salvador,1,10.287,-,-
Carl-Philip,Karl-Philipp,3,5.593,-,-
Carl-Philipp,Karl-Philipp,3,5.593,-,-
Carl-Theodor,Carl-Theodor,2,7.058,-,-
Carl-Valentin,Carl-Valentin,1,10.287,-,-
Carl-Wilhelm,Carl-Wilhelm,1,10.287,-,-
Carlwynn,Carlwynn,1,10.287,-,-
Carl-Xaver,Carl-Xaver,1,10.287,-,-
Carmelino,Carmelino,1,10.287,-,-
Carmello,Carmello,1,10.287,1,1.772
Carmelo,Carmelo,3,5.593,-,-
Carmjeef,Carmjeef,1,10.287,-,-
Carnell,Carnell,1,10.287,-,-
Carol,Karl,13,2.407,1,1.772
Carol-Eduard,Carol-Eduard,1,10.287,-,-
Carol-Fabio,Carol-Fabio,1,10.287,-,-
Carolina,Carolina,1,10.287,-,-
Carol-Isaac,Carol-Isaac,1,10.287,1,1.772
Carolus,Karl,1,10.287,-,-
Carroll,Carroll,1,10.287,-,-
Carson,Carson,5,4.151,-,-
Carsten,Christian,58,979,-,-
Carsten-Luis,Carsten-Luis,1,10.287,-,-
Cartier,Cartier,1,10.287,-,-
Cary,Cary,1,10.287,-,-
Cäsar,Cäsar,3,5.593,-,-
Casey,Casey,11,2.647,-,-
Casian,Casian,17,2.047,2,1.219
Casian-Alin,Casian-Alin,1,10.287,-,-
Casian-Mādālin,Casian-Mādālin,1,10.287,-,-
Casian-Nicolas,Casian-Nicolas,1,10.287,-,-
Casillas,Casillas,1,10.287,-,-
Casimir,Casimir,10,2.802,-,-
Casimir-Salvator,Casimir-Salvator,1,10.287,-,-
Casip,Casip,1,10.287,1,1.772
Caspar,Caspar,138,566,9,452
Casper,Caspar,25,1.606,2,1.219
Casper-Emil,Casper-Emil,1,10.287,-,-
Casper-Luis,Casper-Luis,1,10.287,-,-
Caspian,Caspian,1,10.287,-,-
Cassian,Kassian,30,1.442,3,969
Cassian-Shapur,Cassian-Shapur,1,10.287,-,-
Cassidy,Cassidy,1,10.287,-,-
Cassius,Cassius,5,4.151,-,-
Çassur,Çassur,1,10.287,-,-
Castiel,Castiel,23,1.687,1,1.772
Castiel-Regz,Castiel-Regz,1,10.287,-,-
Castor,Castor,1,10.287,-,-
Castro,Castro,1,10.287,1,1.772
Catalin,Catalin,4,4.736,-,-
Cátálin,Catalin,1,10.287,-,-
Cătălin-Emanuel,Cătălin-Emanuel,1,10.287,-,-
Cathal,Cathal,1,10.287,-,-
Cauà,Cauà,1,10.287,-,-
Caue,Caue,1,10.287,-,-
Cavit,Cavit,6,3.749,1,1.772
Cay,Cay,3,5.593,-,-
Cayan,Cayan,6,3.749,-,-
Çayan,Cayan,5,4.151,-,-
Cayden,Cayden,7,3.427,-,-
Cayman,Cayman,1,10.287,-,-
Cayo,Cayo,1,10.287,-,-
Caysan,Caysan,1,10.287,-,-
Cazim,Cazim,1,10.287,-,-
Ćazim,Cazim,1,10.287,-,-
Ceano,Ceano,1,10.287,-,-
Cebrail,Gabriel,27,1.533,1,1.772
Cebrail-Denizcan,Cebrail-Denizcan,1,10.287,-,-
Cece,Cece,1,10.287,-,-
Cecil,Cecil,4,4.736,-,-
Cecilio,Cecilio,1,10.287,-,-
Ced,Ced,2,7.058,-,-
Cedar,Cedar,1,10.287,-,-
Cederic,Cedric,3,5.593,-,-
Cedomir,Cedomir,2,7.058,-,-
Čedomir,Cedomir,1,10.287,-,-
Cedric,Cedric,186,478,4,815
Cédric,Cedric,12,2.530,-,-
Cedric-Elias,Cedric-Elias,1,10.287,-,-
Cedrick,Cedric,5,4.151,-,-
Cedric-Pierre,Cedric-Pierre,1,10.287,-,-
Cedrie,Cedrie,1,10.287,-,-
Cedrik,Cedric,55,1.010,-,-
Cedrik-Birk,Cedrik-Birk,1,10.287,-,-
Ceferino,Ceferino,1,10.287,-,-
Çekdar,Çekdar,1,10.287,-,-
Celal,Celal,28,1.502,-,-
Celâl,Celal,5,4.151,-,-
Celasun,Celasun,1,10.287,-,-
Celebi,Celebi,1,10.287,-,-
Çelebi,Celebi,1,10.287,-,-
Celestin,Cölestin,3,5.593,-,-
Célestin,Cölestin,2,7.058,-,-
Celestine,Celestine,1,10.287,-,-
Celestino,Cölestin,1,10.287,-,-
Çelikhan,Çelikhan,1,10.287,1,1.772
Celil,Celil,7,3.427,1,1.772
Celimo,Celimo,1,10.287,-,-
Celino,Celino,4,4.736,1,1.772
Celio,Celio,3,5.593,-,-
Cem,Cem,186,478,4,815
Çem,Cem,2,7.058,-,-
Cemal,Jamal,48,1.102,-,-
Cemalettin,Cemalettin,4,4.736,-,-
Cem-Ali,Cem-Ali,1,10.287,-,-
Cemal-Tahir,Cemal-Tahir,1,10.287,-,-
Cem-Elias,Cem-Elias,1,10.287,-,-
Cemil,Cemil,30,1.442,-,-
Cemil-Efe,Cemil-Efe,1,10.287,1,1.772
Cem-Luca,Cem-Luca,1,10.287,-,-
Cem-Murat,Cem-Murat,1,10.287,-,-
Cem-Noel,Cem-Noel,1,10.287,1,1.772
Cemre,Cemre,5,4.151,-,-
Cem-Robin,Cem-Robin,1,10.287,-,-
Cem-Tuğrul,Cem-Tuğrul,1,10.287,-,-
Cendrim,Cendrim,1,10.287,-,-
Cengaver,Cengaver,1,10.287,1,1.772
Cengiz,Cengiz,28,1.502,1,1.772
Cengiz-Alp,Cengiz-Alp,1,10.287,1,1.772
Cengizhan,Cengizhan,18,1.971,-,-
Cengiz-Kan,Cengiz-Kan,1,10.287,-,-
Cenip-Han,Cenip-Han,1,10.287,-,-
Cenk,Cenk,23,1.687,1,1.772
Cenker,Cenker,3,5.593,-,-
Cenkhan,Cenkhan,1,10.287,-,-
Cenkizhan,Cenkizhan,1,10.287,-,-
Cenric,Cenric,1,10.287,-,-
Cenzo,Cenzo,1,10.287,-,-
Cerem,Cerem,1,10.287,-,-
Cerin,Cerin,1,10.287,-,-
Cerit,Cerit,1,10.287,-,-
Cerkez,Cerkez,1,10.287,-,-
Cerome,Cerome,1,10.287,-,-
Cervitto,Cervitto,1,10.287,-,-
Cesar,Cesar,4,4.736,-,-
César,Cesar,1,10.287,-,-
Cesare,Cesare,5,4.151,-,-
Cesare-Corseu,Cesare-Corseu,1,10.287,-,-
Cesario,Cesario,2,7.058,-,-
Cesim,Cesim,1,10.287,-,-
Cesur,Cesur,21,1.784,-,-
Çesur,Cesur,1,10.287,-,-
Cesur-Aziz,Cesur-Aziz,1,10.287,-,-
Cesurhan,Cesurhan,1,10.287,-,-
Cetin,Cetin,4,4.736,-,-
Cevahir,Cevahir,2,7.058,-,-
Cevat,Cevat,1,10.287,-,-
Cevdet,Cevdet,9,2.968,-,-
Ceven,Ceven,1,10.287,-,-
Cevher,Cevher,1,10.287,-,-
Cevin,Kevin,10,2.802,-,-
Ceyhan,Ceyhan,5,4.151,-,-
Ceyhun,Ceyhun,22,1.740,-,-
Ceylan,Ceylan,1,10.287,-,-
Cezar,Cezar,9,2.968,4,815
Cezar-Andrei,Cezar-Andrei,1,10.287,-,-
Cezar-Casian,Cezar-Casian,1,10.287,-,-
Cezar-George,Cezar-George,1,10.287,-,-
Cezar-Nicolae,Cezar-Nicolae,1,10.287,-,-
Cezary,Cezary,2,7.058,-,-
Chace,Chace,1,10.287,-,-
Chacha,Chacha,1,10.287,-,-
Chad,Chad,1,10.287,-,-
Chadi,Chadi,2,7.058,-,-
Chael,Chael,1,10.287,-,-
Chafik,Chafik,1,10.287,-,-
Chahm,Chahm,1,10.287,-,-
Chahrayar,Chahrayar,1,10.287,-,-
Chahrayed,Chahrayed,1,10.287,-,-
Chahrayen,Chahrayen,1,10.287,-,-
Chaim,Chaim,17,2.047,1,1.772
Chaitresh,Chaitresh,1,10.287,-,-
Chajim,Chaim,1,10.287,-,-
Chakib,Chakib,1,10.287,-,-
Chakrit,Chakrit,1,10.287,-,-
Chakthip,Chakthip,1,10.287,-,-
Chaled,Halid,5,4.151,-,-
Chalid,Halid,16,2.139,1,1.772
Chalif,Chalif,1,10.287,-,-
Chamel,Chamel,1,10.287,-,-
Chamid,Chamid,2,7.058,-,-
Chaminuka,Chaminuka,1,10.287,-,-
Chamsdine,Chamsdine,1,10.287,-,-
Chamseddine,Chamseddine,1,10.287,-,-
Chamuel,Chamuel,2,7.058,-,-
Chan,Chan,1,10.287,-,-
Chanan,Chanan,1,10.287,-,-
Chananel,Chananel,2,7.058,-,-
Chananja,Chananja,1,10.287,-,-
Chandra,Chandra,1,10.287,-,-
Chaneev,Chaneev,1,10.287,-,-
Chang,Chang,4,4.736,-,-
Chang-Chen,Chang-Chen,1,10.287,-,-
Chaniel,Chaniel,1,10.287,-,-
Channaniel,Channaniel,1,10.287,-,-
Chaoyue,Chaoyue,1,10.287,-,-
Charalambis,Charalambis,1,10.287,-,-
Charanjit,Charanjit,1,10.287,-,-
Charbel,Charbel,7,3.427,2,1.219
Chard,Chard,1,10.287,-,-
Charel,Karl,1,10.287,-,-
Charin,Charin,1,10.287,-,-
Charith,Charith,1,10.287,-,-
Charles,Karl,51,1.063,6,604
Charles-Élias,Charles-Élias,1,10.287,1,1.772
Charles-Joseph,Charles-Joseph,1,10.287,-,-
Charleson,Charleson,1,10.287,-,-
Charles-Patrick,Charles-Patrick,1,10.287,-,-
Charlie,Charlie,39,1.245,8,506
Charlton,Charlton,2,7.058,-,-
Charly,Charlie,24,1.646,4,815
Charnjot-Singh,Charnjot-Singh,1,10.287,-,-
Charnkamal,Charnkamal,1,10.287,-,-
Chase,Chase,5,4.151,-,-
Chatschick,Chatschick,1,10.287,-,-
Chaviano,Chaviano,1,10.287,-,-
Chayan,Chayan,1,10.287,-,-
Chayrulla,Chayrulla,1,10.287,-,-
Chayrullah,Chayrullah,2,7.058,-,-
Chayton,Chayton,1,10.287,-,-
Che,Che,5,4.151,1,1.772
Chebel,Chebel,1,10.287,-,-
Chech,Chech,1,10.287,-,-
Chedi,Chedi,3,5.593,-,-
Che-Giovanni,Che-Giovanni,1,10.287,-,-
Cheich,Cheich,1,10.287,-,-
Chelito,Chelito,1,10.287,-,-
Chen,Chen,8,3.186,-,-
Chendong,Chendong,1,10.287,-,-
Cheng,Cheng,3,5.593,-,-
Cheng-Chia,Cheng-Chia,1,10.287,-,-
Cheng-En,Cheng-En,1,10.287,-,-
Cheng-Yi,Cheng-Yi,1,10.287,-,-
Cheng-You,Cheng-You,1,10.287,-,-
Chengyu,Chengyu,1,10.287,-,-
Chengzhe,Chengzhe,1,10.287,-,-
Chenkai,Chenkai,1,10.287,1,1.772
Chenminglang,Chenminglang,1,10.287,-,-
Chenmu,Chenmu,1,10.287,1,1.772
Chenoa,Chenoa,2,7.058,-,-
Chenrui,Chenrui,1,10.287,-,-
Chenxi,Chenxi,1,10.287,-,-
Chenxuan,Chenxuan,1,10.287,-,-
Chenyu,Chenyu,1,10.287,1,1.772
Chenyun,Chenyun,1,10.287,-,-
Chérif,Chérif,1,10.287,-,-
Cheriff,Cheriff,1,10.287,-,-
Cherif-Werner,Cherif-Werner,1,10.287,-,-
Cherubim,Cherubim,1,10.287,-,-
Cherubin,Cherubin,1,10.287,-,-
Chery,Chery,1,10.287,-,-
Chesney,Chesney,2,7.058,-,-
Chester,Chester,18,1.971,1,1.772
Chester-Leon,Chester-Leon,1,10.287,-,-
Chet,Chet,1,10.287,-,-
Chevin,Chevin,1,10.287,-,-
Che-Zino,Che-Zino,1,10.287,-,-
Chhay,Chhay,1,10.287,-,-
Chi,Chi,1,10.287,-,-
Chia,Chia,1,10.287,-,-
Chiagozie,Chiagozie,1,10.287,-,-
Chiagoziem,Chiagoziem,1,10.287,-,-
Chiano,Chiano,1,10.287,-,-
Chiano-Elia,Chiano-Elia,1,10.287,-,-
Chibikem,Chibikem,1,10.287,-,-
Chibueze,Chibueze,2,7.058,-,-
Chibugo,Chibugo,1,10.287,-,-
Chibuike,Chibuike,3,5.593,1,1.772
Chibuikem,Chibuikem,3,5.593,-,-
Chibuuzor,Chibuuzor,1,10.287,-,-
Chibuzo,Chibuzo,2,7.058,-,-
Chibuzor,Chibuzor,3,5.593,-,-
Chicheng,Chicheng,1,10.287,-,-
Chi-Chun,Chi-Chun,1,10.287,-,-
Chidela-David,Chidela-David,1,10.287,-,-
Chidera,Chidera,2,7.058,-,-
Chideraa,Chideraa,1,10.287,-,-
Chidi,Chidi,5,4.151,-,-
Chidindu,Chidindu,1,10.287,1,1.772
Chidozie,Chidozie,1,10.287,-,-
Chidubem,Chidubem,3,5.593,-,-
Chidum,Chidum,1,10.287,-,-
Chidumebi,Chidumebi,1,10.287,-,-
Chiebuka,Chiebuka,1,10.287,-,-
Chiedozie,Chiedozie,1,10.287,-,-
Chiemeka,Chiemeka,1,10.287,-,-
Chiemerie,Chiemerie,4,4.736,1,1.772
Chiemezuo,Chiemezuo,1,10.287,-,-
Chigoré,Chigoré,1,10.287,-,-
Chigozie,Chigozie,2,7.058,-,-
Chigoziem,Chigoziem,3,5.593,-,-
Chigozirim,Chigozirim,2,7.058,-,-
Chihab,Chihab,2,7.058,-,-
Chihan,Chihan,1,10.287,-,-
Chijindu,Chijindu,1,10.287,-,-
Chijioke,Chijioke,2,7.058,1,1.772
Chikamso,Chikamso,2,7.058,-,-
Chikanayo,Chikanayo,1,10.287,-,-
Chikwado,Chikwado,1,10.287,-,-
Chikwubuikem,Chikwubuikem,1,10.287,-,-
Chima,Chima,5,4.151,-,-
Chimaobi,Chimaobi,3,5.593,-,-
Chimdiebube,Chimdiebube,1,10.287,-,-
Chimdindu,Chimdindu,1,10.287,1,1.772
Chimereze,Chimereze,1,10.287,-,-
Chimerika,Chimerika,1,10.287,-,-
Chimezie,Chimezie,1,10.287,-,-
Chimin,Chimin,1,10.287,-,-
Chimmezirim,Chimmezirim,1,10.287,-,-
Chimmuanya,Chimmuanya,1,10.287,1,1.772
Chimribeotito,Chimribeotito,1,10.287,-,-
Chimuanya,Chimuanya,1,10.287,-,-
Chinar,Chinar,1,10.287,-,-
Chinasa,Chinasa,1,10.287,-,-
Chinaza,Chinaza,1,10.287,-,-
Chinazo,Chinazo,1,10.287,-,-
Chinedu,Chinedu,12,2.530,-,-
Chinedum,Chinedum,3,5.593,-,-
Chinemerem,Chinemerem,1,10.287,-,-
Chinggis,Chinggis,1,10.287,-,-
Chingis,Chingis,1,10.287,-,-
Chingiz,Cengiz,1,10.287,-,-
Chingun,Chingun,1,10.287,-,-
Chinmay,Chinmay,1,10.287,-,-
Chinomnso,Chinomnso,1,10.287,-,-
Chinonso,Chinonso,4,4.736,-,-
Chinosike,Chinosike,1,10.287,-,-
Chinsanaa,Chinsanaa,1,10.287,-,-
Chinua,Chinua,1,10.287,-,-
Chinweze,Chinweze,1,10.287,-,-
Chirag,Chirag,2,7.058,-,-
Chiranjiva,Chiranjiva,1,10.287,-,-
Chiron,Chiron,3,5.593,-,-
Chisimdindu,Chisimdindu,1,10.287,-,-
Chisom,Chisom,6,3.749,1,1.772
Chitou,Chitou,1,10.287,-,-
Chiudo,Chiudo,1,10.287,-,-
Chiwetel,Chiwetel,1,10.287,1,1.772
Chizaram,Chizaram,1,10.287,1,1.772
Chlodwig,Luis,3,5.593,-,-
Chokden,Chokden,1,10.287,-,-
Chokri,Chokri,2,7.058,-,-
Chongyu,Chongyu,1,10.287,-,-
Choren,Choren,1,10.287,-,-
Chowwalott,Chowwalott,1,10.287,-,-
Chries,Chris,3,5.593,-,-
Chris,Chris,230,416,5,701
Chris-Andre,Chris-Andre,4,4.736,-,-
Chrisanth,Chrisanth,2,7.058,-,-
Chris-Anthony,Chris-Anthony,1,10.287,-,-
Chrisbert,Chrisbert,1,10.287,-,-
Chris-Dominic,Chris-Dominic,1,10.287,-,-
Chris-Dominik,Chris-Dominic,1,10.287,-,-
Chrisfophey,Chrisfophey,1,10.287,-,-
Chrishan,Chrishan,1,10.287,-,-
Chrisitian,Christian,1,10.287,-,-
Chrisjan,Christian,1,10.287,-,-
Chris-Jason,Chris-Jason,1,10.287,-,-
Chrisman,Chrisman,7,3.427,-,-
Chrisna,Chrisna,1,10.287,-,-
Chris-Oliver,Chris-Oliver,1,10.287,-,-
Chrisovalandis,Chrisovalandis,1,10.287,-,-
Chris-Raphael,Chris-Raphael,1,10.287,-,-
Christ,Christ,6,3.749,-,-
Christain,Christian,2,7.058,-,-
Christer,Christer,1,10.287,-,-
Christi,Christi,1,10.287,-,-
Christian,Christian,20.866,20,88,88
Christian-Alexander,Christian-Alexander,2,7.058,-,-
Christian-Alexandru,Christian-Alexandru,2,7.058,-,-
Christian-Angelo,Christian-Angelo,1,10.287,-,-
Christian-Cedric,Christian-Cedric,1,10.287,-,-
Christian-Constantin,Christian-Constantin,1,10.287,-,-
Christian-David,Christian-David,1,10.287,-,-
Christian-Dominic,Christian-Dominic,1,10.287,-,-
Christian-Dominik,Christian-Dominik,1,10.287,-,-
Christian-Elias,Christian-Elias,1,10.287,-,-
Christian-Emanuel,Christian-Emanuel,1,10.287,-,-
Christian-Erich,Christian-Erich,1,10.287,-,-
Christian-Ernst,Christian-Ernst,1,10.287,-,-
Christian-Fabian,Christian-Fabian,1,10.287,-,-
Christian-Finn,Christian-Finn,1,10.287,-,-
Christian-Georg,Christian-Georg,1,10.287,-,-
Christian-Hubert,Christian-Hubert,2,7.058,-,-
Christian-Johann,Christian-Johann,1,10.287,-,-
Christian-Johannes,Christian-Johannes,1,10.287,-,-
Christian-Josef,Christian-Josef,3,5.593,1,1.772
Christian-Laurenzo,Christian-Laurenzo,1,10.287,-,-
Christian-Marc,Christian-Marc,1,10.287,-,-
Christian-Markus,Christian-Markus,1,10.287,-,-
Christian-Martin,Christian-Martin,1,10.287,-,-
Christian-Mathias,Christian-Mathias,1,10.287,-,-
Christian-Micha,Christian-Micha,1,10.287,-,-
Christian-Michael,Christian-Michael,3,5.593,-,-
Christian-Mihai,Christian-Mihai,1,10.287,-,-
Christiano,Christian,45,1.147,1,1.772
Christiano-Julian,Christiano-Julian,1,10.287,-,-
Christian-Oliver,Christian-Oliver,1,10.287,-,-
Christian-Peter,Christian-Peter,5,4.151,-,-
Christian-Raimund,Christian-Raimund,1,10.287,-,-
Christian-Raphael,Christian-Raphael,1,10.287,-,-
Christian-Raul,Christian-Raul,1,10.287,-,-
Christian-Reinhold,Christian-Reinhold,1,10.287,-,-
Christian-Robert,Christian-Robert,1,10.287,-,-
Christian-Ronaldo,Christian-Ronaldo,1,10.287,-,-
Christian-Shenouda,Christian-Shenouda,1,10.287,-,-
Christian-Simon,Christian-Simon,1,10.287,-,-
Christian-Tobias,Christian-Tobias,1,10.287,-,-
Christian-Walter,Christian-Walter,1,10.287,-,-
Christian-Werner,Christian-Werner,1,10.287,-,-
Christian-Wolfger,Christian-Wolfger,1,10.287,-,-
Christijan,Christian,2,7.058,-,-
Christin,Christin,3,5.593,-,-
Christjan,Christian,1,10.287,-,-
Christo,Christo,5,4.151,-,-
Christof,Christoph,1.329,140,2,1.219
Christofer,Christoph,89,735,1,1.772
Christofer-Marc,Christofer-Marc,1,10.287,-,-
Christoff,Christoph,16,2.139,-,-
Christoffer,Christoph,36,1.296,-,-
Christoffer-Peter,Christoffer-Peter,1,10.287,-,-
Christoff-Marcello,Christoff-Marcello,1,10.287,-,-
Christof-Manuel,Christof-Manuel,1,10.287,-,-
Christof-Stanislaus,Christof-Stanislaus,1,10.287,-,-
Christof-Tunçay,Christof-Tunçay,1,10.287,-,-
Christon,Christon,1,10.287,-,-
Christoph,Christoph,24.869,10,72,105
Christopha,Christoph,10,2.802,-,-
Christoph-Alexander,Christoph-Alexander,3,5.593,-,-
Christoph-Apollo,Christoph-Apollo,1,10.287,-,-
Christoph-Constantin,Christoph-Constantin,1,10.287,-,-
Christoph-Daniel,Christoph-Daniel,1,10.287,-,-
Christoph-David,Christoph-David,2,7.058,-,-
Christoph-Dominic,Christoph-Dominic,1,10.287,-,-
Christophe,Christoph,8,3.186,-,-
Christophe-Mokili,Christophe-Mokili,1,10.287,-,-
Christophe-Pascal,Christophe-Pascal,1,10.287,-,-
Christopher,Christoph,6.852,50,39,166
Christopher-André,Christopher-André,2,7.058,-,-
Christopher-Ares,Christopher-Ares,1,10.287,-,-
Christopher-Bruce,Christopher-Bruce,1,10.287,-,-
Christopher-Claus,Christopher-Claus,1,10.287,-,-
Christopher-Daniel,Christopher-Daniel,1,10.287,-,-
Christopher-David,Christopher-David,1,10.287,-,-
Christopher-Felix,Christopher-Felix,1,10.287,-,-
Christopher-Frederik,Christopher-Frederik,1,10.287,-,-
Christopher-Heinz,Christopher-Heinz,1,10.287,-,-
Christopher-Iring,Christopher-Iring,1,10.287,-,-
Christopher-James,Christopher-James,1,10.287,-,-
Christopher-Jayson,Christopher-Jayson,1,10.287,-,-
Christopher-John,Christopher-John,1,10.287,-,-
Christopher-Julian,Christopher-Julian,1,10.287,-,-
Christopher-Kevin,Christopher-Kevin,1,10.287,-,-
Christopher-Konrad,Christopher-Konrad,1,10.287,-,-
Christopherlanders,Christopherlanders,1,10.287,-,-
Christopher-Laurenz,Christopher-Laurenz,1,10.287,-,-
Christopher-Leon,Christopher-Leon,1,10.287,-,-
Christopher-Lothar,Christopher-Lothar,1,10.287,-,-
Christopher-Marc,Christopher-Marc,1,10.287,-,-
Christopher-Martin,Christopher-Martin,2,7.058,-,-
Christopher-Mauricio,Christopher-Mauricio,1,10.287,-,-
Christopher-Michel,Christopher-Michel,1,10.287,-,-
Christopher-Nicolas,Christopher-Nicolas,1,10.287,-,-
Christopher-Niklas,Christopher-Niklas,1,10.287,-,-
Christopher-Owen,Christopher-Owen,1,10.287,-,-
Christopher-Patrick,Christopher-Patrick,1,10.287,-,-
Christopher-Peter,Christopher-Peter,2,7.058,-,-
Christopher-René,Christopher-René,1,10.287,-,-
Christopher-Robin,Christopher-Robin,2,7.058,-,-
Christopher-Steven,Christopher-Steven,2,7.058,-,-
Christopher-Walter,Christopher-Walter,1,10.287,-,-
Christophes,Christoph,1,10.287,-,-
Christoph-Franz,Christoph-Franz,2,7.058,-,-
Christoph-Gabriel,Christoph-Gabriel,1,10.287,-,-
Christoph-Georg,Christoph-Georg,1,10.287,-,-
Christoph-Gottfried,Christoph-Gottfried,1,10.287,-,-
Christoph-Günter,Christoph-Günter,1,10.287,-,-
Christoph-Harley,Christoph-Harley,1,10.287,-,-
Christoph-Helmut,Christoph-Helmut,1,10.287,-,-
Christoph-Hubert,Christoph-Hubert,1,10.287,-,-
Christoph-Ivo,Christoph-Ivo,1,10.287,-,-
Christoph-Jaser,Christoph-Jaser,1,10.287,-,-
Christoph-Johan,Christoph-Johan,1,10.287,-,-
Christoph-Johannes,Christoph-Johannes,2,7.058,-,-
Christoph-Josef,Christoph-Josef,2,7.058,-,-
Christoph-Karl,Christoph-Karl,1,10.287,-,-
Christoph-Leon,Christoph-Leon,1,10.287,-,-
Christoph-Leopold,Christoph-Leopold,1,10.287,-,-
Christoph-Lukas,Christoph-Lukas,2,7.058,-,-
Christoph-Manuel,Christoph-Manuel,1,10.287,-,-
Christoph-Marcel,Christoph-Marcel,2,7.058,-,-
Christoph-Mario,Christoph-Mario,1,10.287,-,-
Christoph-Martin,Christoph-Martin,3,5.593,-,-
Christoph-Mathias,Christoph-Mathias,1,10.287,-,-
Christoph-Matthias,Christoph-Matthias,4,4.736,-,-
Christoph-Michael,Christoph-Michael,4,4.736,-,-
Christophoros,Christoph,1,10.287,-,-
Christophorus,Christoph,1,10.287,-,-
Christoph-Patrick,Christoph-Patrick,2,7.058,-,-
Christoph-Paul,Christoph-Paul,1,10.287,-,-
Christoph-Peter,Christoph-Peter,2,7.058,-,-
Christoph-Philipp,Christoph-Philipp,1,10.287,-,-
Christoph-Rainer,Christoph-Rainer,1,10.287,-,-
Christoph-Renato,Christoph-Renato,1,10.287,-,-
Christoph-Robert,Christoph-Robert,1,10.287,-,-
Christoph-Roland,Christoph-Roland,1,10.287,-,-
Christoph-Silvester,Christoph-Silvester,1,10.287,-,-
Christoph-Stefan,Christoph-Stefan,2,7.058,-,-
Christoph-Stephan,Christoph-Stephan,1,10.287,-,-
Christoph-Thomas,Christoph-Thomas,1,10.287,-,-
Christoph-Ulrich,Christoph-Ulrich,1,10.287,-,-
Christoph-Werner,Christoph-Werner,1,10.287,-,-
Christoph-Wolfgang,Christoph-Wolfgang,1,10.287,-,-
Christos,Christos,21,1.784,1,1.772
Christos-Daniel,Christos-Daniel,1,10.287,-,-
Chruz,Chruz,1,10.287,-,-
Chrys,Chrys,1,10.287,-,-
Chrysant,Chrysant,1,10.287,-,-
Chrysanta,Chrysanta,1,10.287,-,-
