Liste aller jemals vergebenen ersten Mädchennamen 1984-2020,,,,,
,,,,,
Vorname,,Anzahl,Rang,Anzahl,Rang
Ajîn,Ajîn,1,11.285,-,-
Ajka,Ajka,5,4.717,1,1.853
Ajkuna,Ajkuna,2,7.847,-,-
Ajla,Ajla,485,314,22,262
Ajlana,Ajlana,4,5.342,2,1.301
Ajlena,Ajlena,2,7.847,-,-
Ajlin,Aileen,75,959,6,643
Ajlina,Aileen,55,1.193,4,854
Ajlinda,Ajlinda,1,11.285,-,-
Ajlisha,Ajlisha,1,11.285,-,-
Ajmani,Ajmani,1,11.285,-,-
Ajmone,Ajmone,1,11.285,-,-
Ajna,Ajna,131,699,10,451
Ajne,Ajna,2,7.847,-,-
Ajnela,Ajnela,1,11.285,-,-
Ajnija,Ajnija,1,11.285,-,-
Ajnisha,Ajnisha,4,5.342,-,-
Ajnur,Ajnur,1,11.285,1,1.853
Ajola,Ajola,4,5.342,-,-
Ajona,Ajona,1,11.285,-,-
Ajonne,Ajonne,1,11.285,-,-
Ajra,Ajra,10,3.195,2,1.301
Ajrija,Ajrija,1,11.285,-,-
Ajrije,Ajrije,1,11.285,-,-
Ajsa,Ayşe,9,3.385,1,1.853
Ajša,Ayşe,15,2.553,2,1.301
Ajşa,Ayşe,1,11.285,-,-
Ajsan,Ajsan,1,11.285,-,-
Ajscha,Ayşe,5,4.717,-,-
Ajschat,Ajschat,6,4.246,-,-
Ajşe,Ayşe,1,11.285,-,-
Ajsela,Ajsela,2,7.847,-,-
Ajsen,Ajsen,1,11.285,-,-
Ajser,Ajser,1,11.285,-,-
Ajsha,Ayşe,7,3.894,-,-
Ajshat,Ajshat,1,11.285,-,-
Ajshe,Ayşe,10,3.195,1,1.853
Ajwa,Ajwa,1,11.285,1,1.853
Akachukwu,Akachukwu,1,11.285,-,-
Akane,Akane,1,11.285,-,-
Akarsu,Akarsu,1,11.285,-,-
Akasemi,Akasemi,1,11.285,-,-
Akasha,Akasha,8,3.604,-,-
Akashimka,Akashimka,1,11.285,-,-
Akasya,Akasya,17,2.352,-,-
Akeesha,Akeesha,1,11.285,-,-
Akela,Akela,1,11.285,-,-
Akemi,Akemi,2,7.847,-,-
Akgül,Akgül,1,11.285,-,-
Akhanyisile,Akhanyisile,1,11.285,-,-
Akhila,Akhila,1,11.285,-,-
Aki,Aki,2,7.847,-,-
Akida,Akida,1,11.285,-,-
Akide,Akide,1,11.285,-,-
Akiko,Akiko,1,11.285,-,-
Akila,Akila,1,11.285,-,-
Akile,Akile,3,6.297,-,-
Akile-Berfin,Akile-Berfin,1,11.285,-,-
Akilina,Akilina,1,11.285,-,-
Akino,Akino,1,11.285,-,-
Akira,Akira,2,7.847,-,-
Akissi,Akissi,1,11.285,-,-
Akiza,Akiza,1,11.285,-,-
Akka,Akka,1,11.285,-,-
Akkiz,Akkiz,1,11.285,-,-
Aklina,Aklina,1,11.285,-,-
Akriti,Akriti,1,11.285,-,-
Aksa,Aksa,18,2.286,9,479
Akse,Akse,1,11.285,-,-
Aksen,Aksen,1,11.285,1,1.853
Aksenija,Aksenija,1,11.285,-,-
Akshara,Akshara,4,5.342,-,-
Akshaya,Akshaya,2,7.847,1,1.853
Akshita,Akshita,1,11.285,-,-
Akshra,Akshra,1,11.285,-,-
Akua,Akua,1,11.285,-,-
Akulina-Adele,Akulina-Adele,1,11.285,-,-
Akuvi,Akuvi,1,11.285,-,-
Akyla,Akyla,1,11.285,-,-
Ala,Ala,8,3.604,-,-
Alâ,Ala,1,11.285,1,1.853
Alaa,Alaa,32,1.630,1,1.853
Alaara,Alaara,2,7.847,-,-
Alae,Alae,1,11.285,-,-
Alaere,Alaere,1,11.285,-,-
Alaia,Alaia,8,3.604,3,1.027
Alaïa,Alaia,1,11.285,-,-
Alaina,Alana,3,6.297,-,-
Alaine,Alaine,1,11.285,-,-
Alaïs,Alaïs,1,11.285,-,-
Alaja,Alaja,1,11.285,-,-
Alajah,Alajah,1,11.285,-,-
Alajda,Alajda,3,6.297,1,1.853
Alalina,Alalina,1,11.285,-,-
Alam,Alam,1,11.285,-,-
Alamako,Alamako,1,11.285,-,-
Alamea,Alamea,5,4.717,-,-
Alana,Alana,30,1.695,5,737
Alana-Alicia,Alana-Alicia,1,11.285,-,-
Alanah,Alana,2,7.847,1,1.853
Alana-Mae,Alana-Mae,1,11.285,-,-
Alandina,Alandina,1,11.285,-,-
Alani,Alani,4,5.342,1,1.853
Alanis,Alana,5,4.717,-,-
Alanna,Alana,5,4.717,-,-
Alannah,Alana,3,6.297,-,-
Alanur,Alanur,5,4.717,-,-
Alara,Alara,165,601,7,573
Alära,Alära,1,11.285,-,-
Alara-Sinem,Alara-Sinem,1,11.285,-,-
Alara-Su,Alara-Su,1,11.285,-,-
Alarona,Alarona,1,11.285,-,-
Alaya,Alaya,9,3.385,3,1.027
Alayah,Alayah,2,7.847,-,-
Alayna,Alana,3,6.297,-,-
Alayra,Alayra,1,11.285,-,-
Alba,Alba,148,651,21,272
Albaluz,Albaluz,1,11.285,-,-
Alba-Marie,Alba-Marie,1,11.285,-,-
Alba-Mira,Alba-Mira,1,11.285,-,-
Albana,Albana,13,2.775,-,-
Albanita,Albanita,1,11.285,-,-
Albany,Albany,1,11.285,-,-
Alba-Sophia,Alba-Sophia,1,11.285,-,-
Albatoul,Albatoul,1,11.285,-,-
Alba-Vanessa,Alba-Vanessa,1,11.285,1,1.853
Albena,Albena,2,7.847,-,-
Albenita,Albenita,1,11.285,-,-
Alberina,Alberina,2,7.847,-,-
Alberine,Alberine,1,11.285,-,-
Alberta,Alberta,7,3.894,-,-
Albertina,Albertina,15,2.553,1,1.853
Albertine,Albertine,1,11.285,-,-
Albesa,Albesa,9,3.385,-,-
Albetrina,Albetrina,1,11.285,-,-
Albiana,Albiana,3,6.297,-,-
Albijana,Albijana,3,6.297,-,-
Albijona,Albijona,5,4.717,1,1.853
Albika,Albika,1,11.285,-,-
Albina,Albina,53,1.214,1,1.853
Albine,Albine,3,6.297,-,-
Albinita,Albinita,1,11.285,-,-
Albiona,Albiona,27,1.810,-,-
Albnora,Albnora,1,11.285,-,-
Albona,Albona,1,11.285,-,-
Albrina,Albrina,2,7.847,-,-
Albulena,Albulena,17,2.352,-,-
Alçin,Alçin,2,7.847,-,-
Alda,Alda,6,4.246,1,1.853
Aldara,Aldara,1,11.285,-,-
Aldiana,Aldiana,3,6.297,-,-
Aldijana,Aldijana,17,2.352,1,1.853
Aldina,Aldina,50,1.258,1,1.853
Aldine,Aldine,2,7.847,-,-
Aldona,Aldona,2,7.847,1,1.853
Aldrina,Aldrina,1,11.285,-,-
Alea,Alea,276,440,34,186
Alea-Catarina,Alea-Catarina,1,11.285,-,-
Aleah,Alea,4,5.342,-,-
Alea-Mira,Alea-Mira,1,11.285,-,-
Aleana,Aleana,1,11.285,-,-
Aleandra,Aleandra,1,11.285,-,-
Alea-Shanina,Alea-Shanina,1,11.285,-,-
Alea-Sophie,Alea-Sophie,1,11.285,-,-
Aleca,Aleca,1,11.285,-,-
Alecia,Alice,4,5.342,-,-
Alecsandra,Alexandra,2,7.847,-,-
Aleda,Aleda,3,6.297,1,1.853
Aleda-Ada,Aleda-Ada,1,11.285,-,-
Aleea,Aleea,1,11.285,1,1.853
Aleecandra,Alexandra,1,11.285,-,-
Aleeha,Aleeha,1,11.285,1,1.853
Aleen,Aleen,9,3.385,-,-
Aleena,Aleena,13,2.775,1,1.853
Aleesa,Aleesa,1,11.285,-,-
Aleesha,Aleesha,2,7.847,-,-
Aleeya,Aleeya,1,11.285,-,-
Aleeza,Aleeza,7,3.894,2,1.301
Aleezah,Aleezah,1,11.285,-,-
Alegra,Alegra,13,2.775,-,-
Alegra-Magdalena,Alegra-Magdalena,1,11.285,1,1.853
Alegra-Sophie,Alegra-Sophie,1,11.285,-,-
Alegria,Alegria,3,6.297,-,-
Alehandra-Suzana,Alehandra-Suzana,1,11.285,-,-
Aleida,Alida,4,5.342,-,-
Aleina,Aleina,6,4.246,-,-
Aleisha,Aleisha,1,11.285,-,-
Aleja,Aleja,8,3.604,1,1.853
Alejandra,Alexandra,8,3.604,1,1.853
Alejna,Alejna,79,931,15,348
Alejsa,Alejsa,1,11.285,-,-
Aleksa,Alexa,10,3.195,-,-
Aleksandra,Alexandra,349,381,13,380
Aleksandra-Emilia,Aleksandra-Emilia,1,11.285,-,-
Aleksandra-Rahel,Aleksandra-Rahel,1,11.285,-,-
Aleksandra-Sanja,Aleksandra-Sanja,1,11.285,-,-
Aleksandra-Selina,Aleksandra-Selina,1,11.285,-,-
Aleksandria,Alexandra,1,11.285,-,-
Aleksandrija,Aleksandrija,1,11.285,-,-
Alekseja,Alekseja,1,11.285,-,-
Aleksia,Aleksia,15,2.553,1,1.853
Aleksie,Aleksie,1,11.285,-,-
Aleksija,Alessia,40,1.418,4,854
Aleksis,Aleksis,1,11.285,-,-
Aleli,Aleli,1,11.285,-,-
Alem,Alem,1,11.285,-,-
Alema,Alema,5,4.717,-,-
Alemina,Alemina,1,11.285,-,-
Alemsa,Alemsa,1,11.285,-,-
Alen,Alen,1,11.285,-,-
Alena,Alena,802,236,28,217
Aléna,Alena,1,11.285,-,-
Alena-Christin,Alena-Christin,1,11.285,-,-
Alena-Eliza,Alena-Eliza,1,11.285,-,-
Alena-Laura,Alena-Laura,1,11.285,-,-
Alena-Lisa,Alena-Lisa,1,11.285,-,-
Alena-Maria,Alena-Maria,3,6.297,1,1.853
Alena-Marie,Alena-Marie,2,7.847,-,-
Alena-Sophia,Alena-Sophia,2,7.847,-,-
Alena-Sophie,Alena-Sophie,1,11.285,-,-
Alena-Soraya,Alena-Soraya,1,11.285,-,-
Alenda,Alenda,3,6.297,-,-
Alene,Aline,2,7.847,-,-
Alenia,Alenia,6,4.246,1,1.853
Alenia-Marie,Alenia-Marie,1,11.285,-,-
Alenka,Alenka,7,3.894,-,-
Alerta,Alerta,1,11.285,-,-
Alesa,Alesa,2,7.847,1,1.853
Alesana,Alesana,1,11.285,-,-
Alesandra,Alexandra,2,7.847,1,1.853
Alesha,Alice,2,7.847,-,-
Aleshba,Aleshba,1,11.285,-,-
Alesia,Alice,51,1.243,3,1.027
Alesia-Deiana,Alesia-Deiana,1,11.285,-,-
Alesia-Maria,Alesia-Maria,1,11.285,-,-
Alesia-Nicole,Alesia-Nicole,1,11.285,-,-
Alesia-Salomea,Alesia-Salomea,1,11.285,-,-
Alesia-Sofia,Alesia-Sofia,1,11.285,-,-
Alesija,Alesija,2,7.847,-,-
Alesja,Alessia,2,7.847,-,-
Alessa,Alexa,175,580,7,573
Alessa-Chiara,Alessa-Chiara,1,11.285,-,-
Alessa-Kimberly,Alessa-Kimberly,1,11.285,-,-
Alessa-Louisa,Alessa-Louisa,1,11.285,-,-
Alessa-Mae,Alessa-Mae,1,11.285,-,-
Alessandra,Alexandra,150,647,-,-
Alessandra-Sabrina,Alessandra-Sabrina,1,11.285,-,-
Alessia,Alessia,579,285,47,142
Alessia-Ana,Alessia-Ana,1,11.285,-,-
Alessia-Andrea,Alessia-Andrea,1,11.285,-,-
Alessia-Bianca,Alessia-Bianca,1,11.285,-,-
Alessia-Cristiana,Alessia-Cristiana,1,11.285,-,-
Alessia-Elisabeth,Alessia-Elisabeth,1,11.285,-,-
Alessia-Ellen,Alessia-Ellen,1,11.285,-,-
Alessia-Eunis,Alessia-Eunis,1,11.285,-,-
Alessia-Gabriela,Alessia-Gabriela,2,7.847,-,-
Alessia-Hadassa,Alessia-Hadassa,1,11.285,-,-
Alessia-Ilinka,Alessia-Ilinka,1,11.285,-,-
Alessia-Ioana,Alessia-Ioana,1,11.285,-,-
Alessia-Ioana-Gabriela,Alessia-Ioana-Gabriela,1,11.285,-,-
Alessia-Joana,Alessia-Joana,1,11.285,-,-
Alessia-Lya,Alessia-Lya,1,11.285,-,-
Alessia-Maria,Alessia-Maria,9,3.385,-,-
Alessia-Mihaela,Alessia-Mihaela,1,11.285,-,-
Alessia-Natalia,Alessia-Natalia,1,11.285,-,-
Alessia-Nicole,Alessia-Nicole,1,11.285,-,-
Alessia-Noemi,Alessia-Noemi,1,11.285,-,-
Alessia-Nour,Alessia-Nour,1,11.285,-,-
Alessia-Riana,Alessia-Riana,1,11.285,-,-
Alessia-Sidonie,Alessia-Sidonie,1,11.285,-,-
Alessia-Sofia,Alessia-Sofia,1,11.285,1,1.853
Alessia-Sophia,Alessia-Sophia,1,11.285,-,-
Alessia-Sophie,Alessia-Sophie,1,11.285,-,-
Alessia-Stefania,Alessia-Stefania,1,11.285,-,-
Alessia-Valentina,Alessia-Valentina,1,11.285,1,1.853
Alessia-Valerie,Alessia-Valerie,1,11.285,-,-
Alessija,Alessija,3,6.297,-,-
Alessya,Alice,6,4.246,1,1.853
Alessya-Claudia,Alessya-Claudia,1,11.285,-,-
Alessya-Sophia,Alessya-Sophia,1,11.285,-,-
Alesya,Alice,5,4.717,1,1.853
Aleta,Aleta,3,6.297,1,1.853
Alethea,Alethea,2,7.847,-,-
Alette,Alette,1,11.285,-,-
Alev,Alev,18,2.286,1,1.853
Alev-Ayca,Alev-Ayca,1,11.285,-,-
Alev-Cennet,Alev-Cennet,1,11.285,-,-
Alex,Alex,8,3.604,1,1.853
Alexa,Alexa,332,391,3,1.027
Alexa-Dóra,Alexa-Dóra,1,11.285,-,-
Alexa-Felicita,Alexa-Felicita,1,11.285,-,-
Alexa-Isabelle,Alexa-Isabelle,1,11.285,-,-
Alexa-Laura,Alexa-Laura,1,11.285,-,-
Alexa-Louise,Alexa-Louise,1,11.285,-,-
Alexa-Marie,Alexa-Marie,1,11.285,-,-
Alexa-Michelle,Alexa-Michelle,1,11.285,-,-
Alexandra,Alexandra,7.811,49,58,118
Alexandra-Andrea,Alexandra-Andrea,1,11.285,-,-
Alexandra-Angelique,Alexandra-Angelique,1,11.285,-,-
Alexandra-Bettina,Alexandra-Bettina,1,11.285,-,-
Alexandra-Brigitte,Alexandra-Brigitte,1,11.285,-,-
Alexandra-Diana,Alexandra-Diana,1,11.285,-,-
Alexandra-Dorina,Alexandra-Dorina,1,11.285,-,-
Alexandra-Elena,Alexandra-Elena,1,11.285,-,-
Alexandra-Elisabeth,Alexandra-Elisabeth,1,11.285,-,-
Alexandra-Evelyn,Alexandra-Evelyn,1,11.285,-,-
Alexandra-Gabriela,Alexandra-Gabriela,1,11.285,-,-
Alexandra-Ioana,Alexandra-Ioana,2,7.847,-,-
Alexandra-Irina,Alexandra-Irina,1,11.285,-,-
Alexandra-Isabella,Alexandra-Isabella,1,11.285,-,-
Alexandra-Jennifer,Alexandra-Jennifer,1,11.285,-,-
Alexandra-Julia,Alexandra-Julia,1,11.285,-,-
Alexandra-Larisa,Alexandra-Larisa,1,11.285,-,-
Alexandra-Larissa,Alexandra-Larissa,1,11.285,-,-
Alexandra-Leonie,Alexandra-Leonie,1,11.285,-,-
Alexandra-Lisa,Alexandra-Lisa,1,11.285,-,-
Alexandra-Lucia,Alexandra-Lucia,1,11.285,-,-
Alexandra-Magdalena,Alexandra-Magdalena,1,11.285,-,-
Alexandra-Maria,Alexandra-Maria,10,3.195,-,-
Alexandra-Marie,Alexandra-Marie,1,11.285,-,-
Alexandra-Mihaela,Alexandra-Mihaela,1,11.285,-,-
Alexandra-Monika,Alexandra-Monika,1,11.285,1,1.853
Alexandra-Natalia,Alexandra-Natalia,1,11.285,-,-
Alexandra-Oana,Alexandra-Oana,1,11.285,-,-
Alexandra-Pia,Alexandra-Pia,1,11.285,-,-
Alexandra-Renamia,Alexandra-Renamia,1,11.285,-,-
Alexandra-Rut,Alexandra-Rut,1,11.285,-,-
Alexandra-Sarah,Alexandra-Sarah,2,7.847,-,-
Alexandra-Selina,Alexandra-Selina,1,11.285,-,-
Alexandra-Sofia,Alexandra-Sofia,2,7.847,-,-
Alexandra-Sophie,Alexandra-Sophie,1,11.285,-,-
Alexandra-Stefanie,Alexandra-Stefanie,1,11.285,-,-
Alexandra-Stephanie,Alexandra-Stephanie,2,7.847,-,-
Alexandra-Sylvia,Alexandra-Sylvia,1,11.285,-,-
Alexandra-Tea,Alexandra-Tea,1,11.285,-,-
Alexandra-Valentina,Alexandra-Valentina,1,11.285,-,-
Alexandra-Veronika,Alexandra-Veronika,1,11.285,-,-
Alexandra-Victoria,Alexandra-Victoria,2,7.847,-,-
Alexandra-Viktoria,Alexandra-Viktoria,1,11.285,-,-
Alexandra-Wilhelmina,Alexandra-Wilhelmina,1,11.285,-,-
Alexandria,Alexandria,3,6.297,-,-
Alexandrina,Alexandrina,1,11.285,-,-
Alexa-Noerle,Alexa-Noerle,1,11.285,-,-
Alexa-Sophie,Alexa-Sophie,2,7.847,-,-
Alexa-Zoe,Alexa-Zoe,1,11.285,-,-
Alexeja,Alexeja,1,11.285,-,-
Alexenia,Alexenia,1,11.285,-,-
Alexeya,Alexeya,1,11.285,-,-
Alexia,Alessia,171,589,4,854
Alexia-Angelin,Alexia-Angelin,1,11.285,-,-
Alexia-Elizabeth,Alexia-Elizabeth,1,11.285,-,-
Alexia-Irina,Alexia-Irina,1,11.285,-,-
Alexia-Maria,Alexia-Maria,4,5.342,1,1.853
Alexia-Marta,Alexia-Marta,1,11.285,-,-
Alexia-May,Alexia-May,1,11.285,-,-
Alexia-Melissa,Alexia-Melissa,1,11.285,-,-
Alexia-Miruna,Alexia-Miruna,1,11.285,1,1.853
Alexia-Sophia,Alexia-Sophia,1,11.285,-,-
Alexia-Victoria,Alexia-Victoria,1,11.285,-,-
Alexia-Yulieth,Alexia-Yulieth,1,11.285,-,-
Alexie,Alessia,1,11.285,-,-
Alexis,Alessia,49,1.267,2,1.301
Alexis-Sofie,Alexis-Sofie,1,11.285,-,-
Alexis-Sophia,Alexis-Sophia,1,11.285,-,-
Alexsandra,Alexandra,9,3.385,-,-
Alexya-Evelyne,Alexya-Evelyne,1,11.285,-,-
Aleya,Alea,17,2.352,7,573
Aleyah,Alea,5,4.717,3,1.027
Aleydis,Aleydis,1,11.285,-,-
Aleyha,Aleyha,1,11.285,-,-
Aleyna,Aleyna,518,303,33,192
Aleyna-Eda,Aleyna-Eda,1,11.285,-,-
Aleyna-Lara,Aleyna-Lara,1,11.285,-,-
Aleynanur,Aleynanur,1,11.285,-,-
Aleyna-Nur,Aleyna-Nur,1,11.285,-,-
Aleyna-Sara,Aleyna-Sara,1,11.285,-,-
Aleysa,Aleysa,1,11.285,-,-
Aleysa-Eslem,Aleysa-Eslem,1,11.285,-,-
Aleysha,Aleysha,1,11.285,-,-
Aleysha-Behare,Aleysha-Behare,1,11.285,-,-
Alfa,Alfa,1,11.285,-,-
Alfia,Alfia,1,11.285,1,1.853
Alfija,Alfija,1,11.285,-,-
Alfina,Alfina,1,11.285,-,-
Alfiya,Alfiya,5,4.717,2,1.301
Alfreda,Alfreda,2,7.847,-,-
Ali,Ali,2,7.847,-,-
Alia,Alea,133,692,14,365
Alía,Alea,1,11.285,-,-
Aliaa,Alea,2,7.847,1,1.853
Aliah,Alea,16,2.456,2,1.301
Alian,Alian,1,11.285,-,-
Aliana,Aliana,10,3.195,1,1.853
Alia-Nastassja,Alia-Nastassja,1,11.285,-,-
Alia-Sophie,Alia-Sophie,1,11.285,-,-
Alica,Alice,87,897,2,1.301
Alice,Alice,1.160,192,60,113
Alice-Aurora,Alice-Aurora,2,7.847,-,-
Alice-Elena,Alice-Elena,1,11.285,-,-
Alice-Isabell,Alice-Isabell,1,11.285,-,-
Alice-Joan,Alice-Joan,1,11.285,1,1.853
Alice-Kathrin,Alice-Kathrin,2,7.847,-,-
Alice-Marie,Alice-Marie,1,11.285,-,-
Alice-Melanie,Alice-Melanie,1,11.285,-,-
Alice-Natalia,Alice-Natalia,1,11.285,-,-
Alice-Nicol,Alice-Nicol,1,11.285,-,-
Alice-Nicole,Alice-Nicole,1,11.285,-,-
Alice-Shahida,Alice-Shahida,1,11.285,1,1.853
Alice-Sophie,Alice-Sophie,1,11.285,-,-
Alice-Valerie,Alice-Valerie,1,11.285,-,-
Alice-Viktoria,Alice-Viktoria,1,11.285,-,-
Alice-Yvette,Alice-Yvette,1,11.285,-,-
Alicia,Alice,451,329,25,240
Alícia,Alice,2,7.847,-,-
Alicia-Beatrice,Alicia-Beatrice,1,11.285,-,-
Alicia-Chiara,Alicia-Chiara,1,11.285,-,-
Alicia-Christina,Alicia-Christina,1,11.285,-,-
Alicia-Cristina,Alicia-Cristina,1,11.285,-,-
Alicia-Katherina,Alice-Kathrin,1,11.285,-,-
Alicia-Lara,Alicia-Lara,1,11.285,-,-
Alicia-Laurène,Alicia-Laurène,1,11.285,-,-
Alicia-Leonie,Alicia-Leonie,2,7.847,-,-
Alicia-Magdalena,Alicia-Magdalena,1,11.285,1,1.853
Alicia-Mercedes,Alicia-Mercedes,1,11.285,-,-
Alicia-Minnie,Alicia-Minnie,1,11.285,-,-
Alicia-Sophie,Alicia-Sophie,1,11.285,-,-
Aliciya,Alice,1,11.285,-,-
Alicja,Alice,56,1.172,4,854
Alicya,Alicya,1,11.285,1,1.853
Alida,Alida,40,1.418,-,-
Alida-Nadine,Alida-Nadine,1,11.285,-,-
Alien,Alien,1,11.285,-,-
Aliena,Aliena,9,3.385,-,-
Aliena-Marie,Aliena-Marie,1,11.285,-,-
Alien-Kristina,Alien-Kristina,1,11.285,-,-
Alienor,Eleonora,1,11.285,-,-
Aliénor,Eleonora,1,11.285,-,-
Alies,Alice,2,7.847,-,-
Aliette,Aliette,1,11.285,-,-
Alif,Alif,1,11.285,-,-
Alifa,Alifa,1,11.285,-,-
Alija,Alea,36,1.522,2,1.301
Alijah,Alea,2,7.847,-,-
Alijana,Alijana,3,6.297,-,-
Alije,Alea,1,11.285,-,-
Alijena,Alijena,1,11.285,-,-
Alika,Alika,3,6.297,1,1.853
Alika-Nikol,Alika-Nikol,1,11.285,-,-
Alike,Alike,1,11.285,-,-
Aliki,Aliki,8,3.604,1,1.853
Aliki-Bianca,Aliki-Bianca,1,11.285,-,-
Alima,Alima,27,1.810,1,1.853
Alimah,Alimah,1,11.285,-,-
Alime,Alime,12,2.905,-,-
Alimee,Alimee,1,11.285,-,-
Alimée,Alimee,1,11.285,-,-
Alin,Aline,66,1.053,9,479
Alín,Aline,1,11.285,-,-
Alina,Alina,6.574,59,196,42
Alina-Angelina,Alina-Angelina,2,7.847,-,-
Alina-Anna,Alina-Anna,1,11.285,-,-
Alina-Benita,Alina-Benita,1,11.285,-,-
Alina-Cataleya,Alina-Cataleya,1,11.285,-,-
Alina-Celina,Alina-Celina,1,11.285,1,1.853
Alina-Celine,Alina-Celine,1,11.285,1,1.853
Alina-Christina,Alina-Christina,1,11.285,-,-
Alina-Christine,Alina-Christine,1,11.285,-,-
Alina-Corina,Alina-Corina,1,11.285,-,-
Alina-Elise,Alina-Elise,1,11.285,-,-
Alina-Florentina,Alina-Florentina,1,11.285,-,-
Alina-Franziska,Alina-Franziska,1,11.285,-,-
Alinah,Alinah,1,11.285,-,-
Alina-Ines,Alina-Ines,1,11.285,-,-
Alina-Isabelle,Alina-Isabelle,1,11.285,-,-
Alina-Janelle,Alina-Janelle,1,11.285,-,-
Alina-Jessica,Alina-Jessica,1,11.285,-,-
Alina-Joana,Alina-Joana,1,11.285,-,-
Alina-Jolie,Alina-Jolie,2,7.847,-,-
Alina-Julia,Alina-Julia,1,11.285,-,-
Alina-Katharina,Alina-Katharina,2,7.847,-,-
Alina-Kathrin,Alina-Kathrin,1,11.285,-,-
Alina-Kimberly,Alina-Kimberly,1,11.285,-,-
Alina-Lanea,Alina-Lanea,1,11.285,-,-
Alina-Lara,Alina-Lara,1,11.285,-,-
Alina-Larisa,Alina-Larisa,1,11.285,-,-
Alina-Larissa,Alina-Larissa,1,11.285,-,-
Alina-Laura,Alina-Laura,1,11.285,-,-
Alina-Leonie,Alina-Leonie,1,11.285,-,-
Alina-Lisa,Alina-Lisa,1,11.285,-,-
Alina-Lorena,Alina-Lorena,1,11.285,-,-
Alina-Lucia,Alina-Lucia,1,11.285,-,-
Alina-Madelaine,Alina-Madelaine,1,11.285,-,-
Alina-Magdalena,Alina-Magdalena,2,7.847,-,-
Alina-Maria,Alina-Maria,14,2.668,-,-
Alina-Marie,Alina-Maria,12,2.905,-,-
Alina-Melek,Alina-Melek,1,11.285,-,-
Alina-Mia,Alina-Mia,1,11.285,1,1.853
Alina-Michaela,Alina-Michaela,1,11.285,-,-
Alina-Michelle,Alina-Michelle,2,7.847,-,-
Alina-Milou,Alina-Milou,1,11.285,-,-
Alina-Monique,Alina-Monique,1,11.285,-,-
Alina-Nala,Alina-Nala,1,11.285,-,-
Alina-Nicole,Alina-Nicole,1,11.285,-,-
Alina-Nilmini,Alina-Nilmini,1,11.285,-,-
Alinaq,Alinaq,1,11.285,-,-
Alina-Raphaela,Alina-Raphaela,1,11.285,-,-
Alina-Rosa,Alina-Rosa,1,11.285,-,-
Alina-Sabrina,Alina-Sabrina,1,11.285,-,-
Alina-Samira,Alina-Samira,1,11.285,-,-
Alina-Scarlet,Alina-Scarlet,1,11.285,-,-
Alina-Sofia,Alina-Sofia,1,11.285,-,-
Alina-Sofie,Alina-Sofie,2,7.847,-,-
Alina-Sophia,Alina-Sophia,3,6.297,-,-
Alina-Sophie,Alina-Sophie,19,2.208,-,-
Alina-Sora,Alina-Sora,1,11.285,-,-
Alina-Susanne,Alina-Susanne,1,11.285,-,-
Alina-Tabea,Alina-Tabea,1,11.285,-,-
Alina-Theresa,Alina-Theresa,2,7.847,-,-
Alinda,Alinda,6,4.246,-,-
Alinde,Alinde,1,11.285,-,-
Aline,Aline,279,439,4,854
Aline-Christin,Aline-Christin,1,11.285,-,-
Aline-Lale,Aline-Lale,1,11.285,1,1.853
Aline-Marie,Aline-Marie,1,11.285,-,-
Aline-Sophie,Aline-Sophie,1,11.285,-,-
Alin-Fabienne,Alin-Fabienne,1,11.285,-,-
Aling,Aling,1,11.285,-,-
Alinia,Alinia,1,11.285,-,-
Alinka,Alinka,2,7.847,-,-
Alin-Marie,Alin-Marie,1,11.285,-,-
Alin-Meva,Alin-Meva,1,11.285,1,1.853
Aliona,Aliona,1,11.285,-,-
Aliona-Roberta,Aliona-Roberta,1,11.285,-,-
Alira,Alira,1,11.285,-,-
Alis,Alice,8,3.604,-,-
Alisa,Alice,741,247,46,148
Alişa,Alice,1,11.285,-,-
Alisah,Alizah,4,5.342,-,-
Ališah,Alizah,1,11.285,-,-
Alisah-Martha,Alisah-Martha,1,11.285,-,-
Alisa-Lorena,Alisa-Lorena,1,11.285,-,-
Alisa-Mari,Alisa-Mari,1,11.285,-,-
Alisa-Maria,Alisa-Maria,2,7.847,-,-
Alisa-Marie,Alisa-Marie,1,11.285,-,-
Alisar,Alisar,7,3.894,1,1.853
Alisa-Sophie,Alisa-Sophie,1,11.285,-,-
Alisa-Teresa,Alisa-Teresa,1,11.285,-,-
Alischa,Alice,8,3.604,-,-
Alischba,Alischba,1,11.285,-,-
Alise,Alice,6,4.246,-,-
Alisea,Alice,3,6.297,-,-
Alisha,Alice,197,540,5,737
Alisha-Adeen,Alisha-Adeen,1,11.285,-,-
Alisha-Kayren,Alisha-Kayren,1,11.285,-,-
Alisha-Zoe,Alisha-Zoe,2,7.847,-,-
Alishba,Alishba,4,5.342,-,-
Alishia,Alice,2,7.847,-,-
Alisia,Alice,56,1.172,4,854
Alisia-Carolina,Alisia-Carolina,1,11.285,-,-
Alisia-Maria,Alisia-Maria,1,11.285,1,1.853
Alisia-Rita,Alisia-Rita,1,11.285,-,-
Alisia-Yasemin,Alisia-Yasemin,1,11.285,-,-
Alisija,Alice,4,5.342,-,-
Alisiya,Alisiya,1,11.285,-,-
Alisja,Alice,2,7.847,-,-
Alis-Olivia,Alis-Olivia,1,11.285,-,-
