Vornamen Neugeborene Wien nach Geschlecht und Aussprache seit 2010 / First names of newborns in Vienna since 2010, aggregation by sex and pronunciation
"NUTS";"DISTRICT_CODE";"SUB_DISTRICT_CODE";"REF_YEAR";"REF_DATE";"SEX";"RANK";"NAME";"NAME_ALL";"N";"PERC_SEX"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Nenad";"Nenad";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Rami";"Rami";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Ricardo";"Ricardo";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Richard";"Richard";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Romeo";"Romeo";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Ryan";"Ryan";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Sami";"Sami";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Szymon";"Szymon";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Tarek";"Tarek";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Timon";"Timon";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Timur";"Timur";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Tom";"Tom";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Tunahan";"Tunahan";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Vladimir";"Vladimir";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Vuk";"Vuk";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Wendelin";"Wendelin";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Yahya";"Yahya";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Yassin";"Yassin";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"254";"Yu";"Yu";"5";"0,1"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Abdelrahman";"Abdelrahman";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Alejandro";"Alejandro";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Alp";"Alp";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Anel";"Anel";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Antonius";"Antonius";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Bastian";"Bastian";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Berk";"Berk";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Bojan";"Bojan";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Boran";"Boran";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Calvin";"Calvin";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Darian";"Darian";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Daris";"Daris";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Davud";"Davud";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Devran";"Devran";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Don";"Don";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Eduard";"Eduard";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Edvin";"Edwin";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Enzo";"Enzo";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Eray";"Eray";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Fernando";"Fernando";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Franz";"Franz";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Gökhan";"Gökhan";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Gustav";"Gustav";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Hakan";"Hakan";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Haris";"Haris";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Henrik";"Henrik";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Jasper";"Jasper";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Josip";"Josip";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Kyrill";"Kirill";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Lenny";"Lenny";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Leonidas";"Leonidas";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Lion";"Lion";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Lorenzo";"Lorenzo";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Luan";"Luan";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Maurice";"Maurice";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Mihael";"Mihael";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Mike";"Mike";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Neo";"Neo";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Nick";"Nick";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Onur";"Onur";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Pablo";"Pablo";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Polat";"Polat";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Said";"Said";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Sam";"Sam";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Sascha";"Sascha";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Sava";"Sava";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Semin";"Semin";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Semir";"Semir";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Sergej";"Sergej";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Strahinja";"Strahinja";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Sven";"Sven";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Ufuk";"Ufuk";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Vinzenz";"Vinzenz";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Vito";"Vito";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Yavuz";"Yavuz";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Ziad";"Ziad";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"299";"Zoran";"Zoran";"4";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Abdulsamet";"Abdulsamet";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Adil";"Adil";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Adin";"Adin";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Aeneas";"Aeneas";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Ammar";"Ammar";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Anatol";"Anatol";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Andjelo";"Andjelo";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Anil";"Anil";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Anis";"Anis";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Ardian";"Ardian";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Aris";"Aris";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Ata";"Ata";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Atakan";"Atakan";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Attila";"Atilla";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Aurelio";"Aurelio";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Axel";"Axel";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Batu";"Batu";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Beni";"Beni";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Berke";"Berke";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Beytullah";"Beytullah";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Brandon";"Brandon";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Bruno";"Bruno";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Chaim";"Chaim";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Chris";"Chris";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Cornelius";"Cornelius";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Danilo";"Danilo";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Darius";"Darius";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Davis";"Davis";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Dexter";"Dexter";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Dimitrije";"Dimitrije";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Dino";"Dino";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Edon";"Edon";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Ekin";"Ekin";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Erwin";"Erwin";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Ethan";"Ethan";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Eyüp";"Eyüp";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Faton";"Faton";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Florentin";"Florentin";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Florin";"Florin";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Halil";"Halil";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Hamid";"Hamid";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Harun";"Harun";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Heinrich";"Heinrich";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Hubert";"Hubert";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Islam";"Islam";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Jayden";"Jayden";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Jeremy";"Jeremy";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Justus";"Justus";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Kadir";"Kadir";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Kasper";"Caspar";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Klaus";"Klaus";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Koray";"Koray";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Lean";"Lean";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Lennox";"Lennox";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Lenz";"Lenz";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Leonis";"Leonis";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Leonit";"Leonit";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Levin";"Levin";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Lino";"Lino";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Livio";"Livio";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Maddox";"Maddox";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Mahmoud";"Mahmoud";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Mansur";"Mansur";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Marius";"Marius";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Matija";"Matija";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Matthäus";"Matthäus";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Mehdi";"Mehdi";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Mergim";"Mergim";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Merlin";"Merlin";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Mertcan";"Mertcan";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Metehan";"Metehan";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Mika";"Mika";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Mikael";"Mikael";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Milijan";"Milijan";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Miran";"Miran";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Natan";"Natan";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Nawid";"Navid";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Nevio";"Nevio";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Predrag";"Predrag";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Recep";"Recep";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Rene";"Rene";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Rohan";"Rohan";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Saif";"Saif";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Salih";"Salih";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Sasa";"Sasa";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Sean";"Sean";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Sefa";"Sefa";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Sercan";"Sercan";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Serhat";"Serhat";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Silas";"Silas";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Slobodan";"Slobodan";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Steven";"Steven";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Süleyman";"Süleyman";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Tamim";"Tamim";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Timothy";"Timothy";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Ugur";"Ugur";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Valerian";"Valerian";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"356";"Vasilije";"Vasilije";"3";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Abbas";"Abbas";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Abdul-Malik";"Abdul-Malik";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Abdulaziz";"Abdulaziz";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Abdurahman";"Abdurahman";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Abdurrahman";"Abdurrahman";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Abraham";"Abraham";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Abubakar";"Abubakar";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Adis";"Adis";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Aditya";"Aditya";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Agon";"Agon";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ajdin";"Ajdin";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Albert";"Albert";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Albijon";"Albijon";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Aleksandr";"Aleksandr";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Aleksej";"Aleksej";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Aleksije";"Aleksije";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Alessio";"Alessio";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Alexis";"Alexis";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Almedin";"Almedin";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Almin";"Almin";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Alois";"Alois";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Altan";"Altan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Alwin";"Alvin";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Amer";"Amer";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Anas";"Anas";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Andor";"Andor";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Andy";"Andi";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Anes";"Anes";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ardi";"Ardi";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ares";"Ares";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ari";"Ari";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Arik";"Arik";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Arion";"Arion";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Arman";"Arman";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Arnes";"Arnes";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Aulon";"Aulon";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Auron";"Auron";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Aziz";"Aziz";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Badr";"Badr";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Bassem";"Bassem";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Bayram";"Bayram";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Berdan";"Berdan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Bertan";"Bertan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Beyazit";"Beyazit";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Blendi";"Blendi";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Bleon";"Bleon";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Borys";"Borys";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Bosko";"Bosko";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Bryan";"Bryan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Bugra";"Bugra";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Bünyamin";"Bünyamin";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Celal";"Celal";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ceyhun";"Ceyhun";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Chen";"Chen";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Cilhan";"Cilhan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Connor";"Connor";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Cosmo";"Cosmo";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Damon";"Damon";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Danis";"Danis";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Dardan";"Dardan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Darijan";"Darijan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Davut";"Davut";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Demian";"Demian";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Derick";"Derick";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Devid";"Devid";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Devin";"Devin";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Diell";"Diell";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Din";"Din";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Djordje";"Djordje";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Dogan";"Dogan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Dustin";"Dustin";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ebubekir";"Ebubekir";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Edgar";"Edgar";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Edi";"Edi";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Eduardo";"Eduardo";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Eldar";"Eldar";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Eldion";"Eldion";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Eliott";"Eliott";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Elliot";"Elliot";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Elmedin";"Elmedin";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Elmir";"Elmir";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Elyesa";"Elyesa";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Emiliano";"Emiliano";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Endrit";"Endrit";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Engin";"Engin";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Enis";"Enis";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ennio";"Ennio";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Enriko";"Enriko";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Enver";"Enver";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Erdem";"Erdem";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Erdogan";"Erdogan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Erion";"Erion";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ernes";"Ernes";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ertugrul";"Ertugrul";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Eryk";"Eryk";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Esad";"Esad";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Evan";"Evan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ferenc";"Ferenc";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Ferid";"Ferid";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Fevzi";"Fevzi";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Fineas";"Fineas";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Firat";"Firat";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Flavio";"Flavio";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Florens";"Florens";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Florent";"Florent";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Franc";"Franc";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Francis";"Francis";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Genti";"Genti";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"George";"George";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Gero";"Gero";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Gökdeniz";"Gökdeniz";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Habil";"Habil";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Haci";"Haci";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Hadi";"Hadi";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Haktan";"Haktan";"2";"0,0"
"AT13";"90000";"90000";"2010";"2010";"1";"454";"Halid";"Halid";"2";"0,0"
