AADAM;2009;4
AADAM;2014;3
AADAM;2016;4
AADEL;1976;5
AADEL;1978;3
AADEL;1980;3
AADIL;1974;4
AADIL;1976;6
AADIL;1977;6
AADIL;1978;6
AADIL;1979;9
AADIL;1980;9
AADIL;1981;9
AADIL;1982;11
AADIL;1983;12
AADIL;1984;9
AADIL;1985;8
AADIL;1986;3
AADIL;1987;8
AADIL;1988;3
AADIL;1989;7
AADIL;1990;4
AADIL;1992;5
AADIL;1993;4
AADIL;1994;3
AADIL;1995;3
AADIL;2003;3
AADIL;2015;6
AADIL;2016;5
AADIL;2017;4
AADIL;2018;4
