Contents,,,,
,,,,
"Table 6: Top names for baby boys1,2, 2017",,,,
England and Wales
Source: https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/datasets/babynamesenglandandwalesbabynamesstatisticsboys
License: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
,,,,
,,,,
Rank,Name,Count3,,
1021,OLIVER-JAMES ,29,,
1021,REYAN ,29,,
1021,RICHIE ,29,,
1021,RILEY-JAMES ,29,,
1021,ROUX ,29,,
1021,SEAMUS ,29,,
1021,SUBHAAN ,29,,
1021,SUFYAAN ,29,,
1021,YOUSIF ,29,,
1042,ALEXIS ,28,,
1042,AYDAN ,28,,
1042,BRENDAN ,28,,
1042,CADE ,28,,
1042,CHE ,28,,
1042,DARRAGH ,28,,
1042,DUNCAN ,28,,
1042,JAYDON ,28,,
1042,JOHNATHAN ,28,,
1042,JONNY ,28,,
1042,KYRO ,28,,
1042,LUAN ,28,,
1042,MALCOLM ,28,,
1042,MIKHAIL ,28,,
1042,NIAM ,28,,
1042,RAJA ,28,,
1042,ROBERTO ,28,,
1042,SAMIR ,28,,
1042,SHAYAAN ,28,,
1042,SYDNEY ,28,,
1042,TREY ,28,,
1042,UMAIR ,28,,
1042,WOODROW ,28,,
1042,YEHUDA ,28,,
1042,YOSEF ,28,,
1042,ZAVIER ,28,,
1068,ADEM ,27,,
1068,ANDERSON ,27,,
1068,AREN ,27,,
1068,ARIN ,27,,
1068,ARUN ,27,,
1068,CAIO ,27,,
1068,CAIUS ,27,,
1068,CARLO ,27,,
1068,CHACE ,27,,
1068,DEWI ,27,,
1068,EYAD ,27,,
1068,GILBERT ,27,,
1068,INDY ,27,,
1068,JAYDEN-JAMES ,27,,
1068,JUNAID ,27,,
1068,KAISER ,27,,
1068,KONRAD ,27,,
1068,MAKSIM ,27,,
1068,MERLIN ,27,,
1068,NEEL ,27,,
1068,OWAIS ,27,,
1068,RALPHI ,27,,
1068,REEGAN ,27,,
1068,SAI ,27,,
1068,SHIVAAY ,27,,
1068,TERENCE ,27,,
1068,THEO-JAMES ,27,,
1068,VINCENZO ,27,,
1068,ZOHAIB ,27,,
1097,AHAD ,26,,
1097,ALEKS ,26,,
1097,BARAN ,26,,
1097,BAXTER ,26,,
1097,BLEU ,26,,
1097,CHANCE ,26,,
1097,CLARKE ,26,,
1097,ENES ,26,,
1097,ERICK ,26,,
1097,GARY ,26,,
1097,HARLEY-JAY ,26,,
1097,HUSSEIN ,26,,
1097,JOHAN ,26,,
1097,KION ,26,,
1097,LEOPOLD ,26,,
1097,MALACHY ,26,,
1097,MOISE ,26,,
1097,NABIL ,26,,
1097,OZZY ,26,,
1097,SACHA ,26,,
1097,SALAHUDDIN ,26,,
1097,SHEIKH ,26,,
1097,TAYLAN ,26,,
1097,WALEED ,26,,
1097,YASH ,26,,
1097,ZEESHAN ,26,,
1097,ZEPHANIAH ,26,,
1124,AILBE ,25,,
1124,ANSH ,25,,
1124,AZLAN ,25,,
1124,CRAIG ,25,,
1124,DARWIN ,25,,
1124,DONNIE ,25,,
1124,DRAGOS ,25,,
1124,FABIO ,25,,
1124,FYNLEY ,25,,
1124,GABRIELIUS ,25,,
1124,INIGO ,25,,
1124,IVAR ,25,,
1124,MAAZ ,25,,
1124,MACAULEY ,25,,
1124,MARCELL ,25,,
1124,MEMPHIS ,25,,
1124,NIKO ,25,,
1124,NIKOLAI ,25,,
1124,PEDRO ,25,,
1124,PETRU ,25,,
1124,RICKY ,25,,
1124,SULEIMAN ,25,,
1146,ALFIE-JAY ,24,,
1146,ANEURIN ,24,,
1146,ANGEL ,24,,
1146,BOWEN ,24,,
1146,CALLEN ,24,,
1146,CONNER ,24,,
1146,DARA ,24,,
1146,FLOYD ,24,,
1146,HAADI ,24,,
1146,HERKUS ,24,,
1146,INDIANA ,24,,
1146,JAK ,24,,
1146,JEROME ,24,,
1146,KAAN ,24,,
1146,KAELAN ,24,,
1146,KIERON ,24,,
1146,KUSH ,24,,
1146,KUZEY ,24,,
1146,LEX ,24,,
1146,LLEWELYN ,24,,
1146,LOXLEY ,24,,
1146,LUCIANO ,24,,
1146,MAHER ,24,,
1146,MERT ,24,,
1146,NATANIEL ,24,,
1146,NIHAL ,24,,
1146,NIKOLA ,24,,
1146,PAWEL ,24,,
1146,TIMUR ,24,,
1146,TOBI ,24,,
1146,TRYSTAN ,24,,
1146,TYRELL ,24,,
1178,ALPHA ,23,,
1178,ARIS ,23,,
1178,AUGUSTUS ,23,,
1178,AVI ,23,,
1178,DANIELIUS ,23,,
1178,FRANKLYN ,23,,
1178,HISHAM ,23,,
1178,HUZAIFAH ,23,,
1178,IWAN ,23,,
1178,JERRY ,23,,
1178,JONTY ,23,,
1178,KEON ,23,,
1178,LEANDRO ,23,,
1178,LOCKIE ,23,,
1178,LOGAN-JAMES ,23,,
1178,MAHMOUD ,23,,
1178,MARTY ,23,,
1178,MEIR ,23,,
1178,MIHAIL ,23,,
1178,NOA ,23,,
1178,RAHIM ,23,,
1178,RIDWAN ,23,,
1178,SHIVAM ,23,,
1178,SOREN ,23,,
1178,TODD ,23,,
1178,TYLER-JAMES ,23,,
1178,TYSON ,23,,
1178,YISROEL ,23,,
1178,YOUNIS ,23,,
1178,ZACKARIYA ,23,,
1178,ZAKARIAH ,23,,
1178,ZORAWAR ,23,,
1210,ADRIEL ,22,,
1210,AHMET ,22,,
1210,AHSAN ,22,,
1210,BLUE ,22,,
1210,CEZAR ,22,,
1210,CODIE ,22,,
1210,CONAN ,22,,
1210,CORMAC ,22,,
1210,DEREK ,22,,
1210,DONOVAN ,22,,
1210,EDDISON ,22,,
1210,ELISEI ,22,,
1210,EMILIS ,22,,
1210,FAISAL ,22,,
1210,FAIZAAN ,22,,
1210,HAMDAN ,22,,
1210,HUMPHREY ,22,,
1210,IRA ,22,,
1210,JARVIS ,22,,
1210,KALLUM ,22,,
1210,KEANU ,22,,
1210,KEIR ,22,,
1210,KHALED ,22,,
1210,LANDON ,22,,
1210,MANVEER ,22,,
1210,MARLOW ,22,,
1210,MAXIME ,22,,
1210,ORAN ,22,,
1210,OREN ,22,,
1210,QUINCY ,22,,
1210,QUINTON ,22,,
1210,SIDDHARTH ,22,,
1210,SUDAIS ,22,,
1210,TAIM ,22,,
1210,VALENTIN ,22,,
1210,YAKOV ,22,,
1210,YUVAN ,22,,
1247,AARAN ,21,,
1247,ABDALLAH ,21,,
1247,ALYAN ,21,,
1247,ANAY ,21,,
1247,ARTIE ,21,,
1247,BERNARDO ,21,,
1247,BLAINE ,21,,
1247,BRADY ,21,,
1247,CRISTIANO ,21,,
1247,DAN ,21,,
1247,DIGBY ,21,,
1247,EDAN ,21,,
1247,EDDY ,21,,
1247,EPHRAIM ,21,,
1247,HENRIK ,21,,
1247,IONUT ,21,,
1247,ISHMAEL ,21,,
1247,IVAAN ,21,,
1247,JAWAD ,21,,
1247,JON ,21,,
1247,JOSS ,21,,
1247,KAMARI ,21,,
1247,KAYAN ,21,,
1247,KOLE ,21,,
1247,LOGAN-LEE ,21,,
1247,NILE ,21,,
1247,RAFFAELE ,21,,
1247,RAZVAN ,21,,
1247,RHODRI ,21,,
1247,RISHAAN ,21,,
1247,ROAN ,21,,
1247,RUARIDH ,21,,
1247,RUSSELL ,21,,
1247,SAEED ,21,,
1247,SALVADOR ,21,,
1247,SAXON ,21,,
1247,TEDDY-JAMES ,21,,
1247,UTHMAN ,21,,
1247,YASSIN ,21,,
1247,YOUNES ,21,,
1247,YUSEF ,21,,
1247,ZAIDEN ,21,,
1289,ALEKSANDAR ,20,,
1289,ALFIE-LEE ,20,,
1289,ARCHIE-JAMES ,20,,
1289,ARCHIE-LEE ,20,,
1289,ARES ,20,,
1289,ARIEL ,20,,
1289,ARLEN ,20,,
1289,ARRON ,20,,
1289,ASHWIN ,20,,
1289,BENYAMIN ,20,,
1289,BERTRAM ,20,,
1289,BLU ,20,,
1289,BOAZ ,20,,
1289,CASTIEL ,20,,
1289,CHAYSE ,20,,
1289,DARIAN ,20,,
1289,DAVI ,20,,
1289,DHILAN ,20,,
1289,DIMITAR ,20,,
1289,EASTON ,20,,
1289,EISSA ,20,,
1289,ELLISON ,20,,
1289,GAVIN ,20,,
1289,GIUSEPPE ,20,,
1289,HARLEY-JAMES ,20,,
1289,IFAN ,20,,
1289,IOANNIS ,20,,
1289,IRFAN ,20,,
1289,ISIAH ,20,,
1289,JAY-JAY ,20,,
1289,JAYAN ,20,,
1289,JAYDEN-LEE ,20,,
1289,JEFFREY ,20,,
1289,JOZEF ,20,,
1289,KAIZER ,20,,
1289,LUTHER ,20,,
1289,MACIEJ ,20,,
1289,MACK ,20,,
1289,MANRAJ ,20,,
1289,MARLO ,20,,
1289,MATTIA ,20,,
1289,MELVIN ,20,,
1289,OBI ,20,,
1289,OBIE ,20,,
1289,ORIN ,20,,
1289,PERRY ,20,,
1289,RAIHAN ,20,,
1289,SAYED ,20,,
1289,SHMUEL ,20,,
1289,ZUBAIR ,20,,
1339,AEDAN ,19,,
1339,ANGAD ,19,,
1339,ARMIN ,19,,
1339,ARVIN ,19,,
1339,ARYA ,19,,
1339,ASHAR ,19,,
1339,AYOMIDE ,19,,
1339,BENIAMIN ,19,,
1339,CASH ,19,,
1339,CLEMENT ,19,,
1339,DARCY ,19,,
1339,DEVANSH ,19,,
1339,EFAN ,19,,
1339,EMILE ,19,,
1339,ESHAAN ,19,,
1339,FAHAD ,19,,
1339,FINDLAY ,19,,
1339,FOREST ,19,,
1339,FREDERIK ,19,,
1339,GINO ,19,,
1339,GURFATEH ,19,,
1339,HARLEE ,19,,
1339,HARMAN ,19,,
1339,IMMANUEL ,19,,
1339,IUSTIN ,19,,
1339,JACOB-JAMES ,19,,
1339,JACQUES ,19,,
1339,JIMI ,19,,
1339,JOKUBAS ,19,,
1339,JOSEF ,19,,
1339,KAL-EL ,19,,
1339,KAMAL ,19,,
1339,KASH ,19,,
1339,KAVIN ,19,,
1339,KENNEDY ,19,,
1339,KEREM ,19,,
1339,KORNEL ,19,,
1339,KRISHNA ,19,,
1339,KYMANI ,19,,
1339,KYREN ,19,,
1339,LAYTH ,19,,
1339,LUC ,19,,
1339,LUCIUS ,19,,
1339,NICK ,19,,
1339,NIXON ,19,,
1339,OLI ,19,,
1339,PERCIVAL ,19,,
1339,ROKAS ,19,,
1339,RUDRA ,19,,
1339,SALEH ,19,,
1339,SAMAR ,19,,
1339,SAWYER ,19,,
1339,SENAN ,19,,
1339,SHIV ,19,,
1339,SID ,19,,
1339,SUNNY ,19,,
1339,TARIQ ,19,,
1339,THIERRY ,19,,
1339,ZEBEDEE ,19,,
1398,AAMIR ,18,,
1398,ABDUL-RAHEEM ,18,,
1398,ABU-BAKR ,18,,
1398,AHYAAN ,18,,
1398,AZARIAH ,18,,
1398,BENJI ,18,,
1398,BINYAMIN ,18,,
1398,BRAM ,18,,
1398,BRAYDON ,18,,
1398,BROCK ,18,,
1398,COBIE ,18,,
1398,DARYL ,18,,
1398,EDUARDO ,18,,
1398,ENRICO ,18,,
1398,ENRIQUE ,18,,
1398,FLORIN ,18,,
1398,GAEL ,18,,
1398,GARETH ,18,,
1398,GERARD ,18,,
1398,HARLEM ,18,,
1398,HAWLEY ,18,,
1398,HEZEKIAH ,18,,
1398,HOWARD ,18,,
1398,IONATAN ,18,,
1398,ISHAN ,18,,
1398,JESSE-JAMES ,18,,
1398,JOHN-PAUL ,18,,
1398,JUAN ,18,,
1398,KAINE ,18,,
1398,KELLAN ,18,,
1398,KHARI ,18,,
1398,KIYAAN ,18,,
1398,KODIE ,18,,
1398,KOEN ,18,,
1398,LEROY ,18,,
1398,LEV ,18,,
1398,LOIC ,18,,
1398,MARCOS ,18,,
1398,MARWAN ,18,,
1398,MASON-LEE ,18,,
1398,MASSIMO ,18,,
1398,MEHDI ,18,,
1398,MESSIAH ,18,,
1398,MIRAN ,18,,
1398,MOISHE ,18,,
1398,NABEEL ,18,,
1398,NUH ,18,,
1398,OM ,18,,
1398,OSCAR-JAMES ,18,,
1398,RAJAN ,18,,
1398,RAMSEY ,18,,
1398,REILLY ,18,,
1398,REN ,18,,
1398,RICCARDO ,18,,
1398,RIDLEY ,18,,
1398,RIZWAN ,18,,
1398,RONIN ,18,,
1398,RUAN ,18,,
1398,RUZGAR ,18,,
1398,SHILOH ,18,,
1398,SHUAIB ,18,,
1398,STERLING ,18,,
1398,STEVIE ,18,,
1398,TAJUS ,18,,
1398,TYRONE ,18,,
1398,UMUT ,18,,
1398,VED ,18,,
1398,VIRAJ ,18,,
1398,WALI ,18,,
1398,YAQOOB ,18,,
1398,YOUNUS ,18,,
1398,ZACHERY ,18,,
1470,ABDURAHMAN ,17,,
1470,AFONSO ,17,,
1470,ALEEM ,17,,
1470,APOLLO ,17,,
1470,ARNAS ,17,,
1470,ARNAV ,17,,
1470,AVROHOM ,17,,
1470,AZIZ ,17,,
1470,BARNABAS ,17,,
1470,BILLY-JOE ,17,,
1470,CARTER-JAMES ,17,,
1470,CHRISTOS ,17,,
1470,CINAR ,17,,
1470,CJ ,17,,
1470,CODEY ,17,,
1470,DAUD ,17,,
1470,DIYAN ,17,,
1470,DYFAN ,17,,
1470,EBENEZER ,17,,
1470,EDIZ ,17,,
1470,EESAH ,17,,
1470,FAARIS ,17,,
1470,FEDERICO ,17,,
1470,FELIPE ,17,,
1470,FREDRIK ,17,,
1470,FYNNLEY ,17,,
1470,GEORGIOS ,17,,
1470,HARDY ,17,,
1470,HARVEER ,17,,
1470,HASEEB ,17,,
1470,IMAAD ,17,,
1470,JAMEEL ,17,,
1470,JAVIER ,17,,
1470,JAXXON ,17,,
1470,JETHRO ,17,,
1470,JOAQUIM ,17,,
1470,JOSHUA-JAMES ,17,,
1470,KAIF ,17,,
1470,KAJETAN ,17,,
1470,KASSIUS ,17,,
1470,KEMAL ,17,,
1470,KENAN ,17,,
1470,KNOX ,17,,
1470,KURT ,17,,
1470,LARRY ,17,,
1470,MAHAD ,17,,
1470,MAREK ,17,,
1470,MARLON ,17,,
1470,MICKEY ,17,,
1470,MICKY ,17,,
1470,MUHAMMAD-ALI ,17,,
1470,MURTAZA ,17,,
1470,NEGAN ,17,,
1470,NIKHIL ,17,,
1470,NOAH-JAMES ,17,,
1470,PIERRE ,17,,
1470,PIETRO ,17,,
1470,RAFFI ,17,,
1470,RAYYAAN ,17,,
1470,RIHAN ,17,,
1470,RILEY-JAY ,17,,
1470,ROEL ,17,,
1470,ROLAND ,17,,
1470,ROSHAN ,17,,
1470,SALAH ,17,,
1470,SASHA ,17,,
1470,SHAWN ,17,,
1470,SONNIE ,17,,
1470,STUART ,17,,
1470,SULEMAN ,17,,
1470,THADDEUS ,17,,
1470,WILLOUGHBY ,17,,
1470,WREN ,17,,
1470,YASSER ,17,,
1470,YOHAN ,17,,
1470,YU ,17,,
1546,ABDUL-HADI ,16,,
1546,ABDULAZIZ ,16,,
1546,AJEET ,16,,
1546,ALYAAN ,16,,
1546,AMRIT ,16,,
1546,ARDA ,16,,
1546,ASH ,16,,
1546,AUSTEN ,16,,
1546,AYMEN ,16,,
1546,BABY ,16,,
1546,BECKETT ,16,,
1546,BENCE ,16,,
1546,BENNETT ,16,,
1546,BRENDON ,16,,
1546,BRYCE ,16,,
1546,CARLTON ,16,,
1546,CARWYN ,16,,
1546,CHARLIE-JAMES ,16,,
1546,CHAY ,16,,
1546,COBEY ,16,,
1546,DAVEY ,16,,
1546,DENVER ,16,,
1546,DILANAS ,16,,
1546,DIVINE ,16,,
1546,EFE ,16,,
1546,ELIEZER ,16,,
1546,EMLYN ,16,,
1546,EUGENE ,16,,
1546,FRANKIE-LEE ,16,,
1546,HAIDEN ,16,,
1546,HARLO ,16,,
1546,HARTLEY ,16,,
1546,HAYTHAM ,16,,
1546,HENRYK ,16,,
1546,HUMZA ,16,,
1546,IOSUA ,16,,
1546,JEDIDIAH ,16,,
1546,JIBREEL ,16,,
1546,JIBRIL ,16,,
1546,JIDENNA ,16,,
1546,JOHANNES ,16,,
1546,JOSHAN ,16,,
1546,KAEDEN ,16,,
1546,KAILAN ,16,,
1546,KAIUS ,16,,
1546,KHALEEL ,16,,
1546,KIRAN ,16,,
1546,KOHAN ,16,,
1546,KYON ,16,,
1546,LUCAS-JAMES ,16,,
1546,MAJUS ,16,,
1546,MARVIN ,16,,
1546,MATTIAS ,16,,
1546,MAYSON ,16,,
1546,MOHSIN ,16,,
1546,MUJTABA ,16,,
1546,MUSTAPHA ,16,,
1546,NASIR ,16,,
1546,NEHEMIAH ,16,,
1546,OPIE ,16,,
1546,OZZIE ,16,,
1546,PARTH ,16,,
1546,RAEF ,16,,
1546,RAJVEER ,16,,
1546,RALF ,16,,
1546,RAMI ,16,,
1546,RASHID ,16,,
1546,ROWEN ,16,,
1546,SAMMY ,16,,
1546,SERGIO ,16,,
1546,SHLOIME ,16,,
1546,TAI ,16,,
1546,TAMIM ,16,,
1546,VIAN ,16,,
1546,WAYNE ,16,,
1546,YAZAN ,16,,
1546,YIGIT ,16,,
1546,YITZCHOK ,16,,
1546,ZAKK ,16,,
1546,ZAVIYAR ,16,,
1546,ZEN ,16,,
1627,AADITYA ,15,,
1627,AJIT ,15,,
1627,AKSHAY ,15,,
1627,AMAAR ,15,,
1627,ARHAAN ,15,,
1627,ARIJUS ,15,,
1627,ASLAN ,15,,
1627,AUGUSTAS ,15,,
1627,BASHIR ,15,,
1627,BLIGH ,15,,
1627,BO ,15,,
1627,BRONSON ,15,,
1627,CAESAR ,15,,
1627,COBI ,15,,
1627,CONSTANTIN ,15,,
1627,DAYTON ,15,,
1627,DEIVIDAS ,15,,
1627,DIMITRI ,15,,
1627,DWAYNE ,15,,
1627,FERNANDO ,15,,
1627,FINNIAN ,15,,
1627,FINTAN ,15,,
1627,FRANEK ,15,,
1627,GEOFFREY ,15,,
1627,GIANLUCA ,15,,
1627,HENRIQUE ,15,,
1627,HOLDEN ,15,,
1627,HORATIO ,15,,
1627,HUSNAIN ,15,,
1627,JADON ,15,,
1627,JAIVEER ,15,,
1627,JERMAINE ,15,,
1627,JOWAN ,15,,
1627,KAIYAN ,15,,
1627,KRISTUPAS ,15,,
1627,KSAWERY ,15,,
1627,KYSON ,15,,
1627,LARS ,15,,
1627,LINUS ,15,,
1627,MAAHIR ,15,,
1627,MARKO ,15,,
1627,MAURICE ,15,,
1627,MAXX ,15,,
1627,MENACHEM ,15,,
1627,MUADH ,15,,
1627,NALI ,15,,
1627,NAYAN ,15,,
1627,NYLE ,15,,
1627,OAKLEIGH ,15,,
1627,PRANAV ,15,,
1627,RADLEY ,15,,
1627,RAYHAAN ,15,,
1627,REED ,15,,
1627,REGGIE-LEE ,15,,
1627,REISS ,15,,
1627,RIYAD ,15,,
1627,ROARY ,15,,
1627,ROMARIO ,15,,
1627,RUHAAN ,15,,
1627,SACHIN ,15,,
1627,SAID ,15,,
1627,SAMY ,15,,
1627,SHREY ,15,,
1627,TAIO ,15,,
1627,TANNER ,15,,
1627,TIMOTEI ,15,,
1627,TOMI ,15,,
1627,TORIN ,15,,
1627,TREVOR ,15,,
1627,TYLER-JAY ,15,,
1627,UZAYR ,15,,
1627,WIL ,15,,
1627,WOLF ,15,,
1627,YONIS ,15,,
1627,YUNIS ,15,,
1627,ZIYAD ,15,,
1703,AADVIK ,14,,
1703,AARIB ,14,,
1703,AGASTYA ,14,,
1703,AKEEM ,14,,
1703,ALASDAIR ,14,,
1703,ARAFAT ,14,,
1703,ARDEN ,14,,
1703,ARIF ,14,,
1703,ARMANDAS ,14,,
1703,ART ,14,,
1703,BARTLOMIEJ ,14,,
1703,BOBBI ,14,,
1703,BOBBY-LEE ,14,,
1703,BODEN ,14,,
1703,BRAIDEN ,14,,
1703,BRAYAN ,14,,
1703,CAMPBELL ,14,,
1703,CAOLAN ,14,,
1703,CASIAN ,14,,
1703,CEEJAY ,14,,
1703,CLARENCE ,14,,
1703,COLT ,14,,
1703,DALE ,14,,
1703,DARIN ,14,,
1703,DEIO ,14,,
1703,DEON ,14,,
1703,DEVAN ,14,,
1703,DRAKE ,14,,
1703,DUKE ,14,,
1703,EHSAN ,14,,
1703,ELON ,14,,
1703,EYMEN ,14,,
1703,FRASIER ,14,,
1703,GODWIN ,14,,
1703,HARRY-JAMES ,14,,
1703,HARVEY-LEE ,14,,
1703,HIMMAT ,14,,
1703,IAGO ,14,,
1703,IANTO ,14,,
1703,ION ,14,,
1703,IZAAC ,14,,
1703,JAMARI ,14,,
1703,JAXON-JAMES ,14,,
1703,JENSON-JAMES ,14,,
1703,KAELEN ,14,,
1703,KASEY ,14,,
1703,KAYDAN ,14,,
1703,KAYDEN-LEE ,14,,
1703,KEVINAS ,14,,
1703,KHIZAR ,14,,
1703,KHUSH ,14,,
1703,KIRILL ,14,,
1703,KITT ,14,,
1703,KOBEY ,14,,
1703,KYLIAN ,14,,
1703,LANCE ,14,,
1703,LEIF ,14,,
1703,LENNARD ,14,,
1703,LEO-JAMES ,14,,
1703,LEWIN ,14,,
1703,LEWYS ,14,,
1703,LIBAN ,14,,
1703,LIO ,14,,
1703,MAC ,14,,
1703,MALAKI ,14,,
1703,MIKE ,14,,
1703,MONROE ,14,,
1703,MOOSA ,14,,
1703,MUHSIN ,14,,
1703,NAEL ,14,,
1703,NEITAS ,14,,
1703,NIKOLAY ,14,,
1703,OCEAN ,14,,
1703,OCTAVIAN ,14,,
1703,ODHRAN ,14,,
1703,OLIVERS ,14,,
1703,PEYTON ,14,,
1703,QAIS ,14,,
1703,RAFAY ,14,,
1703,RAIF ,14,,
1703,REHAAN ,14,,
1703,REIS ,14,,
1703,REON ,14,,
1703,REYAAN ,14,,
1703,RISHAN ,14,,
1703,RONNIE-LEE ,14,,
1703,SALIH ,14,,
1703,SAMEER ,14,,
1703,SELIM ,14,,
1703,SHLOK ,14,,
1703,SION ,14,,
1703,STAN ,14,,
1703,STEPHAN ,14,,
1703,TAYLEN ,14,,
1703,TAYM ,14,,
1703,TAYO ,14,,
1703,TEDDI ,14,,
1703,THOMAS-JAMES ,14,,
1703,THORIN ,14,,
1703,TOBIE ,14,,
1703,TOMMASO ,14,,
1703,TZVI ,14,,
1703,UBAYD ,14,,
1703,VAUGHN ,14,,
1703,VIRAAJ ,14,,
1703,ZAINE ,14,,
1703,ZAKARY ,14,,
1703,ZAKIR ,14,,
1703,ZIDAAN ,14,,
1812,ABE ,13,,
1812,ABID ,13,,
1812,ACER ,13,,
1812,ADAMAS ,13,,
1812,ADOMAS ,13,,
1812,ADVAIT ,13,,
1812,AKSEL ,13,,
1812,ALBION ,13,,
1812,ALIJAH ,13,,
1812,ALLAN ,13,,
1812,ALMIR ,13,,
1812,ALVARO ,13,,
1812,ARISH ,13,,
1812,ARLO-JAMES ,13,,
1812,ARTURO ,13,,
1812,ASAD ,13,,
1812,AUDEN ,13,,
1812,AVIRAJ ,13,,
1812,AVRAM ,13,,
1812,AYUSH ,13,,
1812,AYYAN ,13,,
1812,AZIAH ,13,,
1812,BARKLEY ,13,,
1812,BASIL ,13,,
1812,BERNIE ,13,,
1812,BOBI ,13,,
1812,BRAY ,13,,
1812,BUSBY ,13,,
1812,CAELEN ,13,,
1812,CEZARY ,13,,
1812,CODI ,13,,
1812,CYRIL ,13,,
1812,DALEY ,13,,
1812,DANIAL ,13,,
1812,DESMOND ,13,,
1812,DEVIN ,13,,
1812,DONALD ,13,,
1812,DOV ,13,,
1812,EBAN ,13,,
1812,EBRAHIM ,13,,
1812,EDOARDO ,13,,
1812,FLORIAN ,13,,
1812,GABRIELE ,13,,
1812,GRANT ,13,,
1812,GREY ,13,,
1812,GUSTAS ,13,,
1812,GUTO ,13,,
1812,GWION ,13,,
1812,HAMID ,13,,
1812,HAMMAD ,13,,
1812,HUDHAYFAH ,13,,
1812,IRTAZA ,13,,
1812,JAXEN ,13,,
1812,JORIS ,13,,
1812,JULES ,13,,
1812,KAIRON ,13,,
1812,KAMERON ,13,,
1812,KAYSAN ,13,,
1812,KEAGAN ,13,,
1812,KOREY ,13,,
1812,KORY ,13,,
1812,KYREE ,13,,
1812,LEVENTE ,13,,
1812,LEWI ,13,,
1812,LOTAN ,13,,
1812,LUKASZ ,13,,
1812,MARCELLUS ,13,,
1812,MIKEL ,13,,
1812,MIRZA ,13,,
1812,MORRIS ,13,,
1812,MUAAZ ,13,,
1812,MUAD ,13,,
1812,MUHAMAD ,13,,
1812,NAHOM ,13,,
1812,NAYEL ,13,,
1812,OZAN ,13,,
1812,PASHA ,13,,
1812,PIRAN ,13,,
1812,POYRAZ ,13,,
1812,RAHIL ,13,,
1812,RAVEN ,13,,
1812,REEF ,13,,
1812,REMUS ,13,,
1812,RION ,13,,
1812,ROSSI ,13,,
1812,RUHAN ,13,,
1812,RUI ,13,,
1812,SALEEM ,13,,
1812,SALEM ,13,,
1812,SAMARTH ,13,,
1812,SAMUELE ,13,,
1812,SHAURYA ,13,,
1812,SHAYNE ,13,,
1812,SHIMON ,13,,
1812,THOR ,13,,
1812,TJ ,13,,
1812,TOMMY-JAY ,13,,
1812,TOPRAK ,13,,
1812,UBAID ,13,,
1812,VEDANT ,13,,
1812,WARIS ,13,,
1812,WILLIS ,13,,
1812,YOUCEF ,13,,
1812,YURI ,13,,
1812,ZAHIR ,13,,
1812,ZAKAI ,13,,
1812,ZAVIAN ,13,,
1812,ZEKE ,13,,
1812,ZIAD ,13,,
1812,ZINEDINE ,13,,
1812,ZOHAN ,13,,
1923,A-JAY ,12,,
1923,ABDUL-AHAD ,12,,
1923,ABDUR-RAHEEM ,12,,
1923,ABRAR ,12,,
1923,ADONIS ,12,,
1923,ADRIANO ,12,,
1923,AHAAN ,12,,
1923,AKIF ,12,,
1923,ALARIC ,12,,
1923,ALDEN ,12,,
1923,ALED ,12,,
1923,AMBROSE ,12,,
1923,AMEN ,12,,
1923,ANDREA ,12,,
1923,ANDREY ,12,,
1923,AREEB ,12,,
1923,ARION ,12,,
1923,ARMANI ,12,,
1923,ARNO ,12,,
1923,ARTHUR-JAMES ,12,,
1923,AUGUSTIN ,12,,
1923,AVYAAN ,12,,
1923,AWAIS ,12,,
1923,AZAIAH ,12,,
1923,BELLAMY ,12,,
1923,BROOK ,12,,
1923,BURHAN ,12,,
1923,CARRICK ,12,,
1923,CEDRIC ,12,,
1923,CHAD ,12,,
1923,DANIELS ,12,,
1923,DANIIL ,12,,
1923,DAVIDE ,12,,
1923,DEMIR ,12,,
1923,DILLAN ,12,,
1923,DOMINICK ,12,,
1923,DON ,12,,
1923,DOVID ,12,,
1923,DOVYDAS ,12,,
1923,ELDON ,12,,
1923,ELIAN ,12,,
1923,ELIJUS ,12,,
1923,ELIOTT ,12,,
1923,ELIYAS ,12,,
1923,EOGHAN ,12,,
1923,EVANAS ,12,,
1923,FAHEEM ,12,,
1923,FARLEY ,12,,
1923,FAWAD ,12,,
1923,FENTON ,12,,
1923,FERDINAND ,12,,
1923,FORD ,12,,
1923,FRAZIER ,12,,
1923,GAGE ,12,,
1923,GRAHAM ,12,,
1923,GUILHERME ,12,,
1923,HAL ,12,,
1923,HAYYAN ,12,,
1923,HUSAYN ,12,,
1923,IHSAAN ,12,,
1923,IHSAN ,12,,
1923,ILYA ,12,,
1923,ILYAAS ,12,,
1923,IMAD ,12,,
1923,IMRAAN ,12,,
1923,IZAIAH ,12,,
1923,JAHEIM ,12,,
1923,JASE ,12,,
1923,JAYJAY ,12,,
1923,JAYLAN ,12,,
1923,KALOYAN ,12,,
1923,KARAN ,12,,
1923,KASPAR ,12,,
1923,KAYAAN ,12,,
1923,KAYDON ,12,,
1923,KAYLEB ,12,,
1923,KHALIFA ,12,,
1923,KISHAN ,12,,
1923,KOFI ,12,,
1923,KORBEN ,12,,
1923,KRISTIYAN ,12,,
