537,HIPOLITO,3247,"65,7"
538,ROSENDO,3245,"61,8"
539,VICTORINO,3227,"69,2"
540,BRYAN,3206,"16,5"
541,IBRAHIMA,3206,"34,1"
542,MIMOUN,3199,48
543,LANDER,3181,23
544,ARSENIO,3178,"65,6"
545,"DIEGO JOSE",3176,"36,7"
546,"JOSE JULIAN",3171,"51,1"
547,VIRGILIO,3170,"64,1"
548,OUSSAMA,3166,"19,8"
549,"JOSE RAUL",3164,"44,2"
550,AUGUSTO,3152,"56,1"
551,ERICK,3147,"9,6"
552,GIOVANNI,3138,"34,8"
553,"PEDRO JUAN",3128,"53,6"
554,WALID,3122,"14,7"
555,"CESAR AUGUSTO",3119,44
556,RICHARD,3118,"38,5"
557,"JORGE MANUEL",3116,"43,8"
558,"VICTOR HUGO",3110,"40,9"
559,HIGINIO,3086,"64,9"
560,"JORGE ANTONIO",3086,"44,5"
561,ELEUTERIO,3083,68
562,ARKAITZ,3079,"31,4"
563,LEON,3072,"32,8"
564,ENDIKA,3054,"26,2"
565,"JOSE RICARDO",3051,"50,8"
566,OLEKSANDR,3040,"39,4"
567,"JUAN RAFAEL",3027,"49,3"
568,"FERNANDO JAVIER",3021,"46,6"
569,ILYAS,3013,"11,3"
570,"JON ANDER",3011,"31,1"
571,"CARLOS EDUARDO",3007,"37,6"
572,XAVI,3006,"9,2"
573,"LUIS JOSE",3005,48
574,"JOSE GREGORIO",3001,"46,6"
575,"JOSE AGUSTIN",2996,54
576,URKO,2980,"23,6"
577,"MANUEL MARIA",2977,"54,3"
578,"ANGEL ANTONIO",2969,"49,5"
579,ACHRAF,2968,"18,6"
580,"CARLOS JESUS",2968,"42,9"
581,ABELARDO,2962,"60,8"
582,MOURAD,2954,"34,7"
583,TONI,2953,"16,9"
584,"JOSE BENITO",2948,"60,2"
585,GENIS,2946,23
586,KAMAL,2942,"33,7"
587,ABDELLATIF,2936,"42,1"
588,URBANO,2920,"66,5"
589,ABDELILAH,2916,"36,1"
590,MOSTAFA,2914,"44,9"
591,JACOB,2909,"29,9"
592,YERAI,2908,"13,4"
