Contents,,,,
,,,,
"Table 6: Top names for baby girls1,2, 2017",,,,
England and Wales
Source: https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/datasets/babynamesenglandandwalesbabynamesstatisticsgirls
License: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
,,,,
,,,,
Rank,Name,Count3,,
982,MIKAYLA ,37,,
982,RENESMAE ,37,,
982,RENESMEE ,37,,
982,SHREYA ,37,,
982,STAR ,37,,
982,TESS ,37,,
982,TRINITY ,37,,
982,UMAIMA ,37,,
1002,ALEXANDRIA ,36,,
1002,ALIZAH ,36,,
1002,AMBER-ROSE ,36,,
1002,AVA-LEIGH ,36,,
1002,BRYONY ,36,,
1002,DANA ,36,,
1002,ELLIE-MAI ,36,,
1002,GIOVANNA ,36,,
1002,ISOBELLA ,36,,
1002,JAYA ,36,,
1002,KACIE ,36,,
1002,LEILANI ,36,,
1002,LIYA ,36,,
1002,MAGDALENA ,36,,
1002,MAIYA ,36,,
1002,MALIKA ,36,,
1002,MARWAH ,36,,
1002,REEM ,36,,
1002,WERONIKA ,36,,
1021,AALIYA ,35,,
1021,AKIRA ,35,,
1021,ARIA-ROSE ,35,,
1021,ARIADNE ,35,,
1021,ARIEL ,35,,
1021,CRISTINA ,35,,
1021,ELSI ,35,,
1021,EVIE-RAE ,35,,
1021,GABIJA ,35,,
1021,LILLIA ,35,,
1021,LILLIE-ROSE ,35,,
1021,MARLA ,35,,
1021,MEERAB ,35,,
1021,PAULINA ,35,,
1021,RYLEIGH ,35,,
1021,SKYLA-ROSE ,35,,
1021,SKYLAH ,35,,
1021,SURI ,35,,
1021,TEAGAN ,35,,
1021,VIVIEN ,35,,
1021,WILLOW-ROSE ,35,,
1021,ZEYNEP ,35,,
1043,ADRIANNA ,34,,
1043,ASHA ,34,,
1043,ATARAH ,34,,
1043,AYAAT ,34,,
1043,BRIELLE ,34,,
1043,DINA ,34,,
1043,ENID ,34,,
1043,EVELINE ,34,,
1043,INAAYAH ,34,,
1043,JAGODA ,34,,
1043,JAZMIN ,34,,
1043,KAYLEIGH ,34,,
1043,MARI ,34,,
1043,MARIYAH ,34,,
1043,MEHREEN ,34,,
1043,MERCEDES ,34,,
1043,POPPY-MAE ,34,,
1043,SHILOH ,34,,
1043,SIMONA ,34,,
1043,TASNEEM ,34,,
1063,ADALYN ,33,,
1063,ALESIA ,33,,
1063,ANAIYAH ,33,,
1063,AVIANA ,33,,
1063,CAROLINA ,33,,
1063,CAROLINE ,33,,
1063,CASSANDRA ,33,,
1063,CELIA ,33,,
1063,EESHA ,33,,
1063,ELINOR ,33,,
1063,IZZY ,33,,
1063,JASLEEN ,33,,
1063,LEENA ,33,,
1063,LORELAI ,33,,
1063,MARLOWE ,33,,
1063,NOELLE ,33,,
1063,POPPY-ROSE ,33,,
1063,SAFIYAH ,33,,
1063,ZIVA ,33,,
1082,ADELA ,32,,
1082,ADELYN ,32,,
1082,AJWA ,32,,
1082,ALISHBA ,32,,
1082,AMARI ,32,,
1082,AMELIJA ,32,,
1082,ARFA ,32,,
1082,AVA-MARIE ,32,,
1082,AYLIN ,32,,
1082,ELLA-LOUISE ,32,,
1082,ELLIA ,32,,
1082,EVIE-MAY ,32,,
1082,IVY-GRACE ,32,,
1082,JANE ,32,,
1082,JOYCE ,32,,
1082,KIKI ,32,,
1082,LILY-MAI ,32,,
1082,MABLI ,32,,
1082,MADIHA ,32,,
1082,NOURA ,32,,
1082,OLIVIA-MAE ,32,,
1082,PERRIE ,32,,
1082,VANESA ,32,,
1105,AMMARA ,31,,
1105,ANNE ,31,,
1105,ARAYA ,31,,
1105,ARISHA ,31,,
1105,ARTEMIS ,31,,
1105,CASSIA ,31,,
1105,DAYA ,31,,
1105,EILA ,31,,
1105,ELIORA ,31,,
1105,ELLIS ,31,,
1105,ETHEL ,31,,
1105,EVERLEY ,31,,
1105,HABIBA ,31,,
1105,ISADORA ,31,,
1105,ISRAA ,31,,
1105,KAYLEE ,31,,
1105,KEEVA ,31,,
1105,KELLY ,31,,
1105,KRISTINA ,31,,
1105,LAYLA-MAE ,31,,
1105,LEJA ,31,,
1105,LETICIA ,31,,
1105,LETTIE ,31,,
1105,LUISA ,31,,
1105,MAHAM ,31,,
1105,MAHI ,31,,
1105,MARIANA ,31,,
1105,MEERA ,31,,
1105,MELANIA ,31,,
1105,MILLIE-MAE ,31,,
1105,ORLAGH ,31,,
1105,PANDORA ,31,,
1105,REMY ,31,,
1105,RIHANNA ,31,,
1105,SAIRA ,31,,
1105,SOPHIA-ROSE ,31,,
1105,TANISHA ,31,,
1105,TERESA ,31,,
1105,ZAHRAA ,31,,
1144,AADHYA ,30,,
1144,ALISSIA ,30,,
1144,ANEIRA ,30,,
1144,ARYANA ,30,,
1144,AVAH ,30,,
1144,BEA ,30,,
1144,BODHI ,30,,
1144,CHRISTINE ,30,,
1144,DEVON ,30,,
1144,ELIZA-ROSE ,30,,
1144,ELOISA ,30,,
1144,ESTELLE ,30,,
1144,ETTIE ,30,,
1144,FAATIMAH ,30,,
1144,FREJA ,30,,
1144,INDIA-ROSE ,30,,
1144,ISABELA ,30,,
1144,JANELLE ,30,,
1144,JIA ,30,,
1144,JOANIE ,30,,
1144,JULIANA ,30,,
1144,KATERINA ,30,,
1144,LAURIE ,30,,
1144,LIDIA ,30,,
1144,LORNA ,30,,
1144,MAHEEN ,30,,
1144,MAKAYLA ,30,,
1144,MIKA ,30,,
1144,MIYAH ,30,,
1144,NIKITA ,30,,
1144,RAYNA ,30,,
1144,RIVKA ,30,,
1144,ROBERTA ,30,,
1144,ROXY ,30,,
1144,RUBIE ,30,,
1144,SAKINA ,30,,
1144,SERAPHINA ,30,,
1144,SIYANA ,30,,
1144,SYBIL ,30,,
1144,ZOSIA ,30,,
1184,AAIRA ,29,,
1184,ALEYNA ,29,,
1184,ALISIA ,29,,
1184,AMAIA ,29,,
1184,ANABELLE ,29,,
1184,ANIELA ,29,,
1184,ANOUSHKA ,29,,
1184,ASEEL ,29,,
1184,CHERRY ,29,,
1184,CLOVER ,29,,
1184,ELLENA ,29,,
1184,HADLEY ,29,,
1184,HIRA ,29,,
1184,ISLA-MAI ,29,,
1184,IVY-MAY ,29,,
1184,JASMINA ,29,,
1184,KATHRYN ,29,,
1184,KYLIE ,29,,
1184,LULU ,29,,
1184,MAIZIE ,29,,
1184,MANAHIL ,29,,
1184,MARIANNE ,29,,
1184,MEDINA ,29,,
1184,MILLA ,29,,
1184,MONROE ,29,,
1184,NAILA ,29,,
1184,NIMRAT ,29,,
1184,NIYA ,29,,
1184,NUHA ,29,,
1184,PHEOBE ,29,,
1184,RAYNE ,29,,
1184,SIAN ,29,,
1184,TAYLA ,29,,
1184,TEODORA ,29,,
1184,UMAIMAH ,29,,
1219,AANYA ,28,,
1219,ALAIA ,28,,
1219,ALARNA ,28,,
1219,ALEAH ,28,,
1219,ALENA ,28,,
1219,AMAIYA ,28,,
1219,AREESHA ,28,,
1219,AYANNA ,28,,
1219,AZRA ,28,,
1219,BETSIE ,28,,
1219,CAMILA ,28,,
1219,CARRIE ,28,,
1219,CECE ,28,,
1219,CHANTELLE ,28,,
1219,DARCIE-RAE ,28,,
1219,DELILAH-ROSE ,28,,
1219,DOROTHEA ,28,,
1219,ELLIANA ,28,,
1219,EVELYN-ROSE ,28,,
1219,FARYAL ,28,,
1219,HAJRAH ,28,,
1219,JOHANNA ,28,,
1219,JORJA ,28,,
1219,KALI ,28,,
1219,KHUSHI ,28,,
1219,LUCIANA ,28,,
1219,MACKENZIE ,28,,
1219,MADINA ,28,,
1219,MIA-GRACE ,28,,
1219,NAIMA ,28,,
1219,NIRVANA ,28,,
1219,RUBY-MAE ,28,,
1219,SELMA ,28,,
1219,SIANNA ,28,,
1219,SUKHMANI ,28,,
1219,SUKI ,28,,
1219,SUMAIYA ,28,,
1219,TALIYAH ,28,,
1219,UMAYMAH ,28,,
1258,AALIA ,27,,
1258,ALESSANDRA ,27,,
1258,AMEENA ,27,,
1258,AMRIT ,27,,
1258,ANITA ,27,,
1258,AROUSH ,27,,
1258,AVLEEN ,27,,
1258,AZARIA ,27,,
1258,BARBARA ,27,,
1258,BONNIE-ROSE ,27,,
1258,CECELIA ,27,,
1258,DIXIE ,27,,
1258,ELLA-GRACE ,27,,
1258,ELLA-MAY ,27,,
1258,ELLA-RAE ,27,,
1258,ESMA ,27,,
1258,ESMAE-ROSE ,27,,
1258,HAILEY ,27,,
1258,IZABELLE ,27,,
1258,KATRINA ,27,,
1258,LAUREL ,27,,
1258,LILLY-ANN ,27,,
1258,LILY-ANN ,27,,
1258,LOLA-MAE ,27,,
1258,LOWENNA ,27,,
1258,MARIANNA ,27,,
1258,MARISSA ,27,,
1258,MISHA ,27,,
1258,NEHA ,27,,
1258,PRISCILLA ,27,,
1258,REINA ,27,,
1258,RUHI ,27,,
1258,SIANA ,27,,
1258,SINEAD ,27,,
1258,SOFIJA ,27,,
1258,TALA ,27,,
1258,TINA ,27,,
1258,VERONIKA ,27,,
1296,ALYSIA ,26,,
1296,AMAAL ,26,,
1296,ASYA ,26,,
1296,AVAYAH ,26,,
1296,DEMI-LEIGH ,26,,
1296,EMMANUELLA ,26,,
1296,ESHA ,26,,
1296,HETTY ,26,,
1296,HIBAH ,26,,
1296,HIDAYAH ,26,,
1296,ISLA-MAY ,26,,
1296,IVY-MAE ,26,,
1296,JAZMINE ,26,,
1296,KINGA ,26,,
1296,LAYLAH ,26,,
1296,LEANNE ,26,,
1296,LETTY ,26,,
1296,LEXI-MAY ,26,,
1296,LUANA ,26,,
1296,MAISHA ,26,,
1296,MAYAH ,26,,
1296,MOMINA ,26,,
1296,MYLA-ROSE ,26,,
1296,NOUR ,26,,
1296,RAEGAN ,26,,
1296,RAINA ,26,,
1296,RAINE ,26,,
1296,REBEKA ,26,,
1296,SAHAR ,26,,
1296,SALLY ,26,,
1296,TEIGAN ,26,,
1296,THEADORA ,26,,
1296,YASMINA ,26,,
1296,ZELDA ,26,,
1330,ABEEHA ,25,,
1330,ALEEN ,25,,
1330,AMAANAH ,25,,
1330,ANAM ,25,,
1330,ASIA ,25,,
1330,AVAANI ,25,,
1330,AVAYA ,25,,
1330,BLYTHE ,25,,
1330,CADENCE ,25,,
1330,CARINA ,25,,
1330,CORAL ,25,,
1330,DAISY-RAE ,25,,
1330,ELEONORA ,25,,
1330,EMILEE ,25,,
1330,ESMERALDA ,25,,
1330,ESRA ,25,,
1330,EVERLEIGH ,25,,
1330,EVIE-GRACE ,25,,
1330,EZMAI ,25,,
1330,HADIYAH ,25,,
1330,HARLEY-ROSE ,25,,
1330,HARPER-RAE ,25,,
1330,HIBBA ,25,,
1330,ILANA ,25,,
1330,INDIANNA ,25,,
1330,INDY ,25,,
1330,JADA ,25,,
1330,JAYDA ,25,,
1330,LEONORA ,25,,
1330,LEXI-MAI ,25,,
1330,LUNA-RAE ,25,,
1330,MAARIYAH ,25,,
1330,MATILDE ,25,,
1330,MERCY ,25,,
1330,MIMI ,25,,
1330,ROSABELLA ,25,,
1330,RUMAYSAH ,25,,
1330,SOFIE ,25,,
1330,VALERIA ,25,,
1330,WHITNEY ,25,,
1330,ZUNAIRA ,25,,
1371,AINE ,24,,
1371,AIYA ,24,,
1371,ANANYA ,24,,
1371,ANDRA ,24,,
1371,AURA ,24,,
1371,AYLAH ,24,,
1371,AZALEA ,24,,
1371,BIBI ,24,,
1371,BOW ,24,,
1371,DAVINA ,24,,
1371,DOMINIKA ,24,,
1371,EFFY ,24,,
1371,HAVANA ,24,,
1371,IRENE ,24,,
1371,KAMILE ,24,,
1371,KRYSTAL ,24,,
1371,LAYLA-MAY ,24,,
1371,LIEPA ,24,,
1371,LILAH-ROSE ,24,,
1371,LUIZA ,24,,
1371,MAHA ,24,,
1371,MERYEM ,24,,
1371,MINHA ,24,,
1371,MONIKA ,24,,
1371,NADA ,24,,
1371,NAILAH ,24,,
1371,NERIAH ,24,,
1371,NILA ,24,,
1371,NOEMI ,24,,
1371,PARKER ,24,,
1371,POLLYANNA ,24,,
1371,RACHAEL ,24,,
1371,RIVA ,24,,
1371,SHAY ,24,,
1371,SHYLA ,24,,
1371,TILLY-ROSE ,24,,
1371,TORI ,24,,
1371,VALERIE ,24,,
1371,ZIMAL ,24,,
1371,ZURI ,24,,
1411,AAFIYAH ,23,,
1411,AAISHA ,23,,
1411,ALEX ,23,,
1411,ANISIA ,23,,
1411,AREEBA ,23,,
1411,AVA-MAI ,23,,
1411,AYEZA ,23,,
1411,AYSE ,23,,
1411,AZARIAH ,23,,
1411,BERNICE ,23,,
1411,BRONWEN ,23,,
1411,DORA ,23,,
1411,DUAA ,23,,
1411,EWA ,23,,
1411,EZRA ,23,,
1411,FALAK ,23,,
1411,FATHIMA ,23,,
1411,FREYA-ROSE ,23,,
1411,HAANIYA ,23,,
1411,HALLIE-MAE ,23,,
1411,HANEEN ,23,,
1411,HARPER-LEIGH ,23,,
1411,ILARIA ,23,,
1411,ISABELL ,23,,
1411,JAYCEE ,23,,
1411,JEAN ,23,,
1411,KAIYA ,23,,
1411,LEONOR ,23,,
1411,LILY-GRACE ,23,,
1411,LIZA ,23,,
1411,LUNA-ROSE ,23,,
1411,MENAAL ,23,,
1411,MONA ,23,,
1411,NAVYA ,23,,
1411,NEIVE ,23,,
1411,NIAH ,23,,
1411,NYA ,23,,
1411,ORIANA ,23,,
1411,POPPY-RAE ,23,,
1411,SALIHA ,23,,
1411,SARAI ,23,,
1411,SCOUT ,23,,
1411,SELIN ,23,,
1411,SUMAYAH ,23,,
1411,TALITHA ,23,,
1411,TASNIM ,23,,
1457,AAYAH ,22,,
1457,AGATA ,22,,
1457,AIMAN ,22,,
1457,AMELIA-MAE ,22,,
1457,AMRITA ,22,,
1457,ANABELLA ,22,,
1457,ASEES ,22,,
1457,AURORA-ROSE ,22,,
1457,BLESSING ,22,,
1457,CALLA ,22,,
1457,CATALINA ,22,,
1457,CATRIN ,22,,
1457,CIENNA ,22,,
1457,CLARISSA ,22,,
1457,EILEEN ,22,,
1457,ELIANNA ,22,,
1457,EMAN ,22,,
1457,EVIE-LEIGH ,22,,
1457,FAIZA ,22,,
1457,FALLON ,22,,
1457,GABRIELE ,22,,
1457,HALIMAH ,22,,
1457,HANAA ,22,,
1457,HAZAL ,22,,
1457,HEAVENLY ,22,,
1457,JAYLA ,22,,
1457,JENNY ,22,,
1457,KAITLIN ,22,,
1457,KAMILA ,22,,
1457,KASEY ,22,,
1457,KENDRA ,22,,
1457,KHADEEJA ,22,,
1457,KRISHA ,22,,
1457,MAAHI ,22,,
1457,MALEEHA ,22,,
1457,MARIKA ,22,,
1457,MATHILDE ,22,,
1457,MIRACLE ,22,,
1457,MONTANA ,22,,
1457,MYA-ROSE ,22,,
1457,NYRA ,22,,
1457,OONA ,22,,
1457,POSY ,22,,
1457,RHIANNON ,22,,
1457,ROXIE ,22,,
1457,ROZALIA ,22,,
1457,SAFIYYA ,22,,
1457,SAMA ,22,,
1457,SEHAJ ,22,,
1457,STACEY ,22,,
1457,TATIANA ,22,,
1457,TIARA ,22,,
1457,VIKTORIJA ,22,,
1457,VIVIAN ,22,,
1457,ZIA ,22,,
1512,AARIYA ,21,,
1512,ABEERA ,21,,
1512,ACACIA ,21,,
1512,ALAA ,21,,
1512,AMIE ,21,,
1512,AMYRA ,21,,
1512,ASMAA ,21,,
1512,BLUEBELLE ,21,,
1512,BUSHRA ,21,,
1512,CORALIE ,21,,
1512,DELLA ,21,,
1512,DOLLY-ROSE ,21,,
1512,ELEANORA ,21,,
1512,ELIJA ,21,,
1512,EMI ,21,,
1512,EVIE-MAI ,21,,
1512,FELICIA ,21,,
1512,GIANNA ,21,,
1512,GWENDOLYN ,21,,
1512,HALA ,21,,
1512,ILINCA ,21,,
1512,IVY-RAE ,21,,
1512,KENZIE ,21,,
1512,KOURTNEY ,21,,
1512,LACIE-MAE ,21,,
1512,LEYA ,21,,
1512,LILLY-ANNE ,21,,
1512,LINDA ,21,,
1512,LOLA-GRACE ,21,,
1512,LUCILLE ,21,,
1512,LUKA ,21,,
1512,MARIAMA ,21,,
1512,MARLEE ,21,,
1512,MIA-LOUISE ,21,,
1512,MILANIA ,21,,
1512,MIREYA ,21,,
1512,MISHAL ,21,,
1512,MUSKAAN ,21,,
1512,NAIA ,21,,
1512,NAWAL ,21,,
1512,NEVAEH-ROSE ,21,,
1512,NIYAH ,21,,
1512,ODETTE ,21,,
1512,OLIVIA-MAY ,21,,
1512,PETRA ,21,,
1512,RAEYA ,21,,
1512,REIGN ,21,,
1512,REY ,21,,
1512,RUQAYYA ,21,,
1512,SALWA ,21,,
1512,SKYLAR-ROSE ,21,,
1512,SOFIYA ,21,,
1512,SUSAN ,21,,
1512,TILLY-MAE ,21,,
1512,UMA ,21,,
1512,ZAHARA ,21,,
1568,AAIZA ,20,,
1568,AARIA ,20,,
1568,ADALYNN ,20,,
1568,AKSHARA ,20,,
1568,ALISON ,20,,
1568,ANEESA ,20,,
1568,AVA-LILY ,20,,
1568,BECA ,20,,
1568,BROGAN ,20,,
1568,CELINA ,20,,
1568,CHRISTABEL ,20,,
1568,DARCIE-ROSE ,20,,
1568,ELISSIA ,20,,
1568,ELIZA-MAE ,20,,
1568,ELYSE ,20,,
1568,EMME ,20,,
1568,EMMI ,20,,
1568,ESTERA ,20,,
1568,EVELYNN ,20,,
1568,EZMAY ,20,,
1568,FATMA ,20,,
1568,GEMMA ,20,,
1568,GRACIE-LEIGH ,20,,
1568,HADIA ,20,,
1568,ILYANA ,20,,
1568,IRINA ,20,,
1568,JAMIE ,20,,
1568,JODIE ,20,,
1568,JUNE ,20,,
1568,KELSIE ,20,,
1568,KENDAL ,20,,
1568,KENNEDY ,20,,
1568,KENZA ,20,,
1568,KEZIA ,20,,
1568,LACEY-MAY ,20,,
1568,LOTTIE-MAE ,20,,
1568,MANNAT ,20,,
1568,MARIYAM ,20,,
1568,MEHER ,20,,
1568,MELEK ,20,,
1568,MYSHA ,20,,
1568,NABIHA ,20,,
1568,NANA ,20,,
1568,NEFELI ,20,,
1568,OLYMPIA ,20,,
1568,POLINA ,20,,
1568,RAHELA ,20,,
1568,RAMONA ,20,,
1568,RUBY-MAY ,20,,
1568,RUBY-RAE ,20,,
1568,SAFAH ,20,,
1568,SARINA ,20,,
1568,SCARLETTE ,20,,
1568,SIERRA ,20,,
1568,SUMAYYA ,20,,
1568,TALIAH ,20,,
1568,THERESA ,20,,
1568,UMME ,20,,
1568,VIOLET-ROSE ,20,,
1568,WILLOW-GRACE ,20,,
1628,AAILA ,19,,
1628,AIYANA ,19,,
1628,AMARACHI ,19,,
1628,ANIA ,19,,
1628,ANJA ,19,,
1628,AUSTEJA ,19,,
1628,AVA-LOUISE ,19,,
1628,BLAIR ,19,,
1628,BREE ,19,,
1628,BRIANA ,19,,
1628,BRIDIE ,19,,
1628,BRIELLA ,19,,
1628,BRODIE ,19,,
1628,CHANA ,19,,
1628,DAISY-MAI ,19,,
1628,DIVINE ,19,,
1628,EMIE ,19,,
1628,EVELIN ,19,,
1628,EVELYNE ,19,,
1628,FAIZAH ,19,,
1628,GIORGIA ,19,,
1628,HARPER-MAE ,19,,
1628,HOORIA ,19,,
1628,JOLIE ,19,,
1628,KAYCEE ,19,,
1628,LACEY-MAI ,19,,
1628,LAILAH ,19,,
1628,LENI ,19,,
1628,MAIDA ,19,,
1628,MALIYAH ,19,,
1628,MARCELLA ,19,,
1628,MEHAR ,19,,
1628,MYLEE ,19,,
1628,NADINE ,19,,
1628,NAIRA ,19,,
1628,NUR ,19,,
1628,NURA ,19,,
1628,NUSAYBA ,19,,
1628,RABIA ,19,,
1628,RIO ,19,,
1628,ROSIE-MAY ,19,,
1628,ROYA ,19,,
1628,SAVANNAH-ROSE ,19,,
1628,SHAKIRA ,19,,
1628,SUMAIYAH ,19,,
1628,SUSANNA ,19,,
1628,TAIBA ,19,,
1628,TEJA ,19,,
1628,TRISHA ,19,,
1628,URWA ,19,,
1628,YASHVI ,19,,
1628,YUMNA ,19,,
1628,ZEHRA ,19,,
1681,ADINA ,18,,
1681,AFSA ,18,,
1681,AHLAM ,18,,
1681,AISLING ,18,,
1681,ALLANA ,18,,
1681,ALORA ,18,,
1681,AMARIS ,18,,
1681,AMELIA-LILY ,18,,
1681,AMREEN ,18,,
1681,ANA-MARIA ,18,,
1681,ANABEL ,18,,
1681,ANN ,18,,
1681,ARINA ,18,,
1681,AUTUMN-ROSE ,18,,
1681,AVIE ,18,,
1681,AYOMIDE ,18,,
1681,BAHAR ,18,,
1681,BISMA ,18,,
1681,BOE ,18,,
1681,CHIMAMANDA ,18,,
1681,CLODAGH ,18,,
1681,DARCY-MAE ,18,,
1681,ELISIA ,18,,
1681,ELSIE-RAE ,18,,
1681,ESSIE ,18,,
1681,EVA-MAE ,18,,
1681,HANIFA ,18,,
1681,IMELDA ,18,,
1681,IMOGEN-ROSE ,18,,
1681,JAIME ,18,,
1681,JERSEY ,18,,
1681,JEWEL ,18,,
1681,JUDITH ,18,,
1681,KEELEY ,18,,
1681,LARISA ,18,,
1681,LEXA ,18,,
1681,LILLY-GRACE ,18,,
1681,LOTTI ,18,,
1681,LUCJA ,18,,
1681,MANUELA ,18,,
1681,MARCY ,18,,
1681,MARYAMA ,18,,
1681,NELLE ,18,,
1681,QUEENIE ,18,,
1681,RAYAN ,18,,
1681,ROSALYN ,18,,
1681,RUBY-LEIGH ,18,,
1681,SABINA ,18,,
1681,SAHARA ,18,,
1681,SERAFINA ,18,,
1681,SURAYA ,18,,
1681,TAHIRA ,18,,
1733,AAISHAH ,17,,
1733,AARNA ,17,,
1733,ABIHA ,17,,
1733,AFREEN ,17,,
1733,AIVA ,17,,
1733,AMILIA ,17,,
1733,AMMARAH ,17,,
1733,ANAISHA ,17,,
1733,ANAYS ,17,,
1733,ANUM ,17,,
1733,AREEJ ,17,,
1733,AUBRIE ,17,,
1733,BETSAN ,17,,
1733,BRIAR ,17,,
1733,CALLIOPE ,17,,
1733,CELYN ,17,,
1733,DEANNA ,17,,
1733,ELAINE ,17,,
1733,ELANA ,17,,
1733,ELIZ ,17,,
1733,ELIZAH ,17,,
1733,ELVIE ,17,,
1733,ELYSSA ,17,,
1733,ELYSSIA ,17,,
1733,EMELIE ,17,,
1733,EMILIA-ROSE ,17,,
1733,EVANNA ,17,,
1733,EVERLYN ,17,,
1733,FRIEDA ,17,,
1733,HANIYAH ,17,,
1733,HEAVEN ,17,,
1733,HESTER ,17,,
1733,HIRAH ,17,,
1733,IMAANI ,17,,
1733,JAMILA ,17,,
1733,JESSICA-ROSE ,17,,
1733,KAIRI ,17,,
1733,KALINA ,17,,
1733,KINZA ,17,,
1733,KORA ,17,,
1733,KYLAH ,17,,
1733,LEANNA ,17,,
1733,LEILAH ,17,,
1733,LIANNA ,17,,
1733,LIORA ,17,,
1733,LIV ,17,,
1733,LORI ,17,,
1733,LOTTIE-ROSE ,17,,
1733,MADEEHA ,17,,
1733,MALKA ,17,,
1733,MARIELLA ,17,,
1733,MILITA ,17,,
1733,MILLIE-RAE ,17,,
1733,MUNA ,17,,
1733,MUNTAHA ,17,,
1733,PREET ,17,,
1733,PRESLEY ,17,,
1733,PRUDENCE ,17,,
1733,RAIYA ,17,,
1733,RANA ,17,,
1733,RAWAN ,17,,
1733,RAYAH ,17,,
1733,RIDA ,17,,
1733,ROSELLA ,17,,
1733,ROSIE-MAE ,17,,
1733,ROXANA ,17,,
1733,SAFFA ,17,,
1733,SAKINAH ,17,,
1733,SEHER ,17,,
1733,SHANIYA ,17,,
1733,SHANZAY ,17,,
1733,SHAYLA ,17,,
1733,SIENNA-MAE ,17,,
1733,SKYLA-RAE ,17,,
1733,SUNNY ,17,,
1733,SUZANNA ,17,,
1733,TANVI ,17,,
1733,VILTE ,17,,
1733,VOGUE ,17,,
1733,YANA ,17,,
1733,YASMEEN ,17,,
1733,YAZMIN ,17,,
1733,ZAARA ,17,,
1733,ZAYA ,17,,
1817,AAIMA ,16,,
1817,AALEYAH ,16,,
1817,AARADHYA ,16,,
1817,AARVI ,16,,
1817,ABRISH ,16,,
1817,AICHA ,16,,
1817,ALEESA ,16,,
1817,ALIANA ,16,,
1817,ALLANAH ,16,,
1817,AMINATA ,16,,
1817,ANAISA ,16,,
1817,ANI ,16,,
1817,ANUSHKA ,16,,
1817,ARRIETTY ,16,,
1817,ASRA ,16,,
1817,ATLANTA ,16,,
1817,AVIA ,16,,
1817,AYRAH ,16,,
1817,BELLA-RAE ,16,,
1817,BESSIE ,16,,
1817,CAMELIA ,16,,
1817,CARI ,16,,
1817,CHIZARAM ,16,,
1817,COLETTE ,16,,
1817,DARCIE-LEIGH ,16,,
1817,DEA ,16,,
1817,DEFNE ,16,,
1817,DELPHI ,16,,
1817,DELPHINE ,16,,
1817,EKATERINA ,16,,
1817,ELLA-MAI ,16,,
1817,ELSIE-MAI ,16,,
1817,ESTER ,16,,
1817,EYLUL ,16,,
1817,FAREEHA ,16,,
1817,FAVOUR ,16,,
1817,GURLEEN ,16,,
1817,HADASSAH ,16,,
1817,HALEEMAH ,16,,
1817,HARPER-GRACE ,16,,
1817,HUMAYRA ,16,,
1817,INDIE-ROSE ,16,,
1817,IVANA ,16,,
1817,IYLA-ROSE ,16,,
1817,IZABEL ,16,,
1817,JACQUELINE ,16,,
1817,JENNAH ,16,,
1817,JESSE ,16,,
1817,JOANNE ,16,,
1817,KALLIE ,16,,
1817,KAREN ,16,,
1817,LAMEES ,16,,
1817,LANEY ,16,,
1817,LARNA ,16,,
1817,LILLY-MAI ,16,,
1817,LOGAN ,16,,
1817,LOUELLA ,16,,
1817,LUKNE ,16,,
1817,LYDIA-ROSE ,16,,
1817,MAI ,16,,
1817,MANAAL ,16,,
1817,MANAL ,16,,
1817,MARCELINE ,16,,
1817,MARCIA ,16,,
1817,MAYAR ,16,,
1817,MIRAY ,16,,
1817,MYLIE ,16,,
1817,MYRAH ,16,,
1817,OLUWADARASIMI ,16,,
1817,PORSHA ,16,,
1817,PRAISE ,16,,
1817,RAFAELA ,16,,
1817,RAMEEN ,16,,
1817,RANYA ,16,,
1817,REEMA ,16,,
1817,REYAH ,16,,
1817,ROMANY ,16,,
1817,ROSABELLE ,16,,
1817,RUBI ,16,,
1817,RUBY-MAI ,16,,
1817,SAMAIRA ,16,,
1817,SAMIYA ,16,,
1817,SARIAH ,16,,
1817,SHAM ,16,,
1817,SHARON ,16,,
1817,SHIVANI ,16,,
1817,SIOBHAN ,16,,
1817,SUSANNAH ,16,,
1817,SUZIE ,16,,
1817,TANYA ,16,,
1817,TILDA ,16,,
1817,WINTER-ROSE ,16,,
1817,ZADIE ,16,,
1817,ZOJA ,16,,
1911,AADYA ,15,,
1911,ADORA ,15,,
1911,AFIA ,15,,
1911,AIMA ,15,,
1911,ALANAH ,15,,
1911,ALVA ,15,,
1911,AMELIA-JANE ,15,,
1911,AMELIA-RAE ,15,,
1911,ANISHA ,15,,
1911,ANNALIESE ,15,,
1911,ARIAM ,15,,
1911,BAY ,15,,
1911,BELLA-MAE ,15,,
1911,BETSI ,15,,
1911,CARIAD ,15,,
1911,CASI ,15,,
1911,CLEMENCE ,15,,
1911,CORINNE ,15,,
1911,DEBORA ,15,,
1911,DEMI-ROSE ,15,,
1911,DENISA ,15,,
1911,DIAMOND ,15,,
1911,DOLORES ,15,,
1911,DREW ,15,,
1911,EBONY-ROSE ,15,,
1911,ELAF ,15,,
1911,ELVA ,15,,
1911,ESTELLA ,15,,
1911,EUNICE ,15,,
1911,FATOU ,15,,
1911,FLAVIA ,15,,
1911,GISELLE ,15,,
1911,HAADIYA ,15,,
1911,HAJAR ,15,,
1911,HARMONY-ROSE ,15,,
1911,HAYAT ,15,,
