Frecuencias de nombres femeninos,,,
Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2017,,,
INE.es
,,,
Nombres de mujer con frecuencia mayor o igual a 20 a nivel nacional.,,,
(*) Edad media de las personas que tienen ese nombre a nivel nacional.,,,
,,,
Orden,Nombre,Frecuencia,Edad Media (*)
147,MARIA INMACULADA,29.709 ,"47,7"
148,VALERIA,29.380 ,"8,5"
149,NOEMI,29.045 ,"29,1"
150,ARIADNA,28.511 ,"12,8"
151,MARIA AMPARO,28.085 ,"52,8"
152,FELISA,28.080 ,"71,5"
153,NIEVES,28.079 ,"60,6"
154,RAFAELA,27.776 ,"64,1"
155,TANIA,27.653 ,"25,3"
156,MARIA EUGENIA,27.247 ,"48,1"
157,ADELA,27.236 ,"60,0"
158,NOA,26.879 ,"6,0"
159,AITANA,26.492 ,"8,8"
160,CARLOTA,26.460 ,"16,9"
161,JESSICA,25.943 ,"27,3"
162,DIANA,25.707 ,"26,6"
163,AMALIA,25.460 ,"59,6"
164,AMELIA,25.216 ,"61,0"
165,JUANA MARIA,25.005 ,"51,3"
166,VALENTINA,24.882 ,"32,8"
167,LEIRE,24.832 ,"16,4"
168,MARIA ROCIO,24.683 ,"40,0"
169,CARMEN MARIA,24.469 ,"35,7"
170,RAMONA,23.546 ,"68,0"
171,AINARA,23.388 ,"13,8"
172,LEONOR,22.908 ,"59,3"
173,JOAQUINA,22.598 ,"67,9"
174,ELISABET,21.764 ,"33,7"
175,LARA,21.622 ,"17,5"
176,LETICIA,21.612 ,"30,6"
177,BARBARA,21.532 ,"38,8"
178,MARIANA,21.214 ,"47,3"
179,GUADALUPE,21.198 ,"54,6"
180,CECILIA,20.540 ,"47,8"
181,PETRA,20.534 ,"70,2"
182,JUDITH,20.452 ,"23,0"
183,JULIANA,20.294 ,"66,7"
184,ESTER,20.109 ,"36,9"
185,MARIA MAGDALENA,20.018 ,"52,7"
186,AROA,20.002 ,"15,5"
187,AGUSTINA,19.626 ,"66,1"
188,ROSALIA,19.619 ,"59,4"
189,MARIA ENCARNACION,19.566 ,"57,7"
190,SHEILA,19.547 ,"22,4"
191,CANDELA,19.388 ,"9,4"
192,JENNIFER,19.382 ,"25,1"
193,JUDIT,19.186 ,"25,0"
194,GABRIELA,19.122 ,"30,0"
195,BERTA,19.084 ,"26,9"
196,ESTRELLA,18.944 ,"49,2"
197,MARIA FRANCISCA,18.581 ,"57,7"
198,ADORACION,18.302 ,"64,2"
199,ALEXANDRA,18.200 ,"24,6"
200,SORAYA,17.748 ,"28,3"
201,HELENA,17.716 ,"20,1"
202,RUTH,17.574 ,"30,5"
203,MARIA MONTSERRAT,17.484 ,"53,3"
204,MARIA YOLANDA,17.119 ,"49,3"
205,MARIA GLORIA,17.028 ,"58,8"
206,MARIA MILAGROS,16.788 ,"59,9"
207,MARIA CONSUELO,16.678 ,"58,1"
208,NORA,16.449 ,"12,8"
209,NADIA,16.412 ,"24,3"
210,ERIKA,15.785 ,"18,4"
211,NAIARA,15.721 ,"15,6"
212,ELSA,15.565 ,"20,9"
213,AIDA,15.515 ,"29,2"
214,LOLA,15.295 ,"8,6"
215,EUGENIA,15.247 ,"60,4"
216,JIMENA,14.927 ,"8,2"
217,PAOLA,14.902 ,"17,1"
218,EULALIA,14.758 ,"62,3"
219,HERMINIA,14.357 ,"67,4"
220,MARIA REMEDIOS,14.337 ,"54,7"
221,ESTELA,14.320 ,"25,7"
222,MAR,14.284 ,"13,0"
223,AINA,14.198 ,"12,4"
224,ELISABETH,14.174 ,"32,8"
225,MACARENA,14.087 ,"28,7"
226,MARIA REYES,14.085 ,"49,5"
227,ENRIQUETA,13.811 ,"69,4"
228,YAIZA,13.728 ,"17,2"
229,TATIANA,13.667 ,"31,1"
230,LEYRE,13.378 ,"11,6"
231,MARIA ARANZAZU,13.370 ,"50,2"
232,AMAIA,13.365 ,"29,5"
233,AFRICA,13.312 ,"26,6"
234,SARAY,13.138 ,"18,5"
235,MARIA TRINIDAD,12.894 ,"50,9"
236,PIEDAD,12.680 ,"64,9"
237,ARANZAZU,12.658 ,"38,1"
238,MARIA ESPERANZA,12.638 ,"54,1"
239,ITZIAR,12.611 ,"29,8"
240,AMANDA,12.566 ,"23,6"
241,FLORENTINA,12.501 ,"64,3"
242,GREGORIA,12.379 ,"71,5"
243,JOANA,12.306 ,"34,4"
244,OLIVIA,12.216 ,"16,8"
245,MAITE,11.950 ,"35,7"
246,MIRIAN,11.928 ,"28,7"
247,AURELIA,11.887 ,"67,3"
248,IRIA,11.545 ,"15,8"
249,CANDIDA,11.389 ,"68,5"
250,IRIS,11.334 ,"17,6"
251,KHADIJA,11.149 ,"32,7"
252,ANE,11.139 ,"15,6"
253,ANA ROSA,11.087 ,"47,7"
254,MERITXELL,10.710 ,"30,7"
255,ANTONIA MARIA,10.701 ,"49,3"
256,MERCE,10.666 ,"55,0"
257,DESIREE,10.649 ,"22,5"
258,SAGRARIO,10.630 ,"65,6"
259,RITA,10.528 ,"51,8"
260,CARIDAD,10.519 ,"61,1"
261,MARIA SOL,10.408 ,"51,2"
262,NEUS,10.320 ,"31,0"
263,MARIA JULIA,10.111 ,"55,3"
264,MARIA FERNANDA,10.106 ,"44,3"
265,MARIA INES,10.018 ,"52,2"
266,AGUEDA,9.871 ,"55,3"
267,VIOLETA,9.869 ,"28,1"
268,ELIZABETH,9.867 ,"35,3"
269,LYDIA,9.859 ,"27,1"
270,MARIA MANUELA,9.840 ,"60,7"
271,ROSER,9.791 ,"52,3"
272,ALBA MARIA,9.722 ,"21,3"
273,VERA,9.681 ,"10,4"
274,ESMERALDA,9.593 ,"39,3"
275,CONSOLACION,9.547 ,"60,5"
276,ADELINA,9.508 ,"65,1"
277,AMAYA,9.486 ,"35,0"
278,MARIA GRACIA,9.480 ,"54,7"
279,MARIA ASCENSION,9.445 ,"58,1"
280,TOMASA,9.441 ,"72,1"
281,FELICIDAD,9.427 ,"67,7"
282,MARIA CANDELARIA,9.411 ,"53,6"
283,ABRIL,9.378 ,"7,0"
284,TEODORA,9.377 ,"68,6"
285,ANA CRISTINA,9.177 ,"38,8"
286,BENITA,9.130 ,"70,7"
287,CARME,9.066 ,"59,5"
288,MARIA DOLORS,9.005 ,"60,8"
289,HORTENSIA,8.943 ,"68,7"
290,MARIA PURIFICACION,8.937 ,"61,8"
291,ELIA,8.901 ,"30,7"
292,FILOMENA,8.821 ,"70,8"
293,ELOISA,8.819 ,"60,0"
294,CANDELARIA,8.816 ,"62,1"
295,NAYARA,8.756 ,"9,5"
296,ADELAIDA,8.734 ,"61,0"
297,GISELA,8.722 ,"20,0"
298,IRINA,8.668 ,"29,4"
299,MARIA CARME,8.666 ,"58,1"
300,VEGA,8.579 ,"5,6"
301,SALMA,8.568 ,"10,1"
302,MARIA SAGRARIO,8.520 ,"60,3"
303,ALMA,8.475 ,"7,4"
304,ANNA MARIA,8.465 ,"50,9"
305,IRATI,8.403 ,"13,3"
306,AZUCENA,8.299 ,"46,0"
307,ANGELA MARIA,8.256 ,"39,2"
308,ANABEL,8.213 ,"26,9"
309,MARIA AURORA,8.202 ,"56,0"
310,JENIFER,8.180 ,"26,0"
311,MARCELINA,8.160 ,"71,4"
312,JANA,8.129 ,"12,8"
313,ELENA MARIA,8.106 ,"38,1"
314,NAZARET,8.018 ,"19,5"
315,FLORA,7.997 ,"66,6"
316,MARIA PINO,7.983 ,"56,5"
317,ESTIBALIZ,7.973 ,"33,6"
318,ZAIRA,7.946 ,"15,0"
319,MICAELA,7.920 ,"57,8"
320,MARIA BLANCA,7.904 ,"57,8"
321,YASMINA,7.891 ,"20,5"
322,MONSERRAT,7.858 ,"46,7"
323,EDURNE,7.857 ,"27,2"
324,AICHA,7.808 ,"41,3"
325,ALEXIA,7.801 ,"11,6"
326,VISITACION,7.784 ,"69,5"
327,FERNANDA,7.719 ,"62,7"
328,MARIA AUXILIADORA,7.704 ,"48,1"
329,NAIMA,7.676 ,"36,3"
330,LUNA,7.658 ,"11,6"
331,ROSA ANA,7.562 ,"43,6"
332,LUISA MARIA,7.551 ,"46,5"
333,REGINA,7.445 ,"56,2"
334,MARIA PALOMA,7.434 ,"52,5"
335,DELIA,7.391 ,"46,1"
336,FUENSANTA,7.389 ,"57,8"
337,AYA,7.371 ,"7,4"
338,MARTA MARIA,7.355 ,"40,4"
339,MARIA VALLE,7.295 ,"49,6"
340,PAULINA,7.248 ,"61,8"
341,MARIA GUADALUPE,7.204 ,"51,9"
342,MARIA LUCIA,7.202 ,"48,5"
343,MARIA SOCORRO,7.186 ,"64,2"
344,SAMIRA,7.174 ,"27,6"
345,INMACULADA CONCEPCION,7.130 ,"40,8"
346,MARIAM,7.125 ,"16,2"
347,MARIONA,7.104 ,"16,8"
348,ARANTXA,7.092 ,"26,4"
349,AINOA,7.057 ,"18,1"
350,MARIA GEMA,7.037 ,"44,5"
351,AVELINA,7.029 ,"70,4"
352,LAURA MARIA,7.008 ,"30,9"
353,YANIRA,7.001 ,"13,3"
354,MARIA ESTRELLA,6.996 ,"55,3"
355,VIRTUDES,6.888 ,"66,2"
356,MARIA DESAMPARADOS,6.848 ,"56,1"
357,FLORENCIA,6.841 ,"66,0"
358,FABIOLA,6.824 ,"37,6"
359,JESICA,6.813 ,"29,4"
360,SALVADORA,6.783 ,"65,7"
361,MARA,6.740 ,"11,3"
362,MARIA SONIA,6.696 ,"44,7"
363,ANGELICA,6.684 ,"41,8"
364,MARISOL,6.646 ,"47,4"
365,CORAL,6.645 ,"22,8"
366,MARIA ELISA,6.644 ,"54,1"
367,DELFINA,6.618 ,"68,8"
368,INES MARIA,6.606 ,"43,6"
369,SEBASTIANA,6.588 ,"67,2"
370,LUZ MARIA,6.584 ,"40,8"
371,DOLORS,6.567 ,"68,5"
372,GENOVEVA,6.559 ,"61,0"
373,INGRID,6.529 ,"27,0"
374,MARIA ANGELS,6.460 ,"55,1"
375,MARIA OLGA,6.447 ,"56,2"
376,MIREYA,6.441 ,"22,0"
377,IDOIA,6.415 ,"36,9"
378,MARIA CINTA,6.380 ,"57,5"
379,ANGELINA,6.335 ,"60,2"
380,MARIA VICENTA,6.291 ,"57,2"
381,NAHIA,6.257 ,"8,5"
382,PATROCINIO,6.253 ,"70,3"
383,FELIPA,6.245 ,"72,7"
384,JUSTA,6.224 ,"71,7"
385,SABINA,6.218 ,"52,5"
386,NAGORE,6.210 ,"22,6"
387,MARIA NATIVIDAD,6.203 ,"60,6"
388,NAIA,6.199 ,"8,3"
389,ALFONSA,6.175 ,"67,5"
390,AZAHARA,6.140 ,"18,5"
391,MARIA ANGELA,6.128 ,"58,4"
392,LILIANA,6.114 ,"39,9"
393,IRATXE,6.090 ,"28,7"
394,AUREA,6.084 ,"66,0"
395,MAIDER,6.072 ,"24,1"
396,AMINA,6.068 ,"29,6"
397,JESUSA,6.059 ,"74,4"
398,MALIKA,6.055 ,"46,1"
399,IZASKUN,5.968 ,"38,2"
400,ROSANA,5.955 ,"35,6"
401,ISIDORA,5.904 ,"69,3"
402,LORENZA,5.890 ,"69,7"
403,PALMIRA,5.889 ,"67,3"
404,MARIA BEATRIZ,5.888 ,"45,5"
405,CARMEN ROSA,5.853 ,"52,7"
406,ZOE,5.840 ,"7,5"
407,FATIHA,5.814 ,"40,4"
408,MARIA ARACELI,5.783 ,"51,9"
409,OBDULIA,5.748 ,"69,2"
410,MARIA ANGUSTIAS,5.747 ,"56,1"
411,MARIA FATIMA,5.731 ,"47,1"
412,REYES,5.716 ,"46,2"
413,DESAMPARADOS,5.700 ,"64,1"
414,DEBORA,5.669 ,"29,2"
415,GRACIA,5.597 ,"59,7"
416,MAIALEN,5.589 ,"16,8"
417,GEORGINA,5.565 ,"34,5"
418,TRIANA,5.556 ,"5,8"
419,MARIA ALEJANDRA,5.527 ,"34,8"
420,BRIGIDA,5.443 ,"65,0"
421,MIHAELA,5.441 ,"36,8"
422,JUNE,5.416 ,"11,9"
423,TERESA JESUS,5.412 ,"54,3"
424,ONA,5.405 ,"8,0"
425,MARIA JUANA,5.368 ,"64,4"
426,JACINTA,5.363 ,"69,5"
427,EVANGELINA,5.356 ,"64,0"
428,DIONISIA,5.350 ,"71,8"
429,MARIA PIEDAD,5.344 ,"57,5"
430,DAVINIA,5.342 ,"27,6"
431,RACHIDA,5.315 ,"41,3"
432,SONIA MARIA,5.305 ,"40,3"
433,UXUE,5.300 ,"11,6"
434,ANASTASIA,5.279 ,"49,8"
435,NAROA,5.263 ,"12,5"
436,MODESTA,5.234 ,"70,9"
437,ANTIA,5.228 ,"14,2"
438,KARIMA,5.211 ,"34,1"
439,BIENVENIDA,5.203 ,"66,1"
440,ANAIS,5.178 ,"16,1"
441,ANGUSTIAS,5.149 ,"67,8"
442,URSULA,5.138 ,"45,9"
443,RUFINA,5.129 ,"71,7"
444,JOSEFA MARIA,5.125 ,"55,5"
445,CAYETANA,5.085 ,"19,7"
446,MARIA NURIA,5.057 ,"51,5"
447,OLGA MARIA,5.056 ,"44,3"
448,LINA,5.044 ,"28,5"
449,CLOTILDE,5.008 ,"69,3"
450,MARIA AZUCENA,5.007 ,"52,5"
451,OTILIA,4.995 ,"68,9"
452,SOCORRO,4.978 ,"69,2"
453,LAILA,4.967 ,"25,8"
454,YASMIN,4.966 ,"11,0"
455,GERTRUDIS,4.952 ,"65,8"
456,SARAI,4.946 ,"24,3"
457,EMILIANA,4.913 ,"71,6"
458,MALAK,4.852 ,"5,7"
459,DOMINGA,4.842 ,"68,5"
460,BALBINA,4.826 ,"70,1"
461,ERICA,4.804 ,"25,6"
462,MYRIAM,4.795 ,"32,6"
463,CRISTINA MARIA,4.756 ,"34,3"
464,MARIA RAQUEL,4.756 ,"49,1"
465,SAIDA,4.697 ,"37,2"
466,MARIA CONSOLACION,4.660 ,"60,3"
467,FRANCESCA,4.653 ,"51,5"
468,MARIBEL,4.603 ,"45,4"
469,EIDER,4.596 ,"19,1"
470,MARIA ELVIRA,4.592 ,"54,4"
471,GLORIA MARIA,4.580 ,"44,0"
472,MARCELA,4.571 ,"50,0"
473,MINERVA,4.553 ,"25,1"
474,CHLOE,4.534 ,"4,3"
475,NICOLE,4.530 ,"16,8"
476,COVADONGA,4.521 ,"40,2"
477,HANANE,4.484 ,"31,6"
478,MARIA LAURA,4.481 ,"43,6"
479,MARIA EVA,4.480 ,"50,1"
480,MELANIA,4.476 ,"28,1"
481,UXIA,4.446 ,"11,8"
482,BOUCHRA,4.443 ,"33,0"
483,MIREN,4.439 ,"34,6"
484,MARIA PRADO,4.408 ,"51,8"
485,MARIA SALUD,4.395 ,"54,7"
486,FELICIANA,4.374 ,"70,5"
487,SILVIA MARIA,4.374 ,"37,9"
488,MARIA ALICIA,4.353 ,"55,1"
489,OLATZ,4.347 ,"28,3"
490,ILUMINADA,4.330 ,"66,7"
491,SAMARA,4.324 ,"14,0"
492,MARIA ALMUDENA,4.305 ,"45,0"
493,IGNACIA,4.292 ,"71,3"
494,EUSEBIA,4.291 ,"73,0"
495,SANDRA MARIA,4.283 ,"35,7"
496,FELICITAS,4.266 ,"72,7"
497,MAITANE,4.266 ,"23,4"
498,LUZ MARINA,4.263 ,"48,2"
499,SARA MARIA,4.263 ,"30,7"
500,CINTIA,4.254 ,"22,9"
501,GUILLERMINA,4.236 ,"62,6"
502,MARIA MERCE,4.224 ,"54,1"
503,LATIFA,4.223 ,"40,1"
504,JULIA MARIA,4.212 ,"44,1"
505,CAMILA,4.211 ,"34,1"
506,GEMA MARIA,4.211 ,"35,3"
507,VICTORINA,4.173 ,"74,7"
508,ENGRACIA,4.151 ,"71,2"
509,LIA,4.143 ,"10,5"
510,INOCENCIA,4.133 ,"70,8"
511,VICTORIA EUGENIA,4.122 ,"41,8"
512,MARIA FE,4.121 ,"55,2"
513,PRESENTACION,4.112 ,"69,8"
514,MARIA CELIA,4.102 ,"57,6"
515,SALUD,4.077 ,"62,9"
516,RUT,4.049 ,"28,8"
517,NICOLASA,4.043 ,"70,8"
518,PAULA MARIA,4.043 ,"27,1"
519,ICIAR,4.029 ,"33,6"
520,FRANCISCA MARIA,4.013 ,"49,1"
521,ALINA,4.005 ,"28,9"
522,OLIVA,4.004 ,"67,8"
523,MARIA EMILIA,4.000 ,"53,0"
524,ANA CARMEN,3.998 ,"47,2"
525,ELISA ISABEL,3.981 ,"42,6"
526,XENIA,3.976 ,"17,7"
527,FAUSTINA,3.974 ,"71,0"
528,SAIOA,3.966 ,"23,8"
529,MARIA MARGARITA,3.957 ,"56,0"
530,LORETO,3.944 ,"40,1"
531,MIA,3.877 ,"4,5"
532,HAIZEA,3.873 ,"12,3"
533,CLARA ISABEL,3.861 ,"44,3"
534,FERMINA,3.849 ,"70,4"
535,SATURNINA,3.846 ,"73,9"
536,SOUAD,3.836 ,"35,7"
537,SACRAMENTO,3.831 ,"64,9"
538,CELESTINA,3.816 ,"70,7"
539,SERAFINA,3.785 ,"68,9"
540,SABRINA,3.766 ,"25,3"
541,PASTORA,3.750 ,"58,1"
542,GRACIELA,3.728 ,"41,6"
543,AMAL,3.710 ,"23,5"
544,THAIS,3.694 ,"20,7"
545,PAZ,3.686 ,"55,0"
546,MARIA FELISA,3.685 ,"59,3"
547,OIHANE,3.681 ,"19,1"
548,NAYRA,3.673 ,"15,7"
549,HAJAR,3.667 ,"15,5"
550,ZAIDA,3.664 ,"24,1"
551,SARAH,3.657 ,"19,2"
552,CONCEPCIO,3.628 ,"69,6"
553,HAFIDA,3.612 ,"41,7"
554,MARIA SANDRA,3.604 ,"41,4"
555,LUZ,3.588 ,"52,2"
556,BIBIANA,3.566 ,"46,0"
557,SALOME,3.538 ,"39,1"
558,BASILISA,3.532 ,"73,9"
559,MARAVILLAS,3.524 ,"57,5"
560,NAJAT,3.524 ,"38,0"
561,PASCUALA,3.499 ,"70,5"
562,EVELYN,3.487 ,"21,5"
563,JACQUELINE,3.487 ,"42,0"
564,MARIA SUSANA,3.480 ,"47,7"
565,MARIA ADELA,3.468 ,"55,0"
566,MARIA VANESA,3.468 ,"36,7"
567,MARIA EULALIA,3.454 ,"54,6"
568,MARWA,3.438 ,"6,2"
569,DESIRE,3.420 ,"21,8"
570,IRUNE,3.419 ,"21,4"
571,IKRAM,3.406 ,"20,9"
572,BENEDICTA,3.400 ,"71,5"
573,DINA,3.394 ,"22,2"
574,CASILDA,3.392 ,"62,1"
575,JANIRE,3.374 ,"23,4"
576,CLARA MARIA,3.367 ,"37,8"
577,ZOHRA,3.354 ,"48,2"
578,IZARO,3.349 ,"11,0"
579,FATIMA ZAHRA,3.347 ,"18,3"
580,GALA,3.332 ,"11,9"
581,NICOLETA,3.315 ,"36,5"
582,SABELA,3.309 ,"15,0"
583,IMAN,3.306 ,"14,0"
584,ARIANA,3.302 ,"16,3"
585,ADA,3.301 ,"16,8"
586,MARIA CECILIA,3.297 ,"49,5"
587,SIMONA,3.292 ,"46,8"
588,ZAHRA,3.291 ,"40,6"
589,JERONIMA,3.290 ,"67,8"
590,CYNTHIA,3.254 ,"22,2"
591,ELISENDA,3.238 ,"39,8"
592,MARIA ESTER,3.233 ,"45,9"
593,OLAYA,3.228 ,"22,0"
594,CLEMENTINA,3.226 ,"70,0"
595,LUCIANA,3.211 ,"52,6"
596,SIHAM,3.209 ,"26,5"
597,NINA,3.205 ,"35,1"
598,CELSA,3.199 ,"69,4"
599,IVET,3.195 ,"9,1"
600,KAREN,3.193 ,"24,6"
601,SIRA,3.193 ,"27,4"
602,IRYNA,3.189 ,"39,5"
603,AITZIBER,3.188 ,"33,3"
604,ISABELLA,3.181 ,"9,9"
605,MARIA LORENA,3.177 ,"37,7"
606,HAYAT,3.175 ,"32,0"
607,IOANA,3.155 ,"42,6"
608,YESICA,3.151 ,"29,0"
609,OFELIA,3.143 ,"65,1"
610,HENAR,3.132 ,"23,4"
611,DAMARIS,3.128 ,"25,9"
612,JULIETA,3.123 ,"18,1"
613,JAMILA,3.119 ,"38,0"
614,ROSA ISABEL,3.115 ,"48,0"
615,MARIA VIRGINIA,3.093 ,"46,3"
616,ENCARNACIO,3.086 ,"69,4"
617,MARIA AMOR,3.070 ,"54,7"
618,ANUNCIACION,3.060 ,"72,4"
619,IMANE,3.057 ,"20,6"
620,YURENA,3.055 ,"28,8"
621,GARAZI,3.049 ,"16,9"
622,MARIA CAMINO,3.045 ,"52,0"
623,MARIA CLARA,3.039 ,"52,4"
624,MARIA ESTELA,3.033 ,"42,9"
625,TERESA MARIA,3.028 ,"47,5"
626,DUNIA,3.022 ,"20,6"
627,VICTORIANA,3.020 ,"73,4"
628,NEKANE,3.009 ,"29,5"
629,NELIDA,3.003 ,"57,5"
630,MARIA OLIVA,3.002 ,"57,3"
631,OLALLA,2.998 ,"30,2"
632,BLANCA MARIA,2.988 ,"40,0"
633,MARIYA,2.984 ,"46,0"
634,BERNARDA,2.978 ,"68,2"
635,DULCE MARIA,2.955 ,"46,5"
636,SVETLANA,2.953 ,"44,6"
637,MINA,2.952 ,"42,0"
638,FATNA,2.948 ,"49,3"
639,ELOINA,2.943 ,"69,2"
640,MELANIE,2.943 ,"22,0"
641,HANAN,2.940 ,"30,5"
642,SUSANA MARIA,2.939 ,"42,7"
643,CARMELA,2.936 ,"45,8"
644,JONE,2.935 ,"24,0"
645,NATALIYA,2.931 ,"43,3"
646,OKSANA,2.907 ,"40,1"
