CD_REFNIS,tx_descr_nl,tx_descr_fr,TX_FST_NAME,MS_FREQUENCY
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Eva,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Giulia,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Imane,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Lila,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Marie,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Naïla,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Pauline,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Sabrine,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Safiya,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Tasnim,5
21003,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Théa,5
21004,Brussel,Bruxelles,Lina,175
21004,Brussel,Bruxelles,Aya,144
21004,Brussel,Bruxelles,Nour,132
21004,Brussel,Bruxelles,Yasmine,121
21004,Brussel,Bruxelles,Sarah,118
21004,Brussel,Bruxelles,Sofia,114
21004,Brussel,Bruxelles,Sara,101
21004,Brussel,Bruxelles,Malak,100
21004,Brussel,Bruxelles,Ines,97
21004,Brussel,Bruxelles,Maryam,88
21004,Brussel,Bruxelles,Amina,77
21004,Brussel,Bruxelles,Hajar,77
21004,Brussel,Bruxelles,Rania,76
21004,Brussel,Bruxelles,Salma,76
21004,Brussel,Bruxelles,Marwa,72
21004,Brussel,Bruxelles,Assia,69
21004,Brussel,Bruxelles,Emma,68
21004,Brussel,Bruxelles,Inès,68
21004,Brussel,Bruxelles,Fatima,64
21004,Brussel,Bruxelles,Maria,63
21004,Brussel,Bruxelles,Hafsa,59
21004,Brussel,Bruxelles,Mayssa,59
21004,Brussel,Bruxelles,Sirine,58
21004,Brussel,Bruxelles,Fatoumata,56
21004,Brussel,Bruxelles,Alice,53
21004,Brussel,Bruxelles,Imane,53
21004,Brussel,Bruxelles,Amira,52
21004,Brussel,Bruxelles,Victoria,51
21004,Brussel,Bruxelles,Dina,48
21004,Brussel,Bruxelles,Inaya,48
21004,Brussel,Bruxelles,Léa,48
21004,Brussel,Bruxelles,Nora,48
21004,Brussel,Bruxelles,Mariam,47
21004,Brussel,Bruxelles,Clara,46
21004,Brussel,Bruxelles,Olivia,46
21004,Brussel,Bruxelles,Anna,41
21004,Brussel,Bruxelles,Eva,41
21004,Brussel,Bruxelles,Julia,41
21004,Brussel,Bruxelles,Khadija,41
21004,Brussel,Bruxelles,Tasnim,41
21004,Brussel,Bruxelles,Elisa,40
21004,Brussel,Bruxelles,Chloé,38
21004,Brussel,Bruxelles,Maya,38
21004,Brussel,Bruxelles,Louise,37
21004,Brussel,Bruxelles,Nina,37
21004,Brussel,Bruxelles,Hiba,36
21004,Brussel,Bruxelles,Anaïs,35
21004,Brussel,Bruxelles,Elena,35
21004,Brussel,Bruxelles,Nisrine,35
21004,Brussel,Bruxelles,Zoé,35
21004,Brussel,Bruxelles,Camille,33
21004,Brussel,Bruxelles,Anissa,32
21004,Brussel,Bruxelles,Farah,32
21004,Brussel,Bruxelles,Safa,32
21004,Brussel,Bruxelles,Amelia,31
21004,Brussel,Bruxelles,Mila,31
21004,Brussel,Bruxelles,Nada,31
21004,Brussel,Bruxelles,Yasmina,31
21004,Brussel,Bruxelles,Basma,30
21004,Brussel,Bruxelles,Jade,30
21004,Brussel,Bruxelles,Kenza,30
21004,Brussel,Bruxelles,Safae,30
21004,Brussel,Bruxelles,Yousra,30
21004,Brussel,Bruxelles,Alicia,29
21004,Brussel,Bruxelles,Laura,29
21004,Brussel,Bruxelles,Lucie,29
21004,Brussel,Bruxelles,Manel,29
21004,Brussel,Bruxelles,Selma,29
21004,Brussel,Bruxelles,Insaf,28
21004,Brussel,Bruxelles,Maïssa,28
21004,Brussel,Bruxelles,Firdaws,27
21004,Brussel,Bruxelles,Kadiatou,27
21004,Brussel,Bruxelles,Lara,27
21004,Brussel,Bruxelles,Sophia,26
21004,Brussel,Bruxelles,Alexandra,25
21004,Brussel,Bruxelles,Antonia,25
21004,Brussel,Bruxelles,Charlotte,25
21004,Brussel,Bruxelles,Safia,25
21004,Brussel,Bruxelles,Elise,24
21004,Brussel,Bruxelles,Mariama,24
21004,Brussel,Bruxelles,Neyla,24
21004,Brussel,Bruxelles,Rim,24
21004,Brussel,Bruxelles,Amel,23
21004,Brussel,Bruxelles,Aïcha,23
21004,Brussel,Bruxelles,Israe,23
21004,Brussel,Bruxelles,Juliette,23
21004,Brussel,Bruxelles,Mia,23
21004,Brussel,Bruxelles,Sophie,23
21004,Brussel,Bruxelles,Alexia,22
21004,Brussel,Bruxelles,Ella,22
21004,Brussel,Bruxelles,Giulia,22
21004,Brussel,Bruxelles,Jinane,22
21004,Brussel,Bruxelles,Noor,22
21004,Brussel,Bruxelles,Soraya,22
21004,Brussel,Bruxelles,Soumaya,22
21004,Brussel,Bruxelles,Daria,21
21004,Brussel,Bruxelles,Emilie,21
21004,Brussel,Bruxelles,Lena,21
21004,Brussel,Bruxelles,Lily,21
21004,Brussel,Bruxelles,Luna,21
21004,Brussel,Bruxelles,Manal,21
21004,Brussel,Bruxelles,Nayla,21
21004,Brussel,Bruxelles,Zeyneb,21
21004,Brussel,Bruxelles,Asma,20
21004,Brussel,Bruxelles,Dalia,20
21004,Brussel,Bruxelles,Jeanne,20
21004,Brussel,Bruxelles,Lisa,20
21004,Brussel,Bruxelles,Manon,20
21004,Brussel,Bruxelles,Myriam,20
21004,Brussel,Bruxelles,Zeynep,20
21004,Brussel,Bruxelles,Camélia,19
21004,Brussel,Bruxelles,Elif,19
21004,Brussel,Bruxelles,Elisabeth,19
21004,Brussel,Bruxelles,Hanae,19
21004,Brussel,Bruxelles,Hidaya,19
21004,Brussel,Bruxelles,Jana,19
21004,Brussel,Bruxelles,Jannat,19
21004,Brussel,Bruxelles,Lilya,19
21004,Brussel,Bruxelles,Lola,19
21004,Brussel,Bruxelles,Marie,19
21004,Brussel,Bruxelles,Naomi,19
21004,Brussel,Bruxelles,Natalia,19
21004,Brussel,Bruxelles,Samia,19
21004,Brussel,Bruxelles,Alix,18
21004,Brussel,Bruxelles,Aylin,18
21004,Brussel,Bruxelles,Eliza,18
21004,Brussel,Bruxelles,Firdaous,18
21004,Brussel,Bruxelles,Maissa,18
21004,Brussel,Bruxelles,Naïla,18
21004,Brussel,Bruxelles,Oumou,18
21004,Brussel,Bruxelles,Sabrina,18
21004,Brussel,Bruxelles,Safiya,18
21004,Brussel,Bruxelles,Tasnime,18
21004,Brussel,Bruxelles,Alae,17
21004,Brussel,Bruxelles,Amalia,17
21004,Brussel,Bruxelles,Ana,17
21004,Brussel,Bruxelles,Camelia,17
21004,Brussel,Bruxelles,Dounia,17
21004,Brussel,Bruxelles,Hind,17
21004,Brussel,Bruxelles,Isra,17
21004,Brussel,Bruxelles,Janna,17
21004,Brussel,Bruxelles,Kawtar,17
21004,Brussel,Bruxelles,Lea,17
21004,Brussel,Bruxelles,Lilia,17
21004,Brussel,Bruxelles,Mayssane,17
21004,Brussel,Bruxelles,Meryem,17
21004,Brussel,Bruxelles,Rose,17
21004,Brussel,Bruxelles,Sabrine,17
21004,Brussel,Bruxelles,Wiam,17
21004,Brussel,Bruxelles,Youssra,17
21004,Brussel,Bruxelles,Anastasia,16
21004,Brussel,Bruxelles,Emilia,16
21004,Brussel,Bruxelles,Gabrielle,16
21004,Brussel,Bruxelles,Iris,16
21004,Brussel,Bruxelles,Mellina,16
21004,Brussel,Bruxelles,Zaynab,16
21004,Brussel,Bruxelles,Aissatou,15
21004,Brussel,Bruxelles,Alessia,15
21004,Brussel,Bruxelles,Aminata,15
21004,Brussel,Bruxelles,Amélia,15
21004,Brussel,Bruxelles,Aïssatou,14
21004,Brussel,Bruxelles,Estelle,14
21004,Brussel,Bruxelles,Hanna,14
21004,Brussel,Bruxelles,Jenna,14
21004,Brussel,Bruxelles,Lila,14
21004,Brussel,Bruxelles,Margot,14
21004,Brussel,Bruxelles,Pauline,14
21004,Brussel,Bruxelles,Valentina,14
21004,Brussel,Bruxelles,Arwa,13
21004,Brussel,Bruxelles,Azra,13
21004,Brussel,Bruxelles,Aïssata,13
21004,Brussel,Bruxelles,Hawa,13
21004,Brussel,Bruxelles,Ibtissam,13
21004,Brussel,Bruxelles,Ikram,13
21004,Brussel,Bruxelles,Jessica,13
21004,Brussel,Bruxelles,Leila,13
21004,Brussel,Bruxelles,Margaux,13
21004,Brussel,Bruxelles,Melina,13
21004,Brussel,Bruxelles,Melissa,13
21004,Brussel,Bruxelles,Miriam,13
21004,Brussel,Bruxelles,Stella,13
21004,Brussel,Bruxelles,Tenzin,13
21004,Brussel,Bruxelles,Zineb,13
21004,Brussel,Bruxelles,Alina,12
21004,Brussel,Bruxelles,Asmae,12
21004,Brussel,Bruxelles,Chaïma,12
21004,Brussel,Bruxelles,Célia,12
21004,Brussel,Bruxelles,Helena,12
21004,Brussel,Bruxelles,Isabel,12
21004,Brussel,Bruxelles,Julie,12
21004,Brussel,Bruxelles,Kawthar,12
21004,Brussel,Bruxelles,Leyla,12
21004,Brussel,Bruxelles,Livia,12
21004,Brussel,Bruxelles,Lou,12
21004,Brussel,Bruxelles,Lucia,12
21004,Brussel,Bruxelles,Meriem,12
21004,Brussel,Bruxelles,Oumayma,12
21004,Brussel,Bruxelles,Patricia,12
21004,Brussel,Bruxelles,Rebeca,12
21004,Brussel,Bruxelles,Victoire,12
21004,Brussel,Bruxelles,Wassila,12
21004,Brussel,Bruxelles,Wissal,12
21004,Brussel,Bruxelles,Aicha,11
21004,Brussel,Bruxelles,Aissata,11
21004,Brussel,Bruxelles,Aliya,11
21004,Brussel,Bruxelles,Delia,11
21004,Brussel,Bruxelles,Eloïse,11
21004,Brussel,Bruxelles,Emily,11
21004,Brussel,Bruxelles,Hadja,11
21004,Brussel,Bruxelles,Hana,11
21004,Brussel,Bruxelles,Joyce,11
21004,Brussel,Bruxelles,Ritaj,11
21004,Brussel,Bruxelles,Soukayna,11
21004,Brussel,Bruxelles,Zahra,11
21004,Brussel,Bruxelles,Ada,10
21004,Brussel,Bruxelles,Ambre,10
21004,Brussel,Bruxelles,Andrea,10
21004,Brussel,Bruxelles,Asya,10
21004,Brussel,Bruxelles,Beatrice,10
21004,Brussel,Bruxelles,Bouchra,10
21004,Brussel,Bruxelles,Ecrin,10
21004,Brussel,Bruxelles,Eline,10
21004,Brussel,Bruxelles,Elsa,10
21004,Brussel,Bruxelles,Eléonore,10
21004,Brussel,Bruxelles,Gabriella,10
21004,Brussel,Bruxelles,Gloria,10
21004,Brussel,Bruxelles,Halima,10
21004,Brussel,Bruxelles,Halimatou,10
21004,Brussel,Bruxelles,Héloïse,10
21004,Brussel,Bruxelles,Israa,10
21004,Brussel,Bruxelles,Joséphine,10
21004,Brussel,Bruxelles,Mariame,10
21004,Brussel,Bruxelles,Mina,10
21004,Brussel,Bruxelles,Mona,10
21004,Brussel,Bruxelles,Nadia,10
21004,Brussel,Bruxelles,Narjis,10
21004,Brussel,Bruxelles,Nihad,10
21004,Brussel,Bruxelles,Nisa,10
21004,Brussel,Bruxelles,Rahma,10
21004,Brussel,Bruxelles,Romaissa,10
21004,Brussel,Bruxelles,Selena,10
21004,Brussel,Bruxelles,Soukaïna,10
21004,Brussel,Bruxelles,Valentine,10
21004,Brussel,Bruxelles,Zayneb,10
21004,Brussel,Bruxelles,Zehra,10
21004,Brussel,Bruxelles,Zoe,10
21004,Brussel,Bruxelles,Abigail,9
21004,Brussel,Bruxelles,Adriana,9
21004,Brussel,Bruxelles,Alma,9
21004,Brussel,Bruxelles,Alya,9
21004,Brussel,Bruxelles,Angelina,9
21004,Brussel,Bruxelles,Anouk,9
21004,Brussel,Bruxelles,Chaimae,9
21004,Brussel,Bruxelles,Charlie,9
21004,Brussel,Bruxelles,Chiara,9
21004,Brussel,Bruxelles,Clémence,9
21004,Brussel,Bruxelles,Elina,9
21004,Brussel,Bruxelles,Esila,9
21004,Brussel,Bruxelles,Esther,9
21004,Brussel,Bruxelles,Inssaf,9
21004,Brussel,Bruxelles,Isabella,9
21004,Brussel,Bruxelles,Jihane,9
21004,Brussel,Bruxelles,Kadija,9
21004,Brussel,Bruxelles,Lamia,9
21004,Brussel,Bruxelles,Louisa,9
21004,Brussel,Bruxelles,Lyna,9
21004,Brussel,Bruxelles,Léna,9
21004,Brussel,Bruxelles,Maeva,9
21004,Brussel,Bruxelles,Malika,9
21004,Brussel,Bruxelles,Mariem,9
21004,Brussel,Bruxelles,Melek,9
21004,Brussel,Bruxelles,Mira,9
21004,Brussel,Bruxelles,Mouna,9
21004,Brussel,Bruxelles,Nermine,9
21004,Brussel,Bruxelles,Nesrine,9
21004,Brussel,Bruxelles,Nicole,9
21004,Brussel,Bruxelles,Nihal,9
21004,Brussel,Bruxelles,Noémie,9
21004,Brussel,Bruxelles,Ranya,9
21004,Brussel,Bruxelles,Rosalie,9
21004,Brussel,Bruxelles,Sakina,9
21004,Brussel,Bruxelles,Sonia,9
21004,Brussel,Bruxelles,Wiame,9
21004,Brussel,Bruxelles,Adelina,8
21004,Brussel,Bruxelles,Alba,8
21004,Brussel,Bruxelles,Alesia,8
21004,Brussel,Bruxelles,Alia,8
21004,Brussel,Bruxelles,Amélie,8
21004,Brussel,Bruxelles,Anais,8
21004,Brussel,Bruxelles,Astrid,8
21004,Brussel,Bruxelles,Bayane,8
21004,Brussel,Bruxelles,Billie,8
21004,Brussel,Bruxelles,Capucine,8
21004,Brussel,Bruxelles,Carla,8
21004,Brussel,Bruxelles,Christina,8
21004,Brussel,Bruxelles,Claudia,8
21004,Brussel,Bruxelles,Doha,8
21004,Brussel,Bruxelles,Ela,8
21004,Brussel,Bruxelles,Eliana,8
21004,Brussel,Bruxelles,Elissa,8
21004,Brussel,Bruxelles,Esma,8
21004,Brussel,Bruxelles,Gabriela,8
21004,Brussel,Bruxelles,Helin,8
21004,Brussel,Bruxelles,Houda,8
21004,Brussel,Bruxelles,Iman,8
21004,Brussel,Bruxelles,Kamila,8
21004,Brussel,Bruxelles,Karina,8
21004,Brussel,Bruxelles,Kiara,8
21004,Brussel,Bruxelles,Klara,8
21004,Brussel,Bruxelles,Lia,8
21004,Brussel,Bruxelles,Lorena,8
21004,Brussel,Bruxelles,Léonie,8
21004,Brussel,Bruxelles,Marta,8
21004,Brussel,Bruxelles,Noa,8
21004,Brussel,Bruxelles,Norah,8
21004,Brussel,Bruxelles,Rebecca,8
21004,Brussel,Bruxelles,Romayssa,8
21004,Brussel,Bruxelles,Ruth,8
21004,Brussel,Bruxelles,Safaa,8
21004,Brussel,Bruxelles,Salomé,8
21004,Brussel,Bruxelles,Selin,8
21004,Brussel,Bruxelles,Siham,8
21004,Brussel,Bruxelles,Soline,8
21004,Brussel,Bruxelles,Stefania,8
21004,Brussel,Bruxelles,Tania,8
21004,Brussel,Bruxelles,Tesnim,8
21004,Brussel,Bruxelles,Vanessa,8
21004,Brussel,Bruxelles,Zofia,8
21004,Brussel,Bruxelles,Adèle,7
21004,Brussel,Bruxelles,Aliyah,7
21004,Brussel,Bruxelles,Amanda,7
21004,Brussel,Bruxelles,Amani,7
21004,Brussel,Bruxelles,Anaëlle,7
21004,Brussel,Bruxelles,Assya,7
21004,Brussel,Bruxelles,Aurélie,7
21004,Brussel,Bruxelles,Ava,7
21004,Brussel,Bruxelles,Bianca,7
21004,Brussel,Bruxelles,Caroline,7
21004,Brussel,Bruxelles,Céline,7
21004,Brussel,Bruxelles,Daniela,7
21004,Brussel,Bruxelles,Davina,7
21004,Brussel,Bruxelles,Dikra,7
21004,Brussel,Bruxelles,Dilara,7
21004,Brussel,Bruxelles,Elizabeth,7
21004,Brussel,Bruxelles,Ema,7
21004,Brussel,Bruxelles,Fanta,7
21004,Brussel,Bruxelles,Isabelle,7
21004,Brussel,Bruxelles,Jennah,7
21004,Brussel,Bruxelles,June,7
21004,Brussel,Bruxelles,Kaoutar,7
21004,Brussel,Bruxelles,Laila,7
21004,Brussel,Bruxelles,Laya,7
21004,Brussel,Bruxelles,Leonor,7
21004,Brussel,Bruxelles,Leyna,7
21004,Brussel,Bruxelles,Maja,7
21004,Brussel,Bruxelles,Marine,7
21004,Brussel,Bruxelles,Martina,7
21004,Brussel,Bruxelles,Mathilde,7
21004,Brussel,Bruxelles,Matilde,7
21004,Brussel,Bruxelles,Mayssae,7
21004,Brussel,Bruxelles,Maëlle,7
21004,Brussel,Bruxelles,Maëlys,7
21004,Brussel,Bruxelles,Melis,7
21004,Brussel,Bruxelles,Naila,7
21004,Brussel,Bruxelles,Nawal,7
21004,Brussel,Bruxelles,Noha,7
21004,Brussel,Bruxelles,Océane,7
21004,Brussel,Bruxelles,Paula,7
21004,Brussel,Bruxelles,Rayhana,7
21004,Brussel,Bruxelles,Rodayna,7
21004,Brussel,Bruxelles,Romane,7
21004,Brussel,Bruxelles,Saja,7
21004,Brussel,Bruxelles,Salsabil,7
21004,Brussel,Bruxelles,Sana,7
21004,Brussel,Bruxelles,Sephora,7
21004,Brussel,Bruxelles,Syrine,7
21004,Brussel,Bruxelles,Yasmin,7
21004,Brussel,Bruxelles,Zuzanna,7
21004,Brussel,Bruxelles,Adama,6
21004,Brussel,Bruxelles,Adina,6
21004,Brussel,Bruxelles,Afnane,6
21004,Brussel,Bruxelles,Aisha,6
21004,Brussel,Bruxelles,Aleyna,6
21004,Brussel,Bruxelles,Amal,6
21004,Brussel,Bruxelles,Anita,6
21004,Brussel,Bruxelles,Ashley,6
21004,Brussel,Bruxelles,Assil,6
21004,Brussel,Bruxelles,Aïsha,6
21004,Brussel,Bruxelles,Beatriz,6
21004,Brussel,Bruxelles,Bintou,6
21004,Brussel,Bruxelles,Chaima,6
21004,Brussel,Bruxelles,Dania,6
21004,Brussel,Bruxelles,Daniya,6
21004,Brussel,Bruxelles,Debora,6
21004,Brussel,Bruxelles,Diana,6
21004,Brussel,Bruxelles,Eda,6
21004,Brussel,Bruxelles,Elanur,6
21004,Brussel,Bruxelles,Elza,6
21004,Brussel,Bruxelles,Eve,6
21004,Brussel,Bruxelles,Ferdaous,6
21004,Brussel,Bruxelles,Grace,6
21004,Brussel,Bruxelles,Hadiatou,6
21004,Brussel,Bruxelles,Hafssa,6
21004,Brussel,Bruxelles,Hannah,6
21004,Brussel,Bruxelles,Hayat,6
21004,Brussel,Bruxelles,Hazal,6
21004,Brussel,Bruxelles,Ilham,6
21004,Brussel,Bruxelles,Ilyana,6
21004,Brussel,Bruxelles,Ioana,6
21004,Brussel,Bruxelles,Jannah,6
21004,Brussel,Bruxelles,Jasmine,6
21004,Brussel,Bruxelles,Johanna,6
21004,Brussel,Bruxelles,Josephine,6
21004,Brussel,Bruxelles,Kayla,6
21004,Brussel,Bruxelles,Kenaya,6
21004,Brussel,Bruxelles,Kimia,6
21004,Brussel,Bruxelles,Lavinia,6
21004,Brussel,Bruxelles,Liya,6
21004,Brussel,Bruxelles,Madeleine,6
21004,Brussel,Bruxelles,Maha,6
21004,Brussel,Bruxelles,Maia,6
21004,Brussel,Bruxelles,Maimouna,6
21004,Brussel,Bruxelles,Maylis,6
21004,Brussel,Bruxelles,Melisa,6
21004,Brussel,Bruxelles,Merve,6
21004,Brussel,Bruxelles,Milla,6
21004,Brussel,Bruxelles,Najwa,6
21004,Brussel,Bruxelles,Nawel,6
21004,Brussel,Bruxelles,Nissrine,6
21004,Brussel,Bruxelles,Oumaïma,6
21004,Brussel,Bruxelles,Rahela,6
21004,Brussel,Bruxelles,Riham,6
21004,Brussel,Bruxelles,Rokaya,6
21004,Brussel,Bruxelles,Romaïssa,6
21004,Brussel,Bruxelles,Salima,6
21004,Brussel,Bruxelles,Salwa,6
21004,Brussel,Bruxelles,Samar,6
21004,Brussel,Bruxelles,Samira,6
21004,Brussel,Bruxelles,Sasha,6
21004,Brussel,Bruxelles,Sefora,6
21004,Brussel,Bruxelles,Sena,6
21004,Brussel,Bruxelles,Sienna,6
21004,Brussel,Bruxelles,Wiktoria,6
21004,Brussel,Bruxelles,Yara,6
21004,Brussel,Bruxelles,Zainab,6
21004,Brussel,Bruxelles,Ahlam,5
21004,Brussel,Bruxelles,Alaa,5
21004,Brussel,Bruxelles,Alicja,5
21004,Brussel,Bruxelles,Anne,5
21004,Brussel,Bruxelles,Ariane,5
21004,Brussel,Bruxelles,Asmaa,5
21004,Brussel,Bruxelles,Assiya,5
21004,Brussel,Bruxelles,Audrey,5
21004,Brussel,Bruxelles,Aurore,5
21004,Brussel,Bruxelles,Belinay,5
21004,Brussel,Bruxelles,Blessing,5
21004,Brussel,Bruxelles,Cecilia,5
21004,Brussel,Bruxelles,Chaymae,5
21004,Brussel,Bruxelles,Chirine,5
21004,Brussel,Bruxelles,Dahlia,5
21004,Brussel,Bruxelles,Damaris,5
21004,Brussel,Bruxelles,Denisa,5
21004,Brussel,Bruxelles,Diane,5
21004,Brussel,Bruxelles,Divine,5
21004,Brussel,Bruxelles,Djenabou,5
21004,Brussel,Bruxelles,Douaa,5
21004,Brussel,Bruxelles,Eden,5
21004,Brussel,Bruxelles,Elia,5
21004,Brussel,Bruxelles,Ellie,5
21004,Brussel,Bruxelles,Elodie,5
21004,Brussel,Bruxelles,Emmanuelle,5
21004,Brussel,Bruxelles,Erica,5
21004,Brussel,Bruxelles,Erva,5
21004,Brussel,Bruxelles,Eslem,5
21004,Brussel,Bruxelles,Evelina,5
21004,Brussel,Bruxelles,Evelyn,5
21004,Brussel,Bruxelles,Evelyne,5
21004,Brussel,Bruxelles,Eya,5
21004,Brussel,Bruxelles,Fatma,5
21004,Brussel,Bruxelles,Fatou,5
21004,Brussel,Bruxelles,Georgia,5
21004,Brussel,Bruxelles,Grâce,5
21004,Brussel,Bruxelles,Hanaa,5
21004,Brussel,Bruxelles,Hira,5
21004,Brussel,Bruxelles,Hiranur,5
21004,Brussel,Bruxelles,Intissar,5
21004,Brussel,Bruxelles,Inés,5
21004,Brussel,Bruxelles,Jasmin,5
21004,Brussel,Bruxelles,Joy,5
21004,Brussel,Bruxelles,Kamilia,5
21004,Brussel,Bruxelles,Karolina,5
21004,Brussel,Bruxelles,Kimberly,5
21004,Brussel,Bruxelles,Laure,5
21004,Brussel,Bruxelles,Laïla,5
21004,Brussel,Bruxelles,Liliana,5
21004,Brussel,Bruxelles,Lilly,5
21004,Brussel,Bruxelles,Lilou,5
21004,Brussel,Bruxelles,Lindsay,5
21004,Brussel,Bruxelles,Liv,5
21004,Brussel,Bruxelles,Lyne,5
21004,Brussel,Bruxelles,Léana,5
21004,Brussel,Bruxelles,Maissae,5
21004,Brussel,Bruxelles,Marion,5
21004,Brussel,Bruxelles,Maroua,5
21004,Brussel,Bruxelles,Maé,5
21004,Brussel,Bruxelles,Maïmouna,5
21004,Brussel,Bruxelles,Milena,5
21004,Brussel,Bruxelles,Miray,5
21004,Brussel,Bruxelles,Monica,5
21004,Brussel,Bruxelles,Narjisse,5
21004,Brussel,Bruxelles,Naya,5
21004,Brussel,Bruxelles,Noussayba,5
21004,Brussel,Bruxelles,Oliwia,5
21004,Brussel,Bruxelles,Oumaima,5
21004,Brussel,Bruxelles,Sabina,5
21004,Brussel,Bruxelles,Serena,5
21004,Brussel,Bruxelles,Serine,5
21004,Brussel,Bruxelles,Soundous,5
21004,Brussel,Bruxelles,Suzanne,5
21004,Brussel,Bruxelles,Suzie,5
21004,Brussel,Bruxelles,Thalia,5
21004,Brussel,Bruxelles,Vanina,5
21004,Brussel,Bruxelles,Warda,5
21004,Brussel,Bruxelles,Wassima,5
21004,Brussel,Bruxelles,Wendy,5
21004,Brussel,Bruxelles,Wissam,5
21004,Brussel,Bruxelles,Zeineb,5
21004,Brussel,Bruxelles,Zoë,5
21005,Etterbeek,Etterbeek,Emma,36
21005,Etterbeek,Etterbeek,Olivia,33
21005,Etterbeek,Etterbeek,Alice,31
21005,Etterbeek,Etterbeek,Anna,27
21005,Etterbeek,Etterbeek,Eva,27
21005,Etterbeek,Etterbeek,Sofia,27
21005,Etterbeek,Etterbeek,Sara,26
21005,Etterbeek,Etterbeek,Clara,24
21005,Etterbeek,Etterbeek,Laura,24
21005,Etterbeek,Etterbeek,Chloé,23
21005,Etterbeek,Etterbeek,Juliette,23
21005,Etterbeek,Etterbeek,Lina,23
21005,Etterbeek,Etterbeek,Lucie,23
21005,Etterbeek,Etterbeek,Léa,23
21005,Etterbeek,Etterbeek,Victoria,23
21005,Etterbeek,Etterbeek,Anaïs,22
21005,Etterbeek,Etterbeek,Elena,22
21005,Etterbeek,Etterbeek,Camille,21
21005,Etterbeek,Etterbeek,Charlotte,21
21005,Etterbeek,Etterbeek,Maria,20
21005,Etterbeek,Etterbeek,Elisa,19
21005,Etterbeek,Etterbeek,Maya,19
21005,Etterbeek,Etterbeek,Nina,19
21005,Etterbeek,Etterbeek,Manon,18
21005,Etterbeek,Etterbeek,Mia,18
21005,Etterbeek,Etterbeek,Sarah,18
21005,Etterbeek,Etterbeek,Sophie,18
21005,Etterbeek,Etterbeek,Zoé,18
21005,Etterbeek,Etterbeek,Emilie,17
21005,Etterbeek,Etterbeek,Louise,17
21005,Etterbeek,Etterbeek,Giulia,16
21005,Etterbeek,Etterbeek,Mila,16
21005,Etterbeek,Etterbeek,Amelia,15
21005,Etterbeek,Etterbeek,Julia,15
21005,Etterbeek,Etterbeek,Marie,15
21005,Etterbeek,Etterbeek,Emilia,14
21005,Etterbeek,Etterbeek,Alix,13
21005,Etterbeek,Etterbeek,Elise,13
21005,Etterbeek,Etterbeek,Inès,13
21005,Etterbeek,Etterbeek,Aya,12
21005,Etterbeek,Etterbeek,Jeanne,12
21005,Etterbeek,Etterbeek,Lena,12
21005,Etterbeek,Etterbeek,Lily,11
21005,Etterbeek,Etterbeek,Rose,11
21005,Etterbeek,Etterbeek,Alexandra,10
21005,Etterbeek,Etterbeek,Alexia,10
21005,Etterbeek,Etterbeek,Helena,10
21005,Etterbeek,Etterbeek,Lara,10
21005,Etterbeek,Etterbeek,Lou,10
21005,Etterbeek,Etterbeek,Nora,10
21005,Etterbeek,Etterbeek,Lisa,9
21005,Etterbeek,Etterbeek,Marta,9
21005,Etterbeek,Etterbeek,Adèle,8
21005,Etterbeek,Etterbeek,Alicia,8
21005,Etterbeek,Etterbeek,Ella,8
21005,Etterbeek,Etterbeek,Elsa,8
21005,Etterbeek,Etterbeek,Emily,8
21005,Etterbeek,Etterbeek,Esther,8
21005,Etterbeek,Etterbeek,Gabriela,8
21005,Etterbeek,Etterbeek,Gabriella,8
21005,Etterbeek,Etterbeek,Jade,8
21005,Etterbeek,Etterbeek,Joséphine,8
21005,Etterbeek,Etterbeek,Lea,8
21005,Etterbeek,Etterbeek,Miriam,8
21005,Etterbeek,Etterbeek,Natalia,8
21005,Etterbeek,Etterbeek,Noémie,8
21005,Etterbeek,Etterbeek,Sophia,8
21005,Etterbeek,Etterbeek,Yasmine,8
21005,Etterbeek,Etterbeek,Agathe,7
21005,Etterbeek,Etterbeek,Ana,7
21005,Etterbeek,Etterbeek,Carla,7
21005,Etterbeek,Etterbeek,Carolina,7
21005,Etterbeek,Etterbeek,Clémence,7
21005,Etterbeek,Etterbeek,Coline,7
21005,Etterbeek,Etterbeek,Eline,7
21005,Etterbeek,Etterbeek,Eléonore,7
21005,Etterbeek,Etterbeek,Hannah,7
21005,Etterbeek,Etterbeek,Iris,7
21005,Etterbeek,Etterbeek,Livia,7
21005,Etterbeek,Etterbeek,Lola,7
21005,Etterbeek,Etterbeek,Luna,7
21005,Etterbeek,Etterbeek,Léna,7
21005,Etterbeek,Etterbeek,Margaux,7
