CD_REFNIS,tx_descr_nl,tx_descr_fr,TX_FST_NAME,MS_FREQUENCY
11002,Antwerpen,Anvers,Melissa,35
11002,Antwerpen,Anvers,Merel,35
11002,Antwerpen,Anvers,Nore,35
11002,Antwerpen,Anvers,Paulien,35
11002,Antwerpen,Anvers,Rosalie,35
11002,Antwerpen,Anvers,Zayneb,35
11002,Antwerpen,Anvers,Firdaws,34
11002,Antwerpen,Anvers,Ida,34
11002,Antwerpen,Anvers,Lili,34
11002,Antwerpen,Anvers,Lucy,34
11002,Antwerpen,Anvers,Romaysa,34
11002,Antwerpen,Anvers,Soumaya,34
11002,Antwerpen,Anvers,Eliza,33
11002,Antwerpen,Anvers,Elize,33
11002,Antwerpen,Anvers,Israa,33
11002,Antwerpen,Anvers,Pauline,33
11002,Antwerpen,Anvers,Romaissa,33
11002,Antwerpen,Anvers,Tuana,33
11002,Antwerpen,Anvers,Zehra,33
11002,Antwerpen,Anvers,Inas,32
11002,Antwerpen,Anvers,Yana,32
11002,Antwerpen,Anvers,Eliana,31
11002,Antwerpen,Anvers,Giulia,31
11002,Antwerpen,Anvers,Natalia,31
11002,Antwerpen,Anvers,Zaynab,31
11002,Antwerpen,Anvers,Anisa,30
11002,Antwerpen,Anvers,Ayah,30
11002,Antwerpen,Anvers,Chaima,30
11002,Antwerpen,Anvers,Liana,30
11002,Antwerpen,Anvers,Lilly,30
11002,Antwerpen,Anvers,Lise,30
11002,Antwerpen,Anvers,Michelle,30
11002,Antwerpen,Anvers,Valentina,30
11002,Antwerpen,Anvers,Chaimae,29
11002,Antwerpen,Anvers,Chani,29
11002,Antwerpen,Anvers,Colette,29
11002,Antwerpen,Anvers,Ecrin,29
11002,Antwerpen,Anvers,Elina,29
11002,Antwerpen,Anvers,Esila,29
11002,Antwerpen,Anvers,Lauren,29
11002,Antwerpen,Anvers,Malka,29
11002,Antwerpen,Anvers,Margot,29
11002,Antwerpen,Anvers,Meryam,29
11002,Antwerpen,Anvers,Oona,29
11002,Antwerpen,Anvers,Safia,29
11002,Antwerpen,Anvers,Zeyneb,29
11002,Antwerpen,Anvers,Asma,28
11002,Antwerpen,Anvers,Kawtar,28
11002,Antwerpen,Anvers,Marilou,28
11002,Antwerpen,Anvers,Nadia,28
11002,Antwerpen,Anvers,Oumaima,28
11002,Antwerpen,Anvers,Riham,28
11002,Antwerpen,Anvers,Robin,28
11002,Antwerpen,Anvers,Femke,27
11002,Antwerpen,Anvers,Hana,27
11002,Antwerpen,Anvers,Hayley,27
11002,Antwerpen,Anvers,Hind,27
11002,Antwerpen,Anvers,Marthe,27
11002,Antwerpen,Anvers,Pia,27
11002,Antwerpen,Anvers,Pippa,27
11002,Antwerpen,Anvers,Samira,27
11002,Antwerpen,Anvers,Tess,27
11002,Antwerpen,Anvers,Zaineb,27
11002,Antwerpen,Anvers,Diana,26
11002,Antwerpen,Anvers,Isabella,26
11002,Antwerpen,Anvers,Leah,26
11002,Antwerpen,Anvers,Leonie,26
11002,Antwerpen,Anvers,Mariama,26
11002,Antwerpen,Anvers,Oumayma,26
11002,Antwerpen,Anvers,Rayhana,26
11002,Antwerpen,Anvers,Safaa,26
11002,Antwerpen,Anvers,Selin,26
11002,Antwerpen,Anvers,Tasniem,26
11002,Antwerpen,Anvers,Wiam,26
11002,Antwerpen,Anvers,Alix,25
11002,Antwerpen,Anvers,Amalia,25
11002,Antwerpen,Anvers,Clara,25
11002,Antwerpen,Anvers,Iris,25
11002,Antwerpen,Anvers,Jeanne,25
11002,Antwerpen,Anvers,Maroua,25
11002,Antwerpen,Anvers,Martha,25
11002,Antwerpen,Anvers,Norah,25
11002,Antwerpen,Anvers,Deborah,24
11002,Antwerpen,Anvers,Douae,24
11002,Antwerpen,Anvers,Elissa,24
11002,Antwerpen,Anvers,Flo,24
11002,Antwerpen,Anvers,Fran,24
11002,Antwerpen,Anvers,Liz,24
11002,Antwerpen,Anvers,Rivka,24
11002,Antwerpen,Anvers,Sienna,24
11002,Antwerpen,Anvers,Jasmina,23
11002,Antwerpen,Anvers,Josefien,23
11002,Antwerpen,Anvers,Josephine,23
11002,Antwerpen,Anvers,Jozefien,23
11002,Antwerpen,Anvers,Margaux,23
11002,Antwerpen,Anvers,Milena,23
11002,Antwerpen,Anvers,Rose,23
11002,Antwerpen,Anvers,Roxanne,23
11002,Antwerpen,Anvers,Sana,23
11002,Antwerpen,Anvers,Sanae,23
11002,Antwerpen,Anvers,Sien,23
11002,Antwerpen,Anvers,Toby,23
11002,Antwerpen,Anvers,Vanessa,23
11002,Antwerpen,Anvers,Alisa,22
11002,Antwerpen,Anvers,Aliyah,22
11002,Antwerpen,Anvers,Eden,22
11002,Antwerpen,Anvers,Esra,22
11002,Antwerpen,Anvers,Fatma,22
11002,Antwerpen,Anvers,Gabriela,22
11002,Antwerpen,Anvers,Ibtissam,22
11002,Antwerpen,Anvers,Ikram,22
11002,Antwerpen,Anvers,Jill,22
11002,Antwerpen,Anvers,Kaat,22
11002,Antwerpen,Anvers,Laure,22
11002,Antwerpen,Anvers,Maxine,22
11002,Antwerpen,Anvers,Selina,22
11002,Antwerpen,Anvers,Yuna,22
11002,Antwerpen,Anvers,Ahlam,21
11002,Antwerpen,Anvers,Alessia,21
11002,Antwerpen,Anvers,Aliya,21
11002,Antwerpen,Anvers,Aminata,21
11002,Antwerpen,Anvers,Assiya,21
11002,Antwerpen,Anvers,Chana,21
11002,Antwerpen,Anvers,Dilara,21
11002,Antwerpen,Anvers,Enora,21
11002,Antwerpen,Anvers,Esmée,21
11002,Antwerpen,Anvers,Halima,21
11002,Antwerpen,Anvers,Jannat,21
11002,Antwerpen,Anvers,Livia,21
11002,Antwerpen,Anvers,Malki,21
11002,Antwerpen,Anvers,Miray,21
11002,Antwerpen,Anvers,Rosa,21
11002,Antwerpen,Anvers,Sirine,21
11002,Antwerpen,Anvers,Sterre,21
11002,Antwerpen,Anvers,Ana,20
11002,Antwerpen,Anvers,Annabel,20
11002,Antwerpen,Anvers,Anouk,20
11002,Antwerpen,Anvers,Bayan,20
11002,Antwerpen,Anvers,Charlie,20
11002,Antwerpen,Anvers,Daria,20
11002,Antwerpen,Anvers,Doha,20
11002,Antwerpen,Anvers,Elien,20
11002,Antwerpen,Anvers,Elmedina,20
11002,Antwerpen,Anvers,Erva,20
11002,Antwerpen,Anvers,Faith,20
11002,Antwerpen,Anvers,Lexi,20
11002,Antwerpen,Anvers,Lize,20
11002,Antwerpen,Anvers,Raizy,20
11002,Antwerpen,Anvers,Romaisa,20
11002,Antwerpen,Anvers,Zuzanna,20
11002,Antwerpen,Anvers,Chloë,19
11002,Antwerpen,Anvers,Hannelore,19
11002,Antwerpen,Anvers,Hasse,19
11002,Antwerpen,Anvers,Ilana,19
11002,Antwerpen,Anvers,Lamia,19
11002,Antwerpen,Anvers,Layla,19
11002,Antwerpen,Anvers,Lorena,19
11002,Antwerpen,Anvers,Lucia,19
11002,Antwerpen,Anvers,Lynn,19
11002,Antwerpen,Anvers,Melek,19
11002,Antwerpen,Anvers,Nicole,19
11002,Antwerpen,Anvers,Nisrin,19
11002,Antwerpen,Anvers,Nona,19
11002,Antwerpen,Anvers,Rebecca,19
11002,Antwerpen,Anvers,Rodayna,19
11002,Antwerpen,Anvers,Siham,19
11002,Antwerpen,Anvers,Sue,19
11002,Antwerpen,Anvers,Wiktoria,19
11002,Antwerpen,Anvers,Zara,19
11002,Antwerpen,Anvers,Zita,19
11002,Antwerpen,Anvers,Zofia,19
11002,Antwerpen,Anvers,Abigail,18
11002,Antwerpen,Anvers,Aye,18
11002,Antwerpen,Anvers,Babette,18
11002,Antwerpen,Anvers,Blessing,18
11002,Antwerpen,Anvers,Elizabeth,18
11002,Antwerpen,Anvers,Ellie,18
11002,Antwerpen,Anvers,Fay,18
11002,Antwerpen,Anvers,Filippa,18
11002,Antwerpen,Anvers,Floor,18
11002,Antwerpen,Anvers,Flore,18
11002,Antwerpen,Anvers,Gitte,18
11002,Antwerpen,Anvers,Imani,18
11002,Antwerpen,Anvers,Sena,18
11002,Antwerpen,Anvers,Adriana,17
11002,Antwerpen,Anvers,Aiko,17
11002,Antwerpen,Anvers,Aurélie,17
11002,Antwerpen,Anvers,Ayla,17
11002,Antwerpen,Anvers,Aïcha,17
11002,Antwerpen,Anvers,Ceylin,17
11002,Antwerpen,Anvers,Céline,17
11002,Antwerpen,Anvers,Divine,17
11002,Antwerpen,Anvers,Ela,17
11002,Antwerpen,Anvers,Elodie,17
11002,Antwerpen,Anvers,Eveline,17
11002,Antwerpen,Anvers,Febe,17
11002,Antwerpen,Anvers,Hatice,17
11002,Antwerpen,Anvers,Intisar,17
11002,Antwerpen,Anvers,Irem,17
11002,Antwerpen,Anvers,Jenna,17
11002,Antwerpen,Anvers,Loes,17
11002,Antwerpen,Anvers,Louisa,17
11002,Antwerpen,Anvers,Maram,17
11002,Antwerpen,Anvers,Myriam,17
11002,Antwerpen,Anvers,Razan,17
11002,Antwerpen,Anvers,Stien,17
11002,Antwerpen,Anvers,Wissal,17
11002,Antwerpen,Anvers,Zineb,17
11002,Antwerpen,Anvers,Alexis,16
11002,Antwerpen,Anvers,Anastasia,16
11002,Antwerpen,Anvers,Eleni,16
11002,Antwerpen,Anvers,Estelle,16
11002,Antwerpen,Anvers,Fenna,16
11002,Antwerpen,Anvers,Grace,16
11002,Antwerpen,Anvers,Intissar,16
11002,Antwerpen,Anvers,Isolde,16
11002,Antwerpen,Anvers,Jasmine,16
11002,Antwerpen,Anvers,Lamis,16
11002,Antwerpen,Anvers,Maryem,16
11002,Antwerpen,Anvers,Maxime,16
11002,Antwerpen,Anvers,Medine,16
11002,Antwerpen,Anvers,Melisa,16
11002,Antwerpen,Anvers,Merve,16
11002,Antwerpen,Anvers,Nihal,16
11002,Antwerpen,Anvers,Yagmur,16
11002,Antwerpen,Anvers,Yaren,16
11002,Antwerpen,Anvers,Youssra,16
11002,Antwerpen,Anvers,Angel,15
11002,Antwerpen,Anvers,Asmin,15
11002,Antwerpen,Anvers,Astrid,15
11002,Antwerpen,Anvers,Daniela,15
11002,Antwerpen,Anvers,Defne,15
11002,Antwerpen,Anvers,Ester,15
11002,Antwerpen,Anvers,Florence,15
11002,Antwerpen,Anvers,Frieda,15
11002,Antwerpen,Anvers,Féline,15
11002,Antwerpen,Anvers,Gabriella,15
11002,Antwerpen,Anvers,Houda,15
11002,Antwerpen,Anvers,Ilham,15
11002,Antwerpen,Anvers,Juno,15
11002,Antwerpen,Anvers,Lies,15
11002,Antwerpen,Anvers,Lila,15
11002,Antwerpen,Anvers,Maissa,15
11002,Antwerpen,Anvers,Manou,15
11002,Antwerpen,Anvers,Marta,15
11002,Antwerpen,Anvers,Meysa,15
11002,Antwerpen,Anvers,Millie,15
11002,Antwerpen,Anvers,Mindy,15
11002,Antwerpen,Anvers,Nawal,15
11002,Antwerpen,Anvers,Nehir,15
11002,Antwerpen,Anvers,Ona,15
11002,Antwerpen,Anvers,Rabia,15
11002,Antwerpen,Anvers,Ravza,15
11002,Antwerpen,Anvers,Saar,15
11002,Antwerpen,Anvers,Sahar,15
11002,Antwerpen,Anvers,Samia,15
11002,Antwerpen,Anvers,Soukaina,15
11002,Antwerpen,Anvers,Stephanie,15
11002,Antwerpen,Anvers,Suzanne,15
11002,Antwerpen,Anvers,Yusra,15
11002,Antwerpen,Anvers,Zümra,15
11002,Antwerpen,Anvers,Aaliyah,14
11002,Antwerpen,Anvers,Aidy,14
11002,Antwerpen,Anvers,Alixe,14
11002,Antwerpen,Anvers,Alma,14
11002,Antwerpen,Anvers,Arwen,14
11002,Antwerpen,Anvers,Ashley,14
11002,Antwerpen,Anvers,Asmae,14
11002,Antwerpen,Anvers,Aurora,14
11002,Antwerpen,Anvers,Chaja,14
11002,Antwerpen,Anvers,Doua,14
11002,Antwerpen,Anvers,Elanur,14
11002,Antwerpen,Anvers,Eloise,14
11002,Antwerpen,Anvers,Esti,14
11002,Antwerpen,Anvers,Feigy,14
11002,Antwerpen,Anvers,Finne,14
11002,Antwerpen,Anvers,Frances,14
11002,Antwerpen,Anvers,Hadja,14
11002,Antwerpen,Anvers,Helin,14
11002,Antwerpen,Anvers,Ihsane,14
11002,Antwerpen,Anvers,Ikra,14
11002,Antwerpen,Anvers,Joanna,14
11002,Antwerpen,Anvers,Kawthar,14
11002,Antwerpen,Anvers,Kenza,14
11002,Antwerpen,Anvers,Leila,14
11002,Antwerpen,Anvers,Luka,14
11002,Antwerpen,Anvers,Minne,14
11002,Antwerpen,Anvers,Mirte,14
11002,Antwerpen,Anvers,Narjis,14
11002,Antwerpen,Anvers,Nihad,14
11002,Antwerpen,Anvers,Renee,14
11002,Antwerpen,Anvers,Ritaj,14
11002,Antwerpen,Anvers,Rivky,14
11002,Antwerpen,Anvers,Shaindy,14
11002,Antwerpen,Anvers,Silke,14
11002,Antwerpen,Anvers,Talia,14
11002,Antwerpen,Anvers,Zoé,14
11002,Antwerpen,Anvers,Alizée,13
11002,Antwerpen,Anvers,Asia,13
11002,Antwerpen,Anvers,Bracha,13
11002,Antwerpen,Anvers,Dora,13
11002,Antwerpen,Anvers,Elin,13
11002,Antwerpen,Anvers,Elle,13
11002,Antwerpen,Anvers,Emelie,13
11002,Antwerpen,Anvers,Esmee,13
11002,Antwerpen,Anvers,Feyza,13
11002,Antwerpen,Anvers,Firdaus,13
11002,Antwerpen,Anvers,Fraidy,13
11002,Antwerpen,Anvers,Hawa,13
11002,Antwerpen,Anvers,Ikhlas,13
11002,Antwerpen,Anvers,Isa,13
11002,Antwerpen,Anvers,Jasmin,13
11002,Antwerpen,Anvers,Kiara,13
11002,Antwerpen,Anvers,Kyara,13
11002,Antwerpen,Anvers,Lente,13
11002,Antwerpen,Anvers,Liliana,13
11002,Antwerpen,Anvers,Maité,13
11002,Antwerpen,Anvers,Malky,13
11002,Antwerpen,Anvers,Maysae,13
11002,Antwerpen,Anvers,Mirthe,13
11002,Antwerpen,Anvers,Nette,13
11002,Antwerpen,Anvers,Rawan,13
11002,Antwerpen,Anvers,Rifky,13
11002,Antwerpen,Anvers,Romi,13
11002,Antwerpen,Anvers,Roumaissa,13
11002,Antwerpen,Anvers,Salima,13
11002,Antwerpen,Anvers,Sanne,13
11002,Antwerpen,Anvers,Afnan,12
11002,Antwerpen,Anvers,Annabelle,12
11002,Antwerpen,Anvers,Caroline,12
11002,Antwerpen,Anvers,Dania,12
11002,Antwerpen,Anvers,Dila,12
11002,Antwerpen,Anvers,Ellinor,12
11002,Antwerpen,Anvers,Eloïse,12
11002,Antwerpen,Anvers,Elsa,12
11002,Antwerpen,Anvers,Emine,12
11002,Antwerpen,Anvers,Esin,12
11002,Antwerpen,Anvers,Feline,12
11002,Antwerpen,Anvers,Fenne,12
11002,Antwerpen,Anvers,Frida,12
11002,Antwerpen,Anvers,Ibtisam,12
11002,Antwerpen,Anvers,Isabelle,12
11002,Antwerpen,Anvers,Jasmijn,12
11002,Antwerpen,Anvers,Jente,12
11002,Antwerpen,Anvers,Johanna,12
11002,Antwerpen,Anvers,Kyra,12
11002,Antwerpen,Anvers,Laila,12
11002,Antwerpen,Anvers,Larissa,12
11002,Antwerpen,Anvers,Lilia,12
11002,Antwerpen,Anvers,Madeleine,12
11002,Antwerpen,Anvers,Maite,12
11002,Antwerpen,Anvers,Mayssa,12
11002,Antwerpen,Anvers,Meyra,12
11002,Antwerpen,Anvers,Miri,12
11002,Antwerpen,Anvers,Nena,12
11002,Antwerpen,Anvers,Nikola,12
11002,Antwerpen,Anvers,Odette,12
11002,Antwerpen,Anvers,Oliwia,12
11002,Antwerpen,Anvers,Perla,12
11002,Antwerpen,Anvers,Renske,12
11002,Antwerpen,Anvers,Rifka,12
11002,Antwerpen,Anvers,Sumaya,12
11002,Antwerpen,Anvers,Tiana,12
11002,Antwerpen,Anvers,Tilda,12
11002,Antwerpen,Anvers,Yinthe,12
11002,Antwerpen,Anvers,Aissatou,11
11002,Antwerpen,Anvers,Alia,11
11002,Antwerpen,Anvers,Antonia,11
11002,Antwerpen,Anvers,Arwa,11
11002,Antwerpen,Anvers,Audrey,11
11002,Antwerpen,Anvers,Ava,11
11002,Antwerpen,Anvers,Ayse,11
11002,Antwerpen,Anvers,Aysha,11
11002,Antwerpen,Anvers,Berfin,11
11002,Antwerpen,Anvers,Beyza,11
11002,Antwerpen,Anvers,Caitlin,11
11002,Antwerpen,Anvers,Chava,11
11002,Antwerpen,Anvers,Claudia,11
11002,Antwerpen,Anvers,Cleo,11
11002,Antwerpen,Anvers,Damla,11
11002,Antwerpen,Anvers,Demi,11
11002,Antwerpen,Anvers,Dunya,11
11002,Antwerpen,Anvers,Ebrar,11
11002,Antwerpen,Anvers,Fiona,11
11002,Antwerpen,Anvers,Hanifa,11
11002,Antwerpen,Anvers,Hazel,11
11002,Antwerpen,Anvers,Hiranur,11
11002,Antwerpen,Anvers,Ilayda,11
11002,Antwerpen,Anvers,Jackie,11
11002,Antwerpen,Anvers,Judith,11
11002,Antwerpen,Anvers,Juliet,11
11002,Antwerpen,Anvers,Kadiatou,11
11002,Antwerpen,Anvers,Kate,11
11002,Antwerpen,Anvers,Kayla,11
11002,Antwerpen,Anvers,Leni,11
11002,Antwerpen,Anvers,Lilou,11
11002,Antwerpen,Anvers,Linde,11
11002,Antwerpen,Anvers,Lisse,11
11002,Antwerpen,Anvers,Lorin,11
11002,Antwerpen,Anvers,Lotta,11
11002,Antwerpen,Anvers,Marie-Lou,11
11002,Antwerpen,Anvers,Milou,11
11002,Antwerpen,Anvers,Mouna,11
11002,Antwerpen,Anvers,Naila,11
11002,Antwerpen,Anvers,Nathalie,11
11002,Antwerpen,Anvers,Nel,11
11002,Antwerpen,Anvers,Nelle,11
11002,Antwerpen,Anvers,Nienke,11
11002,Antwerpen,Anvers,Noémie,11
11002,Antwerpen,Anvers,Oumou,11
11002,Antwerpen,Anvers,Paula,11
11002,Antwerpen,Anvers,Polly,11
11002,Antwerpen,Anvers,Rayana,11
11002,Antwerpen,Anvers,Robine,11
11002,Antwerpen,Anvers,Rune,11
11002,Antwerpen,Anvers,Sanaa,11
11002,Antwerpen,Anvers,Sinem,11
11002,Antwerpen,Anvers,Sofiya,11
11002,Antwerpen,Anvers,Suri,11
11002,Antwerpen,Anvers,Adelina,10
11002,Antwerpen,Anvers,Alba,10
11002,Antwerpen,Anvers,Aleksandra,10
11002,Antwerpen,Anvers,Alexine,10
11002,Antwerpen,Anvers,Alicja,10
11002,Antwerpen,Anvers,Alya,10
11002,Antwerpen,Anvers,Amana,10
11002,Antwerpen,Anvers,Amirah,10
11002,Antwerpen,Anvers,Anne,10
11002,Antwerpen,Anvers,Aria,10
11002,Antwerpen,Anvers,Aster,10
11002,Antwerpen,Anvers,Aïsha,10
11002,Antwerpen,Anvers,Bente,10
11002,Antwerpen,Anvers,Celine,10
11002,Antwerpen,Anvers,Chelsea,10
11002,Antwerpen,Anvers,Chiara,10
11002,Antwerpen,Anvers,Céleste,10
11002,Antwerpen,Anvers,Debora,10
11002,Antwerpen,Anvers,Dounya,10
11002,Antwerpen,Anvers,Dua,10
11002,Antwerpen,Anvers,Eslem,10
