CD_REFNIS,tx_descr_nl,tx_descr_fr,TX_FST_NAME,MS_FREQUENCY
11002,Antwerpen,Anvers,Danté,15
11002,Antwerpen,Anvers,Dennis,15
11002,Antwerpen,Anvers,Efe,15
11002,Antwerpen,Anvers,Elmedin,15
11002,Antwerpen,Anvers,Fabian,15
11002,Antwerpen,Anvers,Hicham,15
11002,Antwerpen,Anvers,Idriss,15
11002,Antwerpen,Anvers,Jasin,15
11002,Antwerpen,Anvers,Joachim,15
11002,Antwerpen,Anvers,Junayd,15
11002,Antwerpen,Anvers,Jérôme,15
11002,Antwerpen,Anvers,Kenan,15
11002,Antwerpen,Anvers,Kian,15
11002,Antwerpen,Anvers,Laurens,15
11002,Antwerpen,Anvers,Leander,15
11002,Antwerpen,Anvers,Liyam,15
11002,Antwerpen,Anvers,Maarten,15
11002,Antwerpen,Anvers,Matthis,15
11002,Antwerpen,Anvers,Meir,15
11002,Antwerpen,Anvers,Michel,15
11002,Antwerpen,Anvers,Miguel,15
11002,Antwerpen,Anvers,Miran,15
11002,Antwerpen,Anvers,Nelson,15
11002,Antwerpen,Anvers,Raphaël,15
11002,Antwerpen,Anvers,Rocco,15
11002,Antwerpen,Anvers,Seb,15
11002,Antwerpen,Anvers,Sulayman,15
11002,Antwerpen,Anvers,Tarik,15
11002,Antwerpen,Anvers,Titus,15
11002,Antwerpen,Anvers,Yannis,15
11002,Antwerpen,Anvers,Abdel,14
11002,Antwerpen,Anvers,Elyas,14
11002,Antwerpen,Anvers,Emran,14
11002,Antwerpen,Anvers,Fares,14
11002,Antwerpen,Anvers,Faris,14
11002,Antwerpen,Anvers,Gilles,14
11002,Antwerpen,Anvers,Halil,14
11002,Antwerpen,Anvers,Haytham,14
11002,Antwerpen,Anvers,Igor,14
11002,Antwerpen,Anvers,Isaak,14
11002,Antwerpen,Anvers,Jad,14
11002,Antwerpen,Anvers,Jaxx,14
11002,Antwerpen,Anvers,Jean,14
11002,Antwerpen,Anvers,Junaid,14
11002,Antwerpen,Anvers,Kayra,14
11002,Antwerpen,Anvers,Lenny,14
11002,Antwerpen,Anvers,Lionel,14
11002,Antwerpen,Anvers,Marvin,14
11002,Antwerpen,Anvers,Matz,14
11002,Antwerpen,Anvers,Nasim,14
11002,Antwerpen,Anvers,Omer,14
11002,Antwerpen,Anvers,Patryk,14
11002,Antwerpen,Anvers,Robert,14
11002,Antwerpen,Anvers,Samy,14
11002,Antwerpen,Anvers,Santiago,14
11002,Antwerpen,Anvers,Shloime,14
11002,Antwerpen,Anvers,Storm,14
11002,Antwerpen,Anvers,Thijs,14
11002,Antwerpen,Anvers,Tom,14
11002,Antwerpen,Anvers,Xavier,14
11002,Antwerpen,Anvers,Abdoullah,13
11002,Antwerpen,Anvers,Ammar,13
11002,Antwerpen,Anvers,Armin,13
11002,Antwerpen,Anvers,Basil,13
11002,Antwerpen,Anvers,Emirhan,13
11002,Antwerpen,Anvers,Francis,13
11002,Antwerpen,Anvers,Gus,13
11002,Antwerpen,Anvers,Hendrik,13
11002,Antwerpen,Anvers,Hershy,13
11002,Antwerpen,Anvers,Houdaifa,13
11002,Antwerpen,Anvers,Jakob,13
11002,Antwerpen,Anvers,Jamie,13
11002,Antwerpen,Anvers,Jayson,13
11002,Antwerpen,Anvers,Jeffrey,13
11002,Antwerpen,Anvers,Joe,13
11002,Antwerpen,Anvers,Julius,13
11002,Antwerpen,Anvers,Justin,13
11002,Antwerpen,Anvers,Karel,13
11002,Antwerpen,Anvers,Klaas,13
11002,Antwerpen,Anvers,Mahmoud,13
11002,Antwerpen,Anvers,Mike,13
11002,Antwerpen,Anvers,Mirac,13
11002,Antwerpen,Anvers,Musab,13
11002,Antwerpen,Anvers,Naftali,13
11002,Antwerpen,Anvers,Olaf,13
11002,Antwerpen,Anvers,Oussama,13
11002,Antwerpen,Anvers,Rachid,13
11002,Antwerpen,Anvers,Saifeddine,13
11002,Antwerpen,Anvers,Sean,13
11002,Antwerpen,Anvers,Sinan,13
11002,Antwerpen,Anvers,Sofian,13
11002,Antwerpen,Anvers,Sohaib,13
11002,Antwerpen,Anvers,Thibault,13
11002,Antwerpen,Anvers,Tiago,13
11002,Antwerpen,Anvers,Vinz,13
11002,Antwerpen,Anvers,Wasim,13
11002,Antwerpen,Anvers,Yaro,13
11002,Antwerpen,Anvers,Yousef,13
11002,Antwerpen,Anvers,Zalmen,13
11002,Antwerpen,Anvers,Abdurrahman,12
11002,Antwerpen,Anvers,Abu,12
11002,Antwerpen,Anvers,Adnane,12
11002,Antwerpen,Anvers,Aidan,12
11002,Antwerpen,Anvers,Alexis,12
11002,Antwerpen,Anvers,Angelo,12
11002,Antwerpen,Anvers,Aryan,12
11002,Antwerpen,Anvers,Chris,12
11002,Antwerpen,Anvers,Dominik,12
11002,Antwerpen,Anvers,Eduard,12
11002,Antwerpen,Anvers,Efraim,12
11002,Antwerpen,Anvers,Enis,12
11002,Antwerpen,Anvers,Haitham,12
11002,Antwerpen,Anvers,Han,12
11002,Antwerpen,Anvers,Hüseyin,12
11002,Antwerpen,Anvers,Jonah,12
11002,Antwerpen,Anvers,Mahdi,12
11002,Antwerpen,Anvers,Mayer,12
11002,Antwerpen,Anvers,Mounir,12
11002,Antwerpen,Anvers,Mustapha,12
11002,Antwerpen,Anvers,Nico,12
11002,Antwerpen,Anvers,Nio,12
11002,Antwerpen,Anvers,Onur,12
11002,Antwerpen,Anvers,Pablo,12
11002,Antwerpen,Anvers,Qasim,12
11002,Antwerpen,Anvers,Raf,12
11002,Antwerpen,Anvers,Rayhan,12
11002,Antwerpen,Anvers,Saber,12
11002,Antwerpen,Anvers,Sabir,12
11002,Antwerpen,Anvers,Scott,12
11002,Antwerpen,Anvers,Sebastiaan,12
11002,Antwerpen,Anvers,Shmuel,12
11002,Antwerpen,Anvers,Stefan,12
11002,Antwerpen,Anvers,Thiago,12
11002,Antwerpen,Anvers,Umut,12
11002,Antwerpen,Anvers,Zev,12
11002,Antwerpen,Anvers,Abdoul,11
11002,Antwerpen,Anvers,Adem,11
11002,Antwerpen,Anvers,Bill,11
11002,Antwerpen,Anvers,Carlos,11
11002,Antwerpen,Anvers,Driss,11
11002,Antwerpen,Anvers,Enzo,11
11002,Antwerpen,Anvers,Fil,11
11002,Antwerpen,Anvers,Hersh,11
11002,Antwerpen,Anvers,Ilay,11
11002,Antwerpen,Anvers,Jaden,11
11002,Antwerpen,Anvers,Jawad,11
11002,Antwerpen,Anvers,Jeroom,11
11002,Antwerpen,Anvers,Johannes,11
11002,Antwerpen,Anvers,Kuzey,11
11002,Antwerpen,Anvers,Logan,11
11002,Antwerpen,Anvers,Luan,11
11002,Antwerpen,Anvers,Manuel,11
11002,Antwerpen,Anvers,Massin,11
11002,Antwerpen,Anvers,Matisse,11
11002,Antwerpen,Anvers,Mendel,11
11002,Antwerpen,Anvers,Mendy,11
11002,Antwerpen,Anvers,Michaël,11
11002,Antwerpen,Anvers,Mousa,11
11002,Antwerpen,Anvers,Muhammet,11
11002,Antwerpen,Anvers,Nasser,11
11002,Antwerpen,Anvers,Nick,11
11002,Antwerpen,Anvers,Nyo,11
11002,Antwerpen,Anvers,Odin,11
11002,Antwerpen,Anvers,Ozan,11
11002,Antwerpen,Anvers,Pepijn,11
11002,Antwerpen,Anvers,Rafaël,11
11002,Antwerpen,Anvers,Remy,11
11002,Antwerpen,Anvers,Roy,11
11002,Antwerpen,Anvers,Safwane,11
11002,Antwerpen,Anvers,Salah,11
11002,Antwerpen,Anvers,Shloimy,11
11002,Antwerpen,Anvers,Taim,11
11002,Antwerpen,Anvers,Timo,11
11002,Antwerpen,Anvers,Toon,11
11002,Antwerpen,Anvers,Tsvi,11
11002,Antwerpen,Anvers,Umar,11
