CD_REFNIS,tx_descr_nl,tx_descr_fr,TX_FST_NAME,MS_FREQUENCY
11001,Aartselaar,Aartselaar,Louis,10
11001,Aartselaar,Aartselaar,Vince,10
11001,Aartselaar,Aartselaar,Finn,8
11001,Aartselaar,Aartselaar,Jules,8
11001,Aartselaar,Aartselaar,Arthur,7
11001,Aartselaar,Aartselaar,Noah,7
11001,Aartselaar,Aartselaar,Wout,7
11001,Aartselaar,Aartselaar,Jack,6
11001,Aartselaar,Aartselaar,Lars,6
11001,Aartselaar,Aartselaar,Leon,6
11001,Aartselaar,Aartselaar,Maxim,6
11001,Aartselaar,Aartselaar,Nathan,6
11001,Aartselaar,Aartselaar,Alexander,5
11001,Aartselaar,Aartselaar,Gilles,5
11001,Aartselaar,Aartselaar,Liam,5
11001,Aartselaar,Aartselaar,Lucas,5
11001,Aartselaar,Aartselaar,Lukas,5
11001,Aartselaar,Aartselaar,Seppe,5
11001,Aartselaar,Aartselaar,Simon,5
11001,Aartselaar,Aartselaar,Thomas,5
11002,Antwerpen,Anvers,Mohamed,850
11002,Antwerpen,Anvers,Adam,676
11002,Antwerpen,Anvers,Rayan,406
11002,Antwerpen,Anvers,Mohammed,308
11002,Antwerpen,Anvers,Imran,282
11002,Antwerpen,Anvers,Noah,242
11002,Antwerpen,Anvers,Hamza,241
11002,Antwerpen,Anvers,Youssef,237
11002,Antwerpen,Anvers,David,226
11002,Antwerpen,Anvers,Liam,211
11002,Antwerpen,Anvers,Alexander,193
11002,Antwerpen,Anvers,Ayoub,191
11002,Antwerpen,Anvers,Younes,188
11002,Antwerpen,Anvers,Ibrahim,187
11002,Antwerpen,Anvers,Amir,185
11002,Antwerpen,Anvers,Ilyas,181
11002,Antwerpen,Anvers,Ali,176
11002,Antwerpen,Anvers,Anas,170
11002,Antwerpen,Anvers,Louis,165
11002,Antwerpen,Anvers,Jack,161
11002,Antwerpen,Anvers,Jules,160
11002,Antwerpen,Anvers,Lucas,159
11002,Antwerpen,Anvers,Muhammed,156
11002,Antwerpen,Anvers,Bilal,155
11002,Antwerpen,Anvers,Ayman,152
11002,Antwerpen,Anvers,Leon,147
11002,Antwerpen,Anvers,Victor,146
11002,Antwerpen,Anvers,Arthur,145
11002,Antwerpen,Anvers,Felix,140
11002,Antwerpen,Anvers,Omar,136
11002,Antwerpen,Anvers,Zakaria,135
11002,Antwerpen,Anvers,Benjamin,133
11002,Antwerpen,Anvers,Amin,127
11002,Antwerpen,Anvers,Finn,121
11002,Antwerpen,Anvers,Ahmed,120
11002,Antwerpen,Anvers,Elias,120
11002,Antwerpen,Anvers,Yusuf,119
11002,Antwerpen,Anvers,Nathan,118
11002,Antwerpen,Anvers,Stan,118
11002,Antwerpen,Anvers,Vince,117
11002,Antwerpen,Anvers,Milan,115
11002,Antwerpen,Anvers,Oscar,112
11002,Antwerpen,Anvers,Thomas,112
11002,Antwerpen,Anvers,Matteo,110
11002,Antwerpen,Anvers,Yassin,109
11002,Antwerpen,Anvers,Mats,107
11002,Antwerpen,Anvers,Ilias,105
11002,Antwerpen,Anvers,Daniel,104
11002,Antwerpen,Anvers,Alex,100
11002,Antwerpen,Anvers,Lewis,100
11002,Antwerpen,Anvers,Sami,100
11002,Antwerpen,Anvers,Maher,97
11002,Antwerpen,Anvers,Samuel,97
11002,Antwerpen,Anvers,Jayden,95
11002,Antwerpen,Anvers,Kobe,95
11002,Antwerpen,Anvers,Zayd,95
11002,Antwerpen,Anvers,Daan,94
11002,Antwerpen,Anvers,Haroun,93
11002,Antwerpen,Anvers,Simon,93
11002,Antwerpen,Anvers,Mathis,90
11002,Antwerpen,Anvers,Viktor,89
11002,Antwerpen,Anvers,Lars,84
11002,Antwerpen,Anvers,Lou,83
11002,Antwerpen,Anvers,Yassir,83
11002,Antwerpen,Anvers,Ruben,81
11002,Antwerpen,Anvers,Gabriel,80
11002,Antwerpen,Anvers,Ismail,78
11002,Antwerpen,Anvers,Jacob,78
11002,Antwerpen,Anvers,Max,77
11002,Antwerpen,Anvers,Emir,76
11002,Antwerpen,Anvers,Jasper,76
11002,Antwerpen,Anvers,Senne,76
11002,Antwerpen,Anvers,Yanis,76
11002,Antwerpen,Anvers,Maurice,75
11002,Antwerpen,Anvers,Mauro,74
11002,Antwerpen,Anvers,Sam,74
11002,Antwerpen,Anvers,Anouar,73
11002,Antwerpen,Anvers,Nassim,72
11002,Antwerpen,Anvers,Seppe,70
11002,Antwerpen,Anvers,Vic,70
11002,Antwerpen,Anvers,Ferre,69
11002,Antwerpen,Anvers,Lex,68
11002,Antwerpen,Anvers,Luca,68
11002,Antwerpen,Anvers,Michael,68
11002,Antwerpen,Anvers,Moussa,68
11002,Antwerpen,Anvers,Tenzin,68
11002,Antwerpen,Anvers,Axel,67
11002,Antwerpen,Anvers,Julian,66
11002,Antwerpen,Anvers,Marcel,66
11002,Antwerpen,Anvers,Oliver,66
11002,Antwerpen,Anvers,Bas,63
11002,Antwerpen,Anvers,Safwan,62
11002,Antwerpen,Anvers,William,62
11002,Antwerpen,Anvers,Xander,62
11002,Antwerpen,Anvers,Jonas,61
11002,Antwerpen,Anvers,Nicolas,61
11002,Antwerpen,Anvers,Akram,60
11002,Antwerpen,Anvers,Safouan,60
11002,Antwerpen,Anvers,Muhammad,59
11002,Antwerpen,Anvers,Olivier,59
11002,Antwerpen,Anvers,Tuur,59
11002,Antwerpen,Anvers,Walid,59
11002,Antwerpen,Anvers,Cas,58
11002,Antwerpen,Anvers,Eli,58
11002,Antwerpen,Anvers,Isaac,58
11002,Antwerpen,Anvers,Maxim,58
11002,Antwerpen,Anvers,Moshe,58
11002,Antwerpen,Anvers,Ryan,58
11002,Antwerpen,Anvers,Sebastian,58
11002,Antwerpen,Anvers,Wannes,58
11002,Antwerpen,Anvers,Chaim,57
11002,Antwerpen,Anvers,Enes,57
11002,Antwerpen,Anvers,Jef,57
11002,Antwerpen,Anvers,Kasper,57
11002,Antwerpen,Anvers,Lukas,57
11002,Antwerpen,Anvers,Mehmet,57
11002,Antwerpen,Anvers,Wassim,57
11002,Antwerpen,Anvers,Wout,57
11002,Antwerpen,Anvers,Yassine,57
11002,Antwerpen,Anvers,Aaron,56
11002,Antwerpen,Anvers,Abdullah,56
11002,Antwerpen,Anvers,Mustafa,56
11002,Antwerpen,Anvers,Otis,56
11002,Antwerpen,Anvers,Reda,56
11002,Antwerpen,Anvers,Robbe,56
11002,Antwerpen,Anvers,Emiel,55
11002,Antwerpen,Anvers,Rik,55
11002,Antwerpen,Anvers,Yasser,55
11002,Antwerpen,Anvers,Badr,54
11002,Antwerpen,Anvers,Yahya,54
11002,Antwerpen,Anvers,Achraf,53
11002,Antwerpen,Anvers,Jonathan,53
11002,Antwerpen,Anvers,Warre,53
11002,Antwerpen,Anvers,Amine,52
11002,Antwerpen,Anvers,Matthias,52
11002,Antwerpen,Anvers,Mohammad,52
11002,Antwerpen,Anvers,Emile,51
11002,Antwerpen,Anvers,Vincent,51
11002,Antwerpen,Anvers,Filip,50
11002,Antwerpen,Anvers,Imrane,50
11002,Antwerpen,Anvers,Joshua,50
11002,Antwerpen,Anvers,Boris,49
11002,Antwerpen,Anvers,Zaid,49
11002,Antwerpen,Anvers,Quinten,48
11002,Antwerpen,Anvers,Casper,47
11002,Antwerpen,Anvers,Isa,47
11002,Antwerpen,Anvers,Levi,47
11002,Antwerpen,Anvers,Marouan,47
11002,Antwerpen,Anvers,Theo,47
11002,Antwerpen,Anvers,Tristan,47
11002,Antwerpen,Anvers,Arno,46
11002,Antwerpen,Anvers,Imraan,46
11002,Antwerpen,Anvers,Ishaq,46
11002,Antwerpen,Anvers,Rafael,46
11002,Antwerpen,Anvers,Ömer,46
11002,Antwerpen,Anvers,Emmanuel,45
11002,Antwerpen,Anvers,Marwan,45
11002,Antwerpen,Anvers,Oskar,45
11002,Antwerpen,Anvers,Henri,44
11002,Antwerpen,Anvers,Issam,43
11002,Antwerpen,Anvers,Lander,43
11002,Antwerpen,Anvers,Lowie,43
11002,Antwerpen,Anvers,Mehdi,43
11002,Antwerpen,Anvers,Aron,42
11002,Antwerpen,Anvers,Mateo,42
11002,Antwerpen,Anvers,Aiden,41
11002,Antwerpen,Anvers,Emil,41
11002,Antwerpen,Anvers,Jason,41
11002,Antwerpen,Anvers,Maxime,41
11002,Antwerpen,Anvers,Wolf,41
11002,Antwerpen,Anvers,Arda,40
11002,Antwerpen,Anvers,Julien,40
11002,Antwerpen,Anvers,Kamiel,40
11002,Antwerpen,Anvers,Mahir,40
11002,Antwerpen,Anvers,Mathias,40
11002,Antwerpen,Anvers,Yasin,40
11002,Antwerpen,Anvers,Andreas,39
11002,Antwerpen,Anvers,Kevin,39
11002,Antwerpen,Anvers,Abdul,38
11002,Antwerpen,Anvers,Anwar,38
11002,Antwerpen,Anvers,Benyamin,38
11002,Antwerpen,Anvers,Dries,38
11002,Antwerpen,Anvers,Joseph,38
11002,Antwerpen,Anvers,Mil,38
11002,Antwerpen,Anvers,Otto,38
11002,Antwerpen,Anvers,Sander,38
11002,Antwerpen,Anvers,Adnan,37
11002,Antwerpen,Anvers,Anis,37
11002,Antwerpen,Anvers,Jan,37
11002,Antwerpen,Anvers,Lenn,37
11002,Antwerpen,Anvers,Luka,37
11002,Antwerpen,Anvers,Matthew,37
11002,Antwerpen,Anvers,Ahmet,36
11002,Antwerpen,Anvers,Alan,36
11002,Antwerpen,Anvers,Ensar,36
11002,Antwerpen,Anvers,Ethan,36
11002,Antwerpen,Anvers,Eymen,36
11002,Antwerpen,Anvers,Gust,36
11002,Antwerpen,Anvers,Ian,36
11002,Antwerpen,Anvers,Nouh,36
11002,Antwerpen,Anvers,Seth,36
11002,Antwerpen,Anvers,Soufian,36
11002,Antwerpen,Anvers,Charlie,35
11002,Antwerpen,Anvers,Dov,35
11002,Antwerpen,Anvers,Ismael,35
11002,Antwerpen,Anvers,Shimon,35
11002,Antwerpen,Anvers,Berat,34
11002,Antwerpen,Anvers,Gabriël,34
11002,Antwerpen,Anvers,Hassan,34
11002,Antwerpen,Anvers,James,34
11002,Antwerpen,Anvers,Roman,34
11002,Antwerpen,Anvers,Rune,34
11002,Antwerpen,Anvers,Abraham,33
11002,Antwerpen,Anvers,Arne,33
11002,Antwerpen,Anvers,Ben,33
11002,Antwerpen,Anvers,Elliot,33
11002,Antwerpen,Anvers,Kerem,33
11002,Antwerpen,Anvers,Nadir,33
11002,Antwerpen,Anvers,Siebe,33
11002,Antwerpen,Anvers,Axl,32
11002,Antwerpen,Anvers,Florian,32
11002,Antwerpen,Anvers,Ivan,32
11002,Antwerpen,Anvers,Jens,32
11002,Antwerpen,Anvers,Jesse,32
11002,Antwerpen,Anvers,Josef,32
11002,Antwerpen,Anvers,Loïc,32
11002,Antwerpen,Anvers,Milo,32
11002,Antwerpen,Anvers,Nand,32
11002,Antwerpen,Anvers,Tibo,32
11002,Antwerpen,Anvers,Dylan,31
11002,Antwerpen,Anvers,Flor,31
11002,Antwerpen,Anvers,Mert,31
11002,Antwerpen,Anvers,Nizar,31
11002,Antwerpen,Anvers,Floris,30
11002,Antwerpen,Anvers,Ishaaq,30
11002,Antwerpen,Anvers,Kaan,30
11002,Antwerpen,Anvers,Moishe,30
11002,Antwerpen,Anvers,Niels,30
11002,Antwerpen,Anvers,Zakariya,30
11002,Antwerpen,Anvers,Ayden,29
11002,Antwerpen,Anvers,Bryan,29
11002,Antwerpen,Anvers,Léon,29
11002,Antwerpen,Anvers,Mathieu,29
11002,Antwerpen,Anvers,Morris,29
11002,Antwerpen,Anvers,Musa,29
11002,Antwerpen,Anvers,Tobias,29
11002,Antwerpen,Anvers,Anthony,28
11002,Antwerpen,Anvers,Kacper,28
11002,Antwerpen,Anvers,Soufiane,28
11002,Antwerpen,Anvers,Zayn,28
11002,Antwerpen,Anvers,Georges,27
11002,Antwerpen,Anvers,Issa,27
11002,Antwerpen,Anvers,Malik,27
11002,Antwerpen,Anvers,Mathijs,27
11002,Antwerpen,Anvers,Owen,27
11002,Antwerpen,Anvers,Sem,27
11002,Antwerpen,Anvers,Shlomo,27
11002,Antwerpen,Anvers,Taha,27
11002,Antwerpen,Anvers,Ward,27
11002,Antwerpen,Anvers,Ayaz,26
11002,Antwerpen,Anvers,Bent,26
11002,Antwerpen,Anvers,Denis,26
11002,Antwerpen,Anvers,Eden,26
11002,Antwerpen,Anvers,Hasan,26
11002,Antwerpen,Anvers,Jakub,26
11002,Antwerpen,Anvers,Jeff,26
11002,Antwerpen,Anvers,Juul,26
11002,Antwerpen,Anvers,Louay,26
11002,Antwerpen,Anvers,Menachem,26
11002,Antwerpen,Anvers,Mouad,26
11002,Antwerpen,Anvers,Salman,26
11002,Antwerpen,Anvers,Alec,25
11002,Antwerpen,Anvers,Deniz,25
11002,Antwerpen,Anvers,Elijah,25
11002,Antwerpen,Anvers,Gaston,25
11002,Antwerpen,Anvers,George,25
11002,Antwerpen,Anvers,Israel,25
11002,Antwerpen,Anvers,Nabil,25
11002,Antwerpen,Anvers,Ahmad,24
11002,Antwerpen,Anvers,Chahid,24
11002,Antwerpen,Anvers,Harun,24
11002,Antwerpen,Anvers,Ishak,24
11002,Antwerpen,Anvers,Mamadou,24
11002,Antwerpen,Anvers,Marouane,24
11002,Antwerpen,Anvers,Mordechai,24
11002,Antwerpen,Anvers,Pinchas,24
11002,Antwerpen,Anvers,Rami,24
11002,Antwerpen,Anvers,Redouan,24
11002,Antwerpen,Anvers,Soulayman,24
11002,Antwerpen,Anvers,Aras,23
11002,Antwerpen,Anvers,Ari,23
11002,Antwerpen,Anvers,Aymen,23
11002,Antwerpen,Anvers,Christian,23
11002,Antwerpen,Anvers,Idris,23
11002,Antwerpen,Anvers,Leo,23
11002,Antwerpen,Anvers,Safouane,23
11002,Antwerpen,Anvers,Samir,23
11002,Antwerpen,Anvers,Adil,22
11002,Antwerpen,Anvers,Dean,22
11002,Antwerpen,Anvers,Diego,22
11002,Antwerpen,Anvers,Jeremy,22
11002,Antwerpen,Anvers,Karam,22
11002,Antwerpen,Anvers,Kyan,22
11002,Antwerpen,Anvers,Leandro,22
11002,Antwerpen,Anvers,Lennert,22
11002,Antwerpen,Anvers,Mattis,22
11002,Antwerpen,Anvers,Mohamad,22
11002,Antwerpen,Anvers,Natan,22
11002,Antwerpen,Anvers,Phil,22
11002,Antwerpen,Anvers,Said,22
11002,Antwerpen,Anvers,Salih,22
11002,Antwerpen,Anvers,Sid,22
11002,Antwerpen,Anvers,Wiktor,22
11002,Antwerpen,Anvers,Willem,22
11002,Antwerpen,Anvers,Yunus,22
11002,Antwerpen,Anvers,Abderrahman,21
11002,Antwerpen,Anvers,Aleksander,21
11002,Antwerpen,Anvers,Anass,21
11002,Antwerpen,Anvers,Aymane,21
11002,Antwerpen,Anvers,Bob,21
11002,Antwerpen,Anvers,Brent,21
11002,Antwerpen,Anvers,Joel,21
11002,Antwerpen,Anvers,Joppe,21
11002,Antwerpen,Anvers,Kyano,21
11002,Antwerpen,Anvers,Manu,21
11002,Antwerpen,Anvers,Mikail,21
11002,Antwerpen,Anvers,Miraç,21
11002,Antwerpen,Anvers,Nils,21
11002,Antwerpen,Anvers,Othman,21
11002,Antwerpen,Anvers,Stef,21
11002,Antwerpen,Anvers,Abdellah,20
11002,Antwerpen,Anvers,Avi,20
11002,Antwerpen,Anvers,Charles,20
11002,Antwerpen,Anvers,Emin,20
11002,Antwerpen,Anvers,Fons,20
11002,Antwerpen,Anvers,Hugo,20
11002,Antwerpen,Anvers,Hussein,20
11002,Antwerpen,Anvers,Iyad,20
11002,Antwerpen,Anvers,Leonardo,20
11002,Antwerpen,Anvers,Linus,20
11002,Antwerpen,Anvers,Lorenzo,20
11002,Antwerpen,Anvers,Nolan,20
11002,Antwerpen,Anvers,Raphael,20
11002,Antwerpen,Anvers,Rayane,20
11002,Antwerpen,Anvers,Robin,20
11002,Antwerpen,Anvers,Saad,20
11002,Antwerpen,Anvers,Sabri,20
11002,Antwerpen,Anvers,Staf,20
11002,Antwerpen,Anvers,Talha,20
11002,Antwerpen,Anvers,Tibe,20
11002,Antwerpen,Anvers,Yasir,20
11002,Antwerpen,Anvers,Anton,19
11002,Antwerpen,Anvers,Daniël,19
11002,Antwerpen,Anvers,Dylano,19
11002,Antwerpen,Anvers,Emre,19
11002,Antwerpen,Anvers,Jelle,19
11002,Antwerpen,Anvers,Jerome,19
11002,Antwerpen,Anvers,Kamil,19
11002,Antwerpen,Anvers,Len,19
11002,Antwerpen,Anvers,Luqman,19
11002,Antwerpen,Anvers,Martin,19
11002,Antwerpen,Anvers,Matin,19
11002,Antwerpen,Anvers,Miro,19
11002,Antwerpen,Anvers,Pieter,19
11002,Antwerpen,Anvers,Ramzi,19
11002,Antwerpen,Anvers,Salaheddine,19
11002,Antwerpen,Anvers,Sruli,19
11002,Antwerpen,Anvers,Thibaut,19
11002,Antwerpen,Anvers,Thibo,19
11002,Antwerpen,Anvers,Yehuda,19
11002,Antwerpen,Anvers,Yigit,19
11002,Antwerpen,Anvers,Ezra,18
11002,Antwerpen,Anvers,Ibrahima,18
11002,Antwerpen,Anvers,Jax,18
11002,Antwerpen,Anvers,Jozef,18
11002,Antwerpen,Anvers,Magnus,18
11002,Antwerpen,Anvers,Noam,18
11002,Antwerpen,Anvers,Sep,18
11002,Antwerpen,Anvers,Sepp,18
11002,Antwerpen,Anvers,Antoni,17
11002,Antwerpen,Anvers,Avraham,17
11002,Antwerpen,Anvers,Bram,17
11002,Antwerpen,Anvers,Briek,17
11002,Antwerpen,Anvers,Burak,17
11002,Antwerpen,Anvers,Cesar,17
11002,Antwerpen,Anvers,Dario,17
11002,Antwerpen,Anvers,Darius,17
11002,Antwerpen,Anvers,Eren,17
11002,Antwerpen,Anvers,Erik,17
11002,Antwerpen,Anvers,Haytam,17
11002,Antwerpen,Anvers,Josse,17
11002,Antwerpen,Anvers,Karim,17
11002,Antwerpen,Anvers,Khalid,17
11002,Antwerpen,Anvers,Mason,17
11002,Antwerpen,Anvers,Matthieu,17
11002,Antwerpen,Anvers,Melvin,17
11002,Antwerpen,Anvers,Naoufal,17
11002,Antwerpen,Anvers,Nawfal,17
11002,Antwerpen,Anvers,Paul,17
11002,Antwerpen,Anvers,Remi,17
11002,Antwerpen,Anvers,Salim,17
11002,Antwerpen,Anvers,Shulem,17
11002,Antwerpen,Anvers,Szymon,17
11002,Antwerpen,Anvers,Wael,17
11002,Antwerpen,Anvers,Yakov,17
11002,Antwerpen,Anvers,Yossi,17
11002,Antwerpen,Anvers,Ziyad,17
11002,Antwerpen,Anvers,Abdoulaye,16
11002,Antwerpen,Anvers,Adriaan,16
11002,Antwerpen,Anvers,Adrian,16
11002,Antwerpen,Anvers,Anir,16
11002,Antwerpen,Anvers,Baran,16
11002,Antwerpen,Anvers,Cedric,16
11002,Antwerpen,Anvers,Cédric,16
11002,Antwerpen,Anvers,Daoud,16
11002,Antwerpen,Anvers,Furkan,16
11002,Antwerpen,Anvers,Henry,16
11002,Antwerpen,Anvers,Houdayfa,16
11002,Antwerpen,Anvers,Imad,16
11002,Antwerpen,Anvers,Jake,16
11002,Antwerpen,Anvers,Jerom,16
11002,Antwerpen,Anvers,John,16
11002,Antwerpen,Anvers,Keano,16
11002,Antwerpen,Anvers,Khalil,16
11002,Antwerpen,Anvers,Louie,16
11002,Antwerpen,Anvers,Nathaniel,16
11002,Antwerpen,Anvers,Osman,16
11002,Antwerpen,Anvers,Riyad,16
11002,Antwerpen,Anvers,Roan,16
11002,Antwerpen,Anvers,Sammy,16
11002,Antwerpen,Anvers,Sky,16
11002,Antwerpen,Anvers,Taysir,16
11002,Antwerpen,Anvers,Thibeau,16
11002,Antwerpen,Anvers,Thor,16
11002,Antwerpen,Anvers,Tijs,16
11002,Antwerpen,Anvers,Yisroel,16
11002,Antwerpen,Anvers,Yosef,16
11002,Antwerpen,Anvers,Ayaan,15
11002,Antwerpen,Anvers,Cisse,15
11002,Antwerpen,Anvers,César,15
11002,Antwerpen,Anvers,Damian,15
