Juan Carlos,3171,1940
Ana Maria,1562,1940
Carlos Alberto,1366,1940
Maria Del Carmen,1259,1940
Miguel Angel,1228,1940
Jose,1096,1940
Maria Esther,1067,1940
Maria,968,1940
Maria Elena,935,1940
Antonio,894,1940
Maria Teresa,865,1940
María Luisa,857,1940
Rosa,839,1940
Juan,801,1940
Roberto,759,1940
Francisco,753,1940
Juana,675,1940
Carlos,649,1940
Maria Rosa,641,1940
Pedro,609,1940
Alberto,600,1940
Maria Angelica,568,1940
Teresa,547,1940
Nelida,529,1940
Carmen,526,1940
Jose Maria,498,1940
Margarita,485,1940
Juan Jose,482,1940
Luis,474,1940
Maria Isabel,470,1940
Eduardo,468,1940
Maria Cristina,466,1940
Isabel,461,1940
Ana,459,1940
Mario,449,1940
Jorge,443,1940
Elsa,439,1940
Elena,431,1940
Luis Alberto,423,1940
Ramon,420,1940
Ramona,413,1940
Antonia,413,1940
Jose Antonio,412,1940
Olga,409,1940
Miguel,399,1940
Manuel,391,1940
Hector,386,1940
Ricardo,384,1940
Jose Luis,383,1940
Beatriz,372,1940
Angela,372,1940
Alicia,371,1940
Oscar,370,1940
Marta,370,1940
Jorge Alberto,366,1940
Francisca,363,1940
Julio Cesar,362,1940
Enrique,345,1940
Lidia,345,1940
Juan Antonio,343,1940
Irma,335,1940
Dora,331,1940
Maria Magdalena,329,1940
Susana,328,1940
Domingo,326,1940
Catalina,326,1940
Maria Ines,325,1940
Vicente,317,1940
Maria Antonia,316,1940
Lucia,309,1940
Delia,309,1940
Norma Beatriz,309,1940
Elvira,305,1940
Mercedes,303,1940
Luisa,302,1940
Angel,299,1940
Alfredo,292,1940
Julia,289,1940
Norma,279,1940
Raul,274,1940
Marta Beatriz,269,1940
Sara,267,1940
Josefa,264,1940
Julio,260,1940
Maria Ester,252,1940
Jose Alberto,238,1940
Juan Bautista,235,1940
Esther,234,1940
Rodolfo,231,1940
Martha,228,1940
Nicolas,226,1940
Osvaldo,223,1940
Victor,221,1940
Oscar Alberto,215,1940
Juan Alberto,213,1940
Ernesto,212,1940
Andres,211,1940
Yolanda,209,1940
Susana Beatriz,209,1940
Raquel,206,1940
Victoria,206,1940
Alejandro,203,1940
Rafael,202,1940
Hilda,201,1940
Pablo,198,1940
Agustin,198,1940
Emilio,197,1940
Horacio,197,1940
Amelia,193,1940
Gregorio,192,1940
Emilia,192,1940
Nelida Esther,192,1940
Josefina,190,1940
Hugo,190,1940
Dominga,188,1940
Haydee,186,1940
Juana Rosa,185,1940
Blanca Rosa,185,1940
Matilde ,182,1940
Marta Susana,181,1940
Petrona,180,1940
Juan Manuel,180,1940
Juan Ramon,180,1940
Guillermo,178,1940
Maria Mercedes,177,1940
