ALEKSANDR,1448706,100.0,0.0
SERGEJ,1296918,100.0,0.0
VLADIMIR,881026,100.0,0.0
ANDREJ,775150,100.0,0.0
ALEKSEJ,770366,100.0,0.0
DMITRIJ,627455,100.0,0.0
EVGENIJ,484873,100.0,0.0
NIKOLAJ,474030,100.0,0.0
JURIJ,441973,100.0,0.0
IGOR,432668,100.0,0.0
MIHAIL,417732,100.0,0.0
VIKTOR,388938,100.0,0.0
OLEG,369229,100.0,0.0
VALERIJ,280628,100.0,0.0
ANATOLIJ,256250,100.0,0.0
PAVEL,246078,100.0,0.0
IVAN,229222,100.0,0.0
MAKSIM,225200,100.0,0.0
VJACHESLAV,209695,100.0,0.0
DENIS,197203,100.0,0.0
ROMAN,195914,100.0,0.0
KONSTANTIN,192223,100.0,0.0
VITALIJ,188598,100.0,0.0
VASILIJ,171185,100.0,0.0
GENNADIJ,138589,100.0,0.0
ANTON,138538,100.0,0.0
VADIM,136783,100.0,0.0
ILJA,110504,100.0,0.0
BORIS,107619,100.0,0.0
RUSLAN,95881,100.0,0.0
STANISLAV,92739,100.0,0.0
VLADISLAV,92184,100.0,0.0
PETR,93232,100.0,0.0
LEONID,87690,100.0,0.0
ARTEM,105177,100.0,0.0
EDUARD,74326,100.0,0.0
KIRILL,70460,100.0,0.0
GRIGORIJ,55669,100.0,0.0
GEORGIJ,53590,100.0,0.0
ARTUR,52240,100.0,0.0
VALENTIN,51986,100.0,0.0
NIKITA,45212,100.0,0.0
MARAT,35926,100.0,0.0
ALBERT,32508,100.0,0.0
FEDOR,33911,100.0,0.0
TIMUR,27278,100.0,0.0
EGOR,26130,100.0,0.0
ARKADIJ,25078,100.0,0.0
,24264,100.0,0.0
RUSTAM,24135,100.0,0.0
RINAT,23374,100.0,0.0
LEV,19446,100.0,0.0
MAGOMED,19191,100.0,0.0
ILDAR,20364,100.0,0.0
STEPAN,17739,100.0,0.0
JAROSLAV,17086,100.0,0.0
RAMIL,17882,100.0,0.0
DANIIL,16238,100.0,0.0
SEMEN,18715,100.0,0.0
A.,14920,100.0,0.0
SHAMIL,13908,100.0,0.0
GERMAN,12927,100.0,0.0
JAKOV,12384,100.0,0.0
ROBERT,12356,100.0,0.0
RADIK,11626,100.0,0.0
DANIL,11693,100.0,0.0
DAMIR,11350,100.0,0.0
RUSTEM,12637,100.0,0.0
NAIL,12253,100.0,0.0
AJRAT,11205,100.0,0.0
TIMOFEJ,11149,100.0,0.0
ARMEN,11029,100.0,0.0
GLEB,10901,100.0,0.0
RAVIL,11343,100.0,0.0
DAVID,10738,100.0,0.0
ARSEN,10514,100.0,0.0
RENAT,9493,100.0,0.0
MARK,9306,100.0,0.0
RASHID,8503,100.0,0.0
AZAT,8321,100.0,0.0
RAFAEL,8932,100.0,0.0
KAREN,8035,100.0,0.0
ASLAN,7228,100.0,0.0
ALI,6994,100.0,0.0
JAN,6906,100.0,0.0
AJDAR,6860,100.0,0.0
