Doğum tarihine göre en çok kullanımda olan kadın isimleri ve ilk 100 isim içindeki sıralaması, 1950-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The most used woman names by the year of birth and order in the first hundred names, 1950-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ad-Name;Doğum yılı-Year of birth;;;;;;;;;;;;;;;Doğum yılı-Year of birth;;;;;;;;;;;;;;;Doğum yılı-Year of birth;;;;;;;;;;;;;
Müzeyyen;41;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Naciye;21;41;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Naime;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Narin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;;87;;;;;;;;;;;
Naz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;76;;;;;;;;;;;;
Nazar;;;;;;;;;;;;;;;;;;;;;;;;;;;24;51;;;;;;;;;;;;;;;;
Nazife;59;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nazlı;;;;;;;;;92;74;77;76;83;83;89;76;72;71;75;82;85;95;86;88;80;72;75;87;85;65;49;64;59;65;75;80;92;97;100;98;94;91;97;91
Nazlıcan;;;;;;;;;;;;;;;;;;;;;;;;;98;65;78;;;;;;;;;;;;;;;;;
Nazmiye;30;59;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nebahat;74;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Necla;64;53;54;75;80;84;92;87;96;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nefes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;84;
Nehir;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;34;18;18;28;36;9;7;8;8;9;10;8;11;15;17;7
Neriman;73;39;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nermin;78;44;52;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neslihan;;;;38;29;33;28;31;37;32;33;35;34;39;41;44;42;46;46;53;56;62;71;74;86;90;90;98;;;;;;;;;;;;;;;;
Nesrin;;;75;;100;88;93;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neşe;;;;94;87;86;89;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nevin;;69;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nezahat;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nihal;;;;77;83;91;81;84;;83;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;75;68;66
Nilgün;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nilüfer;;;;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nimet;87;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nisa;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;35;45;47;40;41;13;18;28;27;33;37;35;45;35;36;18
Nisa Nur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;58;50;46;52;34;32;39;37;55;58;53;70;78;88;82
Nisanur;;;;;;;;;;;;;;;;;;;;;;;;;;;73;49;25;25;15;7;6;5;5;7;7;12;13;13;24;26;41;35
Nuran;;67;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nuray;;61;21;30;38;38;40;49;57;64;73;82;80;76;82;88;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nurcan;;;41;17;17;21;22;27;31;39;41;46;61;66;71;73;78;88;92;96;96;;;;74;85;93;;;;;;;;;;;;;;;;;
Nurgül;;;73;76;77;80;76;76;83;88;91;99;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nuriye;29;43;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nurten;50;21;30;79;79;82;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Öykü;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;85;87;91;61;29;38;39;20;9;19
Özge;;;;;;;95;90;90;72;47;45;46;13;14;15;17;20;31;32;35;43;38;42;56;68;77;78;87;96;76;60;93;;;;;;;;;;;
Özlem;;;70;6;6;6;6;6;6;6;7;5;5;8;11;12;13;14;16;18;22;23;21;19;23;29;40;45;58;63;65;77;92;95;;;;;;;;;;
Öznur;;;;91;86;79;74;81;77;76;81;93;81;93;86;90;90;84;87;86;92;97;99;99;;;;;;;;;;;;;;;;;;;;
Pakize;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pelin;;;;;;;;;;;89;56;82;95;97;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Perihan;39;38;77;90;91;95;;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pınar;;;;27;22;11;13;12;10;13;14;16;19;23;23;28;28;35;33;31;30;41;40;46;63;57;48;53;79;85;94;81;85;92;;;;;;;;;;
Rabia;57;96;;100;99;89;94;94;84;68;72;85;84;84;51;38;33;23;14;14;14;13;11;12;11;13;8;8;10;11;11;13;13;23;20;17;16;14;17;17;25;41;50;59
Rahime;47;63;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;89;81;75;71;67;78;78
Raziye;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Remziye;49;46;72;88;88;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reyhan;;;36;95;92;94;;98;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;
Reyyan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;61
Rojin;;;;;;;;;;;;;;;;;;;;;;;;;;;51;77;47;54;95;;;;;;;;;;;;;
Rukiye;61;84;78;64;59;52;50;50;49;48;52;62;66;61;63;63;65;67;68;65;70;82;89;86;95;98;100;;;;;;;;;;;;;;;;;
Rumeysa;;;;;;;;;;;;;;;;;;;;93;93;94;83;77;76;75;76;59;54;55;60;75;81;100;92;;;;;;;;;
Rümeysa;;;;;;;;;;;;;;;;;;;;;95;96;87;80;77;74;70;41;39;43;48;56;61;68;59;65;70;74;93;100;;;94;
Saadet;58;74;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sabriye;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Safiye;34;55;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saliha;55;64;74;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saniye;28;35;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;50;72;74;74;56
Satı;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sebahat;68;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seda;;;;;94;76;51;37;18;24;27;27;30;26;25;18;18;16;18;20;21;42;54;67;84;100;;;;;;;;;;;;;;;;;;
Sedanur;;;;;;;;;;;;;;;;;;;;;97;;;66;62;79;89;;;;;;;;;;;;;;;;;
Sedef;;;;;;;;;;;;;;;;;;;;;;91;84;;;89;;;;;;;;;;;;;;;;;;
Seher;69;72;67;67;67;69;66;67;71;65;65;64;68;72;66;70;59;54;47;44;41;38;39;41;53;64;68;74;90;99;;;;;;;;;;;;;;
Selda;;;;54;58;63;63;69;85;90;96;100;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selin;;;;;;;;;;;;;88;79;84;84;92;72;66;69;67;76;74;51;51;44;58;47;69;79;68;69;77;91;100;;;;;96;;;;
Selma;;28;16;19;20;26;24;29;32;33;39;43;59;69;79;82;87;95;99;;;;;;;;;;;;;;;;;;;;;;;;;
Sema;;;51;61;55;49;47;44;53;52;54;51;57;62;67;65;61;63;70;67;71;78;80;85;92;97;;;;;;;;;;;;;;;;;;
Semanur;;;;;;;;;;;;;;;;;;;;;;;93;57;39;50;52;48;52;50;52;55;62;66;67;76;88;94;;;;;;
Semiha;89;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Semra;;66;43;35;34;28;30;23;21;19;15;14;18;24;34;37;44;57;74;92;98;;;;;;;;;;;;;;;;;;;;;;;
Sena;;;;;;;;;;;;;;;;;;;82;60;54;54;50;47;50;53;57;56;61;72;75;95;94;99;99;;;;;;;58;58;74
Serap;;;94;25;32;30;34;35;42;42;45;44;48;40;45;56;63;78;84;88;;;;;;;;;;;;;;;;;;;;;;;;
Serpil;;76;28;26;25;29;31;33;41;47;50;63;79;77;83;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;89;
Seval;;;;;;;;;38;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sevcan;;;;;;;;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sevda;;;89;42;41;39;48;42;36;37;30;34;32;42;40;42;48;49;55;58;57;64;65;79;87;96;;;;;;;;;;;;;;;;;;
Sevgi;100;27;22;24;30;34;35;36;34;36;32;33;41;49;50;53;53;44;53;56;58;59;61;69;71;76;83;95;;;;;;;;;;;;;;;;
Sevil;;;;;97;;;;;;97;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sevim;11;6;10;46;47;55;59;62;66;71;70;84;89;94;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sıla;;;;;;;;;;;;;;;;;;;;;;;;;93;66;2;3;8;6;6;57;63;74;77;92;;;;;;;;
Sibel;;;98;7;12;16;18;19;25;30;31;32;21;14;16;16;19;18;23;28;34;32;43;55;69;67;79;99;;;;;;;;;;;;;;;;
Simay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;;92;100
Simge;;;;;;;;;;;;;;;;;;;;;;80;81;97;;94;;;;;;;;;;;;;;;;;;
Sinem;;;;;;;82;73;81;80;64;55;42;48;54;55;50;48;54;51;53;48;53;58;52;39;53;57;56;75;98;93;70;80;;;;;;;;;;
Songül;;88;15;12;10;13;12;14;14;15;17;18;23;25;31;31;30;33;34;33;38;45;45;52;66;61;69;75;84;82;96;97;;;;;;;;;;;;
Sude;;;;;;;;;;;;;;;;;;;;;;;;92;47;36;20;13;24;22;21;34;48;63;88;;;;;;;;;
Sude Naz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;68;54;62;65;84;;;;;;;;;;
Sudenaz;;;;;;;;;;;;;;;;;;;;;;;;;;;39;27;19;23;14;20;12;31;43;55;82;98;;;;;;
Sudenur;;;;;;;;;;;;;;;;;;;;;;;;;;;94;80;92;69;72;94;;;;;;;;;;;;
Sultan;7;9;17;21;24;23;27;26;30;34;34;36;40;44;47;45;49;51;51;52;55;55;55;61;67;69;71;73;74;66;81;92;95;;;;;;;;;;;
Suna;;;;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sümeyye;;;;;;;;;;;;;;;81;49;40;32;24;24;27;36;36;44;44;42;44;40;45;40;27;19;19;21;15;15;15;20;26;29;35;48;65;72
Şaziye;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Şenay;;;;81;96;90;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Şengül;;47;40;71;81;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Şerife;6;11;23;43;42;47;46;47;50;55;60;60;72;68;78;78;81;76;88;87;89;;;;;;;;;;;;;;;;;;;;;;;
Şevval;;;;;;;;;;;;;;;;;;;;;;;82;33;28;24;23;29;23;19;13;31;33;44;49;53;63;76;98;;;;;
Şeyda;;;;;;;;;;;;;;;;;98;89;97;94;;;;;;;;;;;;;;;;;;;;;;;;
Şeyma;;;;;;;;;;;78;75;76;57;52;43;41;25;21;21;25;30;41;43;58;59;64;70;68;64;61;80;80;90;93;88;93;71;94;88;;;;
Şilan;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;
Şule;;;;;;;;;;;;;;;;;;;;90;87;68;77;82;96;;;;;;;;;;;;;;;;;;;
Şükran;42;23;34;63;66;61;67;68;74;78;85;92;85;88;88;91;95;97;;;;;;;;;;;;;;;;;;;;;;;;;;
Şükriye;56;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tansu;;;;;;;;;;;;;;;;;93;100;;;;;;;;;;;;;;;;;;;;;;;;;;
Tuana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;62;42;30;15;22;25;23;28;45;59;70;64;77;80;65
Tuba;;;;;85;68;49;39;33;27;22;26;26;31;33;33;36;43;45;50;52;69;75;84;89;92;95;88;94;;;;;;;;;;;;;;;
Tuğba;;;;74;52;24;14;13;12;11;8;9;9;9;10;11;11;12;13;13;15;20;26;30;38;43;54;35;49;57;71;72;74;77;83;83;95;96;;;;;;
Tuğçe;;;;;;;;;;;;74;35;37;38;32;31;22;15;16;19;29;25;27;37;55;63;61;81;93;;100;78;94;;;;;;;;;;
Tülay;;97;46;53;61;59;69;74;89;92;79;81;95;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tülin;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;;;;;;;;;;;;;
Türkan;40;29;25;66;68;75;90;85;93;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Umay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96
Yağmur;;;;;;;;;;;;;;89;77;72;74;64;59;57;51;56;51;40;32;19;21;16;6;7;4;3;4;3;4;4;4;4;11;11;15;16;19;24
Yaren;;;;;;;;;;;;;;;;;;;;;;74;62;60;49;41;46;50;50;44;29;14;25;25;40;45;39;40;45;41;58;64;33;39
Yasemin;;;27;10;9;9;9;9;9;9;10;11;11;11;15;13;16;17;20;23;23;31;32;39;48;54;59;65;67;76;74;88;90;85;89;95;;;;;;;;
Yeliz;;;;40;49;50;54;66;76;81;82;91;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yeşim;;;;;;;;;;;;;99;86;46;57;69;77;96;;;;;;;;;;;;;;;;;;;;;;;;;
Yeter;53;49;64;89;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yıldız;;79;44;57;60;64;73;79;86;87;88;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yüksel;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yüsra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;88;83;63
Zahide;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zehra;18;22;38;33;28;25;23;24;22;17;19;23;25;28;36;36;37;41;41;41;31;12;14;13;15;10;11;12;9;10;10;11;9;7;8;6;5;6;5;7;8;9;14;15
Zekiye;26;45;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zeliha;14;16;32;47;46;45;45;48;51;50;57;58;67;70;73;74;70;73;81;80;74;79;79;83;82;87;82;81;82;90;93;;;;;;;;;;;;;
Zerda;;;;;;;;;;;;;;;;;;;;;;;;;;;86;;;;;;;;;;;;;;;;;
Zeynep;5;5;6;5;5;5;5;5;5;5;5;6;10;10;8;9;9;8;8;8;7;4;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Zilan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;37;91;;;;;;;;;;;;;
Zübeyde;;77;61;82;71;77;83;92;94;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Züleyha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;64;69
Zümra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;59;48;33;25;19;17;18;11
Kaynak: Adrese Dayalı Nüfus Kayıt Sistemi (ADNKS) sonuçları, 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Source:The results of Address Based Population Registration System (ABPRS), 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tablo alfabetik olarak sıralanmıştır.  Örnek: 2020 ADNKS kayıtlarına göre, 2000 doğumlu kadınlardan halen hayatta olanların isim sıralaması yapıldığında ilk sırada “Zeynep” ismi yer almaktadır. Aynı yıl için “Elif” ismi dördüncü sıradadır.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Table is sorted alphabetically. For example, according to 2020 ABPRS, when the names of women born in 2000 and who are still alive are sorted, the name ""Zeynep"" is located in the first order. For the same year, the name “Elif” is in the fourth order.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
