Doğum tarihine göre en çok kullanımda olan erkek isimleri ve ilk 100 isim içindeki sıralaması, 1950-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The most used men names by the year of birth and order in the first hundred names, 1950-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ad-Name;Doğum yılı-Year of birth;;;;;;;;;;;;;;Doğum yılı-Year of birth;;;;;;;;;;;;;;Doğum yılı-Year of birth;;;;;;;;;;;;;;;
Onur;;;;72;62;48;35;27;29;29;24;25;21;20;20;19;21;20;23;22;4;5;14;21;25;33;34;41;43;42;41;46;51;59;68;83;87;99;;;87;;;
Orhan;44;22;26;24;25;26;28;35;40;36;37;34;40;40;44;44;44;45;45;54;60;71;83;88;;;;;;;;;;;;;;;;;;;;
Osman;9;10;11;16;16;15;16;18;18;18;19;19;19;21;23;23;25;28;26;26;26;27;31;33;37;38;35;40;36;38;45;49;53;53;48;47;52;55;63;62;59;60;54;51
Ozan;;;;;;;;;;;;;;;100;72;55;66;69;69;83;91;98;95;81;77;91;85;96;;79;98;96;96;;;;;;;;;;
Ömer;13;14;13;14;14;14;14;14;13;14;15;15;13;12;11;9;8;8;8;10;10;9;9;9;9;8;9;10;13;12;12;14;12;11;8;8;5;4;4;3;3;5;5;5
Ömer Ali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;97;;
Ömer Asaf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;59;31;21;8;3;4;4
Ömer Faruk;;;;;;;;;;;;;;;84;80;75;55;46;44;44;36;37;36;33;30;31;31;27;23;26;24;25;22;22;20;23;22;23;23;33;37;43;46
Ömer Halis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;24;36;53;56
Özcan;;;67;78;72;80;76;84;94;96;;;;;;;;;;;100;78;80;;;;;;;;;;;;;;;;;;;;;
Özgür;;;;23;32;39;42;50;53;55;53;49;48;62;61;67;64;61;64;66;66;67;65;67;71;71;75;73;72;81;99;;97;;;;;;;;;;;
Özkan;;;;59;57;53;52;58;60;64;65;65;69;75;82;87;96;100;;;;;;;;;;;;;;;;;;;;;;;;;;
Polat;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;
Poyraz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;69;65;39;34;21;24;25;29;33;32
Ramazan;14;9;10;12;12;12;11;12;12;13;14;14;17;16;14;12;12;13;12;14;16;15;15;16;18;23;26;25;25;30;30;37;34;39;40;41;45;46;55;59;65;66;81;86
Recep;20;11;21;36;31;29;32;33;31;25;25;30;29;29;35;31;35;37;36;38;45;48;44;50;53;55;58;59;67;73;73;88;100;;;;;;;;;;;
Remzi;56;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Resul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;87;88;93;;;;;;;;;;;;
Rıdvan;;;;;;;;;;;;67;22;25;31;40;51;62;70;83;90;;;;;;;;;;;;;;;;;;;;;;;
Rıza;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rüzgar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;50;48;27;25;32;31;32;42;42;42
Sabri;39;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sadık;57;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salih;19;24;29;40;47;45;48;46;48;46;48;46;50;57;50;54;54;49;52;58;54;55;56;62;61;61;60;62;58;39;40;44;45;49;61;56;50;54;61;76;81;81;83;89
Salim;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samet;;;;;;;;74;63;58;41;21;31;35;34;32;36;41;37;35;34;31;34;24;26;26;30;24;23;17;25;27;36;36;43;57;71;82;95;;;;;
Sami;59;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Savaş;;;;;;;;;;;99;;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sebahattin;;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sedat;;81;49;39;39;40;43;41;36;42;45;47;54;60;56;71;71;60;61;63;64;64;75;78;82;93;;;;;;;;;;;;;;;;;;
Sefa;;;;;;;;;;;;;;99;94;82;72;58;59;60;59;63;58;66;73;74;80;81;81;88;90;;;;;;;;;;;;;
Selahattin;28;36;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selçuk;;;;67;58;43;25;32;32;45;56;61;71;97;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selim;;;82;79;77;75;73;76;77;83;72;70;75;90;92;;;;;;;;;;;;;;;;;;;;;;90;87;51;56;71;69;73;67
Semih;;;;;;;;;;;95;66;42;32;42;46;62;79;76;72;73;79;93;75;66;66;65;66;65;68;65;51;58;71;84;91;99;;;;;;;
Sercan;;;;;;;;;89;89;68;60;60;42;32;51;69;82;89;;;;;;;;;;;;;;;;;;;;;;;;;
Serdar;;;;19;21;22;24;24;30;33;30;39;46;52;54;60;68;70;65;74;70;68;72;70;85;92;;;;;;;;;;;;;;;;;;
Serhat;;;;;92;78;70;72;70;65;63;71;61;48;57;47;46;43;41;39;43;38;39;37;21;19;25;32;35;49;58;66;78;73;75;85;98;98;;;;;;
Serkan;;;;6;9;10;12;13;14;15;20;20;23;26;28;30;33;35;33;28;31;30;32;31;34;36;38;46;45;57;70;71;87;;;;;;;;;;;
Sezer;;;;;;;;;;;;;;;90;63;73;76;77;89;;;;96;;;;;;;;;;;;;;;;;;;;
Sıraç;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;;;;;;;;
Sinan;;;88;28;33;32;22;22;26;28;28;29;32;34;33;26;26;31;34;40;47;51;52;54;56;65;72;82;90;92;;;;;;;;;;;;;;
Soner;;;;80;74;73;59;61;64;66;74;69;74;77;78;79;81;83;83;99;;;;;;;;;;;;;;;;;;;;;;;;
Suat;;;;90;87;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Süleyman;12;15;15;22;24;24;26;26;27;32;32;33;36;38;41;38;45;44;44;42;42;45;43;45;49;50;52;54;51;52;55;58;67;67;70;73;74;77;75;84;89;89;96;93
Şaban;38;25;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Şahin;;89;68;;;;;89;84;72;67;63;70;70;85;81;91;87;82;84;89;;;;97;95;69;87;;;;;;;;;;;;;;;;
Şenol;;;74;84;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Şerafettin;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Şevket;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Şükrü;29;46;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;84;83;77;80;80;97;93;82;91;;;;;;
Tahir;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tahsin;74;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Talha;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;69;63;62;64;71;66;71;63;41;38;39;49;57;62;61;68
Taner;;;;97;88;96;88;93;97;98;94;87;96;;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarık;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tayfun;;;;;;;;;;;;;;64;71;89;57;94;;92;;;;;;;;;;;;;;;;;;;;;;;;
Tolga;;;;;;;;;;;;84;55;49;43;41;50;59;74;73;74;75;74;72;76;88;95;94;;;;;;;;;;;;;;;;
Toprak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;90;;;;69;38;45;52;65;79
Tugay;;;;;;;;;;;;;;;;97;94;81;;;;;;;;;;;;;;;;;;;;;;;;;;
Tunahan;;;;;;;;;;;;;;;;;;;;;;;;98;;;;;100;100;97;94;99;;;;;;;;;;;
Tuncay;;;78;64;66;68;75;65;67;77;85;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Turan;;88;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Turgay;;;;91;89;98;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ufuk;;;;;98;76;79;79;69;71;69;74;72;83;81;91;87;92;92;79;;;;;;;;;;;;;;;;;;;;;;;;
Uğur;;;55;37;35;36;39;40;37;26;13;12;7;11;13;16;17;19;30;32;35;39;42;49;51;57;59;68;74;76;82;82;92;97;;;;;;;;;;
Umut;;;;100;;;;;;;98;98;91;78;76;74;70;56;47;46;40;40;36;34;28;13;13;20;32;33;33;26;27;18;25;23;19;23;26;22;19;22;21;28
Uras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94
Utku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;63;;;;;;;;;;
Ümit;;;;38;40;28;27;30;33;34;35;38;41;39;39;37;43;47;48;50;55;61;62;64;67;72;96;;;;;;;;;;;;;;;;;
Vedat;;;76;81;83;83;85;88;83;88;89;99;;;93;69;52;57;67;70;71;73;79;99;;;;;;;;;;;;;;;;;;;;
Veli;47;70;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veysel;97;87;81;;;99;;;95;92;79;80;97;95;;99;;97;88;86;85;92;91;85;95;98;;;;;;89;;;;;;;;;;;;
Volkan;;;;46;38;37;41;45;41;40;39;43;47;50;53;53;58;63;66;71;63;80;99;;;;;;;;;;;;;;;;;;;;;
Yağız;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;47;61;83;76;51;52;48;57;52;35;40;39
Yağız Efe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88
Yakup;71;55;46;63;64;63;62;59;59;60;59;55;62;61;65;65;63;51;57;56;52;52;51;53;59;60;62;58;62;65;66;65;64;51;53;53;55;61;52;46;44;50;50;55
Yalçın;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yamaç;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;51;71
Yaman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;68;73
Yasin;;;;48;37;35;29;25;23;22;23;26;27;23;26;24;24;23;22;24;24;25;26;25;29;27;27;28;28;27;24;30;33;34;34;35;34;37;38;40;49;54;62;60
Yaşar;17;12;19;56;61;64;66;73;72;79;87;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yavuz;;;95;71;76;82;84;91;90;86;82;100;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yavuz Selim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;76;64;53;51;46;47;45
Yılmaz;62;37;22;43;49;58;65;68;76;80;88;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yiğit;;;;;;;;;;;;;;;;;;;;;;;;;;87;50;52;42;34;35;29;15;9;18;28;30;30;17;18;22;13;17;24
Yiğit Ali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;87;69
Yiğit Efe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;90;72
Yunus;;;;61;52;51;50;44;34;30;29;27;24;22;22;22;23;22;28;27;28;32;35;40;43;41;39;42;46;54;59;68;76;82;87;88;91;90;93;85;;;;
Yunus Emre;;;;;;;;;;;;;85;73;46;59;48;39;35;34;33;28;30;30;27;24;17;16;18;21;20;18;19;19;19;15;21;18;18;12;17;20;25;22
Yusuf;11;13;14;18;18;18;18;16;17;16;16;17;18;18;17;17;16;14;13;13;11;10;6;4;3;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1
Yusuf Ali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;91;85;94;94;92
Yusuf Emir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;;;
Yusuf Eymen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;49;45;47;55;56;57
Yüksel;;62;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zafer;;92;;69;70;72;71;66;79;82;81;97;;;;;;;99;;;;;;;;;;;;;;;;;;;;;;;;;
Zeki;34;26;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ziya;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kaynak: Adrese Dayalı Nüfus Kayıt Sistemi (ADNKS) sonuçları, 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Source: The Results of Address Based Population Registration System (ABPRS), 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tablo alfabetik olarak sıralanmıştır. Örnek: 2020 ADNKS kayıtlarına göre, 2000 doğumlu erkeklerden  halen hayatta olanların isim sıralaması yapıldığında ilk sırada “Mehmet” ismi yer almaktadır. Aynı yıl için “Yusuf” ismi dördüncü sıradadır.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Table is sorted alphabetically. For example, according to 2020 ABPRS, when the names of men born in 2000 and who are still alive are sorted, the name ""Mehmet"" is located in the first order. For the same year, the name “Yusuf” is in the fourth order.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
