"""..""",Mason,2002
"""..""",Mason,2003
"""..""",Mason,2004
"""..""",Mason,2005
"""..""",Mason,2006
"""..""",Mason,2007
252,Mason,2008
"""..""",Mason,2009
"""..""",Mason,2010
70,Mason,2011
57,Mason,2012
40,Mason,2013
44,Mason,2014
39,Mason,2015
43,Mason,2016
49,Mason,2017
203,Oliver,1998
161,Oliver,1999
174,Oliver,2000
138,Oliver,2001
155,Oliver,2002
142,Oliver,2003
117,Oliver,2004
119,Oliver,2005
101,Oliver,2006
76,Oliver,2007
83,Oliver,2008
62,Oliver,2009
52,Oliver,2010
54,Oliver,2011
59,Oliver,2012
41,Oliver,2013
40,Oliver,2014
31,Oliver,2015
30,Oliver,2016
30,Oliver,2017
52,Joshua,1998
44,Joshua,1999
34,Joshua,2000
28,Joshua,2001
19,Joshua,2002
17,Joshua,2003
22,Joshua,2004
25,Joshua,2005
27,Joshua,2006
29,Joshua,2007
27,Joshua,2008
31,Joshua,2009
36,Joshua,2010
33,Joshua,2011
41,Joshua,2012
42,Joshua,2013
38,Joshua,2014
47,Joshua,2015
44,Joshua,2016
50,Joshua,2017
57,William,1998
50,William,1999
46,William,2000
52,William,2001
49,William,2002
55,William,2003
54,William,2004
51,William,2005
50,William,2006
44,William,2007
46,William,2008
55,William,2009
45,William,2010
47,William,2011
51,William,2012
43,William,2013
50,William,2014
51,William,2015
50,William,2016
54,William,2017
20,Eoin,1998
16,Eoin,1999
15,Eoin,2000
18,Eoin,2001
16,Eoin,2002
15,Eoin,2003
14,Eoin,2004
21,Eoin,2005
26,Eoin,2006
24,Eoin,2007
26,Eoin,2008
20,Eoin,2009
29,Eoin,2010
32,Eoin,2011
36,Eoin,2012
44,Eoin,2013
46,Eoin,2014
47,Eoin,2015
55,Eoin,2016
58,Eoin,2017
628,Jayden,1998
614,Jayden,1999
489,Jayden,2000
0,Jayden,2001
521,Jayden,2002
649,Jayden,2003
306,Jayden,2004
307,Jayden,2005
305,Jayden,2006
85,Jayden,2007
54,Jayden,2008
49,Jayden,2009
47,Jayden,2010
50,Jayden,2011
43,Jayden,2012
45,Jayden,2013
53,Jayden,2014
61,Jayden,2015
62,Jayden,2016
61,Jayden,2017
142,Oscar,1998
136,Oscar,1999
171,Oscar,2000
131,Oscar,2001
112,Oscar,2002
111,Oscar,2003
107,Oscar,2004
79,Oscar,2005
92,Oscar,2006
81,Oscar,2007
65,Oscar,2008
65,Oscar,2009
61,Oscar,2010
62,Oscar,2011
"""..""",Oscar,2012
46,Oscar,2013
46,Oscar,2014
45,Oscar,2015
46,Oscar,2016
44,Oscar,2017
99,Callum,1998
79,Callum,1999
69,Callum,2000
76,Callum,2001
60,Callum,2002
46,Callum,2003
61,Callum,2004
34,Callum,2005
22,Callum,2006
34,Callum,2007
37,Callum,2008
29,Callum,2009
32,Callum,2010
35,Callum,2011
39,Callum,2012
47,Callum,2013
36,Callum,2014
43,Callum,2015
48,Callum,2016
43,Callum,2017
65,Aidan,1998
69,Aidan,1999
74,Aidan,2000
73,Aidan,2001
62,Aidan,2002
64,Aidan,2003
62,Aidan,2004
71,Aidan,2005
65,Aidan,2006
55,Aidan,2007
60,Aidan,2008
46,Aidan,2009
48,Aidan,2010
40,Aidan,2011
50,Aidan,2012
48,Aidan,2013
51,Aidan,2014
52,Aidan,2015
52,Aidan,2016
56,Aidan,2017
117,Tom,1998
127,Tom,1999
119,Tom,2000
94,Tom,2001
90,Tom,2002
83,Tom,2003
98,Tom,2004
79,Tom,2005
71,Tom,2006
74,Tom,2007
76,Tom,2008
62,Tom,2009
65,Tom,2010
66,Tom,2011
58,Tom,2012
49,Tom,2013
45,Tom,2014
37,Tom,2015
36,Tom,2016
50,Tom,2017
27,Robert,1998
27,Robert,1999
