num,Name,Year,Statistic
7,David,2000,Rank of Name in Ireland  (Number)
492,David,2000,Registered Births in Ireland (Number)
7,David,2001,Rank of Name in Ireland  (Number)
549,David,2001,Registered Births in Ireland (Number)
9,David,2002,Rank of Name in Ireland  (Number)
501,David,2002,Registered Births in Ireland (Number)
9,David,2003,Rank of Name in Ireland  (Number)
480,David,2003,Registered Births in Ireland (Number)
12,David,2004,Rank of Name in Ireland  (Number)
459,David,2004,Registered Births in Ireland (Number)
14,David,2005,Rank of Name in Ireland  (Number)
401,David,2005,Registered Births in Ireland (Number)
21,David,2006,Rank of Name in Ireland  (Number)
383,David,2006,Registered Births in Ireland (Number)
16,David,2007,Rank of Name in Ireland  (Number)
418,David,2007,Registered Births in Ireland (Number)
21,David,2008,Rank of Name in Ireland  (Number)
403,David,2008,Registered Births in Ireland (Number)
25,David,2009,Rank of Name in Ireland  (Number)
321,David,2009,Registered Births in Ireland (Number)
25,David,2010,Rank of Name in Ireland  (Number)
328,David,2010,Registered Births in Ireland (Number)
24,David,2011,Rank of Name in Ireland  (Number)
331,David,2011,Registered Births in Ireland (Number)
27,David,2012,Rank of Name in Ireland  (Number)
292,David,2012,Registered Births in Ireland (Number)
28,David,2013,Rank of Name in Ireland  (Number)
262,David,2013,Registered Births in Ireland (Number)
23,David,2014,Rank of Name in Ireland  (Number)
306,David,2014,Registered Births in Ireland (Number)
23,David,2015,Rank of Name in Ireland  (Number)
293,David,2015,Registered Births in Ireland (Number)
27,David,2016,Rank of Name in Ireland  (Number)
253,David,2016,Registered Births in Ireland (Number)
27,David,2017,Rank of Name in Ireland  (Number)
255,David,2017,Registered Births in Ireland (Number)
48,Ben,1998,Rank of Name in Ireland  (Number)
137,Ben,1998,Registered Births in Ireland (Number)
38,Ben,1999,Rank of Name in Ireland  (Number)
196,Ben,1999,Registered Births in Ireland (Number)
30,Ben,2000,Rank of Name in Ireland  (Number)
234,Ben,2000,Registered Births in Ireland (Number)
27,Ben,2001,Rank of Name in Ireland  (Number)
258,Ben,2001,Registered Births in Ireland (Number)
19,Ben,2002,Rank of Name in Ireland  (Number)
345,Ben,2002,Registered Births in Ireland (Number)
18,Ben,2003,Rank of Name in Ireland  (Number)
348,Ben,2003,Registered Births in Ireland (Number)
17,Ben,2004,Rank of Name in Ireland  (Number)
399,Ben,2004,Registered Births in Ireland (Number)
14,Ben,2005,Rank of Name in Ireland  (Number)
401,Ben,2005,Registered Births in Ireland (Number)
20,Ben,2006,Rank of Name in Ireland  (Number)
385,Ben,2006,Registered Births in Ireland (Number)
27,Ben,2007,Rank of Name in Ireland  (Number)
336,Ben,2007,Registered Births in Ireland (Number)
24,Ben,2008,Rank of Name in Ireland  (Number)
349,Ben,2008,Registered Births in Ireland (Number)
25,Ben,2009,Rank of Name in Ireland  (Number)
321,Ben,2009,Registered Births in Ireland (Number)
28,Ben,2010,Rank of Name in Ireland  (Number)
304,Ben,2010,Registered Births in Ireland (Number)
28,Ben,2011,Rank of Name in Ireland  (Number)
294,Ben,2011,Registered Births in Ireland (Number)
34,Ben,2012,Rank of Name in Ireland  (Number)
232,Ben,2012,Registered Births in Ireland (Number)
29,Ben,2013,Rank of Name in Ireland  (Number)
253,Ben,2013,Registered Births in Ireland (Number)
30,Ben,2014,Rank of Name in Ireland  (Number)
252,Ben,2014,Registered Births in Ireland (Number)
29,Ben,2015,Rank of Name in Ireland  (Number)
265,Ben,2015,Registered Births in Ireland (Number)
28,Ben,2016,Rank of Name in Ireland  (Number)
250,Ben,2016,Registered Births in Ireland (Number)
32,Ben,2017,Rank of Name in Ireland  (Number)
204,Ben,2017,Registered Births in Ireland (Number)
147,Finn,1998,Rank of Name in Ireland  (Number)
19,Finn,1998,Registered Births in Ireland (Number)
175,Finn,1999,Rank of Name in Ireland  (Number)
15,Finn,1999,Registered Births in Ireland (Number)
131,Finn,2000,Rank of Name in Ireland  (Number)
31,Finn,2000,Registered Births in Ireland (Number)
95,Finn,2001,Rank of Name in Ireland  (Number)
55,Finn,2001,Registered Births in Ireland (Number)
88,Finn,2002,Rank of Name in Ireland  (Number)
63,Finn,2002,Registered Births in Ireland (Number)
75,Finn,2003,Rank of Name in Ireland  (Number)
83,Finn,2003,Registered Births in Ireland (Number)
71,Finn,2004,Rank of Name in Ireland  (Number)
92,Finn,2004,Registered Births in Ireland (Number)
57,Finn,2005,Rank of Name in Ireland  (Number)
137,Finn,2005,Registered Births in Ireland (Number)
66,Finn,2006,Rank of Name in Ireland  (Number)
116,Finn,2006,Registered Births in Ireland (Number)
54,Finn,2007,Rank of Name in Ireland  (Number)
150,Finn,2007,Registered Births in Ireland (Number)
49,Finn,2008,Rank of Name in Ireland  (Number)
172,Finn,2008,Registered Births in Ireland (Number)
48,Finn,2009,Rank of Name in Ireland  (Number)
185,Finn,2009,Registered Births in Ireland (Number)
46,Finn,2010,Rank of Name in Ireland  (Number)
187,Finn,2010,Registered Births in Ireland (Number)
36,Finn,2011,Rank of Name in Ireland  (Number)
242,Finn,2011,Registered Births in Ireland (Number)
38,Finn,2012,Rank of Name in Ireland  (Number)
218,Finn,2012,Registered Births in Ireland (Number)
30,Finn,2013,Rank of Name in Ireland  (Number)
246,Finn,2013,Registered Births in Ireland (Number)
32,Finn,2014,Rank of Name in Ireland  (Number)
224,Finn,2014,Registered Births in Ireland (Number)
30,Finn,2015,Rank of Name in Ireland  (Number)
260,Finn,2015,Registered Births in Ireland (Number)
20,Finn,2016,Rank of Name in Ireland  (Number)
314,Finn,2016,Registered Births in Ireland (Number)
23,Finn,2017,Rank of Name in Ireland  (Number)
265,Finn,2017,Registered Births in Ireland (Number)
36,Nathan,1998,Rank of Name in Ireland  (Number)
178,Nathan,1998,Registered Births in Ireland (Number)
26,Nathan,1999,Rank of Name in Ireland  (Number)
245,Nathan,1999,Registered Births in Ireland (Number)
32,Nathan,2000,Rank of Name in Ireland  (Number)
223,Nathan,2000,Registered Births in Ireland (Number)
32,Nathan,2001,Rank of Name in Ireland  (Number)
242,Nathan,2001,Registered Births in Ireland (Number)
27,Nathan,2002,Rank of Name in Ireland  (Number)
258,Nathan,2002,Registered Births in Ireland (Number)
28,Nathan,2003,Rank of Name in Ireland  (Number)
275,Nathan,2003,Registered Births in Ireland (Number)
29,Nathan,2004,Rank of Name in Ireland  (Number)
271,Nathan,2004,Registered Births in Ireland (Number)
28,Nathan,2005,Rank of Name in Ireland  (Number)
296,Nathan,2005,Registered Births in Ireland (Number)
32,Nathan,2006,Rank of Name in Ireland  (Number)
255,Nathan,2006,Registered Births in Ireland (Number)
37,Nathan,2007,Rank of Name in Ireland  (Number)
215,Nathan,2007,Registered Births in Ireland (Number)
34,Nathan,2008,Rank of Name in Ireland  (Number)
245,Nathan,2008,Registered Births in Ireland (Number)
32,Nathan,2009,Rank of Name in Ireland  (Number)
252,Nathan,2009,Registered Births in Ireland (Number)
29,Nathan,2010,Rank of Name in Ireland  (Number)
294,Nathan,2010,Registered Births in Ireland (Number)
29,Nathan,2011,Rank of Name in Ireland  (Number)
282,Nathan,2011,Registered Births in Ireland (Number)
26,Nathan,2012,Rank of Name in Ireland  (Number)
295,Nathan,2012,Registered Births in Ireland (Number)
31,Nathan,2013,Rank of Name in Ireland  (Number)
236,Nathan,2013,Registered Births in Ireland (Number)
29,Nathan,2014,Rank of Name in Ireland  (Number)
255,Nathan,2014,Registered Births in Ireland (Number)
32,Nathan,2015,Rank of Name in Ireland  (Number)
231,Nathan,2015,Registered Births in Ireland (Number)
39,Nathan,2016,Rank of Name in Ireland  (Number)
192,Nathan,2016,Registered Births in Ireland (Number)
34,Nathan,2017,Rank of Name in Ireland  (Number)
187,Nathan,2017,Registered Births in Ireland (Number)
55,Kyle,1998,Rank of Name in Ireland  (Number)
96,Kyle,1998,Registered Births in Ireland (Number)
60,Kyle,1999,Rank of Name in Ireland  (Number)
99,Kyle,1999,Registered Births in Ireland (Number)
50,Kyle,2000,Rank of Name in Ireland  (Number)
139,Kyle,2000,Registered Births in Ireland (Number)
53,Kyle,2001,Rank of Name in Ireland  (Number)
126,Kyle,2001,Registered Births in Ireland (Number)
36,Kyle,2002,Rank of Name in Ireland  (Number)
190,Kyle,2002,Registered Births in Ireland (Number)
35,Kyle,2003,Rank of Name in Ireland  (Number)
200,Kyle,2003,Registered Births in Ireland (Number)
32,Kyle,2004,Rank of Name in Ireland  (Number)
216,Kyle,2004,Registered Births in Ireland (Number)
35,Kyle,2005,Rank of Name in Ireland  (Number)
210,Kyle,2005,Registered Births in Ireland (Number)
38,Kyle,2006,Rank of Name in Ireland  (Number)
202,Kyle,2006,Registered Births in Ireland (Number)
38,Kyle,2007,Rank of Name in Ireland  (Number)
210,Kyle,2007,Registered Births in Ireland (Number)
38,Kyle,2008,Rank of Name in Ireland  (Number)
223,Kyle,2008,Registered Births in Ireland (Number)
40,Kyle,2009,Rank of Name in Ireland  (Number)
213,Kyle,2009,Registered Births in Ireland (Number)
37,Kyle,2010,Rank of Name in Ireland  (Number)
225,Kyle,2010,Registered Births in Ireland (Number)
36,Kyle,2011,Rank of Name in Ireland  (Number)
242,Kyle,2011,Registered Births in Ireland (Number)
32,Kyle,2012,Rank of Name in Ireland  (Number)
252,Kyle,2012,Registered Births in Ireland (Number)
32,Kyle,2013,Rank of Name in Ireland  (Number)
228,Kyle,2013,Registered Births in Ireland (Number)
34,Kyle,2014,Rank of Name in Ireland  (Number)
222,Kyle,2014,Registered Births in Ireland (Number)
34,Kyle,2015,Rank of Name in Ireland  (Number)
217,Kyle,2015,Registered Births in Ireland (Number)
40,Kyle,2016,Rank of Name in Ireland  (Number)
191,Kyle,2016,Registered Births in Ireland (Number)
61,Kyle,2017,Rank of Name in Ireland  (Number)
114,Kyle,2017,Registered Births in Ireland (Number)
55,Samuel,1998,Rank of Name in Ireland  (Number)
96,Samuel,1998,Registered Births in Ireland (Number)
55,Samuel,1999,Rank of Name in Ireland  (Number)
115,Samuel,1999,Registered Births in Ireland (Number)
57,Samuel,2000,Rank of Name in Ireland  (Number)
119,Samuel,2000,Registered Births in Ireland (Number)
49,Samuel,2001,Rank of Name in Ireland  (Number)
146,Samuel,2001,Registered Births in Ireland (Number)
43,Samuel,2002,Rank of Name in Ireland  (Number)
166,Samuel,2002,Registered Births in Ireland (Number)
37,Samuel,2003,Rank of Name in Ireland  (Number)
193,Samuel,2003,Registered Births in Ireland (Number)
34,Samuel,2004,Rank of Name in Ireland  (Number)
209,Samuel,2004,Registered Births in Ireland (Number)
35,Samuel,2005,Rank of Name in Ireland  (Number)
210,Samuel,2005,Registered Births in Ireland (Number)
34,Samuel,2006,Rank of Name in Ireland  (Number)
224,Samuel,2006,Registered Births in Ireland (Number)
35,Samuel,2007,Rank of Name in Ireland  (Number)
225,Samuel,2007,Registered Births in Ireland (Number)
39,Samuel,2008,Rank of Name in Ireland  (Number)
218,Samuel,2008,Registered Births in Ireland (Number)
37,Samuel,2009,Rank of Name in Ireland  (Number)
237,Samuel,2009,Registered Births in Ireland (Number)
39,Samuel,2010,Rank of Name in Ireland  (Number)
222,Samuel,2010,Registered Births in Ireland (Number)
39,Samuel,2011,Rank of Name in Ireland  (Number)
230,Samuel,2011,Registered Births in Ireland (Number)
40,Samuel,2012,Rank of Name in Ireland  (Number)
213,Samuel,2012,Registered Births in Ireland (Number)
33,Samuel,2013,Rank of Name in Ireland  (Number)
217,Samuel,2013,Registered Births in Ireland (Number)
43,Samuel,2014,Rank of Name in Ireland  (Number)
193,Samuel,2014,Registered Births in Ireland (Number)
41,Samuel,2015,Rank of Name in Ireland  (Number)
176,Samuel,2015,Registered Births in Ireland (Number)
38,Samuel,2016,Rank of Name in Ireland  (Number)
193,Samuel,2016,Registered Births in Ireland (Number)
52,Samuel,2017,Rank of Name in Ireland  (Number)
150,Samuel,2017,Registered Births in Ireland (Number)
32,Evan,1998,Rank of Name in Ireland  (Number)
188,Evan,1998,Registered Births in Ireland (Number)
34,Evan,1999,Rank of Name in Ireland  (Number)
208,Evan,1999,Registered Births in Ireland (Number)
27,Evan,2000,Rank of Name in Ireland  (Number)
250,Evan,2000,Registered Births in Ireland (Number)
30,Evan,2001,Rank of Name in Ireland  (Number)
248,Evan,2001,Registered Births in Ireland (Number)
29,Evan,2002,Rank of Name in Ireland  (Number)
245,Evan,2002,Registered Births in Ireland (Number)
26,Evan,2003,Rank of Name in Ireland  (Number)
303,Evan,2003,Registered Births in Ireland (Number)
25,Evan,2004,Rank of Name in Ireland  (Number)
337,Evan,2004,Registered Births in Ireland (Number)
25,Evan,2005,Rank of Name in Ireland  (Number)
324,Evan,2005,Registered Births in Ireland (Number)
25,Evan,2006,Rank of Name in Ireland  (Number)
364,Evan,2006,Registered Births in Ireland (Number)
23,Evan,2007,Rank of Name in Ireland  (Number)
360,Evan,2007,Registered Births in Ireland (Number)
25,Evan,2008,Rank of Name in Ireland  (Number)
317,Evan,2008,Registered Births in Ireland (Number)
24,Evan,2009,Rank of Name in Ireland  (Number)
328,Evan,2009,Registered Births in Ireland (Number)
27,Evan,2010,Rank of Name in Ireland  (Number)
311,Evan,2010,Registered Births in Ireland (Number)
27,Evan,2011,Rank of Name in Ireland  (Number)
298,Evan,2011,Registered Births in Ireland (Number)
29,Evan,2012,Rank of Name in Ireland  (Number)
278,Evan,2012,Registered Births in Ireland (Number)
34,Evan,2013,Rank of Name in Ireland  (Number)
214,Evan,2013,Registered Births in Ireland (Number)
32,Evan,2014,Rank of Name in Ireland  (Number)
224,Evan,2014,Registered Births in Ireland (Number)
35,Evan,2015,Rank of Name in Ireland  (Number)
207,Evan,2015,Registered Births in Ireland (Number)
34,Evan,2016,Rank of Name in Ireland  (Number)
216,Evan,2016,Registered Births in Ireland (Number)
45,Evan,2017,Rank of Name in Ireland  (Number)
167,Evan,2017,Registered Births in Ireland (Number)
170,Max,1998,Rank of Name in Ireland  (Number)
14,Max,1998,Registered Births in Ireland (Number)
152,Max,1999,Rank of Name in Ireland  (Number)
20,Max,1999,Registered Births in Ireland (Number)
129,Max,2000,Rank of Name in Ireland  (Number)
32,Max,2000,Registered Births in Ireland (Number)
114,Max,2001,Rank of Name in Ireland  (Number)
40,Max,2001,Registered Births in Ireland (Number)
123,Max,2002,Rank of Name in Ireland  (Number)
37,Max,2002,Registered Births in Ireland (Number)
97,Max,2003,Rank of Name in Ireland  (Number)
56,Max,2003,Registered Births in Ireland (Number)
88,Max,2004,Rank of Name in Ireland  (Number)
67,Max,2004,Registered Births in Ireland (Number)
73,Max,2005,Rank of Name in Ireland  (Number)
92,Max,2005,Registered Births in Ireland (Number)
72,Max,2006,Rank of Name in Ireland  (Number)
98,Max,2006,Registered Births in Ireland (Number)
69,Max,2007,Rank of Name in Ireland  (Number)
116,Max,2007,Registered Births in Ireland (Number)
56,Max,2008,Rank of Name in Ireland  (Number)
165,Max,2008,Registered Births in Ireland (Number)
56,Max,2009,Rank of Name in Ireland  (Number)
163,Max,2009,Registered Births in Ireland (Number)
49,Max,2010,Rank of Name in Ireland  (Number)
181,Max,2010,Registered Births in Ireland (Number)
46,Max,2011,Rank of Name in Ireland  (Number)
194,Max,2011,Registered Births in Ireland (Number)
34,Max,2012,Rank of Name in Ireland  (Number)
232,Max,2012,Registered Births in Ireland (Number)
35,Max,2013,Rank of Name in Ireland  (Number)
213,Max,2013,Registered Births in Ireland (Number)
39,Max,2014,Rank of Name in Ireland  (Number)
201,Max,2014,Registered Births in Ireland (Number)
43,Max,2015,Rank of Name in Ireland  (Number)
173,Max,2015,Registered Births in Ireland (Number)
35,Max,2016,Rank of Name in Ireland  (Number)
214,Max,2016,Registered Births in Ireland (Number)
38,Max,2017,Rank of Name in Ireland  (Number)
182,Max,2017,Registered Births in Ireland (Number)
83,Ethan,1998,Rank of Name in Ireland  (Number)
53,Ethan,1998,Registered Births in Ireland (Number)
76,Ethan,1999,Rank of Name in Ireland  (Number)
76,Ethan,1999,Registered Births in Ireland (Number)
71,Ethan,2000,Rank of Name in Ireland  (Number)
83,Ethan,2000,Registered Births in Ireland (Number)
51,Ethan,2001,Rank of Name in Ireland  (Number)
135,Ethan,2001,Registered Births in Ireland (Number)
50,Ethan,2002,Rank of Name in Ireland  (Number)
128,Ethan,2002,Registered Births in Ireland (Number)
44,Ethan,2003,Rank of Name in Ireland  (Number)
141,Ethan,2003,Registered Births in Ireland (Number)
47,Ethan,2004,Rank of Name in Ireland  (Number)
160,Ethan,2004,Registered Births in Ireland (Number)
49,Ethan,2005,Rank of Name in Ireland  (Number)
151,Ethan,2005,Registered Births in Ireland (Number)
54,Ethan,2006,Rank of Name in Ireland  (Number)
139,Ethan,2006,Registered Births in Ireland (Number)
46,Ethan,2007,Rank of Name in Ireland  (Number)
176,Ethan,2007,Registered Births in Ireland (Number)
53,Ethan,2008,Rank of Name in Ireland  (Number)
170,Ethan,2008,Registered Births in Ireland (Number)
45,Ethan,2009,Rank of Name in Ireland  (Number)
197,Ethan,2009,Registered Births in Ireland (Number)
34,Ethan,2010,Rank of Name in Ireland  (Number)
267,Ethan,2010,Registered Births in Ireland (Number)
31,Ethan,2011,Rank of Name in Ireland  (Number)
253,Ethan,2011,Registered Births in Ireland (Number)
30,Ethan,2012,Rank of Name in Ireland  (Number)
268,Ethan,2012,Registered Births in Ireland (Number)
36,Ethan,2013,Rank of Name in Ireland  (Number)
211,Ethan,2013,Registered Births in Ireland (Number)
31,Ethan,2014,Rank of Name in Ireland  (Number)
234,Ethan,2014,Registered Births in Ireland (Number)
40,Ethan,2015,Rank of Name in Ireland  (Number)
181,Ethan,2015,Registered Births in Ireland (Number)
41,Ethan,2016,Rank of Name in Ireland  (Number)
190,Ethan,2016,Registered Births in Ireland (Number)
35,Ethan,2017,Rank of Name in Ireland  (Number)
186,Ethan,2017,Registered Births in Ireland (Number)
128,Rian,1998,Rank of Name in Ireland  (Number)
28,Rian,1998,Registered Births in Ireland (Number)
152,Rian,1999,Rank of Name in Ireland  (Number)
20,Rian,1999,Registered Births in Ireland (Number)
124,Rian,2000,Rank of Name in Ireland  (Number)
35,Rian,2000,Registered Births in Ireland (Number)
108,Rian,2001,Rank of Name in Ireland  (Number)
44,Rian,2001,Registered Births in Ireland (Number)
116,Rian,2002,Rank of Name in Ireland  (Number)
40,Rian,2002,Registered Births in Ireland (Number)
129,Rian,2003,Rank of Name in Ireland  (Number)
36,Rian,2003,Registered Births in Ireland (Number)
100,Rian,2004,Rank of Name in Ireland  (Number)
59,Rian,2004,Registered Births in Ireland (Number)
84,Rian,2005,Rank of Name in Ireland  (Number)
75,Rian,2005,Registered Births in Ireland (Number)
77,Rian,2006,Rank of Name in Ireland  (Number)
86,Rian,2006,Registered Births in Ireland (Number)
58,Rian,2007,Rank of Name in Ireland  (Number)
139,Rian,2007,Registered Births in Ireland (Number)
62,Rian,2008,Rank of Name in Ireland  (Number)
144,Rian,2008,Registered Births in Ireland (Number)
60,Rian,2009,Rank of Name in Ireland  (Number)
150,Rian,2009,Registered Births in Ireland (Number)
54,Rian,2010,Rank of Name in Ireland  (Number)
158,Rian,2010,Registered Births in Ireland (Number)
42,Rian,2011,Rank of Name in Ireland  (Number)
213,Rian,2011,Registered Births in Ireland (Number)
33,Rian,2012,Rank of Name in Ireland  (Number)
243,Rian,2012,Registered Births in Ireland (Number)
37,Rian,2013,Rank of Name in Ireland  (Number)
208,Rian,2013,Registered Births in Ireland (Number)
35,Rian,2014,Rank of Name in Ireland  (Number)
215,Rian,2014,Registered Births in Ireland (Number)
36,Rian,2015,Rank of Name in Ireland  (Number)
200,Rian,2015,Registered Births in Ireland (Number)
31,Rian,2016,Rank of Name in Ireland  (Number)
231,Rian,2016,Registered Births in Ireland (Number)
25,Rian,2017,Rank of Name in Ireland  (Number)
257,Rian,2017,Registered Births in Ireland (Number)
40,Joseph,1998,Rank of Name in Ireland  (Number)
168,Joseph,1998,Registered Births in Ireland (Number)
31,Joseph,1999,Rank of Name in Ireland  (Number)
219,Joseph,1999,Registered Births in Ireland (Number)
33,Joseph,2000,Rank of Name in Ireland  (Number)
220,Joseph,2000,Registered Births in Ireland (Number)
31,Joseph,2001,Rank of Name in Ireland  (Number)
243,Joseph,2001,Registered Births in Ireland (Number)
33,Joseph,2002,Rank of Name in Ireland  (Number)
201,Joseph,2002,Registered Births in Ireland (Number)
32,Joseph,2003,Rank of Name in Ireland  (Number)
218,Joseph,2003,Registered Births in Ireland (Number)
31,Joseph,2004,Rank of Name in Ireland  (Number)
232,Joseph,2004,Registered Births in Ireland (Number)
31,Joseph,2005,Rank of Name in Ireland  (Number)
226,Joseph,2005,Registered Births in Ireland (Number)
39,Joseph,2006,Rank of Name in Ireland  (Number)
195,Joseph,2006,Registered Births in Ireland (Number)
33,Joseph,2007,Rank of Name in Ireland  (Number)
242,Joseph,2007,Registered Births in Ireland (Number)
32,Joseph,2008,Rank of Name in Ireland  (Number)
268,Joseph,2008,Registered Births in Ireland (Number)
36,Joseph,2009,Rank of Name in Ireland  (Number)
244,Joseph,2009,Registered Births in Ireland (Number)
37,Joseph,2010,Rank of Name in Ireland  (Number)
225,Joseph,2010,Registered Births in Ireland (Number)
41,Joseph,2011,Rank of Name in Ireland  (Number)
214,Joseph,2011,Registered Births in Ireland (Number)
44,Joseph,2012,Rank of Name in Ireland  (Number)
196,Joseph,2012,Registered Births in Ireland (Number)
38,Joseph,2013,Rank of Name in Ireland  (Number)
207,Joseph,2013,Registered Births in Ireland (Number)
41,Joseph,2014,Rank of Name in Ireland  (Number)
197,Joseph,2014,Registered Births in Ireland (Number)
42,Joseph,2015,Rank of Name in Ireland  (Number)
174,Joseph,2015,Registered Births in Ireland (Number)
51,Joseph,2016,Rank of Name in Ireland  (Number)
153,Joseph,2016,Registered Births in Ireland (Number)
47,Joseph,2017,Rank of Name in Ireland  (Number)
162,Joseph,2017,Registered Births in Ireland (Number)
75,Alexander,1998,Rank of Name in Ireland  (Number)
66,Alexander,1998,Registered Births in Ireland (Number)
68,Alexander,1999,Rank of Name in Ireland  (Number)
88,Alexander,1999,Registered Births in Ireland (Number)
72,Alexander,2000,Rank of Name in Ireland  (Number)
81,Alexander,2000,Registered Births in Ireland (Number)
65,Alexander,2001,Rank of Name in Ireland  (Number)
102,Alexander,2001,Registered Births in Ireland (Number)
56,Alexander,2002,Rank of Name in Ireland  (Number)
119,Alexander,2002,Registered Births in Ireland (Number)
49,Alexander,2003,Rank of Name in Ireland  (Number)
136,Alexander,2003,Registered Births in Ireland (Number)
59,Alexander,2004,Rank of Name in Ireland  (Number)
132,Alexander,2004,Registered Births in Ireland (Number)
47,Alexander,2005,Rank of Name in Ireland  (Number)
152,Alexander,2005,Registered Births in Ireland (Number)
56,Alexander,2006,Rank of Name in Ireland  (Number)
134,Alexander,2006,Registered Births in Ireland (Number)
56,Alexander,2007,Rank of Name in Ireland  (Number)
145,Alexander,2007,Registered Births in Ireland (Number)
45,Alexander,2008,Rank of Name in Ireland  (Number)
185,Alexander,2008,Registered Births in Ireland (Number)
50,Alexander,2009,Rank of Name in Ireland  (Number)
177,Alexander,2009,Registered Births in Ireland (Number)
51,Alexander,2010,Rank of Name in Ireland  (Number)
174,Alexander,2010,Registered Births in Ireland (Number)
49,Alexander,2011,Rank of Name in Ireland  (Number)
183,Alexander,2011,Registered Births in Ireland (Number)
54,Alexander,2012,Rank of Name in Ireland  (Number)
161,Alexander,2012,Registered Births in Ireland (Number)
39,Alexander,2013,Rank of Name in Ireland  (Number)
202,Alexander,2013,Registered Births in Ireland (Number)
37,Alexander,2014,Rank of Name in Ireland  (Number)
211,Alexander,2014,Registered Births in Ireland (Number)
46,Alexander,2015,Rank of Name in Ireland  (Number)
169,Alexander,2015,Registered Births in Ireland (Number)
49,Alexander,2016,Rank of Name in Ireland  (Number)
160,Alexander,2016,Registered Births in Ireland (Number)
39,Alexander,2017,Rank of Name in Ireland  (Number)
180,Alexander,2017,Registered Births in Ireland (Number)
"""..""",Mason,1998,Rank of Name in Ireland  (Number)
"""..""",Mason,1998,Registered Births in Ireland (Number)
"""..""",Mason,1999,Rank of Name in Ireland  (Number)
"""..""",Mason,1999,Registered Births in Ireland (Number)
"""..""",Mason,2000,Rank of Name in Ireland  (Number)
"""..""",Mason,2000,Registered Births in Ireland (Number)
"""..""",Mason,2001,Rank of Name in Ireland  (Number)
"""..""",Mason,2001,Registered Births in Ireland (Number)
"""..""",Mason,2002,Rank of Name in Ireland  (Number)
"""..""",Mason,2002,Registered Births in Ireland (Number)
"""..""",Mason,2003,Rank of Name in Ireland  (Number)
"""..""",Mason,2003,Registered Births in Ireland (Number)
"""..""",Mason,2004,Rank of Name in Ireland  (Number)
"""..""",Mason,2004,Registered Births in Ireland (Number)
"""..""",Mason,2005,Rank of Name in Ireland  (Number)
"""..""",Mason,2005,Registered Births in Ireland (Number)
"""..""",Mason,2006,Rank of Name in Ireland  (Number)
"""..""",Mason,2006,Registered Births in Ireland (Number)
"""..""",Mason,2007,Rank of Name in Ireland  (Number)
"""..""",Mason,2007,Registered Births in Ireland (Number)
252,Mason,2008,Rank of Name in Ireland  (Number)
18,Mason,2008,Registered Births in Ireland (Number)
"""..""",Mason,2009,Rank of Name in Ireland  (Number)
"""..""",Mason,2009,Registered Births in Ireland (Number)
"""..""",Mason,2010,Rank of Name in Ireland  (Number)
"""..""",Mason,2010,Registered Births in Ireland (Number)
70,Mason,2011,Rank of Name in Ireland  (Number)
115,Mason,2011,Registered Births in Ireland (Number)
57,Mason,2012,Rank of Name in Ireland  (Number)
159,Mason,2012,Registered Births in Ireland (Number)
40,Mason,2013,Rank of Name in Ireland  (Number)
201,Mason,2013,Registered Births in Ireland (Number)
44,Mason,2014,Rank of Name in Ireland  (Number)
187,Mason,2014,Registered Births in Ireland (Number)
39,Mason,2015,Rank of Name in Ireland  (Number)
186,Mason,2015,Registered Births in Ireland (Number)
43,Mason,2016,Rank of Name in Ireland  (Number)
186,Mason,2016,Registered Births in Ireland (Number)
49,Mason,2017,Rank of Name in Ireland  (Number)
158,Mason,2017,Registered Births in Ireland (Number)
203,Oliver,1998,Rank of Name in Ireland  (Number)
10,Oliver,1998,Registered Births in Ireland (Number)
161,Oliver,1999,Rank of Name in Ireland  (Number)
19,Oliver,1999,Registered Births in Ireland (Number)
174,Oliver,2000,Rank of Name in Ireland  (Number)
16,Oliver,2000,Registered Births in Ireland (Number)
138,Oliver,2001,Rank of Name in Ireland  (Number)
28,Oliver,2001,Registered Births in Ireland (Number)
155,Oliver,2002,Rank of Name in Ireland  (Number)
25,Oliver,2002,Registered Births in Ireland (Number)
142,Oliver,2003,Rank of Name in Ireland  (Number)
30,Oliver,2003,Registered Births in Ireland (Number)
117,Oliver,2004,Rank of Name in Ireland  (Number)
46,Oliver,2004,Registered Births in Ireland (Number)
119,Oliver,2005,Rank of Name in Ireland  (Number)
46,Oliver,2005,Registered Births in Ireland (Number)
101,Oliver,2006,Rank of Name in Ireland  (Number)
61,Oliver,2006,Registered Births in Ireland (Number)
76,Oliver,2007,Rank of Name in Ireland  (Number)
99,Oliver,2007,Registered Births in Ireland (Number)
83,Oliver,2008,Rank of Name in Ireland  (Number)
98,Oliver,2008,Registered Births in Ireland (Number)
62,Oliver,2009,Rank of Name in Ireland  (Number)
139,Oliver,2009,Registered Births in Ireland (Number)
52,Oliver,2010,Rank of Name in Ireland  (Number)
167,Oliver,2010,Registered Births in Ireland (Number)
54,Oliver,2011,Rank of Name in Ireland  (Number)
167,Oliver,2011,Registered Births in Ireland (Number)
59,Oliver,2012,Rank of Name in Ireland  (Number)
155,Oliver,2012,Registered Births in Ireland (Number)
41,Oliver,2013,Rank of Name in Ireland  (Number)
199,Oliver,2013,Registered Births in Ireland (Number)
40,Oliver,2014,Rank of Name in Ireland  (Number)
199,Oliver,2014,Registered Births in Ireland (Number)
