num,Name,Year,Statistic
73,Colm,2003,Rank of Name in Ireland  (Number)
86,Colm,2003,Registered Births in Ireland (Number)
74,Colm,2004,Rank of Name in Ireland  (Number)
88,Colm,2004,Registered Births in Ireland (Number)
86,Colm,2005,Rank of Name in Ireland  (Number)
74,Colm,2005,Registered Births in Ireland (Number)
73,Colm,2006,Rank of Name in Ireland  (Number)
97,Colm,2006,Registered Births in Ireland (Number)
82,Colm,2007,Rank of Name in Ireland  (Number)
85,Colm,2007,Registered Births in Ireland (Number)
"""..""",Colm,2008,Rank of Name in Ireland  (Number)
"""..""",Colm,2008,Registered Births in Ireland (Number)
99,Colm,2009,Rank of Name in Ireland  (Number)
76,Colm,2009,Registered Births in Ireland (Number)
151,Colm,2010,Rank of Name in Ireland  (Number)
47,Colm,2010,Registered Births in Ireland (Number)
128,Colm,2011,Rank of Name in Ireland  (Number)
54,Colm,2011,Registered Births in Ireland (Number)
"""..""",Colm,2012,Rank of Name in Ireland  (Number)
"""..""",Colm,2012,Registered Births in Ireland (Number)
117,Colm,2013,Rank of Name in Ireland  (Number)
59,Colm,2013,Registered Births in Ireland (Number)
"""..""",Colm,2014,Rank of Name in Ireland  (Number)
"""..""",Colm,2014,Registered Births in Ireland (Number)
"""..""",Colm,2015,Rank of Name in Ireland  (Number)
"""..""",Colm,2015,Registered Births in Ireland (Number)
"""..""",Colm,2016,Rank of Name in Ireland  (Number)
"""..""",Colm,2016,Registered Births in Ireland (Number)
197,Colm,2017,Rank of Name in Ireland  (Number)
29,Colm,2017,Registered Births in Ireland (Number)
87,Philip,1998,Rank of Name in Ireland  (Number)
49,Philip,1998,Registered Births in Ireland (Number)
78,Philip,1999,Rank of Name in Ireland  (Number)
73,Philip,1999,Registered Births in Ireland (Number)
74,Philip,2000,Rank of Name in Ireland  (Number)
75,Philip,2000,Registered Births in Ireland (Number)
97,Philip,2001,Rank of Name in Ireland  (Number)
52,Philip,2001,Registered Births in Ireland (Number)
123,Philip,2002,Rank of Name in Ireland  (Number)
37,Philip,2002,Registered Births in Ireland (Number)
111,Philip,2003,Rank of Name in Ireland  (Number)
45,Philip,2003,Registered Births in Ireland (Number)
126,Philip,2004,Rank of Name in Ireland  (Number)
41,Philip,2004,Registered Births in Ireland (Number)
128,Philip,2005,Rank of Name in Ireland  (Number)
42,Philip,2005,Registered Births in Ireland (Number)
107,Philip,2006,Rank of Name in Ireland  (Number)
56,Philip,2006,Registered Births in Ireland (Number)
129,Philip,2007,Rank of Name in Ireland  (Number)
51,Philip,2007,Registered Births in Ireland (Number)
"""..""",Philip,2008,Rank of Name in Ireland  (Number)
"""..""",Philip,2008,Registered Births in Ireland (Number)
140,Philip,2009,Rank of Name in Ireland  (Number)
48,Philip,2009,Registered Births in Ireland (Number)
153,Philip,2010,Rank of Name in Ireland  (Number)
45,Philip,2010,Registered Births in Ireland (Number)
187,Philip,2011,Rank of Name in Ireland  (Number)
35,Philip,2011,Registered Births in Ireland (Number)
"""..""",Philip,2012,Rank of Name in Ireland  (Number)
"""..""",Philip,2012,Registered Births in Ireland (Number)
147,Philip,2013,Rank of Name in Ireland  (Number)
43,Philip,2013,Registered Births in Ireland (Number)
"""..""",Philip,2014,Rank of Name in Ireland  (Number)
"""..""",Philip,2014,Registered Births in Ireland (Number)
"""..""",Philip,2015,Rank of Name in Ireland  (Number)
"""..""",Philip,2015,Registered Births in Ireland (Number)
"""..""",Philip,2016,Rank of Name in Ireland  (Number)
"""..""",Philip,2016,Registered Births in Ireland (Number)
162,Philip,2017,Rank of Name in Ireland  (Number)
37,Philip,2017,Registered Births in Ireland (Number)
95,Seamus,1998,Rank of Name in Ireland  (Number)
45,Seamus,1998,Registered Births in Ireland (Number)
107,Seamus,1999,Rank of Name in Ireland  (Number)
42,Seamus,1999,Registered Births in Ireland (Number)
101,Seamus,2000,Rank of Name in Ireland  (Number)
48,Seamus,2000,Registered Births in Ireland (Number)
111,Seamus,2001,Rank of Name in Ireland  (Number)
43,Seamus,2001,Registered Births in Ireland (Number)
97,Seamus,2002,Rank of Name in Ireland  (Number)
51,Seamus,2002,Registered Births in Ireland (Number)
119,Seamus,2003,Rank of Name in Ireland  (Number)
40,Seamus,2003,Registered Births in Ireland (Number)
129,Seamus,2004,Rank of Name in Ireland  (Number)
39,Seamus,2004,Registered Births in Ireland (Number)
131,Seamus,2005,Rank of Name in Ireland  (Number)
41,Seamus,2005,Registered Births in Ireland (Number)
143,Seamus,2006,Rank of Name in Ireland  (Number)
37,Seamus,2006,Registered Births in Ireland (Number)
143,Seamus,2007,Rank of Name in Ireland  (Number)
44,Seamus,2007,Registered Births in Ireland (Number)
"""..""",Seamus,2008,Rank of Name in Ireland  (Number)
"""..""",Seamus,2008,Registered Births in Ireland (Number)
147,Seamus,2009,Rank of Name in Ireland  (Number)
44,Seamus,2009,Registered Births in Ireland (Number)
178,Seamus,2010,Rank of Name in Ireland  (Number)
35,Seamus,2010,Registered Births in Ireland (Number)
160,Seamus,2011,Rank of Name in Ireland  (Number)
44,Seamus,2011,Registered Births in Ireland (Number)
"""..""",Seamus,2012,Rank of Name in Ireland  (Number)
"""..""",Seamus,2012,Registered Births in Ireland (Number)
178,Seamus,2013,Rank of Name in Ireland  (Number)
36,Seamus,2013,Registered Births in Ireland (Number)
"""..""",Seamus,2014,Rank of Name in Ireland  (Number)
"""..""",Seamus,2014,Registered Births in Ireland (Number)
"""..""",Seamus,2015,Rank of Name in Ireland  (Number)
"""..""",Seamus,2015,Registered Births in Ireland (Number)
"""..""",Seamus,2016,Rank of Name in Ireland  (Number)
"""..""",Seamus,2016,Registered Births in Ireland (Number)
134,Seamus,2017,Rank of Name in Ireland  (Number)
46,Seamus,2017,Registered Births in Ireland (Number)
162,Tristan,1998,Rank of Name in Ireland  (Number)
16,Tristan,1998,Registered Births in Ireland (Number)
201,Tristan,1999,Rank of Name in Ireland  (Number)
11,Tristan,1999,Registered Births in Ireland (Number)
155,Tristan,2000,Rank of Name in Ireland  (Number)
22,Tristan,2000,Registered Births in Ireland (Number)
147,Tristan,2001,Rank of Name in Ireland  (Number)
24,Tristan,2001,Registered Births in Ireland (Number)
136,Tristan,2002,Rank of Name in Ireland  (Number)
31,Tristan,2002,Registered Births in Ireland (Number)
142,Tristan,2003,Rank of Name in Ireland  (Number)
30,Tristan,2003,Registered Births in Ireland (Number)
152,Tristan,2004,Rank of Name in Ireland  (Number)
28,Tristan,2004,Registered Births in Ireland (Number)
122,Tristan,2005,Rank of Name in Ireland  (Number)
45,Tristan,2005,Registered Births in Ireland (Number)
99,Tristan,2006,Rank of Name in Ireland  (Number)
62,Tristan,2006,Registered Births in Ireland (Number)
120,Tristan,2007,Rank of Name in Ireland  (Number)
54,Tristan,2007,Registered Births in Ireland (Number)
"""..""",Tristan,2008,Rank of Name in Ireland  (Number)
"""..""",Tristan,2008,Registered Births in Ireland (Number)
118,Tristan,2009,Rank of Name in Ireland  (Number)
64,Tristan,2009,Registered Births in Ireland (Number)
116,Tristan,2010,Rank of Name in Ireland  (Number)
62,Tristan,2010,Registered Births in Ireland (Number)
128,Tristan,2011,Rank of Name in Ireland  (Number)
54,Tristan,2011,Registered Births in Ireland (Number)
"""..""",Tristan,2012,Rank of Name in Ireland  (Number)
"""..""",Tristan,2012,Registered Births in Ireland (Number)
142,Tristan,2013,Rank of Name in Ireland  (Number)
45,Tristan,2013,Registered Births in Ireland (Number)
"""..""",Tristan,2014,Rank of Name in Ireland  (Number)
"""..""",Tristan,2014,Registered Births in Ireland (Number)
"""..""",Tristan,2015,Rank of Name in Ireland  (Number)
"""..""",Tristan,2015,Registered Births in Ireland (Number)
"""..""",Tristan,2016,Rank of Name in Ireland  (Number)
"""..""",Tristan,2016,Registered Births in Ireland (Number)
179,Tristan,2017,Rank of Name in Ireland  (Number)
33,Tristan,2017,Registered Births in Ireland (Number)
78,Brendan,1998,Rank of Name in Ireland  (Number)
60,Brendan,1998,Registered Births in Ireland (Number)
84,Brendan,1999,Rank of Name in Ireland  (Number)
66,Brendan,1999,Registered Births in Ireland (Number)
76,Brendan,2000,Rank of Name in Ireland  (Number)
73,Brendan,2000,Registered Births in Ireland (Number)
90,Brendan,2001,Rank of Name in Ireland  (Number)
59,Brendan,2001,Registered Births in Ireland (Number)
84,Brendan,2002,Rank of Name in Ireland  (Number)
65,Brendan,2002,Registered Births in Ireland (Number)
81,Brendan,2003,Rank of Name in Ireland  (Number)
75,Brendan,2003,Registered Births in Ireland (Number)
104,Brendan,2004,Rank of Name in Ireland  (Number)
57,Brendan,2004,Registered Births in Ireland (Number)
110,Brendan,2005,Rank of Name in Ireland  (Number)
51,Brendan,2005,Registered Births in Ireland (Number)
111,Brendan,2006,Rank of Name in Ireland  (Number)
55,Brendan,2006,Registered Births in Ireland (Number)
145,Brendan,2007,Rank of Name in Ireland  (Number)
43,Brendan,2007,Registered Births in Ireland (Number)
"""..""",Brendan,2008,Rank of Name in Ireland  (Number)
"""..""",Brendan,2008,Registered Births in Ireland (Number)
167,Brendan,2009,Rank of Name in Ireland  (Number)
36,Brendan,2009,Registered Births in Ireland (Number)
153,Brendan,2010,Rank of Name in Ireland  (Number)
45,Brendan,2010,Registered Births in Ireland (Number)
164,Brendan,2011,Rank of Name in Ireland  (Number)
42,Brendan,2011,Registered Births in Ireland (Number)
"""..""",Brendan,2012,Rank of Name in Ireland  (Number)
"""..""",Brendan,2012,Registered Births in Ireland (Number)
199,Brendan,2013,Rank of Name in Ireland  (Number)
30,Brendan,2013,Registered Births in Ireland (Number)
"""..""",Brendan,2014,Rank of Name in Ireland  (Number)
"""..""",Brendan,2014,Registered Births in Ireland (Number)
"""..""",Brendan,2015,Rank of Name in Ireland  (Number)
"""..""",Brendan,2015,Registered Births in Ireland (Number)
"""..""",Brendan,2016,Rank of Name in Ireland  (Number)
"""..""",Brendan,2016,Registered Births in Ireland (Number)
220,Brendan,2017,Rank of Name in Ireland  (Number)
25,Brendan,2017,Registered Births in Ireland (Number)
87,Shaun,1998,Rank of Name in Ireland  (Number)
49,Shaun,1998,Registered Births in Ireland (Number)
90,Shaun,1999,Rank of Name in Ireland  (Number)
55,Shaun,1999,Registered Births in Ireland (Number)
102,Shaun,2000,Rank of Name in Ireland  (Number)
47,Shaun,2000,Registered Births in Ireland (Number)
98,Shaun,2001,Rank of Name in Ireland  (Number)
50,Shaun,2001,Registered Births in Ireland (Number)
136,Shaun,2002,Rank of Name in Ireland  (Number)
31,Shaun,2002,Registered Births in Ireland (Number)
106,Shaun,2003,Rank of Name in Ireland  (Number)
49,Shaun,2003,Registered Births in Ireland (Number)
120,Shaun,2004,Rank of Name in Ireland  (Number)
45,Shaun,2004,Registered Births in Ireland (Number)
134,Shaun,2005,Rank of Name in Ireland  (Number)
38,Shaun,2005,Registered Births in Ireland (Number)
166,Shaun,2006,Rank of Name in Ireland  (Number)
29,Shaun,2006,Registered Births in Ireland (Number)
147,Shaun,2007,Rank of Name in Ireland  (Number)
42,Shaun,2007,Registered Births in Ireland (Number)
"""..""",Shaun,2008,Rank of Name in Ireland  (Number)
"""..""",Shaun,2008,Registered Births in Ireland (Number)
227,Shaun,2009,Rank of Name in Ireland  (Number)
24,Shaun,2009,Registered Births in Ireland (Number)
300,Shaun,2010,Rank of Name in Ireland  (Number)
14,Shaun,2010,Registered Births in Ireland (Number)
238,Shaun,2011,Rank of Name in Ireland  (Number)
22,Shaun,2011,Registered Births in Ireland (Number)
"""..""",Shaun,2012,Rank of Name in Ireland  (Number)
"""..""",Shaun,2012,Registered Births in Ireland (Number)
317,Shaun,2013,Rank of Name in Ireland  (Number)
13,Shaun,2013,Registered Births in Ireland (Number)
"""..""",Shaun,2014,Rank of Name in Ireland  (Number)
"""..""",Shaun,2014,Registered Births in Ireland (Number)
"""..""",Shaun,2015,Rank of Name in Ireland  (Number)
"""..""",Shaun,2015,Registered Births in Ireland (Number)
"""..""",Shaun,2016,Rank of Name in Ireland  (Number)
"""..""",Shaun,2016,Registered Births in Ireland (Number)
443,Shaun,2017,Rank of Name in Ireland  (Number)
7,Shaun,2017,Registered Births in Ireland (Number)
83,Steven,1998,Rank of Name in Ireland  (Number)
53,Steven,1998,Registered Births in Ireland (Number)
97,Steven,1999,Rank of Name in Ireland  (Number)
47,Steven,1999,Registered Births in Ireland (Number)
97,Steven,2000,Rank of Name in Ireland  (Number)
53,Steven,2000,Registered Births in Ireland (Number)
131,Steven,2001,Rank of Name in Ireland  (Number)
33,Steven,2001,Registered Births in Ireland (Number)
99,Steven,2002,Rank of Name in Ireland  (Number)
50,Steven,2002,Registered Births in Ireland (Number)
124,Steven,2003,Rank of Name in Ireland  (Number)
39,Steven,2003,Registered Births in Ireland (Number)
135,Steven,2004,Rank of Name in Ireland  (Number)
34,Steven,2004,Registered Births in Ireland (Number)
128,Steven,2005,Rank of Name in Ireland  (Number)
42,Steven,2005,Registered Births in Ireland (Number)
140,Steven,2006,Rank of Name in Ireland  (Number)
38,Steven,2006,Registered Births in Ireland (Number)
147,Steven,2007,Rank of Name in Ireland  (Number)
42,Steven,2007,Registered Births in Ireland (Number)
"""..""",Steven,2008,Rank of Name in Ireland  (Number)
"""..""",Steven,2008,Registered Births in Ireland (Number)
158,Steven,2009,Rank of Name in Ireland  (Number)
39,Steven,2009,Registered Births in Ireland (Number)
225,Steven,2010,Rank of Name in Ireland  (Number)
24,Steven,2010,Registered Births in Ireland (Number)
245,Steven,2011,Rank of Name in Ireland  (Number)
21,Steven,2011,Registered Births in Ireland (Number)
"""..""",Steven,2012,Rank of Name in Ireland  (Number)
"""..""",Steven,2012,Registered Births in Ireland (Number)
296,Steven,2013,Rank of Name in Ireland  (Number)
15,Steven,2013,Registered Births in Ireland (Number)
"""..""",Steven,2014,Rank of Name in Ireland  (Number)
"""..""",Steven,2014,Registered Births in Ireland (Number)
"""..""",Steven,2015,Rank of Name in Ireland  (Number)
"""..""",Steven,2015,Registered Births in Ireland (Number)
"""..""",Steven,2016,Rank of Name in Ireland  (Number)
"""..""",Steven,2016,Registered Births in Ireland (Number)
495,Steven,2017,Rank of Name in Ireland  (Number)
6,Steven,2017,Registered Births in Ireland (Number)
74,Brandon,1998,Rank of Name in Ireland  (Number)
67,Brandon,1998,Registered Births in Ireland (Number)
67,Brandon,1999,Rank of Name in Ireland  (Number)
89,Brandon,1999,Registered Births in Ireland (Number)
67,Brandon,2000,Rank of Name in Ireland  (Number)
88,Brandon,2000,Registered Births in Ireland (Number)
83,Brandon,2001,Rank of Name in Ireland  (Number)
67,Brandon,2001,Registered Births in Ireland (Number)
70,Brandon,2002,Rank of Name in Ireland  (Number)
92,Brandon,2002,Registered Births in Ireland (Number)
76,Brandon,2003,Rank of Name in Ireland  (Number)
80,Brandon,2003,Registered Births in Ireland (Number)
78,Brandon,2004,Rank of Name in Ireland  (Number)
85,Brandon,2004,Registered Births in Ireland (Number)
98,Brandon,2005,Rank of Name in Ireland  (Number)
63,Brandon,2005,Registered Births in Ireland (Number)
79,Brandon,2006,Rank of Name in Ireland  (Number)
84,Brandon,2006,Registered Births in Ireland (Number)
97,Brandon,2007,Rank of Name in Ireland  (Number)
74,Brandon,2007,Registered Births in Ireland (Number)
"""..""",Brandon,2008,Rank of Name in Ireland  (Number)
"""..""",Brandon,2008,Registered Births in Ireland (Number)
125,Brandon,2009,Rank of Name in Ireland  (Number)
59,Brandon,2009,Registered Births in Ireland (Number)
116,Brandon,2010,Rank of Name in Ireland  (Number)
62,Brandon,2010,Registered Births in Ireland (Number)
170,Brandon,2011,Rank of Name in Ireland  (Number)
40,Brandon,2011,Registered Births in Ireland (Number)
"""..""",Brandon,2012,Rank of Name in Ireland  (Number)
"""..""",Brandon,2012,Registered Births in Ireland (Number)
127,Brandon,2013,Rank of Name in Ireland  (Number)
49,Brandon,2013,Registered Births in Ireland (Number)
"""..""",Brandon,2014,Rank of Name in Ireland  (Number)
"""..""",Brandon,2014,Registered Births in Ireland (Number)
"""..""",Brandon,2015,Rank of Name in Ireland  (Number)
"""..""",Brandon,2015,Registered Births in Ireland (Number)
"""..""",Brandon,2016,Rank of Name in Ireland  (Number)
"""..""",Brandon,2016,Registered Births in Ireland (Number)
305,Brandon,2017,Rank of Name in Ireland  (Number)
14,Brandon,2017,Registered Births in Ireland (Number)
102,Diarmuid,1998,Rank of Name in Ireland  (Number)
39,Diarmuid,1998,Registered Births in Ireland (Number)
94,Diarmuid,1999,Rank of Name in Ireland  (Number)
51,Diarmuid,1999,Registered Births in Ireland (Number)
84,Diarmuid,2000,Rank of Name in Ireland  (Number)
62,Diarmuid,2000,Registered Births in Ireland (Number)
83,Diarmuid,2001,Rank of Name in Ireland  (Number)
67,Diarmuid,2001,Registered Births in Ireland (Number)
77,Diarmuid,2002,Rank of Name in Ireland  (Number)
75,Diarmuid,2002,Registered Births in Ireland (Number)
97,Diarmuid,2003,Rank of Name in Ireland  (Number)
56,Diarmuid,2003,Registered Births in Ireland (Number)
87,Diarmuid,2004,Rank of Name in Ireland  (Number)
68,Diarmuid,2004,Registered Births in Ireland (Number)
77,Diarmuid,2005,Rank of Name in Ireland  (Number)
84,Diarmuid,2005,Registered Births in Ireland (Number)
91,Diarmuid,2006,Rank of Name in Ireland  (Number)
69,Diarmuid,2006,Registered Births in Ireland (Number)
82,Diarmuid,2007,Rank of Name in Ireland  (Number)
85,Diarmuid,2007,Registered Births in Ireland (Number)
"""..""",Diarmuid,2008,Rank of Name in Ireland  (Number)
"""..""",Diarmuid,2008,Registered Births in Ireland (Number)
152,Diarmuid,2009,Rank of Name in Ireland  (Number)
42,Diarmuid,2009,Registered Births in Ireland (Number)
112,Diarmuid,2010,Rank of Name in Ireland  (Number)
65,Diarmuid,2010,Registered Births in Ireland (Number)
143,Diarmuid,2011,Rank of Name in Ireland  (Number)
49,Diarmuid,2011,Registered Births in Ireland (Number)
"""..""",Diarmuid,2012,Rank of Name in Ireland  (Number)
"""..""",Diarmuid,2012,Registered Births in Ireland (Number)
161,Diarmuid,2013,Rank of Name in Ireland  (Number)
40,Diarmuid,2013,Registered Births in Ireland (Number)
"""..""",Diarmuid,2014,Rank of Name in Ireland  (Number)
"""..""",Diarmuid,2014,Registered Births in Ireland (Number)
"""..""",Diarmuid,2015,Rank of Name in Ireland  (Number)
"""..""",Diarmuid,2015,Registered Births in Ireland (Number)
"""..""",Diarmuid,2016,Rank of Name in Ireland  (Number)
"""..""",Diarmuid,2016,Registered Births in Ireland (Number)
133,Diarmuid,2017,Rank of Name in Ireland  (Number)
47,Diarmuid,2017,Registered Births in Ireland (Number)
39,Ross,1998,Rank of Name in Ireland  (Number)
171,Ross,1998,Registered Births in Ireland (Number)
43,Ross,1999,Rank of Name in Ireland  (Number)
155,Ross,1999,Registered Births in Ireland (Number)
56,Ross,2000,Rank of Name in Ireland  (Number)
124,Ross,2000,Registered Births in Ireland (Number)
63,Ross,2001,Rank of Name in Ireland  (Number)
106,Ross,2001,Registered Births in Ireland (Number)
74,Ross,2002,Rank of Name in Ireland  (Number)
85,Ross,2002,Registered Births in Ireland (Number)
68,Ross,2003,Rank of Name in Ireland  (Number)
94,Ross,2003,Registered Births in Ireland (Number)
55,Ross,2004,Rank of Name in Ireland  (Number)
139,Ross,2004,Registered Births in Ireland (Number)
66,Ross,2005,Rank of Name in Ireland  (Number)
115,Ross,2005,Registered Births in Ireland (Number)
80,Ross,2006,Rank of Name in Ireland  (Number)
83,Ross,2006,Registered Births in Ireland (Number)
93,Ross,2007,Rank of Name in Ireland  (Number)
76,Ross,2007,Registered Births in Ireland (Number)
"""..""",Ross,2008,Rank of Name in Ireland  (Number)
"""..""",Ross,2008,Registered Births in Ireland (Number)
82,Ross,2009,Rank of Name in Ireland  (Number)
97,Ross,2009,Registered Births in Ireland (Number)
102,Ross,2010,Rank of Name in Ireland  (Number)
69,Ross,2010,Registered Births in Ireland (Number)
109,Ross,2011,Rank of Name in Ireland  (Number)
68,Ross,2011,Registered Births in Ireland (Number)
"""..""",Ross,2012,Rank of Name in Ireland  (Number)
"""..""",Ross,2012,Registered Births in Ireland (Number)
102,Ross,2013,Rank of Name in Ireland  (Number)
69,Ross,2013,Registered Births in Ireland (Number)
"""..""",Ross,2014,Rank of Name in Ireland  (Number)
"""..""",Ross,2014,Registered Births in Ireland (Number)
"""..""",Ross,2015,Rank of Name in Ireland  (Number)
"""..""",Ross,2015,Registered Births in Ireland (Number)
"""..""",Ross,2016,Rank of Name in Ireland  (Number)
"""..""",Ross,2016,Registered Births in Ireland (Number)
175,Ross,2017,Rank of Name in Ireland  (Number)
34,Ross,2017,Registered Births in Ireland (Number)
119,Cameron,1998,Rank of Name in Ireland  (Number)
29,Cameron,1998,Registered Births in Ireland (Number)
97,Cameron,1999,Rank of Name in Ireland  (Number)
47,Cameron,1999,Registered Births in Ireland (Number)
86,Cameron,2000,Rank of Name in Ireland  (Number)
61,Cameron,2000,Registered Births in Ireland (Number)
108,Cameron,2001,Rank of Name in Ireland  (Number)
44,Cameron,2001,Registered Births in Ireland (Number)
103,Cameron,2002,Rank of Name in Ireland  (Number)
49,Cameron,2002,Registered Births in Ireland (Number)
95,Cameron,2003,Rank of Name in Ireland  (Number)
57,Cameron,2003,Registered Births in Ireland (Number)
110,Cameron,2004,Rank of Name in Ireland  (Number)
51,Cameron,2004,Registered Births in Ireland (Number)
118,Cameron,2005,Rank of Name in Ireland  (Number)
47,Cameron,2005,Registered Births in Ireland (Number)
90,Cameron,2006,Rank of Name in Ireland  (Number)
70,Cameron,2006,Registered Births in Ireland (Number)
94,Cameron,2007,Rank of Name in Ireland  (Number)
75,Cameron,2007,Registered Births in Ireland (Number)
"""..""",Cameron,2008,Rank of Name in Ireland  (Number)
"""..""",Cameron,2008,Registered Births in Ireland (Number)
103,Cameron,2009,Rank of Name in Ireland  (Number)
75,Cameron,2009,Registered Births in Ireland (Number)
97,Cameron,2010,Rank of Name in Ireland  (Number)
74,Cameron,2010,Registered Births in Ireland (Number)
118,Cameron,2011,Rank of Name in Ireland  (Number)
63,Cameron,2011,Registered Births in Ireland (Number)
"""..""",Cameron,2012,Rank of Name in Ireland  (Number)
"""..""",Cameron,2012,Registered Births in Ireland (Number)
114,Cameron,2013,Rank of Name in Ireland  (Number)
63,Cameron,2013,Registered Births in Ireland (Number)
"""..""",Cameron,2014,Rank of Name in Ireland  (Number)
"""..""",Cameron,2014,Registered Births in Ireland (Number)
"""..""",Cameron,2015,Rank of Name in Ireland  (Number)
"""..""",Cameron,2015,Registered Births in Ireland (Number)
"""..""",Cameron,2016,Rank of Name in Ireland  (Number)
"""..""",Cameron,2016,Registered Births in Ireland (Number)
145,Cameron,2017,Rank of Name in Ireland  (Number)
42,Cameron,2017,Registered Births in Ireland (Number)
45,Gavin,1998,Rank of Name in Ireland  (Number)
142,Gavin,1998,Registered Births in Ireland (Number)
58,Gavin,1999,Rank of Name in Ireland  (Number)
110,Gavin,1999,Registered Births in Ireland (Number)
54,Gavin,2000,Rank of Name in Ireland  (Number)
126,Gavin,2000,Registered Births in Ireland (Number)
54,Gavin,2001,Rank of Name in Ireland  (Number)
124,Gavin,2001,Registered Births in Ireland (Number)
55,Gavin,2002,Rank of Name in Ireland  (Number)
121,Gavin,2002,Registered Births in Ireland (Number)
62,Gavin,2003,Rank of Name in Ireland  (Number)
113,Gavin,2003,Registered Births in Ireland (Number)
64,Gavin,2004,Rank of Name in Ireland  (Number)
123,Gavin,2004,Registered Births in Ireland (Number)
66,Gavin,2005,Rank of Name in Ireland  (Number)
115,Gavin,2005,Registered Births in Ireland (Number)
75,Gavin,2006,Rank of Name in Ireland  (Number)
95,Gavin,2006,Registered Births in Ireland (Number)
64,Gavin,2007,Rank of Name in Ireland  (Number)
123,Gavin,2007,Registered Births in Ireland (Number)
"""..""",Gavin,2008,Rank of Name in Ireland  (Number)
"""..""",Gavin,2008,Registered Births in Ireland (Number)
89,Gavin,2009,Rank of Name in Ireland  (Number)
91,Gavin,2009,Registered Births in Ireland (Number)
116,Gavin,2010,Rank of Name in Ireland  (Number)
62,Gavin,2010,Registered Births in Ireland (Number)
143,Gavin,2011,Rank of Name in Ireland  (Number)
49,Gavin,2011,Registered Births in Ireland (Number)
"""..""",Gavin,2012,Rank of Name in Ireland  (Number)
"""..""",Gavin,2012,Registered Births in Ireland (Number)
127,Gavin,2013,Rank of Name in Ireland  (Number)
49,Gavin,2013,Registered Births in Ireland (Number)
"""..""",Gavin,2014,Rank of Name in Ireland  (Number)
"""..""",Gavin,2014,Registered Births in Ireland (Number)
"""..""",Gavin,2015,Rank of Name in Ireland  (Number)
"""..""",Gavin,2015,Registered Births in Ireland (Number)
"""..""",Gavin,2016,Rank of Name in Ireland  (Number)
"""..""",Gavin,2016,Registered Births in Ireland (Number)
214,Gavin,2017,Rank of Name in Ireland  (Number)
26,Gavin,2017,Registered Births in Ireland (Number)
71,Connor,1998,Rank of Name in Ireland  (Number)
69,Connor,1998,Registered Births in Ireland (Number)
118,Connor,1999,Rank of Name in Ireland  (Number)
35,Connor,1999,Registered Births in Ireland (Number)
106,Connor,2000,Rank of Name in Ireland  (Number)
44,Connor,2000,Registered Births in Ireland (Number)
101,Connor,2001,Rank of Name in Ireland  (Number)
49,Connor,2001,Registered Births in Ireland (Number)
90,Connor,2002,Rank of Name in Ireland  (Number)
61,Connor,2002,Registered Births in Ireland (Number)
76,Connor,2003,Rank of Name in Ireland  (Number)
80,Connor,2003,Registered Births in Ireland (Number)
83,Connor,2004,Rank of Name in Ireland  (Number)
75,Connor,2004,Registered Births in Ireland (Number)
114,Connor,2005,Rank of Name in Ireland  (Number)
49,Connor,2005,Registered Births in Ireland (Number)
95,Connor,2006,Rank of Name in Ireland  (Number)
65,Connor,2006,Registered Births in Ireland (Number)
117,Connor,2007,Rank of Name in Ireland  (Number)
57,Connor,2007,Registered Births in Ireland (Number)
"""..""",Connor,2008,Rank of Name in Ireland  (Number)
"""..""",Connor,2008,Registered Births in Ireland (Number)
122,Connor,2009,Rank of Name in Ireland  (Number)
60,Connor,2009,Registered Births in Ireland (Number)
135,Connor,2010,Rank of Name in Ireland  (Number)
56,Connor,2010,Registered Births in Ireland (Number)
137,Connor,2011,Rank of Name in Ireland  (Number)
51,Connor,2011,Registered Births in Ireland (Number)
"""..""",Connor,2012,Rank of Name in Ireland  (Number)
"""..""",Connor,2012,Registered Births in Ireland (Number)
197,Connor,2013,Rank of Name in Ireland  (Number)
31,Connor,2013,Registered Births in Ireland (Number)
"""..""",Connor,2014,Rank of Name in Ireland  (Number)
"""..""",Connor,2014,Registered Births in Ireland (Number)
"""..""",Connor,2015,Rank of Name in Ireland  (Number)
"""..""",Connor,2015,Registered Births in Ireland (Number)
"""..""",Connor,2016,Rank of Name in Ireland  (Number)
"""..""",Connor,2016,Registered Births in Ireland (Number)
296,Connor,2017,Rank of Name in Ireland  (Number)
15,Connor,2017,Registered Births in Ireland (Number)
109,Christian,1998,Rank of Name in Ireland  (Number)
35,Christian,1998,Registered Births in Ireland (Number)
130,Christian,1999,Rank of Name in Ireland  (Number)
29,Christian,1999,Registered Births in Ireland (Number)
111,Christian,2000,Rank of Name in Ireland  (Number)
42,Christian,2000,Registered Births in Ireland (Number)
131,Christian,2001,Rank of Name in Ireland  (Number)
33,Christian,2001,Registered Births in Ireland (Number)
116,Christian,2002,Rank of Name in Ireland  (Number)
40,Christian,2002,Registered Births in Ireland (Number)
104,Christian,2003,Rank of Name in Ireland  (Number)
51,Christian,2003,Registered Births in Ireland (Number)
93,Christian,2004,Rank of Name in Ireland  (Number)
64,Christian,2004,Registered Births in Ireland (Number)
92,Christian,2005,Rank of Name in Ireland  (Number)
69,Christian,2005,Registered Births in Ireland (Number)
99,Christian,2006,Rank of Name in Ireland  (Number)
