,,,,,,,,,,,,,,,,,,,,,,,
Pojkars tilltalsnamn 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Boys' first names 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Tabellen visar i alfabetisk ordning alla tilltalsnamn som getts till minst 10 pojkar under något av åren.,,,,,,,,,,,,,,,,,,,,,,,
Varje stavning redovisas som ett eget namn.  - = färre än 10.,,,,,,,,,,,,,,,,,,,,,,,
The table includes an alphabetical list of all 'usual' given names assigned to more than ten boys for at least part of the period.,,,,,,,,,,,,,,,,,,,,,,,
Every spelling variation is counted as a name in its own right. The symbol '-' indicates that fewer than 10 boys were given the name.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Namn / Name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Robert,106,89,93,50,51,36,29,30,26,29,18,13,17,12,13,15,26,16,11,19,11,12,10
Roberto,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robin,476,414,425,391,420,354,343,328,306,249,212,195,184,166,131,91,89,80,52,58,54,36,42
Roger,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Roman,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10,-,-,-,-,-
Romeo,-,-,-,-,-,10,16,26,29,30,24,10,21,20,21,18,18,18,19,13,-,13,11
Roni,-,10,-,-,10,-,-,-,12,10,-,11,-,-,12,-,-,10,10,-,-,-,-
Roy,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,12,12,12,12,16,23,22,25
Ruben,37,29,21,45,53,38,43,58,71,83,89,118,106,80,104,90,73,77,89,92,83,88,101
Rufus,-,-,-,-,-,10,-,12,-,16,36,36,28,21,30,26,19,29,17,16,13,15,12
Rune,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,12,11,17,15
Ryan,-,-,11,-,-,-,16,13,12,27,25,16,28,28,28,26,26,17,42,47,29,44,33
Safwan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-
Said,-,-,-,-,-,-,-,-,-,11,-,-,-,10,12,15,13,12,11,-,21,13,-
Saif,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,13,-,-,-,-,-,-
Sakarias,-,-,11,-,-,-,10,-,14,-,-,-,-,13,-,10,-,13,-,14,-,11,-
Saleh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,10,11
Salim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,12,-
Salmaan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-
Salman,-,-,-,-,-,-,-,-,-,-,-,10,-,10,-,27,27,29,27,26,22,17,21
Sam,44,49,52,61,55,62,74,81,101,94,135,139,157,190,194,223,233,301,288,295,351,369,423
Sami,24,20,16,13,21,18,15,22,15,29,25,22,39,25,35,33,41,42,36,42,30,39,46
Samir,14,13,-,12,-,-,12,-,-,21,10,22,18,15,18,28,19,25,23,15,19,22,28
Sammy,-,17,-,-,-,11,-,-,11,-,-,-,-,10,-,-,15,13,-,10,-,10,10
Samuel,483,601,587,518,499,462,402,361,382,323,301,280,243,252,260,248,222,218,175,197,195,162,164
Sander,-,-,-,10,-,21,22,14,25,21,25,35,34,20,34,28,39,33,34,37,23,37,15
Santiago,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,-,14
Santino,-,-,-,-,-,-,-,-,-,-,-,-,-,15,10,-,-,12,10,-,11,10,-
Scott,-,-,-,-,-,-,-,-,14,-,14,19,10,14,17,20,11,19,21,17,16,11,11
Sean,16,-,14,20,15,11,16,10,25,18,17,14,12,-,10,-,-,-,-,-,-,-,-
Sebastian,592,651,636,559,614,577,541,418,453,414,358,343,322,283,251,243,234,204,147,169,114,99,114
Selim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-
Seth,-,-,-,12,11,10,11,16,11,24,16,22,31,18,31,59,36,44,54,43,37,32,32
Shayan,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sid,-,-,-,-,-,-,-,-,-,15,14,14,20,11,16,13,17,-,11,-,-,-,-
Sigge,-,17,11,17,27,27,31,48,69,114,175,199,183,177,192,226,267,278,271,253,232,226,217
Sigurd,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
Sigvard,-,-,-,-,-,-,-,-,-,12,11,12,-,-,16,10,16,26,22,31,20,20,19
Silas,-,-,-,-,-,-,-,-,-,-,16,47,42,40,36,34,29,30,32,30,28,17,28
Simon,1154,1143,1083,882,931,955,878,774,713,587,582,463,448,392,337,330,239,226,191,165,138,122,101
Sixten,18,24,34,41,52,55,95,129,165,175,258,322,325,366,427,405,469,428,355,350,324,291,287
Sonny,11,-,-,-,-,15,12,-,-,-,11,-,16,-,-,-,-,-,-,-,-,-,-
Stefan,55,61,46,38,38,32,29,27,26,30,28,19,26,23,21,23,34,26,23,27,30,30,21
Stellan,-,-,-,-,-,-,-,-,-,-,-,11,-,12,24,23,29,23,24,31,49,40,46
Sten,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,14,11,-
Steven,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
Stig,-,-,-,-,-,-,-,-,-,11,-,-,14,16,15,22,11,24,15,19,18,30,27
Sture,-,-,-,-,-,-,-,-,-,-,-,20,11,12,14,13,14,16,20,15,17,14,17
Suleiman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-
Sultan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,11
Sune,-,-,-,-,-,-,-,-,-,-,-,11,10,11,16,16,19,14,14,19,12,21,16
Svante,35,22,39,37,53,57,80,86,113,126,138,136,152,141,163,157,142,131,121,127,114,106,132
Sven,13,18,11,13,20,16,20,14,32,20,19,29,16,33,48,32,36,45,57,53,49,58,35
Sylvester,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-
Tage,-,-,-,-,17,30,29,38,56,70,88,115,123,151,139,189,205,182,256,239,243,256,305
Taha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,11,-,11,-,-,10
Taim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,12,33,30,57,64,48,33
Tarik,-,10,-,-,10,11,12,23,17,27,12,-,-,-,14,-,-,-,-,-,-,-,-
Taym,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-
Ted,39,34,41,38,41,27,31,61,49,55,59,66,80,83,78,131,98,104,91,85,119,132,145
Teddy,-,-,13,-,11,12,15,16,15,-,10,11,-,-,-,-,12,-,12,11,10,-,-
Teim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,13
Teo,18,14,25,34,38,52,68,74,76,80,86,77,85,71,77,59,45,63,45,51,49,54,45
Teodor,54,50,42,50,51,70,76,77,70,76,59,71,82,67,77,76,76,72,76,68,52,64,61
Texas,-,-,-,-,-,-,-,11,22,32,16,27,45,38,40,30,35,25,26,20,19,18,13
Theo,27,44,80,106,148,216,271,320,416,451,456,593,714,491,490,444,452,389,381,409,440,447,446
Theodor,80,106,88,115,124,163,179,209,197,231,240,269,334,284,252,309,328,277,316,289,267,319,302
Theodore,-,-,-,10,-,23,14,16,22,32,34,51,55,37,42,68,86,82,82,89,84,83,101
Thiago,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,21,23,-,19,16,14,17,16
Thim,-,-,-,10,-,-,10,11,12,-,-,-,10,-,-,-,-,-,-,-,-,-,-
Thomas,55,40,44,39,29,25,18,14,18,30,20,22,17,11,15,15,17,13,18,13,17,26,21
Thor,15,10,10,11,16,20,11,15,27,21,23,38,39,47,73,75,85,86,104,97,101,84,87
Thure,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,11,-,14,10,12,16,18,-
Tiam,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,18,-,-,10,15,23
Tiger,-,-,-,-,-,-,-,-,10,-,-,-,10,-,-,-,-,-,-,-,-,-,-
Tim,257,273,284,276,280,303,313,317,299,254,223,214,221,162,144,142,119,99,86,79,88,92,76
Timmie,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Timmy,39,31,48,41,38,26,24,27,25,14,18,17,20,14,14,19,12,10,10,-,-,-,-
Timo,-,-,-,-,-,-,-,-,-,-,-,10,11,-,-,-,13,-,-,-,-,-,-
Timothy,36,31,29,24,37,35,26,21,19,23,19,27,19,15,23,23,13,14,11,21,19,16,19
Tino,-,-,-,-,-,-,-,-,-,-,-,-,16,11,11,10,15,-,-,-,-,-,-
Tintin,10,10,-,-,10,-,-,-,-,-,-,12,-,-,-,-,-,10,-,-,10,-,-
Titus,-,-,-,-,-,-,-,-,-,-,-,10,12,-,-,-,10,-,-,-,-,-,-
Tobias,471,382,311,269,233,233,191,145,145,102,81,48,55,31,31,26,19,20,19,19,-,-,-
Todd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,12,-,11,13,13,13,29
Tom,88,81,69,46,49,59,51,46,59,46,49,53,52,46,48,42,52,39,36,69,65,65,58
Tomas,36,32,29,19,21,18,26,16,15,15,11,12,13,15,11,16,12,-,-,13,14,14,-
Tommy,28,34,29,23,14,15,12,-,14,13,17,12,-,-,-,-,-,-,-,-,-,-,-
Tony,31,15,21,13,15,17,24,14,13,16,-,-,11,-,-,-,-,-,-,-,-,-,-
Tor,23,39,27,27,28,50,38,36,52,49,65,43,50,59,55,71,55,56,61,48,45,53,45
Tore,-,-,-,-,-,-,14,17,24,40,20,26,34,36,28,34,60,49,47,39,38,48,43
Torsten,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,18,13,10,20,10,12,13
Totte,-,-,-,-,-,-,-,10,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-
Travis,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-
Tristan,-,-,11,-,19,26,39,45,46,69,62,84,78,73,57,57,73,74,73,69,79,65,58
Troy,-,-,-,-,-,-,-,10,-,17,26,32,30,34,24,24,20,13,22,17,10,16,12
Truls,-,15,16,15,29,21,27,17,25,28,29,19,23,15,24,21,21,23,20,29,35,33,29
Ture,-,-,16,17,26,35,45,54,62,73,72,89,124,104,103,119,122,133,123,121,137,153,169
Tyko,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-
Tyler,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-
Tyr,-,-,-,-,-,-,-,-,-,-,-,10,-,11,-,14,15,14,17,17,18,21,22
Ubbe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
Uno,-,-,-,-,-,-,-,12,-,-,-,16,17,15,23,13,18,17,25,29,19,39,51
Valde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-
Valdemar,10,17,22,22,31,32,37,48,40,58,68,70,66,65,61,64,70,71,54,62,61,57,62
Waldemar,-,-,-,-,-,-,10,-,10,12,15,14,17,15,15,15,20,30,23,25,11,13,14
Valentin,12,-,-,11,-,15,22,23,21,18,27,17,26,29,27,34,35,35,28,31,44,41,47
Valentino,-,-,-,-,-,11,-,10,12,-,15,14,15,17,15,15,13,14,19,15,12,20,23
Walid,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,10,-,14,-,-,15,12
Valle,-,-,-,-,-,-,-,-,-,15,-,10,13,18,14,10,12,23,17,15,12,11,12
Valter,10,18,23,25,35,37,50,65,78,92,133,126,169,169,221,213,256,280,262,255,250,262,252
Walter,10,13,-,22,21,22,41,36,50,53,64,83,99,107,132,160,192,198,202,257,259,303,299
Walther,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,10,21,31,12,-
Ward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,15,20
Verner,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,12
Victor,413,452,472,388,385,402,397,323,354,330,300,292,286,276,253,265,231,199,192,170,147,123,101
Wictor,14,18,19,21,11,17,12,15,13,-,-,-,11,11,10,13,-,-,-,10,-,-,-
Vidar,22,18,28,27,38,52,77,97,113,149,155,168,178,192,201,242,242,269,308,312,281,303,262
Widar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,12,-,13,12,17
Vide,-,-,-,-,-,11,14,20,25,58,59,63,85,88,99,111,107,120,137,138,146,149,157
Viggo,15,15,47,53,114,240,305,327,433,408,443,479,441,399,343,345,291,282,344,319,269,276,269
Wiggo,-,-,-,10,13,31,32,38,59,50,59,61,58,54,51,45,39,35,45,40,35,25,22
Vigor,-,-,-,-,-,-,16,13,11,16,-,-,-,-,-,-,-,-,-,-,-,-,-
Viking,13,16,17,13,21,10,12,17,19,-,24,13,16,18,17,12,12,22,23,21,12,19,20
Viktor,550,582,589,534,546,590,555,549,556,536,425,414,424,427,388,342,308,269,260,196,216,153,136
Wiktor,14,16,16,17,22,22,12,22,23,16,20,17,19,15,15,18,15,17,15,16,18,12,-
Vilde,-,-,-,-,-,-,-,10,-,13,12,12,21,47,37,24,32,26,26,36,23,18,15
Wilde,-,-,-,-,-,-,-,-,-,-,-,-,-,30,17,17,11,19,16,-,12,10,12
Vile,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,10
Wilfred,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,12,-,-
Vilgot,-,19,31,31,57,68,91,141,161,170,163,171,180,162,177,160,160,166,146,148,124,143,152
Wilgot,-,-,-,-,-,11,16,33,25,36,32,25,37,29,34,39,33,44,38,41,33,30,37
Vilhelm,45,47,38,48,43,63,62,71,82,57,72,76,86,76,102,94,75,101,83,95,93,84,81
Wilhelm,64,79,80,68,90,90,130,116,113,128,125,141,124,146,136,110,127,115,138,127,135,129,93
Viljar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
Ville,13,28,40,34,57,80,119,157,162,137,196,193,206,231,159,151,139,128,130,94,90,83,76
Wille,10,15,30,29,32,57,67,99,112,125,117,133,137,127,101,113,110,104,104,85,77,67,54
Villiam,19,20,16,-,12,11,10,13,-,15,-,12,-,11,16,-,11,10,16,18,-,-,11
William,823,940,1095,975,995,1215,1238,1115,1092,1138,963,989,1018,1017,893,896,830,961,831,918,846,725,729
Willy,13,18,20,12,14,-,10,-,10,-,12,-,14,-,10,-,-,14,-,10,-,-,-
Vilmer,12,12,19,30,34,52,71,82,125,200,184,208,186,196,176,154,136,114,110,95,100,92,63
Wilmer,20,31,47,45,50,86,141,204,197,274,259,299,269,262,241,225,189,178,174,173,145,156,125
Wilson,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,11
Vilton,-,-,-,-,-,-,-,-,-,-,-,-,-,13,15,-,16,12,14,14,18,20,14
Wilton,-,-,-,-,-,-,-,-,-,12,29,23,27,38,43,54,66,55,57,62,51,70,50
Vince,-,-,-,-,-,-,-,-,-,-,10,11,14,15,19,23,25,25,37,35,37,71,90
Vincent,80,102,89,118,124,145,224,219,305,344,463,519,573,582,632,607,614,571,518,420,467,436,467
Wincent,-,-,-,-,-,-,-,-,13,11,13,17,16,22,24,21,21,28,18,22,32,38,31
Vinston,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,13,10,-,-,12,10,-,-
Winston,-,-,-,-,-,-,-,-,11,22,15,25,30,30,41,53,49,55,58,52,65,49,82
Xander,-,-,-,-,-,-,12,18,10,-,-,13,12,-,18,13,18,12,12,11,11,10,-
Yahya,-,-,-,-,-,10,-,-,-,-,10,13,22,14,26,25,25,23,28,29,36,24,24
Yahye,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,14,-,12,-,-
Yakup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-
Yaman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,12,-,-
Yamen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,12,10,-
Yasin,-,-,-,11,-,-,11,10,16,17,18,18,29,25,19,25,27,21,32,37,28,38,43
Yasir,-,-,-,-,-,-,-,-,-,-,-,10,10,11,11,-,11,11,-,16,12,12,19
Yasser,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Yassin,-,-,-,-,-,-,-,-,-,-,-,10,-,12,21,11,12,-,-,16,12,10,15
Yazan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,13,19,26,36,23,16
Yoel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
Yonatan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,16
Yones,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,15,-,-,-,-,-
Yonis,10,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,11,13,-,-,11
Yosef,-,-,-,-,16,-,-,10,19,25,37,33,47,33,33,35,42,30,23,31,38,27,36
Younes,-,-,-,-,-,10,15,-,-,-,-,15,-,-,21,16,10,19,21,23,32,28,33
Yousef,12,14,10,-,16,15,13,19,11,17,35,29,28,34,50,51,42,40,61,74,57,70,82
Yousif,-,-,-,-,-,-,-,-,-,-,-,17,16,17,18,10,11,10,-,-,-,-,-
Youssef,-,-,-,-,-,11,-,-,-,10,-,-,12,15,11,13,21,22,22,34,33,32,23
Yousuf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,11,22
Yunus,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,10,12,12,-,16,15,-
Yusuf,12,15,-,10,14,-,18,16,13,32,24,23,31,41,50,47,67,66,50,65,66,66,60
Zacharias,16,31,20,28,19,19,25,36,29,20,29,33,42,26,33,23,29,22,17,28,30,42,38
Zack,13,13,-,14,14,16,27,34,35,34,29,31,39,24,33,19,29,28,19,25,24,23,23
Zackarias,12,14,-,21,12,12,23,39,25,25,22,31,30,44,26,37,26,21,29,22,33,28,28
Zaid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,10,10,21,22,25,18,22
Zain,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,11,17,26,32,40,33
Zakaria,14,14,16,11,11,18,22,15,18,25,19,27,20,30,35,30,51,25,26,26,36,38,31
Zakarias,-,10,-,12,14,17,19,12,20,12,15,-,-,12,13,18,18,15,20,12,20,11,15
Zakariya,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,11,14,-,-,11,-,12,13
Zakk,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
Zander,-,-,-,-,-,-,-,-,-,13,11,13,13,16,10,19,-,10,-,-,10,11,-
Zayn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,23,24
Zeb,-,-,11,-,11,20,18,16,22,19,23,15,19,11,16,10,12,18,-,-,10,-,-
Zebastian,23,22,26,29,26,26,21,21,18,15,14,13,-,-,-,-,-,-,-,-,-,-,-
Zein,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,14,12
Zeke,-,-,-,-,-,-,-,11,-,13,17,-,19,15,11,17,21,16,15,11,-,-,-
Zion,-,-,-,-,-,-,-,-,16,23,18,16,19,14,11,15,16,22,29,29,25,16,35
Åke,-,-,13,-,10,10,13,17,19,14,22,13,24,24,24,26,36,30,21,28,12,27,17
Ömer,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,10,-,-,10,-
