,,,,,,,,,,,,,,,,,,,,,,,
Pojkars tilltalsnamn 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Boys' first names 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Tabellen visar i alfabetisk ordning alla tilltalsnamn som getts till minst 10 pojkar under något av åren.,,,,,,,,,,,,,,,,,,,,,,,
Varje stavning redovisas som ett eget namn.  - = färre än 10.,,,,,,,,,,,,,,,,,,,,,,,
The table includes an alphabetical list of all 'usual' given names assigned to more than ten boys for at least part of the period.,,,,,,,,,,,,,,,,,,,,,,,
Every spelling variation is counted as a name in its own right. The symbol '-' indicates that fewer than 10 boys were given the name.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Namn / Name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Einar,19,18,14,23,23,32,31,32,37,46,58,60,74,60,56,72,71,74,80,74,89,86,83
Eje,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,11,23,14,21
Eldar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,14,12,-,15
Eldin,-,-,-,-,11,-,-,-,-,11,-,10,10,-,-,-,12,10,-,11,-,-,11
Eli,-,-,-,-,-,-,-,-,-,-,-,12,17,19,-,29,22,25,37,40,38,37,41
Elia,-,-,-,-,-,-,10,-,10,-,-,13,18,12,11,22,12,-,31,20,19,15,27
Eliah,-,-,-,-,-,-,-,-,11,-,-,12,14,17,15,13,13,14,17,18,13,10,26
Elian,-,-,-,-,-,-,-,-,-,12,13,17,12,11,13,18,20,15,15,24,30,31,30
Elias,398,492,597,696,871,919,914,983,1035,1036,947,994,875,817,753,658,698,712,641,650,672,703,625
Eliaz,-,-,-,-,-,-,-,-,10,-,-,17,-,13,-,11,-,-,-,14,-,-,-
Elijah,-,-,-,-,-,-,-,-,-,-,-,-,12,12,18,16,12,23,14,26,24,26,35
Elio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,11
Elion,-,-,-,-,-,-,-,-,-,-,10,12,16,-,16,25,16,20,19,23,19,19,19
Eliot,-,-,-,-,-,-,-,-,-,-,16,15,17,16,-,18,11,14,17,24,12,15,18
Elis,26,21,31,48,55,61,82,111,149,156,159,157,175,172,192,178,196,197,186,184,178,194,180
Ellion,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,11,22,18,-,17
Elliot,58,97,155,195,232,262,280,405,441,427,386,400,426,411,402,407,476,450,429,441,400,422,410
Ellioth,-,-,-,-,-,-,-,-,-,11,-,-,-,-,11,-,-,-,-,-,-,-,-
Elliott,10,21,26,21,23,36,27,39,36,40,33,50,47,54,53,67,63,55,67,67,43,50,31
Ellis,-,-,-,-,-,-,-,-,-,-,-,12,-,-,21,10,20,28,28,27,24,34,36
Elmer,-,10,-,14,19,16,18,19,35,50,52,64,71,76,88,69,83,87,78,70,68,85,62
Elmin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-
Elof,-,-,-,-,-,-,12,-,-,10,-,13,13,-,10,12,14,15,12,18,-,18,-
Elton,-,-,-,-,14,21,32,37,72,88,111,147,182,182,226,203,229,242,276,262,302,327,373
Elvin,-,-,-,-,18,23,36,41,39,51,56,71,106,129,167,164,161,111,143,159,123,148,135
Elwin,-,-,-,-,-,-,-,-,-,14,16,15,25,26,34,36,32,34,37,27,46,37,36
Elvis,-,-,-,12,26,17,39,48,39,54,68,63,73,69,48,51,40,35,40,40,31,29,50
Elyas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-
Emad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-
Emanuel,63,73,80,87,100,90,70,75,83,80,84,84,80,66,89,85,64,75,91,89,83,61,78
Emil,845,894,906,950,1082,1106,1018,941,899,836,768,701,727,696,633,565,502,450,414,373,297,314,270
Emilian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,11,-,-,-,-
Emilio,18,19,21,22,32,26,42,42,68,69,65,77,66,78,98,104,95,71,103,87,77,68,78
Emin,-,-,-,-,10,-,17,16,28,19,13,27,23,25,25,21,34,19,26,23,22,22,25
Emir,-,-,16,12,21,14,12,18,20,13,20,30,33,43,47,51,56,47,38,49,48,30,48
Emmanuel,-,-,-,-,-,-,-,-,-,-,-,-,11,12,12,-,19,12,17,15,15,14,11
Emmet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,14
Emmett,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,11,18,15,17,11,-,11
Emre,11,-,13,11,14,23,23,-,13,11,-,15,23,11,10,15,-,12,12,14,13,-,12
Emrik,-,13,19,16,21,26,24,26,31,20,26,21,24,20,22,15,15,10,13,10,-,-,-
Enar,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,10,-,-,10,-,11,10,11
Enes,-,-,-,-,-,10,12,11,17,13,16,13,20,18,21,24,26,18,14,10,-,14,11
Enok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,15,-,-
Ensar,-,-,-,-,-,-,-,-,10,-,-,-,-,11,14,10,11,-,-,10,-,-,-
Enzo,-,-,-,-,-,-,-,12,19,28,25,24,34,37,29,33,35,48,43,48,46,47,62
Eray,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-
Eren,-,-,-,-,-,-,-,-,10,-,12,-,13,-,-,10,13,-,-,-,-,-,-
Eric,258,198,215,236,221,211,192,193,155,172,159,155,124,134,145,102,66,60,67,47,53,51,35
Erik,947,921,851,820,899,830,836,707,717,684,628,570,613,508,463,408,382,352,311,271,253,207,192
Erion,-,-,-,-,-,-,-,-,-,-,-,10,17,14,-,-,-,-,-,-,-,-,-
Erjon,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Erland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,12,-,12
Erling,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,18,13
Ernst,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,15,11,10
Esey,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-
Eskil,-,14,16,31,33,32,44,47,37,52,77,61,88,76,66,74,65,65,56,75,79,50,46
Esrom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-
Ethan,-,-,-,-,-,-,-,-,-,-,-,15,11,15,-,12,13,-,16,17,15,20,12
Evald,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-
Evan,-,-,-,-,-,-,-,-,-,-,-,-,10,13,-,-,11,14,-,10,11,12,14
Even,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,19,13,14
Evert,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,15,-,-,12
Eymen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,-,-,-
Eyvind,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,13,-,-,-,-,-,-,15
Ezra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14
Fabian,142,176,189,186,227,188,206,198,169,165,189,142,136,159,101,98,74,72,62,68,63,66,49
Falke,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,18,22
Fares,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,11,11,10
Felipe,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Felix,483,492,466,433,405,460,491,488,505,464,423,390,366,315,347,297,288,233,255,204,222,178,154
Filip,830,780,736,731,757,784,809,744,704,627,549,497,472,423,444,423,367,312,352,285,284,261,233
Filiph,11,15,12,10,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Finn,-,-,-,-,-,-,11,-,-,-,14,-,12,14,23,21,24,29,41,35,39,43,42
Florian,-,-,-,-,-,-,-,-,-,10,10,-,11,-,15,10,18,17,12,21,19,10,26
Folke,-,-,11,-,17,10,14,18,42,34,57,71,63,81,97,103,121,145,151,158,153,146,172
Francis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,22,19,14,21,23,26
Frank,11,-,-,11,15,16,21,30,43,50,73,96,154,182,177,214,232,269,310,316,322,304,313
Franke,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-
Franklin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-
Frans,22,19,11,17,22,39,30,33,70,74,56,68,75,83,88,129,121,125,210,205,298,436,441
Franz,-,-,-,-,-,-,-,-,-,-,15,10,-,10,-,-,-,15,11,14,17,12,16
Fred,13,16,13,11,16,15,15,30,34,36,30,46,56,50,80,70,88,91,90,91,78,81,76
Freddie,12,-,-,-,-,11,-,13,10,-,17,-,-,-,-,12,-,-,10,12,11,-,12
Freddy,-,-,-,-,-,-,-,10,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
Fredric,12,17,15,13,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fredrik,426,374,330,232,201,149,130,107,103,63,54,38,42,37,33,28,20,31,16,12,19,15,22
Frej,-,-,-,-,-,11,-,12,12,13,16,13,15,21,27,30,39,40,55,53,63,68,69
Frode,-,-,-,-,-,-,10,-,-,12,-,14,21,10,-,-,13,-,10,13,-,15,12
Gabriel,268,326,331,344,389,386,384,375,353,317,391,399,375,341,322,347,359,349,337,352,482,421,379
Georg,-,15,-,-,11,-,12,-,-,13,10,-,13,12,19,11,-,11,13,13,15,15,10
George,19,30,21,19,25,20,21,16,17,13,17,11,15,-,21,22,17,17,17,23,24,33,23
Georgios,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-
Gideon,-,-,-,-,-,-,-,-,-,-,13,10,10,10,11,-,-,13,17,-,-,15,13
Gilbert,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
Gillis,-,-,-,-,-,-,-,-,-,-,-,-,-,11,16,-,16,17,23,46,46,28,19
Gordon,-,-,-,11,-,-,12,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-
Gottfrid,-,-,-,-,-,-,-,15,-,-,-,-,10,13,15,12,15,14,-,18,22,24,21
Grim,-,-,-,-,-,-,-,-,-,12,-,-,14,12,13,20,12,13,14,20,12,17,-
Gunnar,-,-,19,15,-,14,12,14,21,21,27,32,33,30,23,55,70,58,61,58,68,49,69
Gustaf,155,145,139,133,155,143,158,118,90,110,94,67,84,75,73,57,63,55,60,49,43,54,44
Gustav,547,561,587,599,664,704,676,614,579,631,579,527,532,449,462,455,417,353,359,320,305,253,192
Gusten,-,-,-,-,-,-,-,-,-,-,13,10,18,19,21,20,13,21,24,24,25,36,35
Gösta,-,-,-,-,-,-,-,-,-,-,17,17,28,14,25,16,22,26,21,32,27,30,40
Göte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
Hadi,-,-,-,14,-,10,-,19,19,18,20,23,11,19,12,14,-,13,-,-,12,15,17
Haidar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,10,10,13,-,-
Hampus,444,447,560,576,612,553,484,411,426,337,315,288,245,209,208,154,141,137,109,128,92,69,69
Hamza,13,12,16,17,16,12,22,19,40,33,34,52,52,50,46,44,64,70,75,89,76,74,77
Hanad,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,11,-
Hannes,143,171,191,217,196,199,222,228,248,233,172,165,162,157,139,112,129,102,69,85,69,129,101
Hans,15,-,14,11,-,11,-,-,-,-,-,-,-,-,10,-,-,11,-,-,-,-,-
Harald,20,38,25,37,27,34,37,35,31,44,39,32,51,30,34,41,37,57,53,58,45,59,54
Haris,21,21,-,-,14,13,10,13,14,12,10,-,11,-,12,-,12,-,13,-,10,12,-
Harley,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,12,19,14,14,15,13,-,12
Haron,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
Harry,-,10,16,23,23,27,42,48,64,92,125,156,209,246,274,272,379,444,476,448,454,447,520
Harun,-,-,-,-,-,-,-,12,-,-,-,11,-,11,-,13,11,19,16,16,10,18,12
Hasan,14,-,-,-,11,10,-,-,-,12,10,10,-,-,12,11,11,15,14,24,15,22,13
Hassan,25,23,27,31,21,32,30,24,38,35,27,46,34,44,40,36,46,48,56,51,37,36,32
Hector,-,-,-,-,-,-,10,19,13,17,23,24,23,20,31,22,34,20,32,21,31,28,31
Hektor,-,-,-,-,-,-,-,12,12,10,11,-,10,15,14,10,17,-,13,15,11,12,13
Helge,-,-,-,-,-,-,-,-,-,-,-,-,10,29,21,14,24,19,17,25,18,14,19
Helmer,-,-,-,-,-,16,18,24,11,32,24,32,32,41,48,47,43,61,59,43,55,65,57
Henning,18,10,15,-,21,15,16,23,26,20,32,35,42,46,42,41,59,68,67,70,67,77,71
Henri,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10,18,20,14,15,12,16
Henric,19,14,12,17,17,10,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Henrik,235,203,172,156,145,135,101,92,86,72,47,36,40,28,40,26,29,19,29,22,17,16,23
Henry,26,11,17,19,25,18,29,39,44,63,74,78,110,107,164,169,213,294,294,306,314,340,349
Herbert,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-
Herman,54,69,80,90,94,97,92,103,93,109,102,104,95,80,114,59,81,84,86,81,80,65,67
Hilding,-,-,-,-,-,-,11,13,11,18,22,19,33,27,31,37,29,31,47,48,44,37,48
Hilmer,-,-,-,-,-,-,-,-,-,-,12,10,12,14,15,15,17,23,25,22,21,19,25
Hjalmar,36,26,57,38,69,57,90,85,89,93,125,148,182,159,143,173,164,183,229,197,176,171,167
Holger,-,11,11,-,13,12,24,19,28,33,26,34,40,67,54,71,66,66,57,62,62,65,69
Hubert,-,-,-,-,-,-,-,-,-,-,-,-,-,13,10,-,-,10,-,-,-,-,-
Hugo,271,404,623,671,735,777,873,945,964,920,885,878,873,863,778,748,696,711,687,670,681,669,712
Hussain,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-
Hussein,15,26,20,20,20,36,23,31,33,30,33,39,36,51,46,43,35,37,31,40,27,31,27
Håkan,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
Ian,13,11,-,21,18,25,32,27,32,39,39,43,57,67,61,64,63,61,73,53,67,60,78
Ibrahim,54,29,38,35,34,32,55,46,48,53,67,48,69,72,97,76,89,104,108,107,126,138,122
Idris,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,11,20,20,25,22,36,37
Igor,-,-,-,-,-,-,-,-,-,12,-,-,12,10,-,11,11,12,13,12,12,-,10
Ilias,-,-,-,-,-,-,-,-,11,-,15,11,12,15,11,-,11,-,-,12,13,17,-
Ilon,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,-,-,-,18,14,-,14
Ilya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-
Ilyas,-,-,-,-,-,-,-,-,-,10,13,13,-,13,28,24,28,30,30,40,36,53,33
Imran,-,-,-,-,-,-,-,-,-,-,-,12,10,10,25,22,34,36,33,35,39,17,28
Ingemar,-,-,-,-,-,-,-,-,-,-,-,-,10,15,14,-,-,-,13,-,-,-,-
Ingmar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,10,-,-,-,-
Ingo,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-
Isa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,11,11,16,-,16,13
Isaac,22,23,47,55,48,58,49,58,48,49,45,35,37,33,45,45,35,39,51,59,39,40,49
Isac,125,160,201,246,262,286,285,300,256,236,183,146,143,105,106,96,107,91,90,77,74,71,77
Isak,340,352,430,447,556,619,623,626,593,520,531,485,494,386,366,349,331,306,292,346,304,261,330
Ishak,-,-,-,-,-,-,-,-,-,-,-,-,15,17,12,11,15,15,23,19,24,28,19
Isidor,-,-,-,-,-,-,12,10,-,10,10,15,12,14,13,17,14,13,-,-,-,-,13
Ismael,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,10,10,-,-,12,-
Ismail,-,11,12,12,11,10,13,-,20,11,22,19,26,27,20,26,41,40,23,36,23,23,30
Issa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,12,-,-
Ivan,24,20,26,30,36,29,35,47,38,44,47,55,64,35,50,52,64,58,49,49,42,52,60
Ivar,21,40,34,45,43,66,81,87,85,95,112,112,129,145,143,195,189,195,185,197,209,213,247
Izak,-,-,-,-,-,-,10,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
Jack,71,89,72,77,88,95,84,107,182,201,226,232,249,256,310,320,303,249,283,264,296,305,317
Jackson,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,10,16,13,18,14,13,-
Jacob,456,452,404,325,456,373,321,255,239,264,195,196,200,158,165,161,152,121,140,152,151,144,120
Jad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,30,26,46,37
Jake,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,10,-,13,-,-,-,-,-
Jakob,416,406,342,309,321,311,292,221,241,231,197,167,175,138,155,124,107,117,101,90,100,80,96
Jakub,-,-,-,-,-,-,-,-,-,-,-,11,10,14,16,10,16,13,11,12,-,14,-
Jamal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,10,-,10,-,11,16,11,12
James,24,16,18,12,20,15,14,17,31,37,30,33,52,51,48,67,58,65,73,64,69,65,71
Jamie,-,-,-,-,13,33,30,21,28,22,28,44,62,51,82,86,114,97,115,104,114,70,83
Jamil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-
Jan,12,14,10,12,15,11,11,13,13,16,11,17,17,17,24,21,27,21,33,25,38,32,25
Jason,-,-,-,-,-,-,-,12,11,18,13,19,36,30,60,59,73,56,82,69,67,57,63
Jasper,-,-,-,-,-,-,10,-,-,-,-,11,16,12,15,12,15,13,12,-,16,10,-
Jax,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,20,29,20,28,20,22,23
Jaxon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,20,20,17,22,21
Jayden,-,-,-,-,-,-,-,-,-,-,-,-,-,18,14,17,28,14,22,29,28,27,27
Jens,76,51,49,40,42,37,38,29,25,24,21,-,20,14,11,-,-,-,-,-,-,-,-
Jeremiah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-
Jeremy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-
Jerry,16,13,13,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-
Jesper,708,561,493,416,386,359,294,271,198,181,144,117,96,92,79,58,58,50,34,29,30,24,23
Jesse,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,11,-,-,-,15,-,10,-
Jibril,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,10,17,-
Jim,33,31,19,20,21,19,22,28,13,10,12,12,13,-,-,-,-,-,-,-,-,-,-
Jimmie,18,13,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jimmy,82,63,54,39,31,25,30,21,17,18,18,-,19,-,-,-,-,-,-,-,-,-,-
Joachim,32,17,18,11,-,17,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Joacim,35,19,36,19,13,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Joakim,257,251,204,195,165,122,84,86,63,64,57,44,25,26,20,20,16,15,23,16,-,-,-
Joar,32,26,31,29,28,43,40,50,44,23,34,36,31,39,27,33,30,36,32,43,45,77,69
Joel,402,389,410,474,485,511,477,498,457,391,279,288,295,245,214,181,211,186,169,166,161,146,134
Johan,677,625,533,464,399,375,290,264,194,158,145,109,112,87,76,76,56,42,48,37,38,33,44
Johannes,278,244,268,259,238,245,214,240,163,157,125,123,137,121,116,110,82,86,85,72,63,61,63
John,192,177,164,147,157,132,146,149,138,154,147,151,167,162,188,180,183,200,178,177,179,148,118
Johnny,16,11,13,-,-,-,-,-,10,-,15,-,10,11,14,11,-,11,-,-,-,-,-
Jon,15,13,16,25,22,18,18,13,19,18,20,19,21,21,24,32,27,20,15,35,17,32,25
Jona,-,-,-,-,-,-,-,-,-,-,-,10,-,17,10,-,11,-,-,11,-,11,17
Jonah,-,-,-,-,-,-,10,11,22,23,24,23,23,17,21,24,15,18,25,16,22,26,12
Jonas,291,204,166,155,140,133,101,90,92,75,64,80,71,67,57,65,51,52,45,40,56,47,42
Jonatan,200,189,177,164,154,138,143,134,114,119,97,90,64,59,52,48,36,39,34,26,21,17,24
Jonathan,749,741,699,605,612,613,602,541,483,444,373,358,313,317,270,258,212,215,176,143,137,103,109
Jones,-,-,-,-,-,-,-,-,-,-,-,10,-,-,10,12,10,-,11,11,12,16,11
Jonny,11,13,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordan,-,-,13,13,17,15,25,34,24,17,13,11,12,-,-,14,22,25,27,23,24,23,25
Josef,94,92,107,93,97,131,123,143,110,124,122,142,136,113,99,117,128,113,131,121,144,128,134
Joseph,23,16,25,11,-,20,11,16,24,22,15,16,20,22,20,20,25,39,24,23,25,30,31
Joshua,17,20,22,26,27,19,17,28,26,32,29,21,26,24,22,32,29,24,29,19,22,19,22
Joud,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,13,11,-
Jovan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Julian,15,22,17,20,38,40,37,45,73,78,101,99,130,118,147,158,164,210,192,190,222,198,182
Julius,64,58,74,92,81,89,76,70,85,82,106,103,106,127,129,91,98,121,136,119,93,100,82
Junior,-,-,-,-,-,-,-,-,-,-,-,-,10,-,12,-,13,-,13,10,12,10,-
Juno,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
Justin,-,-,-,-,-,-,13,14,-,15,14,15,20,21,18,12,17,10,10,12,-,13,-
Kaan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-
Kacper,-,-,-,-,-,-,-,-,-,-,-,-,10,-,12,15,15,11,14,13,12,-,-
Kai,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,13,16,16,13,11
Kaj,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-
Kaleb,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Kalle,52,44,72,67,83,90,81,90,77,74,38,64,51,47,53,52,38,47,35,35,21,21,21
Kamal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-
Karam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,19,27,42,38,32,43
Karim,-,13,10,13,-,-,12,-,-,18,15,12,18,22,18,24,28,29,24,32,30,31,27
Karl,244,207,211,210,213,232,223,200,156,164,167,148,116,118,114,102,105,102,98,94,74,78,74
Kaspar,-,-,-,-,12,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kasper,76,85,111,78,95,129,120,108,98,80,107,97,114,97,88,79,70,74,77,48,63,64,67
Kaspian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,11,10,-,-,-,-,-
Kelian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,12,10,-,13,26,13
Kelvin,-,-,-,-,-,-,-,10,14,17,14,16,15,14,-,15,16,17,-,23,14,16,10
Kenan,-,-,-,-,-,15,10,-,18,14,15,16,17,15,12,18,10,11,23,14,22,19,30
Kenny,36,29,22,22,21,20,13,13,14,10,-,-,-,-,-,-,-,-,-,-,-,-,-
Kerem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-
Kerim,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,11,-,-,-,-,-,-,-
Kevin,475,487,536,466,494,487,549,528,481,412,444,423,386,378,332,310,288,271,255,193,176,152,110
Kewin,10,-,-,-,10,12,19,15,13,17,-,13,-,11,11,-,-,11,-,-,11,-,-
Khaled,-,-,-,-,-,-,-,-,-,-,12,10,10,13,12,-,13,11,30,22,20,28,30
Khalid,11,14,-,-,-,-,-,10,15,-,10,10,14,14,24,31,21,20,22,17,20,21,15
Khalil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-
Kian,-,-,-,-,-,12,13,20,28,33,44,49,60,57,70,89,73,166,188,169,170,194,191
Kid,-,-,-,-,-,-,-,-,-,-,-,-,-,12,11,-,12,-,12,12,-,11,-
Kilian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,14,13,11
Killian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,16,13
Kim,124,99,106,80,82,85,81,71,43,45,46,32,22,24,14,17,16,16,13,12,-,-,-
Kimi,-,-,-,-,-,-,-,10,10,13,14,10,-,-,-,-,-,-,-,-,-,-,-
Kingston,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,13,-,-,-,-
Kion,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-
Klas,19,18,26,21,20,18,11,12,-,10,13,-,-,-,-,19,-,-,12,10,12,13,10
Knut,-,14,10,14,20,11,21,18,13,17,44,47,72,58,64,79,85,77,103,87,85,101,108
Konrad,13,-,15,14,18,16,11,15,15,30,19,33,25,23,22,27,31,15,23,18,17,17,24
Konstantin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,12,-
Konstantinos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-
Kristian,63,48,54,43,35,35,29,37,37,26,28,28,22,27,24,28,21,25,20,19,14,17,17
Kristoffer,107,93,82,73,78,73,61,51,40,34,35,23,20,13,-,16,-,10,-,-,-,-,-
Laban,-,-,-,-,-,12,11,12,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
Laith,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,19,12,20,16,19
Lars,35,28,22,17,13,19,11,15,-,13,-,-,-,16,18,13,13,17,17,16,18,27,23
Lasse,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,10,-,-,14,26,38
Lazar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
Leandro,-,-,-,-,11,-,-,-,12,-,11,15,14,15,23,17,20,23,25,27,28,30,28
Leart,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,10,-,-,-,-,-,-,-
Ledion,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-
Lee,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,11,-,11,-,-,-,-,-
Leevi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
