,,,,,,,,,,,,,,,,,,,,,,,
Flickors tilltalsnamn 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Girls' first names 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Tabellen visar i alfabetisk ordning alla tilltalsnamn som getts till minst 10 flickor under något av åren.,,,,,,,,,,,,,,,,,,,,,,,
Varje stavning redovisas som ett eget namn.  - = färre än 10.,,,,,,,,,,,,,,,,,,,,,,,
The table includes an alphabetical list of all 'usual' given names assigned to more than ten girls for at least part of the period.,,,,,,,,,,,,,,,,,,,,,,,
Every spelling variation is counted as a name in its own right. The symbol '-' indicates that fewer than 10 girls were given the name.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Namn / Name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nicolina,13,17,21,15,19,20,10,16,-,11,-,13,15,11,13,10,17,12,11,10,13,13,-
Nicoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,14,-
Nihal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
Nika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10
Nike,21,13,24,20,26,35,28,30,58,60,56,65,54,68,59,59,58,58,55,65,57,51,66
Niki,-,14,12,10,11,-,13,11,14,-,-,11,11,11,-,-,-,-,-,13,-,-,13
Nikita,34,23,40,27,25,31,31,15,32,23,25,23,24,22,24,23,15,12,-,-,14,12,-
Nikki,16,10,-,10,21,14,19,26,25,27,37,45,82,63,62,66,45,50,50,47,55,60,59
Nikola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-
Nikolina,11,-,-,-,-,-,-,-,10,-,-,-,12,12,13,13,-,11,15,12,12,12,12
Nila,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,11,16,15,23
Nilla,-,-,-,-,-,-,-,-,-,12,-,-,-,-,12,-,-,-,-,-,-,-,-
Nina,77,64,59,65,54,49,63,67,55,57,56,54,55,53,60,49,58,47,58,49,60,42,56
Ninja,-,-,-,-,-,-,-,-,-,-,-,12,-,13,11,-,-,-,17,-,11,-,-
Ninni,-,10,-,-,-,-,14,11,11,10,10,-,-,-,-,-,-,-,-,-,-,-,-
Nisa,-,-,-,-,-,-,-,-,12,-,-,-,12,13,13,-,13,-,-,-,-,-,-
Noa,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,10,-,12,-,-,-
Noela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,14,-,-
Noelia,-,-,-,-,-,-,-,10,-,14,11,21,19,23,25,28,34,36,37,57,47,36,45
Noella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-
Noelle,-,-,-,-,-,-,-,11,13,12,19,28,43,27,40,55,40,72,70,71,69,64,62
Nomi,-,-,-,-,-,-,-,-,-,-,11,14,-,10,21,16,11,18,15,28,22,14,13
Noomi,-,-,-,-,12,14,18,14,26,26,29,45,78,93,80,71,98,92,94,92,82,92,77
Noor,12,16,15,11,12,11,12,-,18,17,28,32,36,40,29,26,29,20,18,34,27,32,20
Noora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
Nor,-,13,14,-,-,-,-,-,10,16,-,13,-,-,-,-,-,-,-,-,-,-,-
Nora,168,237,247,258,263,262,307,290,316,334,319,297,253,274,247,240,252,256,217,263,317,280,256
Norah,-,-,-,-,-,15,31,35,26,35,40,33,31,24,38,35,36,27,27,20,28,26,14
Norea,-,10,14,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nour,12,11,-,15,12,14,17,18,15,17,20,21,25,19,24,28,26,31,37,37,39,38,32
Noura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Nova,-,-,32,51,90,119,229,308,362,434,458,452,499,464,418,446,388,332,381,358,371,310,310
Nowa,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,10,11,14,11,14
Novalee,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,11,-,-,-,-
Novali,-,-,-,-,-,-,-,-,-,-,-,-,12,14,12,17,16,19,-,10,12,-,-
Nova-Li,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-,13,-,11,11,-,-,-,13
Novalie,-,-,-,-,-,-,-,14,14,23,22,41,71,74,85,103,119,117,104,85,77,61,60
Novelia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,10,11,14,12,-,12
Odette,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
Ofelia,-,12,-,-,14,23,15,-,-,14,27,17,22,21,27,25,29,23,35,42,34,32,32
Olga,-,-,11,14,16,-,13,15,12,14,10,17,16,13,13,11,11,12,11,17,-,-,10
Olivia,377,393,428,373,407,439,464,458,436,479,485,560,693,561,529,596,611,572,578,611,560,620,563
Oliwia,-,-,-,-,-,11,-,-,-,-,10,-,10,16,20,17,14,10,19,21,16,22,22
Ophelia,-,-,-,-,-,-,-,-,12,-,-,-,-,12,11,15,13,21,15,39,36,28,41
Othilia,-,-,-,11,-,13,15,12,-,11,20,14,23,18,19,18,23,32,36,45,41,37,40
Otilia,-,-,-,-,-,-,-,-,-,-,-,10,-,12,-,-,-,14,16,15,10,-,14
Ottilia,24,20,18,15,23,21,24,25,22,17,20,21,22,18,21,12,19,16,29,20,24,18,26
Pamela,13,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Parisa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-
Patricia,82,63,47,46,50,35,25,33,30,33,35,19,28,15,-,16,14,-,-,12,12,-,-
Paula,26,24,26,28,23,35,31,31,21,23,22,13,14,17,12,12,14,10,-,11,13,-,11
Paulina,78,82,48,56,67,46,53,27,44,23,31,22,28,26,27,22,22,21,20,-,-,18,11
Pauline,34,28,20,17,16,14,29,15,22,-,-,13,12,14,-,-,10,12,-,-,-,11,-
Pella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,11,-
Pennie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-
Penny,-,-,-,-,-,-,-,12,-,10,15,14,21,35,53,56,76,84,147,154,125,103,102
Perla,-,-,-,-,-,-,-,-,12,-,-,-,12,-,-,-,-,-,-,-,-,13,13
Pernilla,47,30,18,21,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petra,50,34,31,27,21,21,25,18,13,12,-,12,14,-,-,-,-,10,-,-,-,-,10
Petronella,20,16,23,14,11,13,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Philippa,-,19,15,20,18,20,20,28,22,15,11,-,15,13,15,11,-,-,10,13,16,25,-
Pia,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,12,14,16,16
Pixie,-,-,-,-,-,-,-,-,-,-,-,16,21,10,11,12,17,-,13,11,-,-,-
Polly,-,-,-,-,-,-,-,-,-,-,11,14,14,15,20,19,17,18,30,37,27,33,25
Poppy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,14,13
Quinn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-
Rahaf,-,-,-,-,-,-,-,-,-,-,-,-,13,-,13,-,10,10,-,11,12,12,14
Rahma,-,-,-,-,-,-,-,-,-,-,11,-,10,-,-,-,-,18,-,10,-,-,11
Rakel,-,-,-,11,-,15,-,22,11,11,12,16,16,14,21,15,20,11,12,11,19,29,10
Rama,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
Rana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-
Rania,-,-,11,-,10,-,-,-,-,17,15,-,13,16,-,16,10,-,-,-,-,11,-
Rawan,-,-,-,-,-,-,-,-,-,-,11,-,15,-,-,-,11,-,-,-,-,-,-
Rayaan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,14,-,-,-,10,10,-
Rayan,-,-,-,-,-,-,-,-,-,-,-,-,21,18,15,17,23,21,17,27,22,17,18
Razan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,14,-,-
Rebecca,263,234,212,238,218,159,169,127,123,112,89,97,86,73,59,59,59,34,42,39,31,24,23
Rebecka,299,242,205,180,170,162,164,154,128,125,103,84,83,67,53,53,45,34,31,13,20,20,18
Reem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,13,-,14
Regina,11,12,11,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Riham,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-
Riley,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
Rim,10,12,-,-,12,-,-,-,-,-,11,10,12,-,-,-,-,-,12,-,-,10,-
Rima,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,13,-,12,-
Rio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,11,15,-,13,20,21
Rita,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,12,12,13,15,15,-,11,-
Rital,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
Rojin,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ronja,147,152,175,151,191,172,186,145,180,167,163,161,157,157,181,179,139,173,172,160,194,166,197
Ronya,-,-,-,-,-,-,-,-,11,13,13,-,10,-,11,14,11,15,-,12,13,18,-
Rosa,-,-,-,-,-,-,11,-,14,15,12,12,16,12,12,22,14,10,13,10,13,20,-
Rosanna,-,11,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rose,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,15,11,14
Roxanna,-,-,-,-,-,-,-,-,-,-,-,10,-,10,10,-,11,-,-,-,-,-,-
Roya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-
Ruby,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,13,-,-,-
Rufta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,19,12,16
Runa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23
Rut,-,-,11,-,13,23,18,35,27,40,66,82,78,76,68,83,94,100,117,119,121,111,129
Ruth,-,-,10,-,15,10,11,10,10,18,28,42,43,49,59,50,65,69,65,75,63,85,107
Ruweyda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,11,-,-,-,-
Sabina,86,80,63,61,72,48,43,38,37,23,24,24,28,23,15,18,14,-,12,-,-,-,-
Sabirin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-
Sabrin,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,-,-,-,-,18,18,-,-
Sabrina,22,-,20,13,13,17,10,17,12,15,12,11,14,14,11,15,13,19,15,-,10,13,10
Safa,-,-,-,-,-,-,-,-,11,-,-,10,-,11,13,16,17,20,16,22,30,23,18
Safia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,13,10,18,12,10,14
Safiya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,10,-,-
Saga,170,204,292,288,393,433,536,503,531,492,463,506,484,431,483,501,501,656,567,564,541,519,506
Sagal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-
Sahar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-
Sahra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,12,-,10,-,-,-
Sally,36,25,18,18,22,12,25,28,29,54,62,89,104,96,96,121,125,156,189,190,187,214,197
Salma,11,14,15,19,27,16,23,34,28,35,45,37,47,37,42,61,51,44,50,55,50,37,34
Sama,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,10,-,12,-,10,10
Samantha,21,12,14,28,19,19,-,11,14,17,-,17,16,21,19,17,19,12,13,-,10,-,-
Samira,12,21,17,11,17,11,14,21,19,20,20,15,25,13,24,22,17,19,13,23,-,13,13
Samiya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-
Sana,-,-,-,-,-,13,-,-,-,10,-,-,-,-,16,13,12,16,21,15,16,10,24
Sandra,395,351,310,262,208,190,164,144,126,83,79,72,61,41,37,37,36,31,30,30,30,30,16
Sandy,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sanja,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sanna,261,214,223,168,163,177,137,99,116,110,83,81,62,65,48,46,29,26,24,24,31,26,19
Sanne,11,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sara,609,594,620,542,546,469,452,462,401,384,366,329,285,254,258,224,225,202,259,246,245,249,214
Sarah,109,100,91,91,85,67,77,69,61,66,78,56,53,50,41,39,48,37,53,61,52,30,39
Sasha,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-
Savannah,-,-,-,10,-,-,-,12,25,37,42,30,36,35,40,20,36,27,22,25,24,14,14
Sedra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
Selena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,10,11,14,17,16,18
Selin,-,-,-,-,16,16,16,14,11,20,17,14,13,14,16,20,14,20,22,27,23,33,31
Selina,-,-,-,12,15,11,-,10,-,14,10,-,-,16,14,16,26,17,26,31,30,16,29
Selma,49,77,111,146,193,174,183,245,273,309,319,375,356,360,379,391,386,417,378,518,532,486,574
Serena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-
Sham,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,34,49,68,45,34,24
Shams,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
Shirin,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,22,22,11
Sibel,-,-,-,-,-,-,-,-,-,-,-,-,11,-,12,-,-,11,11,-,-,-,-
Sidra,-,-,-,-,-,-,-,-,-,15,-,11,10,16,15,15,15,12,20,22,37,39,44
Sienna,-,-,-,-,-,-,-,-,-,12,10,12,13,10,16,-,15,-,15,21,13,10,18
Signe,48,38,55,82,81,102,114,134,186,252,247,303,352,362,393,414,427,421,450,507,538,511,554
Sigrid,30,37,30,38,39,69,65,64,84,107,110,120,126,147,209,256,281,277,338,315,349,288,316
Siham,-,-,-,-,-,-,-,-,-,-,-,-,-,12,10,16,11,22,27,13,10,17,10
Sila,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,14,20,32,17,17
Silje,-,11,-,-,-,-,-,-,-,-,13,-,-,15,10,-,14,21,20,22,18,23,22
Silvia,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-
Simona,-,17,-,-,11,14,12,-,10,12,-,-,-,-,-,-,-,-,-,-,-,-,-
Simone,35,52,38,31,34,21,23,31,19,29,24,27,31,24,30,22,29,21,20,17,16,17,21
Siri,39,58,68,72,70,108,96,103,140,206,254,280,255,285,330,290,281,251,228,175,154,149,136
Siv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,14,-,-,19,15,17,15,27
Smilla,11,33,48,72,128,120,113,109,103,102,108,86,100,69,66,39,48,38,16,22,14,-,12
Sofi,13,19,14,-,-,-,15,-,-,-,11,10,-,-,-,-,-,-,-,-,-,-,-
Sofia,542,489,463,473,402,425,355,345,336,321,240,290,239,249,285,260,258,251,254,229,214,228,198
Sofie,221,197,137,134,148,124,125,113,89,85,85,73,79,69,69,53,57,49,42,35,41,27,20
Sofija,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,12,12
Sol,-,-,11,-,10,-,-,10,-,-,-,-,-,-,-,-,10,11,-,15,10,-,-
Solin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-
Solveig,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,18,-,15,13,16
Sonia,13,-,-,-,17,13,12,-,12,11,14,-,16,-,14,13,14,10,10,15,-,11,11
Sonja,20,22,13,24,31,29,37,38,39,65,58,66,65,69,82,79,86,58,68,68,64,65,62
Sophia,43,36,34,32,29,33,36,39,52,31,34,37,48,52,44,46,75,68,58,29,56,54,41
Sophie,45,40,44,33,37,49,48,40,31,43,44,59,47,57,58,52,55,54,44,43,35,34,37
Stella,28,32,52,57,101,136,167,247,350,378,331,403,413,458,510,499,551,477,493,515,543,461,479
Stephanie,52,39,39,26,31,37,24,21,26,27,21,22,28,29,30,27,35,28,34,36,30,17,27
Stina,185,165,157,149,189,180,226,253,235,226,236,255,240,227,215,217,183,189,221,196,177,185,152
Sumaya,-,-,-,-,10,-,10,-,-,-,19,15,19,14,32,21,37,23,29,19,17,18,15
Sundus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,13,-,14,-
Susanna,25,19,19,18,20,19,-,-,-,14,-,-,-,-,-,-,-,-,10,-,-,-,-
Svea,-,-,-,11,10,23,40,66,78,110,154,185,179,173,196,217,173,178,166,175,164,175,155
Tala,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,16,19,17,22
Talia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,22,32,35,36,45,36
Talin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-
Tamara,-,-,-,10,-,-,-,-,-,-,-,11,13,-,-,-,-,-,-,-,-,10,-
Tania,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tanja,23,17,12,14,17,18,13,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-
Tanya,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tara,11,10,13,16,18,12,27,27,31,23,24,16,15,20,19,22,21,27,30,20,18,20,24
Tasnim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,13,-,24,23,13
Tea,29,29,34,56,79,57,76,46,94,60,70,49,62,44,44,54,17,38,25,15,17,29,25
Tekla,-,-,-,-,-,12,-,13,17,14,15,13,-,-,12,-,-,12,-,-,-,-,-
Telma,-,-,-,-,10,-,-,11,10,-,-,-,-,-,10,12,-,-,-,-,-,-,-
Teodora,-,-,-,-,-,-,-,-,12,-,10,10,-,-,-,13,-,14,13,-,11,-,14
Terese,20,23,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teresia,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tess,16,16,27,27,34,45,55,41,37,39,19,37,20,27,15,12,-,12,17,-,-,-,-
Thalia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Thea,50,70,103,158,311,386,374,353,320,277,293,313,313,294,220,219,211,201,209,199,189,213,185
Thelise,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thelma,-,-,-,58,52,26,35,25,27,30,40,33,36,40,27,34,31,35,27,26,17,25,22
Theodora,-,-,-,-,-,10,-,-,-,11,-,-,-,-,14,13,10,10,-,-,-,10,12
Therese,127,116,67,73,60,31,35,27,22,22,16,10,12,13,-,-,-,-,-,-,-,-,-
Therése,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thilda,15,15,20,25,42,46,43,33,38,24,20,30,29,24,38,28,20,22,17,14,10,13,10
Thilde,-,-,18,29,28,43,35,37,27,29,24,37,82,54,46,54,43,28,33,13,23,17,20
Thindra,-,-,-,-,-,16,26,27,25,27,21,14,12,-,17,19,16,-,-,-,-,-,-
Thyra,-,-,-,11,16,23,37,29,39,28,29,19,27,30,27,31,28,34,29,31,32,27,29
Tiana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-
Tiara,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,11,14,-,-,13,-,14
Tiffany,12,11,13,19,23,17,13,26,11,14,13,-,18,-,14,11,-,12,11,10,10,10,-
Tilda,152,229,373,416,524,505,510,432,432,340,312,268,279,211,180,165,154,158,137,98,86,74,77
Tilde,57,132,257,377,413,426,440,378,327,342,311,288,349,271,237,225,207,219,189,156,147,139,127
Tilia,-,-,-,-,-,-,11,-,10,11,13,14,11,11,12,10,18,21,14,19,10,11,-
Tilja,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
Tillie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-
Tilly,-,-,-,-,-,-,11,10,15,14,13,31,13,12,20,19,24,21,15,21,25,31,20
Tina,29,38,39,22,36,36,33,21,31,23,21,24,21,18,13,-,14,-,14,12,15,-,-
Tindra,-,25,49,126,314,440,467,499,486,404,379,339,293,229,176,160,146,153,106,73,78,33,34
Tintin,10,13,22,19,18,17,19,20,13,19,16,-,-,10,12,10,14,12,12,14,15,24,16
Tone,-,-,-,-,-,11,-,11,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-
Tora,21,19,24,36,28,26,32,23,22,32,31,23,42,38,29,34,32,29,33,42,27,35,43
Tova,82,138,172,173,196,200,202,174,156,127,76,86,116,79,68,67,53,44,55,40,31,36,32
Towa,11,-,14,12,13,11,11,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tove,117,130,142,161,148,153,111,101,109,83,64,71,207,177,130,112,104,117,117,95,93,98,94
Towe,14,-,-,15,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
Tua,-,-,-,11,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Turid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-
Tuva,47,68,103,198,271,290,373,360,382,407,407,384,413,384,339,274,289,286,236,206,210,228,196
Tuwa,-,-,-,-,-,-,16,-,14,17,12,-,12,-,16,12,10,-,12,17,-,-,-
Tuva-Li,-,-,-,-,-,-,-,-,12,-,13,12,19,17,12,23,19,22,17,-,-,15,-
Tyra,26,40,44,87,106,181,192,277,338,308,316,303,382,303,333,291,302,272,252,214,239,185,207
Ulrika,22,11,-,13,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Uma,-,-,-,-,-,-,-,-,-,12,10,-,13,-,-,-,14,22,18,17,14,20,21
Una,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-
Unni,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,10,16,15,16,25,23,24
Valencia,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,15,-,11,-,13,10,11,13
Valentina,17,17,17,15,20,25,27,17,17,26,30,42,35,49,44,44,41,53,48,55,59,59,58
Valeria,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,13,14,-,-,10,23,24,27
Valerie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,14,20,16,12
Vanesa,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vanessa,63,63,79,71,89,67,83,88,97,103,89,116,113,103,84,78,94,87,82,76,81,76,79
Vanja,19,20,19,23,23,26,26,24,21,28,26,29,26,20,23,22,26,25,20,19,11,18,17
Vanna,-,-,-,-,-,10,-,13,11,13,14,12,-,13,-,-,-,-,-,-,-,-,-
Vega,-,-,-,-,14,15,22,23,29,28,34,28,46,51,45,43,65,57,48,68,70,80,106
Vendela,103,103,106,102,123,119,135,115,110,90,103,87,78,58,44,63,42,43,36,41,40,43,29
Wendela,-,-,27,-,-,12,15,-,-,15,11,12,17,11,12,14,11,-,12,-,-,12,-
Vera,46,63,67,111,102,147,175,207,231,271,281,314,381,373,377,414,409,418,413,443,474,564,508
Wera,-,-,-,10,-,14,-,-,11,17,15,17,18,27,25,32,22,26,23,32,42,42,41
Veronica,46,49,38,22,23,20,10,12,14,23,-,14,13,10,11,-,12,11,-,18,-,11,-
Veronika,-,16,19,-,10,-,14,10,11,-,-,10,12,11,10,-,-,-,-,-,-,-,-
Whilma,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Victoria,210,194,179,121,134,123,96,99,81,78,84,88,77,82,85,78,84,71,83,89,68,79,45
Vida,-,-,-,-,-,-,11,13,-,11,15,16,20,19,23,44,38,35,32,38,39,43,32
Vienna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,14
Viktoria,101,86,85,61,67,60,60,47,49,50,51,42,39,45,33,34,37,32,26,25,44,29,34
Wiktoria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-
Vilda,-,-,15,-,18,33,33,35,42,64,64,80,73,84,94,72,62,59,67,58,74,56,40
Wilda,-,-,-,15,25,26,40,34,56,45,59,63,81,59,51,70,51,37,57,48,46,75,78
Vilhelmina,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,17,-,-,-,-,12,-
Wilhelmina,-,-,-,-,-,-,-,-,-,-,10,10,13,10,-,-,11,13,13,11,-,15,-
Vilja,-,-,-,-,11,14,18,20,23,23,31,46,53,43,50,42,38,38,50,55,55,72,42
Wilja,-,-,-,-,-,-,-,-,-,-,11,18,21,23,21,30,25,36,29,32,27,33,21
Villemo,-,-,-,-,-,-,-,10,-,-,-,-,-,13,14,-,-,13,-,14,-,12,11
Vilma,258,271,242,157,155,157,174,154,191,196,135,158,187,148,137,140,139,153,159,129,140,124,124
Wilma,575,573,887,731,732,713,623,592,652,719,562,504,546,503,433,456,432,420,421,422,457,445,483
Viola,13,17,19,11,14,21,14,32,36,52,63,66,76,79,81,89,89,80,103,91,107,95,101
Vira,-,-,-,-,-,-,-,-,-,10,-,-,11,-,-,10,12,14,14,18,10,13,16
Vivi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Vivian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-
Vivianne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,11
Yara,-,-,-,-,-,-,-,14,13,20,26,25,26,26,34,18,24,30,20,26,24,23,27
Yasmin,12,25,29,23,19,28,31,26,36,47,49,40,48,51,51,43,44,52,53,47,54,47,30
Yasmina,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,12,10,10,-
Yasmine,17,21,18,19,21,27,21,22,31,21,20,24,20,14,18,18,20,14,15,19,20,22,11
Ylva,37,40,32,52,49,62,41,32,42,51,41,58,46,39,48,56,47,62,57,55,39,67,62
