Juan Carlos,5205,1970
Miguel Angel,5165,1970
Carlos Alberto,4186,1970
Jose Luis,3975,1970
Maria Alejandra,3448,1970
Luis Alberto,2364,1970
Norma Beatriz,2036,1970
Ana María,2014,1970
Julio Cesar,1976,1970
Marcela Alejandra,1959,1970
María Cristina,1870,1970
Andrea Fabiana,1770,1970
Stella Maris,1739,1970
Maria Elena,1734,1970
Maria del Carmen,1718,1970
Maria Fernanda,1645,1970
Maria Isabel,1628,1970
Maria Laura,1616,1970
Maria Eugenia,1504,1970
Maria Rosa,1493,1970
Marcelo Fabian,1479,1970
Juan Jose,1421,1970
Maria Gabriela,1324,1970
María De Los Ángeles,1323,1970
Claudia Alejandra,1319,1970
Victor Hugo,1255,1970
Jorge Alberto,1202,1970
Monica Beatriz,1150,1970
Ruben Dario,1106,1970
Juan Ramon,1100,1970
Gustavo Javier,1099,1970
María Cecilia,1078,1970
Gustavo Daniel,1062,1970
Patricia Alejandra,1052,1970
Claudia Beatriz,1017,1970
Marcelo Alejandro,1016,1970
Susana Beatriz,956,1970
Jose Antonio,935,1970
Juan Manuel,913,1970
Jorge Luis,911,1970
Nestor Fabian,892,1970
Maria Ines,880,1970
Claudia Marcela,842,1970
Jose Maria,840,1970
Silvia Beatriz,838,1970
Jose Alberto,824,1970
Daniel Alejandro,807,1970
Sergio Daniel,803,1970
Gustavo Fabian,796,1970
Jorge Daniel,793,1970
Liliana Beatriz,777,1970
Roberto Carlos,773,1970
Sandra Noemi,738,1970
Daniel Alberto,731,1970
Maria Jose,729,1970
Sandra Beatriz,723,1970
Mariana,708,1970
Maria Ester,694,1970
Marcela Fabiana,692,1970
Gabriela Alejandra,691,1970
Carlos Daniel,656,1970
Marcelo Daniel,655,1970
Sandra Elizabeth,654,1970
Silvia Alejandra,654,1970
Juan Pablo,627,1970
Roberto Marcelo,625,1970
Maria Teresa,622,1970
Pablo Daniel,618,1970
Daniel,600,1970
Sergio Gustavo,599,1970
Monica Alejandra,595,1970
Juan Alberto,590,1970
María Mercedes,581,1970
Graciela Beatriz,580,1970
Alejandro,568,1970
Claudia Patricia,563,1970
Fernando Javier,562,1970
Maria Angelica,562,1970
Gabriel Alejandro,559,1970
Graciela Noemi,552,1970
Jorge Antonio,551,1970
Maria Luisa,549,1970
Oscar Alberto,544,1970
Gustavo Alberto,543,1970
Claudio Marcelo,542,1970
Karina Alejandra,540,1970
Claudia Noemi,536,1970
Hector Fabian,518,1970
Gustavo Alejandro,514,1970
Karina Andrea,504,1970
Graciela,501,1970
Roberto,492,1970
Carlos Fabian,489,1970
Martin,488,1970
Hector Daniel,488,1970
Marcelo Javier,486,1970
Claudia Andrea,479,1970
Carlos Javier,478,1970
Carlos,478,1970
Claudio Alejandro,475,1970
Mónica Patricia,475,1970
Maria Victoria,472,1970
Juan Antonio,468,1970
Sandra Mabel,466,1970
Sergio Fabian,465,1970
Maria Veronica,460,1970
Mario,455,1970
Silvia Noemi,450,1970
Sandra Patricia,449,1970
Ramon,448,1970
Carolina,447,1970
Marcela Beatriz,446,1970
Marcelo Gustavo,436,1970
Paula Andrea,434,1970
Javier Alejandro,433,1970
Francisco,433,1970
Pablo Javier,433,1970
Monica Graciela,431,1970
Fernando,429,1970
Claudio Fabian,428,1970
Patricia Noemi,427,1970
Alberto,427,1970
Sergio Alejandro,427,1970
Hugo Daniel,426,1970
Raul Alberto,424,1970
Maria Andrea,419,1970
Ricardo,418,1970
Ramon Alberto,415,1970
Marcelo,414,1970
Claudia Elizabeth,413,1970
Silvia Liliana,410,1970
Fabiana Andrea,406,1970
Mario Alberto,404,1970
Daniel Eduardo,404,1970
Sandra Viviana,400,1970
